Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),Carbon Monoxide (CO) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
16/03/2012,3:00,173,1.7,12.3,0.5,23.2,90.8,0.001,0.002,0.002,0.001,0,7.7,0.8,9
16/03/2012,4:00,169,1.9,12.5,0.5,23.2,91.3,0.001,0.001,0.002,0.001,0,7,0.7,10
16/03/2012,5:00,164,1.8,12.6,0.5,23.2,91.7,0.001,0.003,0.004,0.001,0,7.6,0.6,10
16/03/2012,6:00,161,1.7,12.6,0.5,24.1,89,0.001,0.002,0.003,0.001,0,11.4,4,11
16/03/2012,7:00,155,2,16.3,0.7,27.2,77.6,0.001,0.001,0.002,0.001,0,12.5,4.9,12
16/03/2012,8:00,150,2.4,18.3,0.9,28.8,71.6,0.001,0.001,0.002,0.001,0,11.8,2.9,12
16/03/2012,9:00,127,2.4,27.8,1,29.5,68.6,0.001,0.001,0.002,0.001,0,12.7,2.8,12
16/03/2012,10:00,97,3,21.3,1.3,29.4,68.9,0.001,0.001,0.001,0.001,0,15,5.2,11
16/03/2012,11:00,97,3.2,24.6,1.3,29.9,66.5,0.001,0,0.001,0.001,0,13.7,4.7,11
16/03/2012,12:00,74,4,18.6,1.3,29.7,70.2,0.001,0.001,0.002,0,0,13,4.7,13
16/03/2012,13:00,81,4,19.2,1.3,29.7,70.3,0.001,0,0.001,0,0,15.7,3.6,13
16/03/2012,14:00,83,4.3,15.1,1.3,29.4,70.9,0.001,0.001,0.001,0,0,14.4,3,12
16/03/2012,15:00,81,4.3,16,1.4,29.1,72.5,0.001,0,0.001,0,0,17,3.7,11
16/03/2012,16:00,85,4.3,16.1,1.5,28.5,74.5,0.001,0.001,0.001,0,0,15.3,3,11
16/03/2012,17:00,92,3.6,18.2,1.2,27.6,76,0.001,0,0.001,0,0,12.3,2.6,10
16/03/2012,18:00,104,3,21.1,1.3,27,79.6,0.001,0.001,0.002,0,0,10.8,2.6,11
16/03/2012,19:00,125,2.2,21.7,1.1,26.5,80.8,0.001,0.002,0.002,0,0,12.3,3.7,10
16/03/2012,20:00,145,1.5,15.7,0.6,25.8,82.8,0.001,0.001,0.002,0,0,8.3,1.7,8
16/03/2012,21:00,160,1.4,12.1,0.3,25.4,84.4,0.001,0.002,0.002,0,0,6.2,0.7,8
16/03/2012,22:00,165,1.5,13.2,0.4,24.9,85.1,0.001,0.002,0.002,0,0,8.3,3.2,9
16/03/2012,23:00,157,1.6,13.2,0.5,24.6,86,0.001,0.002,0.002,0,0,8.9,3.4,9
17/03/2012,0:00,159,1.6,13.4,0.5,24.1,87.9,,,,,,5.3,0.1,
17/03/2012,1:00,165,1.7,13.5,0.5,23.9,89.9,0,0.002,0.002,0,0.1,4.4,-0.1,7
17/03/2012,2:00,168,2,12.7,0.5,24,90.3,0.001,0.001,0.002,0,0,1.1,-2.1,6
17/03/2012,3:00,168,1.8,13.5,0.5,24,90.4,0.001,0.001,0.002,0,0,0.8,-2.6,6
17/03/2012,4:00,167,1.9,12,0.5,23.7,91,0.001,0.002,0.002,0,0,5.3,0.7,6
17/03/2012,5:00,171,1.6,13.2,0.4,23.6,91.8,0.001,0.001,0.002,0,0,4.3,0.5,6
17/03/2012,6:00,174,1.6,14.1,0.5,24.3,90.3,0.001,0.001,0.002,0,0,4.4,0.4,6
17/03/2012,7:00,157,1.8,15.5,0.6,27.2,81.2,0.001,0.001,0.002,0,0,4.5,1,7
17/03/2012,8:00,129,1.7,23.3,0.8,28.8,77,0.001,0.001,0.002,0,0.1,6,2.1,9
17/03/2012,9:00,101,2.4,27.4,0.9,29.6,75.5,0.001,0,0.001,0,0,6.1,0.8,11
17/03/2012,10:00,84,3.1,23.1,1,29.7,76.4,0.001,0.001,0.001,0,0,7,0.3,12
17/03/2012,11:00,73,3,24.3,1,29.9,76.3,0.001,0,0.001,0,0,7.5,2.5,13
17/03/2012,12:00,82,3.4,21.8,1.2,29.8,76.9,0.001,0,0.001,0,0,10.2,3.4,12
17/03/2012,13:00,71,3.6,19,1,29.7,76.1,0.001,0.001,0.001,0,0,11,3.6,12
17/03/2012,14:00,72,4.3,15.7,1.3,29.3,77.3,0.001,0.001,0.002,0,0,10,4,12
17/03/2012,15:00,76,3.7,18.3,1.2,29,77.9,0.001,0.001,0.002,0.001,0,8.6,5.3,12
17/03/2012,16:00,87,2.8,20,1.1,28.6,79.4,0.001,0,0.001,0,0,9.1,4.2,9
17/03/2012,17:00,92,2.9,20.7,1.2,27.2,83.5,0.001,0,0.001,0,0,7.6,3,8
17/03/2012,18:00,98,2.1,20.6,0.9,26.9,84.1,0.001,0.001,0.001,0,0,6.3,1.2,8
17/03/2012,19:00,104,1.8,21.7,0.9,27,79.7,0.001,0.001,0.002,0,0,7.7,2.8,7
17/03/2012,20:00,97,1.5,19.7,0.6,26.9,81.6,0.001,0.001,0.002,0,0,1,-3.9,8
17/03/2012,21:00,159,1.3,19.6,0.4,26.4,83.6,0.001,0.001,0.002,0,0,6.5,2.5,7
17/03/2012,22:00,156,1.3,17.5,0.4,26.1,85.6,0.001,0.001,0.002,0,0,3.4,0.2,6
17/03/2012,23:00,152,1.7,13.7,0.5,26,87,0.001,0.001,0.001,0,0,3.2,-0.6,7
18/03/2012,0:00,153,1.7,13.1,0.5,25.8,88.3,,,,,,6.6,1.8,
18/03/2012,1:00,160,3,13.7,1,24.9,88.3,0.001,0.001,0.002,0,0,6.5,2.6,3
18/03/2012,2:00,160,3.1,14.4,1,24.1,88.4,0.001,0.001,0.001,0,0,,,1
18/03/2012,3:00,157,2.9,13.7,0.9,23.6,88,0.001,0,0.001,0,0,-0.3,-1.8,1
18/03/2012,4:00,161,3,13.4,0.9,23.4,87.7,0.001,0.001,0.001,0,0,2.4,0.1,1
18/03/2012,5:00,159,3.1,13.4,1,23.1,87.8,0.001,0,0.001,0,0,2,0,2
18/03/2012,6:00,162,2.9,12.3,0.9,22.9,87.6,0.001,0,0.001,0,0,2.7,0.7,2
18/03/2012,7:00,162,2.6,12.9,0.8,23.3,87.2,0.001,0.001,0.001,0,0,5.4,2.7,3
18/03/2012,8:00,159,2.8,13.5,0.8,23.6,88.8,0.001,0.001,0.002,0,0,4,1,4
18/03/2012,9:00,153,3.1,14.2,1,25.3,83.3,0.001,0.001,0.002,0,0,6.8,3.9,4
18/03/2012,10:00,151,3.7,14.8,1.2,26.7,78.3,0.001,0.001,0.002,0,0,1.7,-1.5,5
18/03/2012,11:00,144,3.4,16.7,1.2,27.3,72.9,0.001,0.001,0.002,0,0,5.4,2.1,5
18/03/2012,12:00,147,3.3,16.9,1.2,27.1,74.9,0.001,0.001,0.002,0,0,3.8,1.1,7
18/03/2012,13:00,159,3.6,13.1,1.1,25.3,83,0.001,0.001,0.002,0,0,7.8,4.9,6
18/03/2012,14:00,157,3.8,13.6,1.2,24.4,84.7,0.001,0.001,0.002,0,0,1.9,-0.6,4
18/03/2012,15:00,163,4,13.6,1.1,23.8,84.3,0.001,0.001,0.002,0,0,3.5,1.1,4
18/03/2012,16:00,162,3.2,13.6,0.9,23.2,88.1,0.001,0.001,0.002,0,0,4,1.8,4
18/03/2012,17:00,165,3.1,13.4,0.9,22.6,91,0.001,0.002,0.002,0,0,3.3,0.9,4
18/03/2012,18:00,163,2.7,13.7,0.9,21.9,91.9,0.001,0.002,0.002,0,0,2.5,-0.6,3
18/03/2012,19:00,160,2.2,13.2,0.6,21.8,92.3,0,0.001,0.001,0,0,3.4,0.5,3
18/03/2012,20:00,168,2.3,14.3,0.6,21.8,93.1,0.001,0,0.001,0,0,2,-0.9,2
18/03/2012,21:00,164,2.7,13.4,0.8,21.7,93.5,0.001,0,0.001,0,0,1.4,-1.8,3
18/03/2012,22:00,162,2.7,12.5,0.9,21.6,93.6,0.001,0,0.001,0,0,2.4,-1.2,4
18/03/2012,23:00,168,3,12.5,0.9,21.8,93.8,0,0.001,0.001,0,0,2.1,-1.5,4
19/03/2012,0:00,166,3.2,12,1,21.7,93.8,,,,,,2,-0.9,
19/03/2012,1:00,164,2.4,13.6,0.7,21.6,93.5,0,0.001,0.001,0,0,1.3,-1.2,3
19/03/2012,2:00,169,2.5,13.6,0.8,21.7,93.9,0.001,0.001,0.001,0,0,3.4,0.6,3
19/03/2012,3:00,164,3.1,12.7,0.9,21.3,94,0.001,0.001,0.001,0,0,3.2,1.1,3
19/03/2012,4:00,164,3.9,13.8,1.1,20.8,93,0.001,0.001,0.002,0,0,4.6,0.5,11
19/03/2012,5:00,160,4.1,12.2,1.1,20.9,90.3,0.001,0.001,0.002,0,0,10.3,3.1,14
19/03/2012,6:00,159,3.9,13.1,1.2,21.4,86.2,0.001,0.001,0.002,0,0,12,0.7,16
19/03/2012,7:00,162,3.9,12.5,1.1,22.2,82.4,0.001,0.001,0.002,0,0,15.6,2.7,16
19/03/2012,8:00,160,4,13.9,1.3,23.4,78.1,0.001,0.001,0.002,0,0,16.3,2.3,16
19/03/2012,9:00,155,4.5,13.3,1.3,25.6,71.3,0.001,0.001,0.002,0,0,16.9,3.6,15
19/03/2012,10:00,159,4.4,14.1,1.5,26.3,68.5,0.001,0.001,0.002,0,0,15.4,1.6,14
19/03/2012,11:00,154,3.8,19.8,1.3,28,64.3,0.001,0.001,0.002,0,0,19.1,7,13
19/03/2012,12:00,144,4.3,16.1,1.5,28.9,60.2,0.001,0.001,0.002,0.001,0,15.9,5,11
19/03/2012,13:00,141,3.6,18.4,1.5,28.7,60.2,0.001,0.001,0.002,0,0,16.3,6.3,11
19/03/2012,14:00,137,2.8,25.2,1.2,28.4,62.8,0.001,0.001,0.002,0,0,14,2.7,13
19/03/2012,15:00,140,2.4,19.9,1.1,28.4,63,0.001,0.001,0.002,0,0,18,7.2,13
19/03/2012,16:00,134,2.6,16.7,1,27.9,62.3,0.001,0.001,0.002,0,0,14.5,3.5,13
19/03/2012,17:00,131,2.3,19.5,1,27.1,66,0.001,0.002,0.003,0,0,14.9,3.1,15
19/03/2012,18:00,135,1.9,19,0.8,26.2,69.2,0.001,0.001,0.002,0,0,15,3,15
19/03/2012,19:00,138,1.7,17.2,0.6,25.4,73.3,0,0.002,0.002,0,0,16.3,4.7,16
19/03/2012,20:00,151,1.7,14,0.7,24.8,74.9,0.001,0.002,0.002,0,0,12.8,0.8,14
19/03/2012,21:00,160,1.7,14.2,0.6,24.3,74.2,0.001,0.001,0.002,0,0,14.2,4,12
19/03/2012,22:00,163,2.4,13.3,0.7,23.9,75.5,0.001,0,0.001,0,0,7.5,-1.4,10
19/03/2012,23:00,163,2.7,13.1,0.7,23.4,77.6,0.001,0.001,0.001,0,0,7.1,-1.6,10
20/03/2012,0:00,160,2.8,13.5,0.9,23.1,78.5,,,,,,10.3,2.3,
20/03/2012,1:00,160,2.8,12.8,0.9,22.9,79.6,0.001,0.001,0.002,0,0,8,1.8,8
20/03/2012,2:00,163,2.9,14.3,0.9,22.6,82,0.001,0.002,0.002,0,0,6.4,-0.4,8
20/03/2012,3:00,163,2.9,13.1,0.9,22.5,83,0.001,0.001,0.002,0,0,9.9,2.8,8
20/03/2012,4:00,163,2.9,13.4,0.9,22.7,83.1,0.001,0.001,0.001,0,0,5.7,-1.5,8
20/03/2012,5:00,162,3.1,12.2,0.8,22.8,83.5,0,0.002,0.002,0,0,10.6,2.8,8
20/03/2012,6:00,161,3.1,11.8,0.9,22.9,84,0.001,0.002,0.003,0,0,9.7,3,8
20/03/2012,7:00,161,2.8,13.9,0.9,23.5,82.7,0.001,0.002,0.003,0,0,6.8,0.3,8
20/03/2012,8:00,156,2.5,14.7,0.9,24.9,79.1,0.001,0.002,0.003,0,0,9.7,2.8,8
20/03/2012,9:00,156,2.6,15.2,0.8,26.9,72.8,0.001,0.001,0.002,0,0,9,1.7,8
20/03/2012,10:00,132,2.7,23.4,1.1,28.5,66.8,0.001,0.001,0.002,0,0,12.8,5.2,8
20/03/2012,11:00,103,2.9,22.9,1.2,28.7,67.7,0.001,0.001,0.002,0,0,13.3,5.2,10
20/03/2012,12:00,109,3.3,20.2,1.5,28.4,68.3,0.001,0.001,0.002,0,0,13.3,4.8,10
20/03/2012,13:00,102,3.4,21.6,1.4,28.4,69.3,0.001,0.001,0.002,0,0,14,4.2,10
20/03/2012,14:00,106,3.4,20.3,1.5,28.1,70.3,0.001,0.001,0.002,0,0,9.9,-0.6,10
20/03/2012,15:00,104,3.3,19.7,1.4,27.9,71,0.001,0.001,0.002,0.001,0,12.2,1.5,10
20/03/2012,16:00,107,3.1,21.7,1.4,27.1,74.1,0.001,0.001,0.002,0.001,0,12.1,1.1,11
20/03/2012,17:00,114,3,21.7,1.3,26.6,76.6,0.001,0.001,0.002,0.001,0,15.5,4.7,11
20/03/2012,18:00,129,2.3,18.7,0.9,26,78.4,0.001,0.002,0.003,0.001,0,13.6,2.7,11
20/03/2012,19:00,133,1.9,17.2,0.7,25.8,80.5,0.001,0.002,0.002,0,0,12.1,2.1,11
20/03/2012,20:00,130,1.5,18.5,0.6,25.7,82.3,0.001,0.002,0.002,0,0,11.5,1.5,12
20/03/2012,21:00,117,2.7,20.1,1.3,25.9,83.2,0.001,0.001,0.001,0,0,14.6,3.5,12
20/03/2012,22:00,116,2.6,20.8,1.1,26,83.9,0,0.001,0.001,0,0,14.3,2.7,14
20/03/2012,23:00,118,2.7,20,1.2,25.9,84.9,0.001,0.001,0.001,0,0,15,2.9,14
21/03/2012,0:00,118,2.9,18.6,1.2,25.8,84.5,,,,,,15.1,2.9,
21/03/2012,1:00,117,2.9,20.9,1.3,25.8,84.4,0,0.001,0.001,0.001,0,13.3,2.9,13
21/03/2012,2:00,122,2.9,18.7,1.2,25.6,84.8,0.001,0.001,0.001,0.001,0,14.6,3.9,12
21/03/2012,3:00,130,2.2,18.6,1,25.4,85.5,0,0.001,0.001,0.001,0,13.1,3.2,12
21/03/2012,4:00,126,2.3,19.2,1.1,25.2,87.4,0.001,0,0.001,0.001,0,11.5,1.8,12
21/03/2012,5:00,123,2.2,30.6,1.3,24.1,91.5,0.001,0.001,0.002,0.001,0,12.9,4.2,12
21/03/2012,6:00,106,2.3,29.9,1.2,24.1,93.1,0.001,0.002,0.002,0.001,0,12.9,4.2,13
21/03/2012,7:00,93,2.6,31.9,1.4,24,93.8,0.001,0.002,0.003,0.001,0,10.3,1.5,14
21/03/2012,8:00,115,2.5,19.6,1.1,24.6,93.8,0.002,0.002,0.003,0.001,0,9.2,-0.4,10
21/03/2012,9:00,121,2.4,20.1,1,24.8,93.4,0.002,0.002,0.003,0.001,0,6.8,-0.4,10
21/03/2012,10:00,119,2.5,21.8,1,25.2,92.5,0.001,0.001,0.002,0.001,0.1,10,2.8,9
21/03/2012,11:00,90,3.3,25,1.5,24.9,91.4,0.001,0.001,0.002,0.001,0,8,0.3,9
21/03/2012,12:00,121,2.4,21.7,1,24.3,93,0.001,0.001,0.002,0.001,0,5.4,-2.5,8
21/03/2012,13:00,117,2.6,21.1,1.2,24,94,0.001,0.001,0.002,0.001,0,4.3,-2,10
21/03/2012,14:00,116,2.2,29.3,1.1,24.2,94.8,0.001,0.001,0.002,0.001,0,8.3,1.2,12
21/03/2012,15:00,89,4.2,23,1.6,24.6,94.7,0.001,0.001,0.002,0.001,0,9.3,-1.4,20
21/03/2012,16:00,122,4.1,19.1,1.6,24.2,95.3,0.001,0.001,0.002,0.001,0,9.9,-3.6,20
21/03/2012,17:00,111,4.1,23.9,1.7,24.5,95.6,0.001,0.001,0.002,0.001,0,5.9,-1.8,12
21/03/2012,18:00,105,5.2,19.2,2,24.9,95.3,0.001,0.001,0.001,0.001,0,11.3,0,18
21/03/2012,19:00,107,3.5,39.7,2.3,25.1,95.6,0.001,0.001,0.001,0.001,0,16.7,2.9,23
21/03/2012,20:00,207,4.3,23.3,1.6,23.2,95.8,0,0.001,0.001,0.002,0,8.1,1.4,2
21/03/2012,21:00,179,2.9,17.9,1.1,22.6,96.5,0.001,0.001,0.002,0.002,0,8.4,6,2
21/03/2012,22:00,178,2.2,14.9,0.9,22.7,96.4,0.001,0.001,0.001,0.002,0,-0.1,-1.5,1
21/03/2012,23:00,174,2.3,14.9,1.1,22.5,96.2,0.001,0,0.001,0.002,0,1.5,0.2,1
22/03/2012,0:00,170,3.3,13,1,22.1,95.2,,,,,,3.3,1.7,
22/03/2012,1:00,172,3.1,12.7,0.8,22.2,93.5,0.001,0.001,0.001,0.002,0,1.4,-0.3,1
22/03/2012,2:00,171,2.6,11.9,0.7,22.2,93.3,0,0.001,0.001,0.002,0,3.2,1.2,1
22/03/2012,3:00,171,2.5,13.4,0.7,22.2,93.6,0.001,0.001,0.001,0.002,0,2.5,0.3,1
22/03/2012,4:00,174,2.2,11.7,0.5,22.6,92.5,0.001,0.001,0.002,0.002,0,-0.6,-3,1
22/03/2012,5:00,176,2,13.3,0.5,22.5,92.4,0.001,0.002,0.003,0.002,0,4.2,1.6,1
22/03/2012,6:00,173,1.8,12.9,0.5,23,91.5,0.001,0.002,0.003,0.002,0,2.7,0.2,1
22/03/2012,7:00,163,2.2,13,0.8,24.6,87.8,0.001,0.001,0.002,0.002,0,2.4,-0.2,2
22/03/2012,8:00,149,1.9,13.5,0.6,25.8,85,0.001,0.002,0.003,0.002,0,3.2,0.5,2
22/03/2012,9:00,148,1.6,17,0.5,26.7,83,0.001,0.002,0.003,0.001,0.1,3.9,1,3
22/03/2012,10:00,139,1.6,24.2,0.6,28.6,78.6,0.001,0.001,0.002,0.002,0.1,3.7,0.7,4
22/03/2012,11:00,102,2,26.4,0.8,28.7,78.7,0.001,0.001,0.002,0.001,0,6.5,2.7,8
22/03/2012,12:00,106,2.1,27.3,1,29.1,78.6,0.001,0.001,0.002,0.002,0.1,6.6,2.5,9
22/03/2012,13:00,86,2.6,26.7,1,29.6,77.9,0.001,0,0.001,0.001,0.1,4.8,0.3,11
22/03/2012,14:00,78,3.3,18.9,1,28.6,81.4,0.001,0.001,0.002,0.001,0.1,8.4,3.1,13
22/03/2012,15:00,89,3.2,17.2,1.1,28,85,0.001,0.001,0.002,0.002,0.1,6.8,1.9,14
22/03/2012,16:00,94,2.7,20.5,1.1,27.5,88.2,0.001,0.001,0.002,0.002,0.1,9.2,2.4,14
22/03/2012,17:00,102,2.2,22.1,0.9,27.1,90.2,0.001,0.001,0.001,0.002,0.1,8.6,1,19
22/03/2012,18:00,77,2.4,19.4,1,27.2,92.2,0.001,0.002,0.002,0.002,0.1,11.1,1.3,25
22/03/2012,19:00,59,2.7,16.8,1,27.2,93.4,0.001,0.001,0.002,0.002,0.1,16.7,3.1,29
22/03/2012,20:00,39,2.6,20.1,0.9,27,94.2,0.001,0.001,0.002,0.001,0.1,18.5,4.4,31
22/03/2012,21:00,24,2.9,20.5,1,27,94.8,0.001,0.001,0.002,0.002,0.1,18.9,3.9,32
22/03/2012,22:00,26,2.8,19.2,1,26.8,95.2,0.001,0.001,0.002,0.002,0.1,14.6,-0.1,31
22/03/2012,23:00,15,2.3,21.5,1,26.9,95.2,0,0.001,0.001,0.002,0.1,16,1.4,31
23/03/2012,0:00,344,1.9,42,1.6,25.6,95.6,,,,,,12.5,1.2,
23/03/2012,1:00,295,0.6,55.8,0.5,25.3,95.8,0.001,0.005,0.006,0.008,0.2,11.2,3.6,11
23/03/2012,2:00,214,0.4,42.7,0.2,25.1,95.8,0.001,0.008,0.009,0.003,0.1,4,0.4,8
23/03/2012,3:00,190,0.1,119.2,0.2,25,96,0.001,0.003,0.004,0.002,0.1,1.4,-2.9,9
23/03/2012,4:00,233,0.3,70.6,0.2,24.8,96.1,0.001,0.003,0.003,0.002,0.1,4.5,1.1,8
23/03/2012,5:00,221,0.3,40.8,0.2,24.7,96.1,0.001,0.002,0.003,0.002,0.1,3.3,-0.1,8
23/03/2012,6:00,222,0.4,40.8,0.2,24.8,96.2,0.001,0.004,0.005,0.002,0.1,4,1.1,9
23/03/2012,7:00,231,0.7,32.7,0.4,26.4,92.7,0.002,0.003,0.004,0.002,0.1,6.7,3.1,7
23/03/2012,8:00,235,1.1,37.6,0.7,27.8,86,0.001,0.001,0.002,0.001,0.1,4.9,1.9,9
23/03/2012,9:00,260,0.9,50.2,0.6,28.7,81.5,0.001,0.001,0.002,0.002,0,5.9,2.8,8
23/03/2012,10:00,250,1.1,44.7,0.8,29.5,77.8,0.001,0.002,0.003,0.002,0.1,5.9,3,7
23/03/2012,11:00,216,1.2,29.8,0.6,29.4,78.5,0.001,0.002,0.003,0.002,0.1,4.6,2.1,8
23/03/2012,12:00,219,0.9,48.7,0.6,29.6,78.3,0.002,0.004,0.005,0.002,0.1,4.7,1.8,8
23/03/2012,13:00,165,0.2,111.7,0.5,29.5,81.4,0.001,0.003,0.004,0.002,0.1,6.4,3.6,11
23/03/2012,14:00,65,0.5,121.1,0.8,30.6,76,0.001,0.002,0.003,0.002,0.1,5.9,3.2,10
23/03/2012,15:00,69,1.6,40.1,0.9,28.3,85.2,0.001,0.004,0.005,0.003,0.1,10.3,7.7,13
23/03/2012,16:00,271,0.5,62.6,0.5,27.1,90.9,0.001,0.003,0.004,0.003,0.1,10.5,7.4,12
23/03/2012,17:00,126,0.6,30.1,0.3,27,91.4,0.001,0.005,0.006,0.002,0.1,9.3,5.6,14
23/03/2012,18:00,173,0.6,25.2,0.3,26.7,92.4,0,0.006,0.006,0.002,0.1,10.7,6.7,16
23/03/2012,19:00,200,0.9,20.8,0.3,26.5,85.1,0.001,0.003,0.003,0.001,0.1,9.5,4.9,14
23/03/2012,20:00,201,0.8,16.7,0.3,26.2,82.8,0.001,0.001,0.002,0.001,0.1,8.2,3.9,16
23/03/2012,21:00,196,0.1,97.6,0.2,25.9,84,0.001,0.002,0.002,0.001,0.1,6.9,0.3,16
23/03/2012,22:00,227,0.7,19.7,0.3,25.8,83,0.001,0.001,0.002,0.001,0.1,10.1,2.8,18
23/03/2012,23:00,213,0.8,14.7,0.4,25.6,82.5,0.001,0.001,0.002,0.001,0.1,7.7,1,16
24/03/2012,0:00,216,1.3,15.5,0.5,25.6,77.1,,,,,,9.6,3.5,
24/03/2012,1:00,251,1.3,14.9,0.5,24.7,80.9,0.001,0.002,0.002,0.001,0,8.1,2.8,11
24/03/2012,2:00,226,0.7,18.9,0.4,24.1,83.1,0.001,0.002,0.002,0.001,0,6.3,0.4,11
24/03/2012,3:00,205,1.1,16.5,0.5,24.3,77.7,0.001,0.002,0.002,0.001,0,7.4,0.7,8
24/03/2012,4:00,199,1.4,14.5,0.4,24.2,74.3,0.001,0.001,0.002,0.001,0,9.6,2.3,9
24/03/2012,5:00,205,1.2,16.6,0.5,23.5,72.1,0.001,0.001,0.002,0.001,0,11.5,3,9
24/03/2012,6:00,186,0.8,15.9,0.4,23.1,72.8,0.001,0.002,0.003,0.001,0,11.8,2.4,9
24/03/2012,7:00,167,0.9,24.3,0.3,26.9,56.1,0.002,0.003,0.005,0.001,0,14.2,4.4,8
24/03/2012,8:00,189,1.1,38.2,0.5,28,48.6,0.001,0.002,0.003,0.001,0,12.2,2.4,8
24/03/2012,9:00,217,1.9,27.1,0.8,27.5,45.5,0.001,0.001,0.002,0.001,0,14.8,5.2,7
24/03/2012,10:00,209,2.2,24.6,0.9,28.4,41.9,0.001,0.001,0.002,0.001,0,13.6,4.2,7
24/03/2012,11:00,209,2.5,24.2,1,29.3,37.4,0.001,0.001,0.002,0.001,0,9.5,0.2,6
24/03/2012,12:00,195,2,30.2,0.8,30.7,35.9,0.001,0.001,0.002,0.001,0,9.8,0.6,6
24/03/2012,13:00,178,1.4,55.9,0.9,31.6,37.3,0.001,0.001,0.002,0.001,0,10.1,2.5,6
24/03/2012,14:00,66,2.1,26.6,0.8,29.9,48.6,0.001,0.001,0.002,0.001,0,12.3,4,7
24/03/2012,15:00,58,2.9,18.9,1,28.7,57.8,0.001,0.001,0.002,0.001,0,11.2,3,9
24/03/2012,16:00,63,2.2,22.7,0.9,28.1,59.9,0.001,0.002,0.003,0.002,0,9.9,1.6,8
24/03/2012,17:00,77,1.4,21.4,0.5,26.9,64.1,0.001,0.002,0.003,0.002,0,11.4,2.7,8
24/03/2012,18:00,94,0.9,34,0.5,26.1,69,0.001,0.003,0.004,0.001,0,11.2,3,9
24/03/2012,19:00,159,0.9,23.7,0.5,25.1,70.8,0.001,0.003,0.004,0.001,0,13.8,4.8,13
24/03/2012,20:00,150,1.2,24,0.4,24.9,68.1,0.001,0.002,0.003,0.001,0,14.4,5.7,9
24/03/2012,21:00,178,1.1,11.9,0.2,24,73.2,0.001,0.002,0.002,0.001,0,11.6,3.1,9
24/03/2012,22:00,181,1.3,10.6,0.3,23.4,73.1,0.001,0.003,0.003,0.001,0,11.2,3.7,9
24/03/2012,23:00,187,1.4,11.1,0.3,23,75.2,0.001,0.002,0.003,0.001,0,10.5,3.6,9
25/03/2012,0:00,187,1.5,11.5,0.3,23.1,80.3,,,,,,13.1,5.6,
25/03/2012,1:00,187,1.8,11.7,0.4,23.2,86,0.001,0.003,0.003,0.001,0,13.6,4.7,12
25/03/2012,2:00,181,1.9,12.4,0.4,23.2,89.3,0,0.002,0.002,0.001,0,13.2,4,12
25/03/2012,3:00,173,1.8,13.4,0.5,23.5,89,0.001,0.001,0.002,0.001,0,9.5,1.9,10
25/03/2012,4:00,170,2.4,12.2,0.7,23.5,88.1,0.001,0,0.001,0.001,0,7,1.1,10
25/03/2012,5:00,168,2.1,13.2,0.6,23.3,88.6,0.001,0.001,0.002,0.001,0,11.6,4.6,13
25/03/2012,6:00,168,2.2,12.1,0.5,24.1,85.8,0.001,0.001,0.002,0.001,0,10.1,1.4,14
25/03/2012,7:00,158,2.5,14.8,0.7,26.6,76.9,0.001,0.001,0.002,0.001,0,13.3,3.2,14
25/03/2012,8:00,154,3,14.5,1,28.1,71.5,0.001,0.001,0.002,0.001,0,16.7,7,14
25/03/2012,9:00,152,3.5,15.3,1.1,28.5,70,0.001,0.001,0.002,0.001,0,15.4,7.1,12
25/03/2012,10:00,147,3.4,18.7,1.2,28.5,68.4,0.001,0.001,0.002,0,0,14.1,7.9,11
25/03/2012,11:00,147,3.2,17.6,1.2,27.3,71,0.001,0.001,0.002,0,0,9.2,3.6,11
25/03/2012,12:00,142,3,22.5,1.1,28.2,68.1,0.001,0.001,0.002,0.001,0,10.4,4.6,12
25/03/2012,13:00,107,3.4,23.4,1.4,29,64.6,0.001,0.001,0.002,0.001,0,14.1,6.7,14
25/03/2012,14:00,111,3.2,23.4,1.6,28.8,66.4,0.001,0.001,0.002,0.001,0,17.3,7.8,15
25/03/2012,15:00,145,2.7,16.7,1,26.7,76.1,0.001,0.001,0.002,0.001,0,12.9,3.2,15
25/03/2012,16:00,126,3,24.2,1.2,23.6,89.2,0.001,0.001,0.002,0.001,0,8.8,2,14
25/03/2012,17:00,159,2.1,15.1,0.7,22.5,93.1,0,0.002,0.002,0.001,0,9.2,3.2,13
25/03/2012,18:00,159,1.8,15.1,0.5,22.4,91.4,0.001,0.001,0.002,0.001,0,7.1,0.3,14
25/03/2012,19:00,168,1.7,14.7,0.5,22.4,88.6,0.001,0.002,0.002,0.001,0,11.5,3.2,13
25/03/2012,20:00,164,1.9,12.3,0.5,22.7,83,0.001,0.001,0.002,0.001,0,14,5.1,12
25/03/2012,21:00,159,1.9,13.3,0.6,22.8,81.5,0.001,0.001,0.001,0,0,13.8,3.6,12
25/03/2012,22:00,167,1.8,12.9,0.5,22.3,81.9,0,0.001,0.001,0.001,0,13.7,3.3,12
