Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),Carbon Monoxide (CO) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
12/10/2012,14:00,222,2.9,32.4,1.4,24.7,19.8,0.001,0,0.001,0.001,0,7,0.7,5
12/10/2012,15:00,217,2.7,29,1.5,24.7,19.8,0,0.001,0.001,0.001,0,5.8,1.1,6
12/10/2012,16:00,207,2.5,25.5,1.1,24.1,22.8,0,0.001,0.001,0.001,0,3.7,-1.2,10
12/10/2012,17:00,208,1.8,22.4,1,21.8,26.3,0,0.002,0.002,0.001,0,11.8,7,20
12/10/2012,18:00,202,0.8,18.4,0.4,19.2,34.5,0,0.003,0.003,0.002,0,14.1,9.7,29
12/10/2012,19:00,206,1.5,16,0.5,19,35.4,0,0.003,0.003,0.002,0,17.3,14.6,57
12/10/2012,20:00,193,1.4,17.4,0.5,18.6,36,0,0.003,0.003,0.002,0,22,18.6,34
12/10/2012,21:00,202,0.6,64.2,0.6,17.3,41.9,0,0.002,0.002,0.002,0,12.2,9.5,28
12/10/2012,22:00,205,0.3,83.2,0.4,15.2,50.9,0,0.004,0.004,0.002,0,20.4,18.5,40
12/10/2012,23:00,217,0.3,67.2,0.3,14.2,49.8,0,0.002,0.002,0.001,0,19,15.9,16
13/10/2012,0:00,191,0.6,54,0.4,13,61.8,,,,,,11.3,8.4,
13/10/2012,1:00,176,1,25.7,0.5,12.7,69.1,0,0.003,0.003,0.001,0,15.3,11.4,27
13/10/2012,2:00,181,0.9,27.8,0.4,12.9,68.4,0,0.003,0.003,0.001,0,5.7,3.6,22
13/10/2012,3:00,191,0.5,44,0.3,11.9,66,0,0.002,0.002,0.001,0,7,4.8,14
13/10/2012,4:00,202,0.6,48.9,0.4,11.5,63,0.001,0.002,0.002,0.001,0,9.4,7.7,11
13/10/2012,5:00,207,0.5,48.3,0.4,12.1,61.3,0.001,0.003,0.004,0.001,0,,,11
13/10/2012,6:00,198,0.4,73.6,0.3,16.1,53,0.001,0.003,0.004,0.001,0,2.1,1.1,8
13/10/2012,7:00,180,1.7,20.4,0.6,19.3,40.4,0.001,0.001,0.002,0.001,0,9.5,7.8,5
13/10/2012,8:00,158,2.9,20.5,1.1,20.9,35.9,0.001,0.001,0.001,0.001,0,2.7,0.9,3
13/10/2012,9:00,142,2.7,23.8,1,22.2,33.7,0.001,0,0.001,0.001,0,2.4,-1,3
13/10/2012,10:00,114,2.1,44.6,1.1,23.1,33,0.001,0.001,0.001,0.001,0,14.5,4.2,2
13/10/2012,11:00,63,3.7,19.4,1.1,21.6,45.2,0.001,0.001,0.002,0.002,0,10.8,2.7,4
13/10/2012,12:00,66,3.8,20,1.2,21.5,52.6,0,0,0,0.002,0,6.6,1.2,4
13/10/2012,13:00,62,4.3,16.8,1.2,21.5,54.5,0,0,0,0.001,0,9.4,2.8,4
13/10/2012,14:00,57,3.7,18.3,1.1,21.7,56.9,0.001,0.001,0.001,0.001,0,10.3,3.1,5
13/10/2012,15:00,54,3.4,18.7,1,21.7,59.2,0,0.001,0.001,0.002,,11.5,3.9,6
13/10/2012,16:00,60,3.1,19.4,1,21.3,62.2,0,0.001,0.001,0.002,,8.8,0.2,6
13/10/2012,17:00,61,3.2,15.8,1,20.2,66.9,0,0.001,0.001,0.002,0,11.6,2.5,6
13/10/2012,18:00,63,3.1,16.7,1,20,69.2,0,0.001,0.001,0.002,0,11.4,3,7
13/10/2012,19:00,66,2.3,16.7,0.9,20,70.7,0,0.001,0.001,0.002,0,7.8,0.1,7
13/10/2012,20:00,61,1.5,20.6,0.6,19.8,71.6,0,0.001,0.001,0.002,0,10.1,2.2,6
13/10/2012,21:00,51,0.9,38.7,0.6,19.6,73,0,0.001,0.001,0.002,0,8.9,0.9,7
13/10/2012,22:00,191,0.5,30.4,0.3,18.1,78.1,0,0.002,0.002,0.001,0,6.1,-0.5,9
13/10/2012,23:00,203,0.3,35.7,0.2,16.5,83.4,0,0.001,0.001,0.001,0,8.1,2.6,7
14/10/2012,0:00,205,0.6,43,0.4,16.3,85.3,,,,,,7.8,2.3,
14/10/2012,1:00,224,0.8,37.1,0.5,16.2,84.1,0,0.001,0.001,0.001,0,3.1,-2,8
14/10/2012,2:00,205,0.9,35.6,0.6,15.9,83.9,0,0.001,0.001,0.002,0,3.6,-2.1,8
14/10/2012,3:00,170,0.2,75.9,0.3,15.2,87.2,0,0.001,0.001,0.001,0,6.4,-0.2,10
14/10/2012,4:00,174,0.7,35.4,0.6,14.8,89.9,0,0.001,0.001,0.001,0,7.8,2.6,15
14/10/2012,5:00,173,0.6,35.5,0.4,14.8,90.7,0.001,0.001,0.001,0.001,0,8.7,3.7,16
14/10/2012,6:00,171,1,17.2,0.3,18.9,76.9,0,0.001,0.001,0.001,0,5.2,0.8,15
14/10/2012,7:00,175,1.2,22,0.4,22.4,64.8,0,0.001,0.001,0.002,0,7.7,2.5,11
14/10/2012,8:00,129,0.8,64.4,0.6,23.9,57.5,0.001,0,0.001,0.003,0,9.4,2.1,8
14/10/2012,9:00,52,2.1,21.8,0.8,23.6,54.8,0,0,0,0.002,0,11.4,3.5,6
14/10/2012,10:00,46,2.8,19.4,0.8,23.3,56.1,0,0,0,0.001,0,10.7,3.8,6
14/10/2012,11:00,50,3.3,17.8,0.9,23.6,56.7,0.001,0.001,0.002,0.002,0,10.3,4.1,6
14/10/2012,12:00,47,3.3,21.6,1.1,23.8,56.7,0,0.001,0.001,0.002,0,10.4,4.4,6
14/10/2012,13:00,48,3.3,20.8,1.1,23.8,55.7,0.001,0.001,0.001,0.003,0,12.6,6.4,7
14/10/2012,14:00,50,3.3,16.4,0.9,23.9,56.6,0.001,0.001,0.002,0.003,0,17.3,9.2,8
14/10/2012,15:00,51,3.4,17.4,1.1,23.6,58.9,0.001,0.001,0.001,0.002,0,14.6,6.1,8
14/10/2012,16:00,52,3.4,17.6,1.1,22.9,61.5,0,0.001,0.001,0.002,0,11.6,4.3,8
14/10/2012,17:00,52,2.8,19.2,0.9,21.8,66.1,0,0.001,0.001,0.002,0,13.2,4.7,10
14/10/2012,18:00,44,2,22.1,0.7,21.4,64.7,0,0.001,0.001,0.002,0,13.4,5.8,10
14/10/2012,19:00,41,1.5,23.1,0.7,20.8,71.4,0,0.001,0.001,0.002,0,15.1,8.4,11
14/10/2012,20:00,42,1.2,23.7,0.6,20.7,73.2,0,0.001,0.001,0.002,0,11.8,5.3,10
14/10/2012,21:00,36,0.7,57.4,0.5,20.3,73,0,0.001,0.001,0.002,0,9.5,3.4,10
14/10/2012,22:00,188,0.4,35.2,0.2,18.6,79,0,0.001,0.001,0.001,0,7.2,1.7,8
14/10/2012,23:00,175,0.7,29.5,0.4,17.3,83.5,0.001,0.001,0.002,0.001,0,8.9,4,9
15/10/2012,0:00,172,0.7,20.6,0.3,16.7,86.2,,,,,,7.2,3.6,
15/10/2012,1:00,174,0.7,28.3,0.3,16.4,89,0,0.001,0.001,0.001,0,6.6,3.6,10
15/10/2012,2:00,174,1,17,0.3,16.5,89.4,0,0.001,0.001,0.001,0,7.2,3.5,11
15/10/2012,3:00,175,1.4,11.2,0.3,16.2,90.1,0,0.001,0.001,0.001,0,8.1,4.8,12
15/10/2012,4:00,182,1.5,11,0.5,16.4,88.9,0,0.001,0.001,0.001,0,7.2,3.2,14
15/10/2012,5:00,186,1,18,0.4,16.6,86.3,0.001,0.003,0.004,0.001,0.1,9.5,6.8,18
15/10/2012,6:00,177,1.7,11.8,0.4,19.6,75.9,0.001,0.002,0.002,0.001,0,11.3,6.9,19
15/10/2012,7:00,176,1.7,16.2,0.5,22.2,67.8,0.001,0.001,0.002,0.001,0,10.9,5.6,17
15/10/2012,8:00,123,1.4,37.3,0.7,25.5,54.5,0.001,0,0.001,0.001,0,16.1,7.1,11
15/10/2012,9:00,103,2.3,25.5,0.8,25.3,54,0,0,0,0.001,0,14.3,3.8,10
15/10/2012,10:00,62,2.9,23.3,0.9,24.8,57,0,0.001,0.001,0.001,0,14.5,2.6,11
15/10/2012,11:00,57,3.4,17.4,1,24.4,57.6,0.001,0,0.001,0.001,0,10.6,2.6,9
15/10/2012,12:00,65,3.8,18.1,1.2,24.5,60.1,0,0,0,0.001,0,14.3,5.8,10
15/10/2012,13:00,72,4.4,16.9,1.4,24,65.1,0,0,0,0.001,0,12.9,3.5,12
15/10/2012,14:00,78,4.4,16.7,1.5,23.3,66.9,0,0,0,0.001,0,13.8,3.2,11
15/10/2012,15:00,74,4,15.4,1.3,23.4,64.4,0.001,0,0.001,0.002,0,11.9,2.4,11
15/10/2012,16:00,78,3.9,16,1.3,23.2,63.6,0,0,0,0.001,0,11,1.8,10
15/10/2012,17:00,83,3.2,17,1.2,22,67.7,0,0,0,0.001,0,14,5,10
15/10/2012,18:00,91,3,18.2,1.2,21.7,67.5,0,0,0,0.001,0,14.2,6.3,10
15/10/2012,19:00,103,2.4,18.9,1.1,21.4,70.2,0,0,0,0.001,0,11.7,4.9,10
15/10/2012,20:00,108,2.3,24.2,1,21.2,73,0,0,0,0.001,0,13,6.3,11
15/10/2012,21:00,168,1.3,10.7,0.3,19.9,76.4,0,0.001,0.001,0.001,0,12.2,6.3,15
15/10/2012,22:00,166,1.5,10,0.3,18.9,77.3,0,0.001,0.001,0.001,0,7.8,2.2,10
15/10/2012,23:00,171,1.5,9.2,0.3,18.3,78.6,0,0.001,0.001,0.001,0,17.2,5.9,12
16/10/2012,0:00,174,1.3,12.5,0.3,18.4,79.2,,,,,,12.5,5.7,
16/10/2012,1:00,180,1.2,12.4,0.3,17.9,81.2,0,0.001,0.001,0.001,0,11.5,6.6,15
16/10/2012,2:00,179,1.3,13.4,0.3,17.6,82.2,0,0.003,0.003,0.001,0,10.1,4.9,15
16/10/2012,3:00,165,1.6,10.6,0.3,17.5,83.2,0,0.001,0.001,0.001,0,9.7,4.3,14
16/10/2012,4:00,168,1.4,10.8,0.3,17,84.3,0,0.002,0.002,0.001,0,7.5,1.8,13
16/10/2012,5:00,183,1.4,10.3,0.3,17.2,83.4,0,0.003,0.003,0.001,0,7,1.4,13
16/10/2012,6:00,170,1.5,16.1,0.5,20.5,71.8,0.001,0.003,0.004,0.001,0,8.1,2.2,13
16/10/2012,7:00,154,1.9,18.1,0.6,23.1,62.1,0.001,0.001,0.002,0.001,0,14.9,7.3,12
16/10/2012,8:00,107,2.5,28.1,1.1,24.1,56.9,0.001,0,0.001,0.001,0,12.1,3.8,11
16/10/2012,9:00,90,2.6,28.7,1,24.4,57,0.001,0,0.001,0.001,0,9.4,1.5,10
16/10/2012,10:00,72,4.2,14.9,1.2,23.8,56.2,0.001,0,0.001,0.001,0,8.4,1.3,9
16/10/2012,11:00,66,4.3,15.5,1.2,24,53.9,0.001,0.001,0.001,0.002,0,9.6,3.9,8
16/10/2012,12:00,61,4.3,16.7,1.3,24.1,56.2,0.001,0,0.001,0.002,0,6.5,1,6
16/10/2012,13:00,69,4.1,18.2,1.3,24.1,56.8,0.001,0.001,0.002,0.001,0,7.8,0,6
16/10/2012,14:00,67,4.3,16.2,1.3,23.9,58,0,0.001,0.001,0.001,0,9.1,1.8,5
16/10/2012,15:00,68,4.3,15.7,1.3,23.6,59.1,0.001,0.001,0.001,0.002,0,5.3,-0.4,5
16/10/2012,16:00,72,3.5,16.4,1,23.2,58.1,0,0,0,0.001,0,7,1.5,4
16/10/2012,17:00,69,3.2,15.6,1.1,22.1,63.7,0,0,0,0.001,0,7.5,0.7,5
16/10/2012,18:00,85,2.4,20.7,1,21.4,66.9,0,0,0,0.001,0,,,5
16/10/2012,19:00,90,2.2,16.9,0.8,21.2,68.4,0,0,0,0.001,0,10,0.8,5
16/10/2012,20:00,111,1.5,28.6,0.8,20.9,69.6,0,0.001,0.001,0.001,0,12.2,1.4,5
16/10/2012,21:00,170,1.1,18.4,0.3,19.3,75.5,0,0.001,0.001,0.001,0,12.4,6.2,10
16/10/2012,22:00,179,1.3,11,0.3,18.5,76.2,0,0.001,0.001,0.001,0,9.5,4.3,16
16/10/2012,23:00,181,1,12.3,0.3,18.4,75.4,0,0.001,0.001,0.001,0,11.9,6.9,15
17/10/2012,0:00,175,0.9,11.3,0.3,17.4,79.5,,,,,,9.8,4.5,
17/10/2012,1:00,183,1.2,10.7,0.3,17.4,79.9,0.001,0.001,0.001,0.001,0,7.4,2.5,9
17/10/2012,2:00,183,1.3,10.4,0.3,17.3,79.7,0,0.001,0.001,0.001,0,7.6,2.1,9
17/10/2012,3:00,180,1,15.1,0.4,16.3,82.8,0,0.002,0.002,0.001,0,7.7,2.4,9
17/10/2012,4:00,173,0.9,23.1,0.4,15.3,86.4,0.001,0.001,0.002,0.001,0,6.1,1.7,10
17/10/2012,5:00,171,1.2,11.8,0.3,16.1,84.8,0.001,0.002,0.003,0.001,0,6.2,2,12
17/10/2012,6:00,177,1.6,12.5,0.4,19.5,72.7,0.001,0.001,0.002,0.001,0,16.1,11.6,20
17/10/2012,7:00,166,1.4,23.9,0.5,22.5,63.8,0.002,0.003,0.004,0.001,0,13.1,8.1,17
17/10/2012,8:00,59,1.5,35.5,0.6,24.3,48.2,0.001,0.001,0.002,0.001,0,14.7,7.7,5
17/10/2012,9:00,51,1.9,21.4,0.7,24.5,45.5,0.001,0.001,0.001,0.001,0,12.3,5,5
17/10/2012,10:00,46,2,26.6,0.8,24.7,47.2,0.001,0,0.001,0.001,0,9.3,0.4,5
17/10/2012,11:00,49,2.6,21,0.8,24.3,51.9,0.001,0.001,0.001,0.002,0,11.1,2.8,6
17/10/2012,12:00,52,2.8,20.1,0.9,24.6,54.9,0,0,0,0.002,0,10.6,3.1,6
17/10/2012,13:00,52,3.1,18.9,1,24.5,56,0,0.001,0.001,0.003,0,10.4,3.9,7
17/10/2012,14:00,50,3.4,17.4,1,24.4,55.6,0.001,0.001,0.001,0.003,0,10.5,4,6
17/10/2012,15:00,48,3.3,18.8,1,24.3,56.5,0,0.001,0.001,0.002,0,9.8,4.6,5
17/10/2012,16:00,45,2.8,20.4,0.9,23.7,59.8,0,0.001,0.001,0.002,0,4.7,-0.7,5
17/10/2012,17:00,35,2.1,21,0.8,22.4,65.3,0,0.001,0.001,0.002,0,6.4,1,6
17/10/2012,18:00,30,1.7,20.8,0.7,21.7,68.5,0,0.001,0.001,0.002,0,7.6,2.1,6
17/10/2012,19:00,14,1.4,21.9,0.6,21.3,71.1,0,0.001,0.001,0.001,0,7.2,2,7
17/10/2012,20:00,24,1.1,25.8,0.6,21.1,71.3,0,0,0,0.002,0,6.4,0.7,6
17/10/2012,21:00,9,0.7,163.5,0.3,20.7,73.2,0,0,0,0.001,0,6.3,0,7
17/10/2012,22:00,186,0.4,43.5,0.2,18.9,78.6,0,0.001,0.001,0.002,0,7.3,1.1,7
17/10/2012,23:00,187,0.3,28.1,0.1,17.3,84.7,0,0.001,0.001,0.001,0,8,3.1,7
18/10/2012,0:00,191,0.3,42.4,0.2,16.8,86.3,,,,,,6.1,1.9,
18/10/2012,1:00,199,0.4,38.9,0.2,16.5,88.6,0,0.001,0.001,0.002,0,3.6,-0.4,7
18/10/2012,2:00,181,0.5,22.5,0.2,16.9,88.2,0,0.002,0.002,0.002,0,5.8,0.9,16
18/10/2012,3:00,175,0.4,21.5,0.2,16.9,88.1,0,0.002,0.002,0.002,0.1,11.1,6.1,33
18/10/2012,4:00,184,0.4,17.4,0.2,16.2,90.1,0,0.003,0.003,0.001,0.1,13.5,8.6,26
18/10/2012,5:00,178,0.5,14.7,0.2,16.4,90.3,0.001,0.005,0.006,0.002,0.1,13.1,9.8,23
18/10/2012,6:00,163,0.6,15.2,0.2,21.3,74.3,0.001,0.003,0.004,0.002,0.1,8.1,4.2,22
18/10/2012,7:00,123,0.7,44,0.3,24.9,62,0.002,0.003,0.005,0.003,0.1,10.9,5.5,15
18/10/2012,8:00,59,2,18.8,0.6,24.1,65.3,0.001,0.001,0.002,0.002,0,13.1,5.8,8
18/10/2012,9:00,53,2.3,19.7,0.7,24.1,65.8,0,0.001,0.001,0.002,0,9.9,3.5,8
18/10/2012,10:00,55,2.9,20.3,0.9,24.2,66.5,0.001,0.001,0.002,0.002,0,12.8,5.5,8
18/10/2012,11:00,54,3.6,17.7,1,24.3,67.1,0.001,0.001,0.002,0.002,0,13,5.7,8
18/10/2012,12:00,48,3.6,17.6,1.2,24.2,67.3,0.001,0.001,0.001,0.003,0,9.4,3.1,9
18/10/2012,13:00,54,3.4,17.8,1,24.5,66.3,0.001,0.001,0.001,0.002,0,9.6,3.2,9
18/10/2012,14:00,51,3.2,20.2,1.1,24.6,64.8,0.001,0,0.001,0.002,0,6.2,-0.2,6
18/10/2012,15:00,55,3.3,17.4,1,24.3,65.5,0.001,0,0.001,0.002,0,6.6,1.2,7
18/10/2012,16:00,62,2.6,24,1.1,23.8,68.9,0,0.001,0.001,0.001,0,10.2,4.9,8
18/10/2012,17:00,71,2.5,15.9,0.9,22.6,73.4,0,0.001,0.001,0.002,0,13.8,9,8
18/10/2012,18:00,74,2.1,16.7,0.7,21.9,75.7,0,0.001,0.001,0.002,0,11.6,5.9,8
18/10/2012,19:00,74,2.2,15.7,0.8,21.7,76.3,0,0.002,0.002,0.002,0,10,4.2,7
18/10/2012,20:00,78,1.9,16.7,0.7,21.6,76.3,0,0.001,0.001,0.002,0,8.9,4,7
18/10/2012,21:00,84,1.9,18.4,0.7,21.4,75.3,0,0.001,0.001,0.002,0,6,0.5,6
18/10/2012,22:00,144,1.2,48.4,0.6,20.4,79.8,0,0.001,0.001,0.001,0,6.1,0.7,8
18/10/2012,23:00,168,1.1,19.1,0.5,19.1,85.9,0,0.001,0.001,0.001,0.1,7.6,3,13
19/10/2012,0:00,184,1.2,17.8,0.4,18.9,86.3,,,,,,8.1,3.9,
19/10/2012,1:00,181,1.1,28.8,0.5,18.8,86.4,0,0.002,0.002,0.002,0,8.1,4.6,11
19/10/2012,2:00,183,1,36.8,0.5,18.9,85.2,0,0.003,0.003,0.002,0,5.7,1.5,11
19/10/2012,3:00,184,1.4,27.8,0.5,19,85.1,0,0.002,0.002,0.002,0,7.4,3.7,13
19/10/2012,4:00,177,1.4,12.9,0.4,19.2,83.6,0,0.002,0.002,0.001,0,7.4,3.3,12
19/10/2012,5:00,172,1.3,14.9,0.4,19.3,81.9,0,0.003,0.003,0.001,0.1,7.1,2.9,15
19/10/2012,6:00,165,1.3,14.4,0.3,20.7,76.6,0.001,0.002,0.003,0.001,0.1,10.6,6.8,13
19/10/2012,7:00,130,1.2,39.2,0.6,23.6,65,0.001,0.001,0.002,0.001,0,6.1,2.4,10
19/10/2012,8:00,104,2,27.5,0.8,24.6,59,0.001,0,0.001,0.001,0,11.8,5,8
19/10/2012,9:00,79,2.6,25.8,0.9,24.9,58,0,0,0,0.001,0,13,6,8
19/10/2012,10:00,53,2.9,20,0.8,24.8,57,0,0,0,0.001,0,11.5,3.9,7
19/10/2012,11:00,58,3.6,16.4,1,24.7,59.4,0,0.001,0.001,0.002,0,15.3,7,9
19/10/2012,12:00,55,3.4,17,1,24.6,60.9,0,0.001,0.001,0.002,0,11.3,2.4,11
19/10/2012,13:00,54,3.1,18.2,0.9,24.6,60.5,0,0,0,0.002,0,13.3,4.8,8
19/10/2012,14:00,54,3,19.9,0.9,24.5,62.1,0,0,0,0.001,0,11.4,2.8,7
19/10/2012,15:00,51,3,17.6,0.9,24.2,63.5,0,0,0,0.002,0,8.5,0.9,8
19/10/2012,16:00,58,3.1,15.9,0.9,23.7,65.2,0.001,0.001,0.001,0.002,0,10.8,2.8,9
19/10/2012,17:00,60,2,17.7,0.7,22.6,70.5,0.001,0.001,0.001,0.002,0,12.6,4.8,9
19/10/2012,18:00,64,1.8,18.2,0.7,21.9,73.8,0,0.001,0.001,0.001,0,11.9,4.1,10
19/10/2012,19:00,62,1.5,17.7,0.6,21.5,74.8,0,0.001,0.001,0.002,0,11.1,3.3,9
19/10/2012,20:00,68,1.3,19.3,0.6,21.1,77.6,0,0,0,0.001,0,7.7,-0.2,9
19/10/2012,21:00,88,0.7,40.7,0.4,20.5,79.1,0,0.001,0.001,0.001,0,7.4,0.6,10
19/10/2012,22:00,152,0.3,51.4,0.2,19.6,82.6,0,0.002,0.002,0.002,0,4,-2.8,12
19/10/2012,23:00,152,0.4,54.1,0.3,18.9,85.3,0,0.002,0.002,0.002,0,7.6,1.3,11
20/10/2012,0:00,180,0.4,58.9,0.4,18.1,87.4,,,,,,5.3,6.9,
20/10/2012,1:00,195,0.4,28.8,0.2,17.3,90.2,0,0.002,0.002,0.002,0,7.1,4.5,10
20/10/2012,2:00,207,0.2,58.2,0.2,17,91.7,0,0.001,0.001,0.001,0,6.7,2.6,9
20/10/2012,3:00,183,0.4,45.9,0.2,17,92.3,0,0.002,0.002,0.002,0,10,6.8,9
20/10/2012,4:00,208,0.5,47.5,0.4,17.8,91.1,0,0.002,0.002,0.002,0,8.7,5.4,11
20/10/2012,5:00,177,0.4,44.5,0.3,18.1,89.7,0.001,0.004,0.005,0.002,0,10.7,6,10
20/10/2012,6:00,202,1,22.2,0.6,21.1,80,0.001,0.004,0.004,0.002,0,10.6,5,12
20/10/2012,7:00,222,1.1,51.4,0.6,23,72.4,0.001,0.003,0.004,0.002,0,13.3,5.4,12
20/10/2012,8:00,57,1.1,86.5,1.1,24.8,65.9,0.004,0.006,0.01,0.005,0,12.3,1.9,18
20/10/2012,9:00,49,2.7,23.3,0.8,24.4,67.2,0.002,0.004,0.006,0.004,0,14.6,1.7,12
20/10/2012,10:00,55,3.1,18,0.8,24.6,68,0,0.001,0.001,0.002,0,16.8,4.7,12
20/10/2012,11:00,53,3.2,18.8,0.9,24.9,68.1,0.001,0.002,0.002,0.003,0,15.1,3.8,12
20/10/2012,12:00,49,3.5,21,1.2,24.9,69.5,0,0,0,0.002,0,19.6,8.8,12
20/10/2012,13:00,53,3.7,18,1,24.7,70.8,0,0,0,0.002,0,18.2,6.3,12
20/10/2012,14:00,45,3.3,22.4,1.1,25.1,69.7,0,0.001,0.001,0.002,0,13.9,3.6,12
20/10/2012,15:00,25,2.7,23.8,0.9,25.3,68.7,0,0,0,0.002,0,11.2,2.8,12
20/10/2012,16:00,8,2.5,22.7,0.9,24.4,71.7,0,0.001,0.001,0.002,0,13.8,4.8,13
20/10/2012,17:00,12,1.8,19.6,0.7,23,77.2,0,0.001,0.001,0.002,0,15.7,5.9,14
20/10/2012,18:00,7,1.4,28.3,0.6,22,82,0,0.001,0.001,0.002,0,8.4,-0.3,15
20/10/2012,19:00,348,0.7,24.5,0.4,21.4,83.9,0,0.001,0.001,0.002,0,11.2,3.5,14
