Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3)
9/02/2012,0:00,190,0.9,26.6,0.4,22.1,76.4,0,1004,,,,,8.4,3.8
9/02/2012,1:00,203,0.5,40.5,0.4,22,76.8,0,1004,0.014,0,0.001,0.001,5.3,-0.8
9/02/2012,2:00,203,0.6,39.9,0.4,21.7,78.4,0,1004,0.011,0,0.001,0.001,7.4,1
9/02/2012,3:00,201,0.8,33.6,0.5,22,76.5,0,1004,0.013,0,0.001,0.001,,
9/02/2012,4:00,196,0.6,34.3,0.3,21.8,77.2,0,1004,0.012,0,0.002,0.002,11.2,4.2
9/02/2012,5:00,188,0.7,32.3,0.4,21.6,77,0,1005,0.009,0.001,0.005,0.006,9.5,0.7
9/02/2012,6:00,170,0.7,39.9,0.4,23.1,71.3,0,1005,0.007,0.006,0.009,0.015,12.1,3.4
9/02/2012,7:00,168,2.2,25,1.2,24.7,64.8,0,1006,0.012,0.004,0.005,0.008,10,-0.4
9/02/2012,8:00,154,3.5,25.4,1.3,25.5,61.8,0,1006,0.017,0.003,0.002,0.005,11.9,3.1
9/02/2012,9:00,162,3.4,25.8,1.3,26.1,59.3,0,1006,0.018,0.002,0.002,0.004,9.1,0.9
9/02/2012,10:00,162,3.5,27.7,1.3,26.4,57.1,0,1007,0.02,0,0.002,0.002,8.4,2.1
9/02/2012,11:00,146,3.7,23.5,1.4,26.9,56.4,0,1006,0.021,0.001,0.003,0.004,6.9,1.9
9/02/2012,12:00,153,4.5,22.4,1.7,26.3,57.5,0,1006,0.022,0.001,0.002,0.003,13.2,4.1
9/02/2012,13:00,166,3.9,22.3,1.7,25.9,59.4,0,1006,0.021,0.001,0.001,0.002,7.9,1.5
9/02/2012,14:00,147,3.8,19.5,1.5,24.4,68.7,0,1006,0.018,0.001,0.003,0.004,37,5.2
9/02/2012,15:00,147,3.4,24.4,1.3,24.5,69.3,0,1006,0.015,0.004,0.005,0.009,16.4,8
9/02/2012,16:00,139,3.5,20.4,1.4,23.4,75.7,0,1006,0.015,0.002,0.004,0.006,10.7,4.7
9/02/2012,17:00,143,3.8,20.9,1.5,23.5,75.6,0,1006,0.015,0.001,0.003,0.004,9.2,2.7
9/02/2012,18:00,154,2.7,19.5,1.1,23.6,75,0,1007,0.012,0.001,0.004,0.005,13.6,5
9/02/2012,19:00,154,2.7,19.2,1.1,23.5,74.3,0,1007,0.013,0,0.004,0.004,15.7,2.8
9/02/2012,20:00,155,2,21.4,0.9,23.2,74.6,0,1008,0.012,0,0.004,0.004,22.3,6.5
9/02/2012,21:00,158,2.4,20.6,0.9,22.8,73.8,0,1008,0.014,0,0.003,0.003,19.8,2.6
9/02/2012,22:00,170,1.9,21.4,0.7,22.4,73.8,0,1008,0.014,0,0.002,0.002,21.1,5
9/02/2012,23:00,182,1.3,21.9,0.6,21.8,74.2,0,1008,0.014,0,0.001,0.001,16.5,1.1
10/02/2012,0:00,182,1,18.3,0.4,21.3,76,0,1008,,,,,17.5,3.7
10/02/2012,1:00,187,0.8,17.6,0.3,21.1,77.1,0,1007,0.013,0,0.002,0.002,14.1,0.7
10/02/2012,2:00,184,1,17.9,0.4,20.6,79,0,1007,0.011,0,0.002,0.002,15.4,3
10/02/2012,3:00,194,1,20.2,0.4,20.4,78.3,0,1007,0.01,0,0.003,0.003,16,2.5
10/02/2012,4:00,198,0.7,31.1,0.4,20.6,76.7,0,1007,0.012,0,0.002,0.002,16.5,3.1
10/02/2012,5:00,189,1.1,23.3,0.6,20.7,75.4,0,1007,0.012,0.001,0.004,0.004,14.2,-0.5
10/02/2012,6:00,190,1.4,22.6,0.6,21.9,70.5,0,1008,0.01,0.003,0.005,0.008,16.4,1.7
10/02/2012,7:00,173,1.8,31.6,1,23.7,63.9,0,1008,0.013,0.005,0.006,0.01,17.6,1.3
10/02/2012,8:00,152,2.8,26.9,1.1,24.6,58.2,0,1009,0.019,0.003,0.003,0.006,28.8,6.2
10/02/2012,9:00,141,2.7,22.7,1,24.9,54.6,0,1009,0.022,0.001,0.003,0.004,20.4,1.8
10/02/2012,10:00,133,2.6,26.5,1.2,25.5,55.2,0,1009,0.026,0.001,0.002,0.003,21.6,5.2
10/02/2012,11:00,108,3.2,28.9,1.3,25.8,54.7,0,1008,0.026,0.001,0.002,0.002,25.2,6.4
10/02/2012,12:00,114,3.3,23.5,1.2,25.9,54.6,0,1008,0.025,0,0.002,0.002,28.6,8.8
10/02/2012,13:00,97,3.2,25.3,1.3,25.6,56.6,0,1007,0.025,0,0.001,0.001,23.4,3.5
10/02/2012,14:00,104,3,27.5,1.1,25.6,55.7,0,1007,0.023,0,0.001,0.001,28.2,4.3
10/02/2012,15:00,111,2.6,28.2,1.1,25.1,59,0,1007,0.022,0.002,0.001,0.003,19.5,3.4
10/02/2012,16:00,109,2.3,26.2,0.9,24.7,62.4,0,1006,0.02,0,0.001,0.001,20.6,5.2
10/02/2012,17:00,108,1.8,27.1,0.8,24.3,63.7,0,1006,0.02,0,0.001,0.001,15.3,1.3
10/02/2012,18:00,112,1.4,21.9,0.6,24.2,62.9,0,1007,0.018,0,0.003,0.003,18.2,4.7
10/02/2012,19:00,112,1.2,16.2,0.5,23.9,63.5,0,1007,0.019,0,0.002,0.002,14.8,2.5
10/02/2012,20:00,112,1.1,19.4,0.4,23.8,65.1,0,1008,0.019,0,0.002,0.002,14.9,2.4
10/02/2012,21:00,141,0.4,45.4,0.3,23.1,69.4,0,1008,0.012,0,0.006,0.006,12.8,0.4
10/02/2012,22:00,201,0.3,32.3,0.2,22.4,73.8,0,1008,0.006,0,0.01,0.01,14.6,2.8
10/02/2012,23:00,172,0.6,16.8,0.3,21.8,77,0,1008,0.004,0,0.01,0.01,13.9,3.2
11/02/2012,0:00,198,0.3,79.6,0.3,21.4,78,0,1008,,,,,15.6,4.8
11/02/2012,1:00,297,0.2,62.1,0.2,20.6,82.2,0,1007,0.005,0.002,0.007,0.008,13.4,3.3
11/02/2012,2:00,200,0.1,81.6,0.1,19.9,85.2,0,1007,0.001,0.005,0.009,0.014,10.8,2
11/02/2012,3:00,196,0.2,109,0.2,19.8,85.9,0,1007,0.002,0.001,0.006,0.006,8.6,1.5
11/02/2012,4:00,283,0.5,56.2,0.5,19.5,86.9,0,1007,0.003,0.001,0.005,0.006,10.4,3.2
11/02/2012,5:00,235,0.4,38.7,0.3,19.6,86.6,0,1007,0.002,0.003,0.007,0.01,7.1,0.1
11/02/2012,6:00,246,0.8,31.2,0.6,21.5,79.8,0,1008,0.005,0.007,0.007,0.013,8.1,0.7
11/02/2012,7:00,251,0.7,48.2,0.5,24.1,70.1,0,1009,0.009,0.007,0.006,0.013,12.2,0.1
11/02/2012,8:00,253,0.8,49.8,0.6,24.6,67.4,0,1009,0.016,0.001,0.002,0.003,13.3,-1
11/02/2012,9:00,250,0.7,47.4,0.5,24.8,65.8,0,1009,0.017,0,0.003,0.003,21.4,5.2
11/02/2012,10:00,345,0.6,169.6,0.6,25.1,63.2,0,1008,0.02,0,0.001,0.001,20.7,5.1
11/02/2012,11:00,337,0.9,57.5,0.6,25.8,61.3,0,1008,0.024,0,0.002,0.002,23,8
11/02/2012,12:00,349,1.8,32,0.8,27.1,53.6,0,1007,0.029,0,0.002,0.002,21.4,5.9
11/02/2012,13:00,33,1.9,37.6,1,27.6,55.9,0,1006,0.036,0,0.001,0.001,22.8,7.6
11/02/2012,14:00,40,2.3,31.7,1,26.9,60.6,0,1006,0.033,0,0.001,0.001,26.2,7.2
11/02/2012,15:00,55,2.4,29.5,1.1,26.5,63,0,1006,0.027,0,0.001,0.001,18.7,0.9
11/02/2012,16:00,52,2.1,31.7,1.1,26,66.3,0,1006,0.022,0,0,0,22.4,4.8
11/02/2012,17:00,38,1.7,35.5,0.8,25.5,68.1,0,1006,0.022,0,0,0,18.5,3.4
11/02/2012,18:00,15,1.1,173.9,0.6,25.2,68.9,0,1006,0.021,0,0,0,17.1,2.9
11/02/2012,19:00,311,0.4,61.5,0.3,24.2,73.1,0,1007,0.015,0,0.003,0.003,14.6,3
11/02/2012,20:00,281,0.4,57,0.3,24.2,74.4,0,1008,0.008,0.001,0.009,0.01,15.2,3.7
11/02/2012,21:00,352,0.8,42.5,0.6,24.1,75.8,0,1008,0.007,0,0.007,0.007,17.6,6.8
11/02/2012,22:00,315,0.5,55.4,0.3,24,75.8,0,1009,0.011,0,0.004,0.004,17.3,5.4
11/02/2012,23:00,261,0.5,45.6,0.3,23.7,76.7,0,1009,0.009,0,0.005,0.005,14.2,3.9
12/02/2012,0:00,225,0.5,28.7,0.2,23.4,78.5,0,1008,,,,,12.8,2.9
12/02/2012,1:00,278,0.4,33.4,0.3,23.5,78.2,0,1008,0.009,0,0.004,0.004,14.6,6.6
12/02/2012,2:00,273,0.4,33.5,0.3,22.4,83.7,0,1008,0.003,0.002,0.007,0.009,10.5,2.9
12/02/2012,3:00,253,0.7,28.9,0.3,22,85.6,0,1008,0.002,0.002,0.007,0.009,11.3,4
12/02/2012,4:00,258,0.2,71.1,0.3,21.9,85.4,0,1008,0.005,0,0.005,0.005,8.9,2.6
12/02/2012,5:00,300,0.3,64.5,0.3,22,84.5,0,1009,0.007,0,0.003,0.003,9.4,3.8
12/02/2012,6:00,334,0.4,41.5,0.3,23.4,78.6,0,1010,0.007,0.001,0.003,0.004,6.5,0.9
12/02/2012,7:00,339,1.5,34.2,0.9,25.7,69.7,0,1010,0.015,0.001,0.002,0.003,5.7,-2.2
12/02/2012,8:00,339,2.2,24.1,0.9,27,61.5,0,1010,0.021,0,0,0,13,2.4
12/02/2012,9:00,335,1.8,32.1,1,27.9,55.8,0,1010,0.028,0,0.001,0.001,12.8,5.8
12/02/2012,10:00,344,1.4,45.3,0.8,29.1,52.3,0,1010,0.036,0,0.001,0.001,12.5,7.6
12/02/2012,11:00,339,1.4,49.9,0.9,29.8,49.4,0,1009,0.042,0,0.001,0.001,10.3,5.7
12/02/2012,12:00,21,2.2,160.9,0.9,30,52.1,0,1009,0.045,0,0.001,0.001,12.7,6.4
12/02/2012,13:00,40,2.8,30.7,1.2,29,57.8,0,1008,0.04,0,0.001,0.001,17.3,6.4
12/02/2012,14:00,46,2.7,31,1.1,28.7,59.2,0,1008,0.035,0,0.001,0.001,24.3,10
12/02/2012,15:00,29,2.3,31.6,1,28.2,62.7,0,1008,0.027,0,0,0,20.3,6.2
12/02/2012,16:00,124,1.8,54.6,1.2,26.1,63.6,1,1008,0.028,0,0.001,0.001,19.9,5
12/02/2012,17:00,208,1.4,51.6,1.1,21.3,84.3,3,1010,0.027,0,0.005,0.005,12.4,3.8
12/02/2012,18:00,18,0.1,143,0.4,21.3,87.5,0,1010,0.022,0,0.006,0.006,11.7,6.5
12/02/2012,19:00,268,0.5,87.5,0.4,21.6,88.7,0,1011,0.016,0,0.006,0.006,7.6,3.3
12/02/2012,20:00,274,0.5,80.4,0.7,21.7,88.8,0,1011,0.011,0,0.01,0.01,12.1,6.8
12/02/2012,21:00,290,0.5,52.7,0.5,21.6,88.2,0,1011,0.011,0,0.006,0.006,9.7,4.9
12/02/2012,22:00,204,0.6,48.8,0.3,21.7,88.5,0,1011,0.01,0,0.006,0.006,11.3,4.9
12/02/2012,23:00,188,0.5,43.9,0.3,21.5,88,0,1011,0.01,0,0.004,0.004,9.8,4.8
13/02/2012,0:00,172,0.4,63.3,0.4,21.6,86.1,0,1011,,,,,8.9,2.8
13/02/2012,1:00,174,0.1,93.5,0.2,21.8,86.6,0,1010,0.008,0,0.001,0.001,8.3,2.1
13/02/2012,2:00,279,0.8,28.1,0.4,21.8,87,0,1010,0.006,0,0.004,0.004,8.3,0.3
13/02/2012,3:00,229,0.5,48.4,0.2,21.7,86.7,0,1010,0.006,0,0.002,0.002,8.6,-0.1
13/02/2012,4:00,111,0.1,106.7,0.2,21.3,88.8,0,1011,0.003,0,0.003,0.003,9.2,-0.9
13/02/2012,5:00,186,0.1,100.3,0.2,21.1,89.8,0,1011,0.001,0.002,0.005,0.007,10,1.6
13/02/2012,6:00,129,0.4,41.5,0.2,22,87.3,0,1012,0.001,0.012,0.007,0.018,12.7,4.3
13/02/2012,7:00,128,1.2,30.5,0.6,24.6,74,0,1012,0.006,0.012,0.008,0.019,14.5,4.3
13/02/2012,8:00,123,1.7,24.6,0.7,26.1,65.2,0,1012,0.017,0.003,0.004,0.007,18.5,5.2
13/02/2012,9:00,121,2.6,22.3,1.1,26.2,63.2,0,1013,0.025,0.001,0.004,0.005,11.8,4.7
13/02/2012,10:00,124,3,24.1,1.1,26.6,63.4,0,1012,0.03,0.001,0.002,0.002,11.7,3.4
13/02/2012,11:00,112,2.8,28.6,1.2,26.7,66.1,0,1012,0.029,0,0.002,0.002,14.3,5.7
13/02/2012,12:00,96,2.5,33,1.2,26.5,64.9,0,1012,0.026,0,0.001,0.001,13.8,2.5
13/02/2012,13:00,157,2.5,41.8,1.6,22.9,74.6,3,1011,0.025,0.001,0.005,0.005,10,3.5
13/02/2012,14:00,163,1.1,52.2,0.7,22.9,81.6,2,1011,0.024,0.002,0.006,0.008,11,5.8
13/02/2012,15:00,181,1.5,25.9,0.9,23.3,75.7,0,1010,0.016,0.005,0.013,0.018,13.5,7.9
13/02/2012,16:00,218,0.6,71.7,0.5,22.3,79.6,0,1010,0.01,0.006,0.014,0.02,9.1,4.6
13/02/2012,17:00,189,0.6,69.5,0.6,22.5,82.4,0,1011,0.004,0.006,0.015,0.021,10.9,7.2
13/02/2012,18:00,182,0.6,60.6,0.4,23.1,82.2,0,1011,0.003,0.004,0.014,0.018,10.8,5.5
13/02/2012,19:00,271,0.3,68.3,0.3,22.4,85.9,0,1011,0,0.009,0.013,0.021,8.6,4.2
13/02/2012,20:00,181,1,22.6,0.5,22.2,86.7,0,1012,0.002,0.004,0.009,0.013,6.5,0.5
13/02/2012,21:00,166,0.6,29.4,0.4,22,86.9,0,1013,0.003,0.001,0.007,0.008,14.1,7.9
13/02/2012,22:00,173,0.3,58.8,0.3,21.8,86,0,1013,0.006,0.001,0.003,0.003,12.2,5.6
13/02/2012,23:00,167,0.7,23.3,0.3,21.6,87.2,0,1013,0.005,0,0.003,0.003,14.1,5.7
14/02/2012,0:00,180,0.3,71.1,0.3,21.5,86.8,0,1013,,,,,11.1,1.5
14/02/2012,1:00,179,1,25.1,0.5,21.5,85,0,1013,0.008,0,0.001,0.001,12.2,2.1
14/02/2012,2:00,173,1,21.1,0.4,21.3,85.1,0,1012,0.008,0,0.003,0.003,11.7,3.8
14/02/2012,3:00,185,0.6,47.9,0.4,20.8,87.7,0,1012,0.004,0,0.003,0.003,13.1,3.8
14/02/2012,4:00,258,0.1,96,0.3,20.5,87.1,0,1012,0.007,0,0.003,0.003,12.8,3.1
14/02/2012,5:00,207,0.1,111.2,0.3,20,88.8,0,1013,0.002,0.001,0.005,0.005,14,5.4
14/02/2012,6:00,155,1.2,24.8,0.5,21.5,81.8,0,1013,0.003,0.008,0.008,0.015,10.7,1.7
14/02/2012,7:00,161,2.4,26.5,1,23.6,68.5,0,1014,0.014,0.004,0.006,0.01,14.6,1.9
14/02/2012,8:00,163,3.4,21.2,1.3,24.6,62.1,0,1014,0.021,0.003,0.005,0.007,6.8,-1.5
14/02/2012,9:00,158,3.6,24.6,1.4,25.5,59,0,1014,0.026,0.001,0.002,0.003,11.4,6.8
14/02/2012,10:00,156,3.3,23.7,1.4,26.2,57.4,0,1014,0.029,0,0.002,0.002,6.4,0.9
14/02/2012,11:00,143,3.5,22.9,1.5,26.6,57.1,0,1013,0.031,0.001,0.003,0.003,14.2,7.9
14/02/2012,12:00,130,4.2,23.2,1.7,26.4,58.5,0,1013,0.033,0,0.003,0.003,14.2,1.3
14/02/2012,13:00,125,4.4,20.1,1.6,26.3,58.9,0,1012,0.034,0,0.002,0.002,15.9,2.5
14/02/2012,14:00,126,4.5,19.9,1.8,26,59.8,0,1012,0.033,0.001,0.002,0.003,19.9,4.7
14/02/2012,15:00,133,4.3,20.9,1.4,26,58.8,0,1012,0.032,0.002,0.004,0.006,16.7,5.8
14/02/2012,16:00,132,4.2,17,1.6,25.2,59.1,0,1012,0.034,0.001,0.004,0.004,11.1,-0.5
14/02/2012,17:00,138,4.6,19.5,1.7,25,55.6,0,1012,0.034,0,0.003,0.003,13.1,3.6
14/02/2012,18:00,153,3.9,20.5,1.6,24.1,59.9,0,1013,0.03,0,0.003,0.003,11.2,3
14/02/2012,19:00,159,3,19,1.2,23.5,64.6,0,1014,0.027,0,0.003,0.003,12.2,5.7
14/02/2012,20:00,165,2,21,0.8,23,66.5,0,1014,0.025,0,0.003,0.003,9.4,1.9
14/02/2012,21:00,175,1.9,18.3,0.7,22.6,68.4,0,1014,0.024,0,0.003,0.003,11,3.4
14/02/2012,22:00,175,1.6,21.9,0.7,22.4,68.9,0,1014,0.024,0,0.002,0.002,11.4,2.9
14/02/2012,23:00,177,1.5,20.3,0.6,22.2,70.3,0,1014,0.024,0,0.002,0.002,13,3.8
15/02/2012,0:00,180,1.3,20.3,0.5,21.8,72.8,0,1014,,,,,10.1,1.6
15/02/2012,1:00,179,1.5,17.2,0.6,21.2,75.5,0,1013,0.023,0,0.001,0.001,9.8,2.7
15/02/2012,2:00,176,1.4,23.1,0.5,21,77,0,1013,0.022,0,0.001,0.001,9.4,2.9
15/02/2012,3:00,176,1.5,19.3,0.6,20.8,77.3,0,1013,0.021,0,0.001,0.001,12,6.3
15/02/2012,4:00,183,1,20.6,0.4,20.6,77.6,0,1013,0.02,0,0.002,0.002,9.7,2.2
15/02/2012,5:00,179,0.8,22.5,0.4,20.4,78.7,0,1013,0.013,0.001,0.008,0.009,10.9,4.7
15/02/2012,6:00,179,1.5,23.8,0.7,22.2,71.2,0,1014,0.014,0.003,0.01,0.013,8.4,1.7
15/02/2012,7:00,163,2.5,25.4,1.1,23.9,63.8,0,1015,0.022,0.002,0.004,0.006,11.2,3
15/02/2012,8:00,157,3.4,20.9,1.2,24.7,59.6,0,1015,0.025,0.002,0.004,0.006,11.4,2.6
15/02/2012,9:00,154,2.9,27,1.1,25.4,54.7,0,1015,0.027,0.002,0.002,0.004,14,6.7
15/02/2012,10:00,136,3.1,26.4,1.2,26.1,52,0,1014,0.029,0.001,0.002,0.003,5.7,-1.9
15/02/2012,11:00,131,3.4,24.3,1.4,26.6,50.2,0,1014,0.027,0.003,0.004,0.007,12.5,2.5
