Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (µg/m^3)
3/08/2012,13:00,107,0.5,99.3,0.8,24.5,18.9
3/08/2012,14:00,61,0.8,70.9,0.8,26,14.7
3/08/2012,15:00,355,1,163.9,0.6,26.2,14.4
3/08/2012,16:00,74,1.2,35.1,0.6,26.2,16.3
3/08/2012,17:00,65,0.6,28.1,0.2,22.1,22.8
3/08/2012,18:00,155,0.1,110.9,0.3,15.1,45.4
3/08/2012,19:00,232,0.3,64.1,0.2,12,55
3/08/2012,20:00,226,0.4,51.3,0.2,10.8,49
3/08/2012,21:00,202,0.7,28.4,0.3,10.2,42.8
3/08/2012,22:00,261,0.1,104,0.4,8,43.3
3/08/2012,23:00,314,0.9,23.8,0.4,6,34.4
4/08/2012,0:00,319,0.9,15.2,0.4,4.7,29.1
4/08/2012,1:00,298,0.2,84.1,0.3,4.1,23.3
4/08/2012,2:00,317,0.7,28.8,0.4,3.3,17.7
4/08/2012,3:00,278,0.4,76.2,0.4,3.6,17.4
4/08/2012,4:00,297,0.4,29.3,0.2,2.6,20.3
4/08/2012,5:00,312,0.6,73,0.6,3,28.9
4/08/2012,6:00,,0,153.8,0.1,2.4,24.6
4/08/2012,7:00,39,0.1,82,0.2,7.7,32.9
4/08/2012,8:00,319,1.1,17.2,0.4,14.7,26.6
4/08/2012,9:00,312,1.1,33.9,0.6,18.1,22.9
4/08/2012,10:00,259,1.3,50.8,0.7,21.2,16.4
4/08/2012,11:00,232,0.5,88.7,0.8,23.7,10.2
4/08/2012,12:00,329,0.6,146.5,0.8,24.9,10.5
4/08/2012,13:00,157,0.8,102.8,1.1,26.3,7.4
4/08/2012,14:00,129,0.9,74.6,1,27.1,10.8
4/08/2012,15:00,126,1.7,43.7,0.8,26.9,16.4
4/08/2012,16:00,90,1.3,40.4,0.7,26.7,21.8
4/08/2012,17:00,88,1,15,0.4,23.2,27.5
4/08/2012,18:00,76,0.6,19,0.2,16.6,47.3
4/08/2012,19:00,83,0.2,75,0.2,14.5,39.1
4/08/2012,20:00,275,0.4,56.2,0.2,12.6,35.8
4/08/2012,21:00,160,0.9,29.1,0.4,13.2,44.9
4/08/2012,22:00,238,0.6,59.3,0.5,11.3,50.5
4/08/2012,23:00,253,0.2,83.2,0.3,9.1,42
5/08/2012,0:00,321,0.4,41.7,0.3,6.8,32.2
5/08/2012,1:00,186,0.4,35.8,0.2,5.7,31.9
5/08/2012,2:00,291,0.4,50.7,0.2,5.5,29.6
5/08/2012,3:00,309,0.4,31.8,0.2,4.5,26
5/08/2012,4:00,280,0.1,92.7,0.1,3.4,23.9
5/08/2012,5:00,311,0.5,47.7,0.3,3.2,21.8
5/08/2012,6:00,312,0.3,71,0.2,2.8,16.9
5/08/2012,7:00,27,0.1,101.5,0.1,7.9,31
5/08/2012,8:00,251,0.9,46.4,0.5,15.4,28.4
5/08/2012,9:00,266,1.1,34.2,0.5,18.7,26.1
5/08/2012,10:00,238,0.4,105.8,0.7,21.7,12.3
5/08/2012,11:00,289,0.3,103.2,0.8,23.4,9
5/08/2012,12:00,232,1.1,70.6,0.8,24.6,14.3
5/08/2012,13:00,210,1.1,66.5,0.9,25.3,10.8
5/08/2012,14:00,246,0.4,97.3,0.9,26.2,12.1
5/08/2012,15:00,256,0.7,85.5,1,26.8,12
5/08/2012,16:00,215,0.5,81.6,0.5,27.3,11.2
5/08/2012,17:00,229,0.3,71.3,0.3,23.7,19.5
5/08/2012,18:00,290,0.3,46.1,0.2,16.5,36.3
5/08/2012,19:00,316,0.4,62.8,0.5,13.6,27.9
5/08/2012,20:00,343,0.2,129.6,0.5,11.5,28.4
5/08/2012,21:00,266,0.4,54.5,0.2,11,50.2
5/08/2012,22:00,277,0.8,48.5,0.5,10.4,68
5/08/2012,23:00,234,0.3,91,0.4,9.8,26
6/08/2012,0:00,320,0.5,45,0.3,8.2,19.1
6/08/2012,1:00,251,0.5,64.7,0.3,7.4,15.9
6/08/2012,2:00,274,1.6,45.4,1,9.8,15.9
6/08/2012,3:00,330,0.7,64,0.7,7.5,12.9
6/08/2012,4:00,278,0.1,112.5,0.3,5.9,12.6
6/08/2012,5:00,305,0.5,38.2,0.2,5.3,10
6/08/2012,6:00,328,0.3,43.2,0.3,4.4,8.9
6/08/2012,7:00,332,0.8,17.1,0.3,8.3,19.4
6/08/2012,8:00,334,1.3,18.8,0.4,14.5,22.3
6/08/2012,9:00,312,2,20,0.7,18.3,14.9
6/08/2012,10:00,274,1.3,57,0.8,22,10.2
6/08/2012,11:00,191,1.7,54.1,1.1,23.8,
6/08/2012,12:00,180,2.2,49.6,1.4,25,8.2
6/08/2012,13:00,199,1.8,50.6,1.3,26.6,5.2
6/08/2012,14:00,172,2.5,40.6,1.3,26.5,5.6
6/08/2012,15:00,151,2.1,46.9,1.2,26.8,7.3
6/08/2012,16:00,155,2.5,27.4,0.8,26,11.6
6/08/2012,17:00,147,2.8,8.7,0.7,23.1,35.3
6/08/2012,18:00,155,1.1,11.1,0.3,18.2,76.6
6/08/2012,19:00,191,0.9,22.7,0.5,14.9,67.3
6/08/2012,20:00,198,1.3,15.7,0.7,13.9,28.3
6/08/2012,21:00,273,0.2,72.8,0.2,10.5,24.4
6/08/2012,22:00,314,0.4,61,0.4,8.2,23.4
6/08/2012,23:00,228,0.3,72,0.5,8.3,28.9
7/08/2012,0:00,243,0.4,68.5,0.4,7.3,32.6
7/08/2012,1:00,99,0.1,97.4,0.2,5.7,25.3
7/08/2012,2:00,267,0.1,92.5,0.2,4.8,22.3
7/08/2012,3:00,320,0.5,88.4,0.5,4.5,21
7/08/2012,4:00,308,0.4,56.1,0.3,4.2,18
7/08/2012,5:00,245,0.1,109.8,0.2,3.5,16.3
7/08/2012,6:00,312,0.6,34.4,0.3,3.2,15.1
7/08/2012,7:00,334,0.7,49.1,0.4,7.5,20
7/08/2012,8:00,133,1.6,54.9,1.2,13.2,26.8
7/08/2012,9:00,138,2.8,18.8,0.7,17.6,66.4
7/08/2012,10:00,135,3,16.6,0.9,20.7,46.1
7/08/2012,11:00,137,2.6,32.7,1,22.7,45.2
7/08/2012,12:00,101,2.5,32.3,1.3,24.4,19.3
7/08/2012,13:00,97,2.5,32.6,1.4,25.6,31.9
7/08/2012,14:00,96,2.5,39.7,1.2,25.8,27.6
7/08/2012,15:00,126,2.8,25,1.2,25.8,60.9
7/08/2012,16:00,105,2,28.6,0.9,25.8,41.4
7/08/2012,17:00,119,1.4,17.9,0.5,23,20.9
7/08/2012,18:00,159,0.7,12,0.3,16.7,34.7
7/08/2012,19:00,203,0.3,66.7,0.2,13.9,74.1
7/08/2012,20:00,129,0.1,101.5,0.4,11.8,39.8
7/08/2012,21:00,319,0.6,33.1,0.3,12,54.4
7/08/2012,22:00,207,0.4,65.9,0.4,11,56.1
7/08/2012,23:00,177,1.3,22.5,0.3,11.1,31.5
8/08/2012,0:00,216,0.5,41.9,0.3,9.1,26.2
8/08/2012,1:00,198,0.1,119.8,0.1,6.7,17.6
8/08/2012,2:00,314,0.3,100.2,0.3,5.1,14.3
8/08/2012,3:00,295,0.5,27.6,0.2,4.4,14.5
8/08/2012,4:00,308,0.5,19.8,0.1,3.8,13.2
8/08/2012,5:00,164,0.1,90.9,0.2,3.1,14.6
8/08/2012,6:00,316,0.4,49.2,0.2,2.9,13.8
8/08/2012,7:00,330,0.5,31.4,0.2,7.6,25.6
8/08/2012,8:00,130,0.3,117.2,0.4,15.2,32.4
8/08/2012,9:00,149,0.8,50.9,0.4,19.2,32.3
8/08/2012,10:00,276,0.3,138,0.5,22.4,24
8/08/2012,11:00,101,2.6,33.1,1.3,23.7,13.4
8/08/2012,12:00,103,2.6,38.4,1.3,24.6,35.5
8/08/2012,13:00,114,2.2,46.4,1.2,25.6,28.3
8/08/2012,14:00,91,2.3,34.7,1.1,26.5,24.4
8/08/2012,15:00,81,1.8,34.9,0.8,26.7,60.9
8/08/2012,16:00,114,2,28.9,0.8,26.1,45.1
8/08/2012,17:00,129,1.5,14.1,0.5,23.3,53.4
8/08/2012,18:00,152,1,14,0.5,17.6,45
8/08/2012,19:00,163,0.4,64.8,0.3,14,29.8
8/08/2012,20:00,322,0.2,99.5,0.3,12.5,31
8/08/2012,21:00,292,0.7,33,0.3,11.5,42.4
8/08/2012,22:00,238,0.7,60.4,0.5,11.1,41.9
8/08/2012,23:00,203,0.6,30.8,0.3,9.2,28.8
9/08/2012,0:00,172,0.5,38.3,0.3,7.3,25.2
9/08/2012,1:00,312,0.5,148.9,0.4,5.7,22.4
9/08/2012,2:00,316,0.7,22.1,0.3,5.3,19
9/08/2012,3:00,267,0.3,86.3,0.3,4.5,18.1
9/08/2012,4:00,330,0.4,40.3,0.2,3.7,14.3
9/08/2012,5:00,327,0.7,26.7,0.4,3.2,13.3
9/08/2012,6:00,322,1.1,26.5,0.6,3.1,15.6
9/08/2012,7:00,319,1.6,6.5,0.3,7.7,35.9
9/08/2012,8:00,334,1.2,25,0.4,13.7,40.9
9/08/2012,9:00,294,1.5,24.8,0.6,19.2,38
9/08/2012,10:00,279,1.9,34.6,0.7,22,27.8
9/08/2012,11:00,283,1.9,36.8,0.9,23.9,72.7
9/08/2012,12:00,247,1.1,67.1,1,25.6,109.1
9/08/2012,13:00,276,1.9,47.7,1,26.5,173.3
9/08/2012,14:00,250,1.8,42.8,1,27.5,61.2
9/08/2012,15:00,289,1.7,43,0.9,27.5,35.6
9/08/2012,16:00,265,1.8,37,0.7,27.5,238.2
9/08/2012,17:00,275,1.6,14,0.6,24.6,93.6
9/08/2012,18:00,281,1.2,13.5,0.3,18.7,64.5
9/08/2012,19:00,304,1.2,15.7,0.4,15,44.7
9/08/2012,20:00,81,0.3,51.7,0.2,11.7,31.7
9/08/2012,21:00,300,0.5,21,0.1,9.9,31
9/08/2012,22:00,307,0.3,24.4,0.1,9,16.5
9/08/2012,23:00,308,0.4,45.2,0.2,8.1,14
10/08/2012,0:00,325,0.4,55.1,0.2,7.3,11.7
10/08/2012,1:00,324,1,19.8,0.4,6.7,14.8
10/08/2012,2:00,326,1,31.1,0.5,6.4,15.8
10/08/2012,3:00,354,0.1,194.5,0.3,5.8,17.4
10/08/2012,4:00,278,0.2,77.9,0.2,5.4,18.7
10/08/2012,5:00,132,2.1,18.9,1.2,7.9,23.6
10/08/2012,6:00,131,3.9,8.5,0.8,11.6,24.8
10/08/2012,7:00,147,6,9.5,1.6,13.4,95.1
10/08/2012,8:00,149,8.5,8.3,1.7,15.2,338.9
10/08/2012,9:00,142,6.7,11.6,1.4,16.1,103.6
10/08/2012,10:00,146,5,17.5,1.2,17.1,67
10/08/2012,11:00,158,3.9,19.2,1.3,18.5,76.2
10/08/2012,12:00,172,4.2,24.9,1.3,19.6,26.5
10/08/2012,13:00,176,4.2,20.6,1.3,20.8,61.1
10/08/2012,14:00,180,3.6,25.7,1.3,21.8,102.8
10/08/2012,15:00,201,3.4,22.5,1.4,22.3,42.7
10/08/2012,16:00,201,3.9,16,1,21.6,46.9
10/08/2012,17:00,209,3,11.7,0.7,19.4,12.2
10/08/2012,18:00,187,2.5,14.4,0.6,16.1,14.2
10/08/2012,19:00,192,1.9,13.8,0.4,14.2,17.4
10/08/2012,20:00,204,1.5,7.9,0.3,12.2,12.7
10/08/2012,21:00,201,2.3,10,0.5,11.8,15.1
10/08/2012,22:00,197,2.5,8.4,0.4,10.5,17.2
10/08/2012,23:00,188,1.2,16.6,0.4,8,17.4
11/08/2012,0:00,186,0.9,44.5,0.5,5.6,13
11/08/2012,1:00,197,0.5,50.2,0.5,3.9,13.8
11/08/2012,2:00,175,0.6,51,0.4,2.9,8.7
11/08/2012,3:00,154,0.2,83.5,0.3,1.9,10.3
11/08/2012,4:00,274,0.3,67.4,0.2,0.7,8.9
11/08/2012,5:00,301,0.6,27.5,0.2,0.1,8.3
11/08/2012,6:00,321,0.4,53.7,0.3,0.4,11.7
11/08/2012,7:00,321,1.2,11,0.3,4,20.2
11/08/2012,8:00,329,0.2,112.6,0.6,11.6,14.4
11/08/2012,9:00,147,5.2,14.8,1.8,14.7,44.7
11/08/2012,10:00,151,4.4,21.2,1.4,15.9,50
11/08/2012,11:00,164,3.2,26.6,1.4,17.4,22.8
11/08/2012,12:00,180,3.3,30.2,1.2,18.6,30
11/08/2012,13:00,183,3,33.3,1.3,19.8,8.2
11/08/2012,14:00,160,3.5,27.1,1.1,20.7,10.6
11/08/2012,15:00,165,3.8,18.8,1.2,21,8.7
11/08/2012,16:00,164,3.3,16.7,0.9,20.9,9.8
11/08/2012,17:00,160,2.8,10.1,0.8,18.8,15.9
11/08/2012,18:00,174,1.9,11.5,0.4,15,17.4
11/08/2012,19:00,219,0.9,42.5,0.5,10.7,23.4
11/08/2012,20:00,197,0.1,107.1,0.2,7.1,22.4
11/08/2012,21:00,293,0.2,87.3,0.2,5.1,22.4
11/08/2012,22:00,288,0.4,67,0.3,4.4,27
11/08/2012,23:00,317,0.5,34.5,0.2,3.1,19.8
12/08/2012,0:00,312,0.8,9.2,0.2,2.4,20.3
12/08/2012,1:00,267,0.1,105.4,0.2,1.3,18.3
12/08/2012,2:00,189,0.3,74.8,0.3,1.2,17.1
12/08/2012,3:00,327,0.5,38.1,0.2,0.8,14.5
12/08/2012,4:00,309,0.5,33.3,0.2,0.4,13.2
12/08/2012,5:00,285,0.2,86.4,0.2,0,14
12/08/2012,6:00,156,0.4,38.7,0.3,0.5,17.2
12/08/2012,7:00,98,0.2,55.8,0.2,5.6,27.1
12/08/2012,8:00,121,0.5,72.5,0.6,15,13.5
12/08/2012,9:00,134,3.4,20.4,1.1,16,23.7
12/08/2012,10:00,128,4.2,22.4,1.1,17.7,12.5
12/08/2012,11:00,144,4,20.2,1.1,19,10.6
12/08/2012,12:00,145,3.4,24.3,1.3,20.3,10.2
12/08/2012,13:00,139,2.8,37,1.3,21.4,12.4
12/08/2012,14:00,156,3.3,24.6,1.2,21.9,14.8
12/08/2012,15:00,139,3.1,23.1,1.1,22.3,24
12/08/2012,16:00,128,2.6,26.7,1,22.1,20
12/08/2012,17:00,113,1.9,11.9,0.8,19.7,22.6
12/08/2012,18:00,134,0.8,13.7,0.2,15,41
12/08/2012,19:00,154,0.3,55.5,0.3,12,37.1
12/08/2012,20:00,269,0.4,44.7,0.2,10,37.8
12/08/2012,21:00,173,0.4,76.1,0.3,8,36.8
12/08/2012,22:00,309,0.4,32,0.2,6.4,32.2
12/08/2012,23:00,315,0.4,47.9,0.3,6.9,32.1
13/08/2012,0:00,329,0.7,16.6,0.3,7.1,27.3
13/08/2012,1:00,322,1,25.2,0.4,6.4,21.9
13/08/2012,2:00,298,0.3,97.2,0.3,5,21.3
13/08/2012,3:00,281,0.2,128.4,0.2,3.9,18.9
13/08/2012,4:00,317,1.2,11.5,0.3,4.5,23.6
13/08/2012,5:00,320,1.3,23.3,0.7,6.5,29.5
13/08/2012,6:00,359,0.3,72.5,0.3,5.5,21.5
13/08/2012,7:00,357,0.4,131.7,0.5,5.7,26.9
13/08/2012,8:00,339,0.5,47.2,0.3,12,33.9
13/08/2012,9:00,137,1.6,59.5,0.9,17.3,47.1
13/08/2012,10:00,125,1.6,47.4,1,19.5,35.8
13/08/2012,11:00,101,3.4,25.3,1.3,21,62.3
13/08/2012,12:00,113,3.8,27.8,1.3,21.6,37.7
13/08/2012,13:00,114,3.5,26,1.4,22.1,35.8
13/08/2012,14:00,120,3.2,30.4,1.1,22.8,19.6
13/08/2012,15:00,127,3.2,26.9,1.6,22.5,77.1
13/08/2012,16:00,114,3.4,18.8,1.1,22.2,37
13/08/2012,17:00,117,1.9,15.6,0.6,20.2,20.3
13/08/2012,18:00,142,1.1,6.9,0.2,16.1,42.3
13/08/2012,19:00,217,0.3,68.7,0.2,13.2,42.7
13/08/2012,20:00,308,0.2,83.1,0.2,10.3,40.4
13/08/2012,21:00,252,0.4,68.8,0.3,9.1,46.9
13/08/2012,22:00,219,0.4,44.4,0.3,8.7,60
13/08/2012,23:00,91,0.1,113.6,0.2,7.1,44.5
14/08/2012,0:00,315,0.5,46.8,0.3,5.9,44.1
14/08/2012,1:00,339,0.4,138.9,0.5,5,31.9
14/08/2012,2:00,252,0.3,60.3,0.2,5,30.1
14/08/2012,3:00,205,0.6,70.2,0.7,5,38.1
14/08/2012,4:00,207,0.4,73.6,0.4,4.8,24
14/08/2012,5:00,282,0.2,82.4,0.2,3.4,24.7
14/08/2012,6:00,298,0.3,67.1,0.3,2.9,24
14/08/2012,7:00,69,0.2,62.9,0.2,8.1,47.4
14/08/2012,8:00,130,1.9,21.8,0.7,14.8,37.6
14/08/2012,9:00,100,3.1,22.3,1.2,18.2,46.9
14/08/2012,10:00,104,4,19.7,1.2,20.1,28.9
14/08/2012,11:00,108,4,22.7,1.3,21.6,14.1
14/08/2012,12:00,113,3.4,27.8,1.3,22.5,42.9
14/08/2012,13:00,97,2.8,30.5,1.3,24,28.3
14/08/2012,14:00,108,2.2,44.9,1.3,24.7,111.5
14/08/2012,15:00,108,2.1,29.2,1,25.3,218
14/08/2012,16:00,131,1.6,33.2,0.8,25.1,185.5
14/08/2012,17:00,143,1.6,19.2,0.6,22.3,104.8
14/08/2012,18:00,175,1.1,12.3,0.3,17.4,26.8
14/08/2012,19:00,151,1.3,9.3,0.4,15.4,33.6
14/08/2012,20:00,101,0.9,29.6,0.4,13.6,41.9
14/08/2012,21:00,308,0.2,151.2,0.3,11.8,49.6
14/08/2012,22:00,228,0.6,42.7,0.3,10.7,59.6
14/08/2012,23:00,204,0.7,27.6,0.3,9.6,66.4
15/08/2012,0:00,201,0.4,68.2,0.3,8.1,49.9
15/08/2012,1:00,167,0.3,76.5,0.3,6.4,41.9
15/08/2012,2:00,303,0.4,41.1,0.2,5.6,30.5
15/08/2012,3:00,248,0.2,90.1,0.2,4.7,27.6
15/08/2012,4:00,,0,120.6,0.2,4.1,23.8
15/08/2012,5:00,301,0.4,25.4,0.2,3.9,25
15/08/2012,6:00,155,0.2,87.9,0.2,3.6,22.3
15/08/2012,7:00,132,0.2,72.1,0.2,8.7,46.2
15/08/2012,8:00,158,1,24.5,0.3,15.9,53.9
15/08/2012,9:00,134,0.8,58.4,0.6,20.2,31.7
15/08/2012,10:00,139,0.4,96,0.7,22.7,37
15/08/2012,11:00,145,1.5,59.5,1,24.1,39.8
15/08/2012,12:00,149,1.9,55.9,1.3,24.7,42.1
15/08/2012,13:00,150,1.8,48.3,1.1,25.5,68.3
15/08/2012,14:00,155,1.9,49.8,1.3,26.3,203.6
15/08/2012,15:00,137,1.9,45.9,1.3,26.7,79.9
15/08/2012,16:00,119,2,27.2,0.8,26.1,49.9
15/08/2012,17:00,115,1.5,12.7,0.6,23.4,23.7
15/08/2012,18:00,130,1.5,10.3,0.4,19.2,23.2
15/08/2012,19:00,124,1,24.6,0.8,17,31.6
15/08/2012,20:00,42,0.3,85.1,0.3,13.3,44.8
15/08/2012,21:00,72,0.6,38.4,0.4,13.6,46.9
15/08/2012,22:00,232,0.4,92.4,0.5,13.3,19.4
15/08/2012,23:00,209,1.2,26.7,0.7,12.3,34.6
16/08/2012,0:00,210,0.7,28.5,0.3,10.8,28
16/08/2012,1:00,183,0.9,25,0.4,10.4,24.6
16/08/2012,2:00,264,0.1,95.9,0.2,7.8,12.3
16/08/2012,3:00,264,0.2,46.7,0.1,6.8,14.9
16/08/2012,4:00,306,0.1,114.6,0.1,6.2,11.8
16/08/2012,5:00,213,0.1,87.6,0.1,6.1,15
16/08/2012,6:00,327,0.7,30.4,0.4,6,23.3
16/08/2012,7:00,339,0.7,31.3,0.4,8.8,25.1
16/08/2012,8:00,140,0.3,69.4,0.2,17.4,37
16/08/2012,9:00,306,0.8,38.7,0.6,21.8,27.6
16/08/2012,10:00,301,1.4,38.6,0.9,23.4,19.8
16/08/2012,11:00,295,1.1,72.6,1,25.2,42.3
16/08/2012,12:00,111,1,82.2,1.1,26.8,16.4
16/08/2012,13:00,144,1.8,45.1,1,27.3,25.4
16/08/2012,14:00,169,1.2,60.1,0.8,28.2,69.3
16/08/2012,15:00,305,0.9,73.2,0.8,28.8,41.1
16/08/2012,16:00,94,1.2,45,0.6,28.5,34.4
16/08/2012,17:00,102,1,17,0.3,25.5,43.1
16/08/2012,18:00,109,0.5,30.8,0.2,19.2,44.2
16/08/2012,19:00,136,0.3,55.9,0.2,17.4,41.5
16/08/2012,20:00,80,0.3,86,0.3,15.2,40.8
16/08/2012,21:00,272,0.1,98.1,0.2,15.3,46.4
16/08/2012,22:00,195,0.6,36.8,0.4,13.2,30.7
16/08/2012,23:00,242,0.2,84,0.3,11.8,25.3
17/08/2012,0:00,179,0.7,28.4,0.3,10.5,32
17/08/2012,1:00,200,0.5,30.7,0.2,9.4,24.3
17/08/2012,2:00,181,0.4,98.1,0.4,9.6,21.8
17/08/2012,3:00,317,0.7,14,0.2,8,16.3
17/08/2012,4:00,324,0.6,21.1,0.3,7.3,14.4
17/08/2012,5:00,316,0.7,13.1,0.4,6.8,14.5
17/08/2012,6:00,321,0.4,58,0.3,6.6,16
17/08/2012,7:00,319,1.1,21.4,0.5,11.1,43.9
17/08/2012,8:00,314,2.4,13.8,0.6,17,46.1
17/08/2012,9:00,304,1.9,25.9,0.8,21.8,34.4
17/08/2012,10:00,291,2.3,27.1,0.9,24.1,59.2
17/08/2012,11:00,275,1.2,68.5,0.9,26.5,21.1
17/08/2012,12:00,272,1.4,55.6,0.9,27.3,89.8
17/08/2012,13:00,241,1.8,43.4,1,28.4,42.4
17/08/2012,14:00,253,1.9,44.9,1,29.1,60.7
17/08/2012,15:00,266,1.7,39.8,0.9,28.5,42.8
17/08/2012,16:00,284,1.7,36.6,0.9,29,38.7
17/08/2012,17:00,276,1.4,19,0.6,26.3,59.7
17/08/2012,18:00,300,0.5,49.6,0.3,19.7,39.2
17/08/2012,19:00,316,0.5,17.6,0.1,15.8,37.6
17/08/2012,20:00,267,0.1,107.1,0.2,13.7,27.1
17/08/2012,21:00,324,0.4,21.7,0.3,12.1,24.9
17/08/2012,22:00,201,0.4,57,0.3,11.3,21.5
17/08/2012,23:00,321,0.4,83.8,0.6,11.1,26.6
18/08/2012,0:00,286,0.4,70.5,0.4,9.8,29.9
18/08/2012,1:00,202,0.3,73.2,0.3,10.1,28.1
18/08/2012,2:00,284,1.5,153.6,1.6,11.4,29.9
18/08/2012,3:00,331,0.5,78.7,0.7,10.2,6.8
18/08/2012,4:00,46,0.2,71.8,0.2,7.5,15.5
18/08/2012,5:00,172,0.6,40.6,0.3,8,19.7
18/08/2012,6:00,263,0.2,84,0.2,8.2,18
18/08/2012,7:00,333,0.7,24.6,0.3,11.8,39.9
18/08/2012,8:00,337,1.3,21.5,0.4,17.5,24.1
18/08/2012,9:00,180,0.8,66.5,0.8,22.3,3.2
18/08/2012,10:00,150,1.6,48.8,0.9,23.8,8.8
18/08/2012,11:00,144,1.9,39.7,0.9,25.5,24.6
18/08/2012,12:00,258,0.1,101.9,1,26.6,29.7
18/08/2012,13:00,257,1.5,51.8,1,28.4,103.8
18/08/2012,14:00,254,3.1,28.7,1.3,28.6,19.4
18/08/2012,15:00,262,3.3,26.5,1.2,28.4,15.3
18/08/2012,16:00,241,2.8,23.4,1.1,27.7,11.3
18/08/2012,17:00,251,1.7,15,0.5,25.5,19.1
18/08/2012,18:00,252,1.5,12.9,0.3,20.8,25.7
18/08/2012,19:00,246,1.7,12,0.4,19.5,13.4
18/08/2012,20:00,211,0.9,83.8,0.8,15.8,22.9
18/08/2012,21:00,262,0.2,79.1,0.2,10.6,17
18/08/2012,22:00,149,0.3,69.1,0.3,9.3,17.6
18/08/2012,23:00,265,0.4,62.5,0.3,8.4,13
19/08/2012,0:00,212,0.2,70.8,0.2,7.3,14.6
19/08/2012,1:00,182,0.7,40.1,0.5,7.5,36.3
19/08/2012,2:00,184,0.3,88,0.3,6.1,40.9
19/08/2012,3:00,231,0.1,96.9,0.2,4.5,33.4
19/08/2012,4:00,162,0.5,45.5,0.4,4.7,28
19/08/2012,5:00,130,0.2,116.6,0.3,4,19.8
19/08/2012,6:00,142,0.3,85.1,0.4,4.5,29.4
19/08/2012,7:00,126,1.3,17.4,0.8,9.2,34.1
19/08/2012,8:00,127,3.1,13.3,1,13.6,11.1
19/08/2012,9:00,123,4.8,14.7,1.2,16.7,14.7
19/08/2012,10:00,122,4.6,13.8,1.2,18.1,14.9
19/08/2012,11:00,114,4,19.9,1.1,20,16.5
19/08/2012,12:00,111,3.6,22.1,1.1,19.9,18.2
19/08/2012,13:00,110,3.4,19,1,20.4,24.1
19/08/2012,14:00,113,2.1,20.7,0.8,19.5,28.8
19/08/2012,15:00,111,2,18.4,0.6,19.1,24.6
19/08/2012,16:00,32,0.2,124.1,0.4,18.1,23.3
19/08/2012,17:00,70,0.1,129.8,0.5,16.6,33.8
19/08/2012,18:00,198,0.6,67.8,0.6,15.9,41.5
19/08/2012,19:00,53,0.8,43.7,0.7,14,44
19/08/2012,20:00,51,1.7,22.5,0.9,14.3,37.2
19/08/2012,21:00,284,0.4,77.8,0.4,14,19.1
19/08/2012,22:00,354,0.3,89.2,0.3,12.9,21.1
19/08/2012,23:00,110,0.7,47.8,0.4,13,13.8
20/08/2012,0:00,182,1,49.5,0.7,12.7,15.3
20/08/2012,1:00,188,2.1,11.3,0.5,11.4,18.1
20/08/2012,2:00,168,1.7,11,0.3,10.6,17.7
20/08/2012,3:00,156,0.9,22.4,0.5,9.8,21.6
20/08/2012,4:00,164,1.7,12,0.5,9.7,26.4
20/08/2012,5:00,158,1.8,10.6,0.6,9.5,20
20/08/2012,6:00,147,2.8,12.1,0.6,10.1,20.1
20/08/2012,7:00,137,3,9.7,0.7,11.1,12.5
20/08/2012,8:00,131,2.9,14.3,0.8,14.5,16.7
20/08/2012,9:00,127,2.4,26,0.9,18.3,29.3
20/08/2012,10:00,120,2.5,25.6,1,21,16.1
20/08/2012,11:00,113,2.7,26.6,1,23.1,15.6
20/08/2012,12:00,105,2.3,34.8,1.1,24.7,17.6
20/08/2012,13:00,115,2.2,45.3,1.3,25.6,11.4
20/08/2012,14:00,115,2.3,39.2,1.1,26.4,28
20/08/2012,15:00,118,2.7,25.1,1.2,26.3,29.2
20/08/2012,16:00,116,2.2,24.2,0.9,26.2,27.1
20/08/2012,17:00,110,2.6,11.5,0.8,23.3,32.8
20/08/2012,18:00,96,2,16.8,0.6,20,31
20/08/2012,19:00,69,2.3,16,0.9,18.3,19.8
20/08/2012,20:00,71,1.8,18,0.7,16.7,12.7
20/08/2012,21:00,96,0.9,28.9,0.5,15.2,20.5
20/08/2012,22:00,167,1.6,19.8,0.5,14.3,13.8
20/08/2012,23:00,151,2.5,7.6,0.5,13.3,19
21/08/2012,0:00,156,2.1,13.4,0.5,12.3,11.6
21/08/2012,1:00,164,2,11.6,0.4,11.5,9.5
21/08/2012,2:00,152,2.4,6.6,0.5,11.5,13.6
21/08/2012,3:00,169,1.9,11.4,0.4,10.8,8.1
21/08/2012,4:00,166,2.2,14.3,0.4,10.9,12.7
21/08/2012,5:00,138,1.7,11.3,0.5,10.9,7.6
21/08/2012,6:00,152,1.5,25.8,0.7,10.4,11.8
21/08/2012,7:00,139,2.6,12,0.7,11.2,13.9
21/08/2012,8:00,137,2.6,13.5,0.6,14.6,17.2
21/08/2012,9:00,121,2.6,26.9,0.9,19.3,30.2
21/08/2012,10:00,95,2.6,29.6,1.1,22.5,5.9
21/08/2012,11:00,96,2.5,33.2,1,24.3,21.6
21/08/2012,12:00,82,2.2,32.2,1.1,26.1,32.8
21/08/2012,13:00,82,1.8,46,1.1,27.4,18.5
21/08/2012,14:00,62,1.7,42.3,1.1,28.4,18.8
