Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (µg/m^3)
24/03/2012,22:00,158,2.2,16.9,0.7,21.9,22.8
24/03/2012,23:00,143,1.6,7.1,0.4,21.3,27.7
25/03/2012,0:00,145,2.4,6,0.4,20.9,14.9
25/03/2012,1:00,137,2,5.7,0.3,20.3,6.9
25/03/2012,2:00,138,2.4,7.3,0.4,19.9,3.6
25/03/2012,3:00,136,2.6,9.3,0.5,19.6,0.8
25/03/2012,4:00,132,2.6,8,0.5,19,10.5
25/03/2012,5:00,132,2.8,8.4,0.6,18.8,6
25/03/2012,6:00,132,3.4,10.1,0.9,19.5,10.9
25/03/2012,7:00,131,3.8,12.5,1.2,21.4,9.9
25/03/2012,8:00,126,3.8,15.6,1.1,23.4,18.1
25/03/2012,9:00,121,3.7,18,1,25.2,30.1
25/03/2012,10:00,119,4,19,1.1,26.5,31.6
25/03/2012,11:00,121,3.8,19.4,1.2,28.1,28.6
25/03/2012,12:00,114,4.1,17.8,1.3,29.2,28.7
25/03/2012,13:00,112,3.7,18.4,1.2,29.8,29
25/03/2012,14:00,107,3.3,20.5,1.2,29.8,24.3
25/03/2012,15:00,94,4.4,19.4,1.4,27.6,
25/03/2012,16:00,82,3.3,15.3,1.3,26.8,15
25/03/2012,17:00,81,2.2,17.8,0.9,26.1,18.6
25/03/2012,18:00,88,1.4,14.7,0.5,24.9,20
25/03/2012,19:00,95,1.5,15.1,1,24.3,19.9
25/03/2012,20:00,100,2.6,16.3,0.9,24.1,9.7
25/03/2012,21:00,105,3.6,14.9,1.4,23.8,14.5
25/03/2012,22:00,104,3.9,13.8,1.3,23.6,19
25/03/2012,23:00,111,2.8,14.3,0.9,23.2,22.8
26/03/2012,0:00,121,3,12.4,0.8,22.9,19.6
26/03/2012,1:00,113,3.7,13.9,1.1,22.8,10.4
26/03/2012,2:00,117,4.3,13,1.2,22.5,6.3
26/03/2012,3:00,122,4.3,11.5,1.1,22.1,11.5
26/03/2012,4:00,131,4.1,12.3,1.1,21.7,16.8
26/03/2012,5:00,136,4.2,7.8,0.9,21,16.5
26/03/2012,6:00,132,3.2,9,0.7,21,16.6
26/03/2012,7:00,135,4.2,9.7,1,21.6,16.1
26/03/2012,8:00,124,4.3,13.8,1.2,23.4,17.8
26/03/2012,9:00,113,5,14,1.4,24.3,14.7
26/03/2012,10:00,109,4.5,16.5,1.6,25.9,20.6
26/03/2012,11:00,101,4.1,17.3,1.5,28,19.5
26/03/2012,12:00,105,4.7,18.1,1.6,29,15.3
26/03/2012,13:00,108,4.9,18.3,1.6,29.6,9.9
26/03/2012,14:00,117,4.3,17.2,1.3,29.6,14.9
26/03/2012,15:00,122,4.4,16.1,1.3,29.4,12.9
26/03/2012,16:00,126,4.8,12.9,1.3,29.2,11.5
26/03/2012,17:00,131,4.2,10.6,1,27.8,20.8
26/03/2012,18:00,127,2.4,9.6,0.8,25,22.3
26/03/2012,19:00,122,1.6,12,0.4,23.5,19.7
26/03/2012,20:00,126,1.9,8.7,0.5,22.4,27.5
26/03/2012,21:00,124,1.6,12.7,0.4,21.3,36.8
26/03/2012,22:00,113,1.5,11.9,0.4,20.6,27
26/03/2012,23:00,113,1.7,13.1,0.5,20.1,19
27/03/2012,0:00,124,2.1,12.6,0.6,19.7,13.7
27/03/2012,1:00,131,2.1,10.2,0.5,19,14.6
27/03/2012,2:00,153,1.6,9.5,0.3,18.1,6.3
27/03/2012,3:00,134,2.6,9.6,0.6,18.1,9.3
27/03/2012,4:00,139,3.5,9.2,0.7,18.4,10.4
27/03/2012,5:00,141,3.1,7.4,0.5,17.8,7.1
27/03/2012,6:00,144,2.5,8.8,0.4,17.7,7.6
27/03/2012,7:00,140,3.3,10.3,0.8,19.9,12.7
27/03/2012,8:00,132,4.5,13.3,1.1,22.2,11.8
27/03/2012,9:00,127,4.9,15.9,1.3,24.2,14.7
27/03/2012,10:00,114,5.2,17,1.4,25.5,15
27/03/2012,11:00,115,5,17.5,1.4,27.1,6.3
27/03/2012,12:00,123,4.9,17.4,1.4,27.8,5.1
27/03/2012,13:00,122,4.8,17.8,1.3,28.7,8.6
27/03/2012,14:00,117,4.4,16.7,1.2,28,10.2
27/03/2012,15:00,134,4.7,13.9,1.2,28.9,13.7
27/03/2012,16:00,122,4.4,14.9,1,29,16.8
27/03/2012,17:00,125,3.2,13,1.2,27.4,19.2
27/03/2012,18:00,136,2.1,10.4,0.5,24.4,19.8
27/03/2012,19:00,142,2.2,8.8,0.5,23,16.5
27/03/2012,20:00,118,2.5,11.9,0.7,22,10.7
27/03/2012,21:00,109,1.6,17.4,0.6,21.2,7.9
27/03/2012,22:00,167,1.8,22.2,0.3,19.6,17.8
27/03/2012,23:00,187,1.4,12.1,0.4,17.9,21.6
28/03/2012,0:00,185,1.8,14.7,0.5,17.5,14.7
28/03/2012,1:00,156,2.3,7,0.3,17.5,11.9
28/03/2012,2:00,151,2,7.3,0.4,17.3,13.1
28/03/2012,3:00,144,2,8.4,0.5,16.9,13.9
28/03/2012,4:00,161,0.8,18.4,0.3,15.3,
28/03/2012,5:00,155,1.7,7.4,0.5,15.7,24.4
28/03/2012,6:00,128,1.6,11.9,0.5,16.5,21.8
28/03/2012,7:00,130,3.9,9.7,1,19.2,16.3
28/03/2012,8:00,122,4.7,12.6,1.3,21.9,14.3
28/03/2012,9:00,119,4.8,15.2,1.3,23.6,16.4
28/03/2012,10:00,113,4.7,17.2,1.5,25.1,18.8
28/03/2012,11:00,121,4.6,17.6,1.3,26.6,14.6
28/03/2012,12:00,110,4.6,19.5,1.4,27.5,18.2
28/03/2012,13:00,107,4.6,16.8,1.5,27.9,18.3
28/03/2012,14:00,104,4.1,20.1,1.5,28.3,18.2
28/03/2012,15:00,106,3.8,21.2,1.2,29.2,16.3
28/03/2012,16:00,110,3.5,17.6,1.2,28.2,13.4
28/03/2012,17:00,116,3.1,15.8,1.2,27.7,13.2
28/03/2012,18:00,95,2.2,21.8,0.8,24.9,23.9
28/03/2012,19:00,101,1.9,12.8,0.6,23.6,10.7
28/03/2012,20:00,99,1.6,13.4,0.5,22.2,22.2
28/03/2012,21:00,112,1.1,21.3,0.4,21.2,18.4
28/03/2012,22:00,170,1.3,17.6,0.4,19.8,19.7
28/03/2012,23:00,168,1.5,20,0.4,18.5,34.8
29/03/2012,0:00,163,1.2,27.6,0.6,17.9,23
29/03/2012,1:00,188,0.8,15.3,0.4,16.9,11.5
29/03/2012,2:00,189,1.2,7.9,0.3,16.7,
29/03/2012,3:00,173,0.9,23.5,0.3,16,4.3
29/03/2012,4:00,143,0.3,40.5,0.3,14.9,
29/03/2012,5:00,147,0.7,26.4,0.4,14.4,15.8
29/03/2012,6:00,165,0.8,12.9,0.3,15.5,32.5
29/03/2012,7:00,135,2.2,13.5,1,19.7,39.6
29/03/2012,8:00,134,4.8,12.4,1.4,22.6,11
29/03/2012,9:00,133,5.2,14.7,1.3,24.3,14.4
29/03/2012,10:00,132,5.2,14.8,1.5,25.4,14.2
29/03/2012,11:00,139,5.3,16.4,1.2,26.9,7
29/03/2012,12:00,141,5.5,16.9,1.4,27.5,16.8
29/03/2012,13:00,139,5.4,15.2,1.4,28.3,8
29/03/2012,14:00,130,4.8,17.6,1.4,28.8,6.6
29/03/2012,15:00,129,4.5,13.7,1.3,29.2,5.7
29/03/2012,16:00,136,3.9,17.1,1.2,28.7,10.3
29/03/2012,17:00,129,2.6,12.6,0.8,27.6,14.8
29/03/2012,18:00,150,2.3,6,0.5,24.4,15.4
29/03/2012,19:00,159,1.3,17.9,0.3,22.2,30.3
29/03/2012,20:00,183,0.5,62.3,0.4,19.9,28.7
29/03/2012,21:00,191,0.3,59.6,0.3,18.7,32
29/03/2012,22:00,188,0.4,109.6,0.4,18.6,25.1
29/03/2012,23:00,209,0.7,36.1,0.3,18.1,9.3
30/03/2012,0:00,184,1.1,21.4,0.4,18.1,10.7
30/03/2012,1:00,184,1,7.3,0.2,16.8,10.2
30/03/2012,2:00,176,1.2,12.3,0.3,16.8,12.1
30/03/2012,3:00,183,1.4,9.9,0.3,16.8,13.9
30/03/2012,4:00,176,0.7,27.1,0.4,16.1,10.3
30/03/2012,5:00,182,1.4,9,0.4,16.1,20.1
30/03/2012,6:00,146,0.8,26,0.4,16.5,27.5
30/03/2012,7:00,140,2.1,10.6,0.9,20.2,44.6
30/03/2012,8:00,132,3.2,13,1,23.1,29.9
30/03/2012,9:00,118,3.6,20.1,1.1,25.1,3.1
30/03/2012,10:00,122,3.8,18.4,1.1,26.5,9.3
30/03/2012,11:00,124,4.4,17.4,1.2,27.7,4.8
30/03/2012,12:00,126,4.9,18,1.3,28.8,9.6
30/03/2012,13:00,133,5,20.5,1.4,29.8,5.9
30/03/2012,14:00,136,5.5,14.5,1.4,30.1,6.7
30/03/2012,15:00,139,5.7,11.9,1.5,30.2,8.3
30/03/2012,16:00,125,4.2,15.5,1.2,30.1,13.2
30/03/2012,17:00,121,2.6,13.1,1.1,28.7,22.3
30/03/2012,18:00,122,1,9.6,0.2,24.6,22.7
30/03/2012,19:00,133,0.5,32.1,0.2,21.6,24.6
30/03/2012,20:00,306,0.4,29.6,0.2,20.1,30.2
30/03/2012,21:00,229,0.3,27.8,0.1,19.1,25.1
30/03/2012,22:00,260,0.3,53.6,0.1,18.3,28.1
30/03/2012,23:00,308,0.1,104.4,0.1,17.2,16.7
31/03/2012,0:00,336,0.2,151.4,0.1,16.4,16.3
31/03/2012,1:00,316,0.1,82.2,0.1,15.9,10.7
31/03/2012,2:00,263,0.1,73.2,0.1,15.4,13.7
31/03/2012,3:00,184,0.2,89.6,0.3,15.2,13.1
31/03/2012,4:00,163,0.4,80.6,0.3,14.9,11.7
31/03/2012,5:00,166,0.4,56.5,0.3,14.6,11.2
31/03/2012,6:00,158,0.5,49.4,0.4,15.2,24.8
31/03/2012,7:00,170,2,15,0.5,19.3,38.4
31/03/2012,8:00,146,2.4,20,0.7,23,39.9
31/03/2012,9:00,136,2.9,20.8,0.8,25.3,19.6
31/03/2012,10:00,135,2.9,21.2,1.1,27,9.6
31/03/2012,11:00,146,3.7,22,1.3,28.6,12.2
31/03/2012,12:00,147,4.6,17.4,1.2,29.7,
31/03/2012,13:00,141,4.6,19.2,1.3,30.4,10.6
31/03/2012,14:00,136,4.8,17.3,1.4,30.9,14.2
31/03/2012,15:00,134,4.6,14,1.1,30.9,34.4
31/03/2012,16:00,128,3.9,12.6,1,30.2,23
31/03/2012,17:00,124,2.2,10.9,1.1,28.2,24.8
31/03/2012,18:00,124,1.1,8.9,0.3,23.9,47.3
31/03/2012,19:00,145,0.6,56.6,0.6,22.9,44.7
31/03/2012,20:00,239,0.1,73.6,0.1,21.1,38.9
31/03/2012,21:00,296,0.3,67.7,0.2,20.1,25.9
31/03/2012,22:00,221,0.3,64.7,0.2,18.8,29.5
31/03/2012,23:00,179,0.1,95.3,0.2,17.8,25.7
1/04/2012,0:00,91,0.2,76.5,0.3,17,21.8
1/04/2012,1:00,177,0.8,32.2,0.5,16.5,29.5
1/04/2012,2:00,185,1.3,11.5,0.4,16.9,26.5
1/04/2012,3:00,195,1.1,14.5,0.4,16.4,26.4
1/04/2012,4:00,186,0.6,47.9,0.4,16,17.2
1/04/2012,5:00,154,0.5,45,0.3,15,11.6
1/04/2012,6:00,324,0.2,155.4,0.3,15.5,21.4
1/04/2012,7:00,162,0.6,78.2,0.6,20.6,36.4
1/04/2012,8:00,144,1.7,16.6,0.6,24.9,24.3
1/04/2012,9:00,116,1.8,30.6,0.7,26.6,15.4
1/04/2012,10:00,134,1.7,49.5,0.9,27.6,11.1
1/04/2012,11:00,139,2.1,44.7,1.3,29.1,
1/04/2012,12:00,137,2.8,27.8,1.2,30.1,
1/04/2012,13:00,119,2.9,26.4,1.1,30.5,12.5
1/04/2012,14:00,124,2.7,24.7,0.9,30.5,22.3
1/04/2012,15:00,126,2.7,20.2,0.9,30.3,19.6
1/04/2012,16:00,124,2.5,26,1.3,30.8,20.8
1/04/2012,17:00,99,0.8,24,0.3,28.5,27
1/04/2012,18:00,130,0.6,41.4,0.5,24.2,27.1
1/04/2012,19:00,265,0.2,90.2,0.2,21.6,23.6
1/04/2012,20:00,216,0.5,44,0.2,20.4,12.1
1/04/2012,21:00,277,0.3,59.9,0.2,19.4,38.1
1/04/2012,22:00,195,0.1,104.7,0.1,18,25.1
1/04/2012,23:00,303,0.1,169.5,0.1,17.2,22.9
2/04/2012,0:00,310,0.4,20.9,0.1,16.7,22.3
2/04/2012,1:00,211,0.4,41.8,0.2,16.2,15.1
2/04/2012,2:00,321,0.2,59.9,0.1,15.8,11.9
2/04/2012,3:00,322,0.3,48.5,0.2,15.3,8.3
2/04/2012,4:00,320,1.3,24.7,0.7,15.4,17.3
2/04/2012,5:00,23,0.2,122.8,0.2,14.7,7.6
2/04/2012,6:00,316,0.5,39.6,0.3,15.1,24.5
2/04/2012,7:00,335,0.7,27.4,0.3,19.8,47.9
2/04/2012,8:00,324,1.6,18,0.5,23.1,33.5
2/04/2012,9:00,256,1.9,37,0.8,26.9,25.7
2/04/2012,10:00,221,1.2,67.6,0.9,28.9,
2/04/2012,11:00,192,2.9,30.7,1.3,29.7,
2/04/2012,12:00,156,3.5,27.8,1.3,30.8,
2/04/2012,13:00,173,4,21.2,1.1,31.3,17.1
2/04/2012,14:00,172,3.5,25.9,1.2,31.9,10.5
2/04/2012,15:00,155,3.6,19.7,1.2,32.3,4.3
2/04/2012,16:00,161,3.6,12.5,0.9,32.1,
2/04/2012,17:00,153,2.9,9.4,0.7,30.2,23.9
2/04/2012,18:00,165,1.3,19.3,0.3,24.6,31.4
2/04/2012,19:00,208,0.5,40.4,0.4,21,41.5
2/04/2012,20:00,313,0.4,45.8,0.2,18.8,30.9
2/04/2012,21:00,305,0.4,31.4,0.2,16.9,30.7
2/04/2012,22:00,337,0.2,53.1,0.2,15.9,21.3
2/04/2012,23:00,319,0.6,25.2,0.4,15.4,18.5
3/04/2012,0:00,312,0.1,64.2,0.1,14.7,14.8
3/04/2012,1:00,315,0.4,42.4,0.2,14.7,22.4
3/04/2012,2:00,334,0.5,31.2,0.2,14.3,14.8
3/04/2012,3:00,321,0.3,118.9,0.5,13.9,17.1
3/04/2012,4:00,335,0.1,70.6,0.1,13.6,15.3
3/04/2012,5:00,333,0.4,50,0.2,13.4,21.2
3/04/2012,6:00,316,1.4,30.5,0.7,14.7,31.4
3/04/2012,7:00,352,0.9,20.5,0.3,19.6,46.3
3/04/2012,8:00,335,1.2,23.4,0.4,23.8,36
3/04/2012,9:00,330,0.9,47.9,0.5,27.7,14.9
3/04/2012,10:00,242,1.2,51.4,0.8,30.1,18.5
3/04/2012,11:00,170,2,109,2,31.8,
3/04/2012,12:00,156,5,18.9,1.5,32.5,7.8
3/04/2012,13:00,164,4.7,18.2,1.4,33,8.4
3/04/2012,14:00,154,4.7,17.5,1.4,33.5,14.7
3/04/2012,15:00,157,4.7,14.9,1.3,33.6,16.8
3/04/2012,16:00,160,4.2,13.4,1.1,33,20.6
3/04/2012,17:00,155,2.8,9,0.8,31.3,21.4
3/04/2012,18:00,151,1.3,18.2,0.6,25.8,52.2
3/04/2012,19:00,305,0.5,27.9,0.2,22.4,45.4
3/04/2012,20:00,321,0.4,30.9,0.3,20.3,32.7
3/04/2012,21:00,333,0.2,158.4,0.2,18.9,31.7
3/04/2012,22:00,188,0.2,70.7,0.2,18.2,25.8
3/04/2012,23:00,304,0.2,65.3,0.2,17.4,26.2
4/04/2012,0:00,295,0.4,147.7,0.4,17.3,28.4
4/04/2012,1:00,318,0.7,31.9,0.3,16.3,26.4
4/04/2012,2:00,336,0.3,141,0.3,15.6,22.4
4/04/2012,3:00,320,1,45.2,0.5,15.6,21.2
4/04/2012,4:00,2,0.3,174.1,0.3,15,22.8
4/04/2012,5:00,307,0.4,68.6,0.4,14.8,22.8
4/04/2012,6:00,216,0.5,44.7,0.3,15.6,37.8
4/04/2012,7:00,356,0.3,179.4,0.4,20.7,47.9
4/04/2012,8:00,1,0.8,28.6,0.4,25.4,23
4/04/2012,9:00,23,0.5,67,0.4,29,15.1
4/04/2012,10:00,250,0.6,75.1,0.5,30.3,16.2
4/04/2012,11:00,171,0.6,82.4,0.9,32,8.3
4/04/2012,12:00,157,2.5,48.9,1.6,32.9,6.6
4/04/2012,13:00,142,3.1,27,1.3,33.3,24.1
4/04/2012,14:00,147,3.8,21.3,1.3,33.6,27
4/04/2012,15:00,131,3.6,17.3,1,33.8,35.1
4/04/2012,16:00,135,3.4,17,1,32.9,30.3
4/04/2012,17:00,124,2.3,10.1,0.7,31,26.1
4/04/2012,18:00,127,1.2,8.3,0.2,25.9,47.4
4/04/2012,19:00,111,0.5,44.9,0.3,22.4,26
4/04/2012,20:00,155,0.3,69.3,0.3,21.4,26.2
4/04/2012,21:00,136,0.8,32.2,0.3,21.1,41.8
4/04/2012,22:00,131,0.9,23.9,0.3,22,65
4/04/2012,23:00,125,0.7,20.5,0.4,21.1,31.2
5/04/2012,0:00,132,0.8,22.7,0.3,20.7,36.5
5/04/2012,1:00,211,1,27.4,0.4,19.5,22.5
5/04/2012,2:00,199,1.7,11.2,0.4,19,28.9
5/04/2012,3:00,188,1.3,14.3,0.3,18.9,33.8
5/04/2012,4:00,170,1.4,9.5,0.4,18.8,29
5/04/2012,5:00,182,1.2,8.8,0.2,18.3,22.3
5/04/2012,6:00,177,1.4,7.8,0.2,18.4,41.7
5/04/2012,7:00,146,1.8,16.3,0.4,21.2,35.5
5/04/2012,8:00,121,1.8,21.8,0.6,24.9,19.2
5/04/2012,9:00,107,2,31.5,0.8,26.8,22.1
5/04/2012,10:00,108,1.9,29.3,0.9,26.9,18.3
5/04/2012,11:00,128,2.7,23.7,1,28,13.6
5/04/2012,12:00,121,2.7,23.9,1,29.2,16.4
5/04/2012,13:00,125,2.8,29.1,1.2,30.5,13.4
5/04/2012,14:00,132,3.1,27.5,1.2,31.2,15.5
5/04/2012,15:00,125,3.4,21.7,1.2,31,14.9
5/04/2012,16:00,126,3.5,15.2,1,30.7,10.4
5/04/2012,17:00,120,2.6,12.2,0.9,28.8,17.5
5/04/2012,18:00,128,1.3,7.6,0.3,25.2,25.2
5/04/2012,19:00,129,1.1,8.4,0.2,22.9,25.7
5/04/2012,20:00,89,0.4,54.4,0.3,21.6,23.8
5/04/2012,21:00,60,0.5,26.2,0.2,20.6,34.6
5/04/2012,22:00,69,0.8,25,0.3,20.6,14.2
5/04/2012,23:00,126,0.7,37.4,0.3,20.3,20.4
6/04/2012,0:00,203,0.6,31.1,0.2,19,19.8
6/04/2012,1:00,183,1.1,20.8,0.5,18.2,17.9
6/04/2012,2:00,179,1.5,11.7,0.3,17.9,31.2
6/04/2012,3:00,196,1.6,13.6,0.4,17.7,33.5
6/04/2012,4:00,179,0.9,43.2,0.6,17.2,17.6
6/04/2012,5:00,178,0.6,40.1,0.4,16.5,15.3
6/04/2012,6:00,187,1.1,12,0.3,17.3,42.2
6/04/2012,7:00,155,1.3,24.5,0.5,20.8,41.9
6/04/2012,8:00,123,1.9,21.5,0.6,24.1,27.7
6/04/2012,9:00,109,2.5,22.7,0.8,26.1,4.6
6/04/2012,10:00,103,2.4,32,1,27.2,11.8
6/04/2012,11:00,103,3,25.1,1.2,28.7,9
6/04/2012,12:00,107,3.2,24,1.1,29.3,19.3
6/04/2012,13:00,124,3.7,24.1,1.2,29.9,9.4
6/04/2012,14:00,132,4.1,17.7,1.2,30.2,17
6/04/2012,15:00,129,3.7,18.5,1.1,30,12.6
6/04/2012,16:00,126,3.6,17.8,1.1,29.5,17.8
6/04/2012,17:00,117,2.2,13.6,0.8,28.2,22.9
6/04/2012,18:00,124,1.4,8.6,0.4,24.4,20.7
6/04/2012,19:00,133,1.5,7.6,0.3,22.7,36.7
6/04/2012,20:00,134,0.9,29.8,0.3,20.2,49.3
6/04/2012,21:00,321,0.4,66.4,0.3,19,43
6/04/2012,22:00,222,0.3,60.4,0.2,18.1,36.9
6/04/2012,23:00,213,0.4,76.7,0.3,18,29.3
7/04/2012,0:00,207,1.1,22.8,0.6,17.9,34
7/04/2012,1:00,184,0.7,30,0.4,17.2,26
7/04/2012,2:00,198,0.6,69.7,0.5,16.4,29
7/04/2012,3:00,184,0.9,18.5,0.4,16.5,17.9
7/04/2012,4:00,190,0.9,19.9,0.3,16.2,25.5
7/04/2012,5:00,107,0.5,25.6,0.2,15.4,12
7/04/2012,6:00,264,0.2,56.6,0.1,16,35.6
7/04/2012,7:00,121,1.3,24.2,0.7,20.5,42.6
7/04/2012,8:00,145,1.9,29.6,0.5,23.5,37.8
7/04/2012,9:00,99,1.2,52.6,0.8,25.9,16.5
7/04/2012,10:00,119,1.6,39.1,0.9,27.1,8
7/04/2012,11:00,131,2.2,37,1.1,28.5,6.7
7/04/2012,12:00,127,2.8,32.2,1.4,29.5,18
7/04/2012,13:00,116,2.9,28.9,1.2,30.5,11.8
7/04/2012,14:00,134,3.1,20.6,1.1,30.3,8.9
7/04/2012,15:00,133,3.2,22,1.1,30.6,14.5
7/04/2012,16:00,128,3.3,20.1,1,30.4,15.5
7/04/2012,17:00,122,2.5,18,0.9,28.4,25.9
7/04/2012,18:00,122,1,12.3,0.4,24.3,46
7/04/2012,19:00,127,0.5,18,0.2,21.6,32.6
7/04/2012,20:00,141,0.6,24.2,0.2,20.2,24.6
7/04/2012,21:00,126,0.1,96.2,0.1,19.3,38.5
7/04/2012,22:00,270,0.2,79,0.1,18.9,32.3
7/04/2012,23:00,220,0.3,43.3,0.3,18.2,28.5
8/04/2012,0:00,179,0.8,16.1,0.2,18,32
8/04/2012,1:00,210,1,19.7,0.3,17.4,19.3
8/04/2012,2:00,195,0.9,36.7,0.4,17,23.6
8/04/2012,3:00,179,1.2,14.8,0.3,16.6,21.2
8/04/2012,4:00,247,0.2,60,0.2,15.4,11.3
8/04/2012,5:00,339,0.1,172.7,0.1,14.5,9.3
8/04/2012,6:00,103,0.4,18.4,0.1,14.8,30
8/04/2012,7:00,111,0.9,21.4,0.4,20.1,48.7
8/04/2012,8:00,141,2.3,14.1,0.5,23.4,35.6
8/04/2012,9:00,106,2.1,25.5,0.8,26,18.8
8/04/2012,10:00,109,2.7,24.1,1,26.8,13.8
8/04/2012,11:00,124,3.6,23.9,1.1,27.6,12
8/04/2012,12:00,125,3.8,21,1.1,28.1,
8/04/2012,13:00,121,3.6,23,1.3,29.5,3.3
8/04/2012,14:00,115,3.6,19.6,1.4,30.5,10.1
8/04/2012,15:00,121,3.4,17.8,1.2,30.3,14.2
8/04/2012,16:00,121,3.6,17.2,1,29.4,8.9
8/04/2012,17:00,115,2.1,12.9,0.8,27.6,6.4
8/04/2012,18:00,123,1.1,10.1,0.4,23.4,29.1
8/04/2012,19:00,160,0.3,26.5,0.2,19.9,31.9
8/04/2012,20:00,299,0.1,71.2,0.3,18.2,21.7
8/04/2012,21:00,105,0.1,119.5,0.2,17.5,23.6
8/04/2012,22:00,169,0.4,47.5,0.1,18.1,47
8/04/2012,23:00,189,0.4,64.5,0.5,16.7,32.8
9/04/2012,0:00,200,1.1,16.6,0.5,16.3,28.7
9/04/2012,1:00,210,2.9,6,0.5,16.6,33.4
9/04/2012,2:00,179,0.9,55.5,0.7,15.8,24.3
9/04/2012,3:00,136,0.6,35.5,0.4,14.6,20.6
9/04/2012,4:00,283,0.1,136.4,0.2,14.2,22.9
9/04/2012,5:00,192,0.4,63.6,0.3,13.8,21.3
9/04/2012,6:00,156,0.5,46.4,0.3,14.6,32.4
9/04/2012,7:00,104,0.8,35.7,0.6,20.1,42.2
9/04/2012,8:00,115,2,20.7,0.6,23.1,36.8
9/04/2012,9:00,127,2.1,28.3,0.9,25.3,26.6
9/04/2012,10:00,122,2,35.3,1,26.9,18.1
9/04/2012,11:00,137,3.2,21.8,1,28.2,11.1
9/04/2012,12:00,124,2.8,25.2,1,29.5,8.8
9/04/2012,13:00,139,3.3,21.4,1,29.5,9.4
9/04/2012,14:00,141,3.5,20.6,1.3,30.5,5.9
9/04/2012,15:00,153,3.2,22.1,1,31,12.5
9/04/2012,16:00,144,3.6,14.3,1.1,30.7,37.7
9/04/2012,17:00,146,2.6,10.5,0.6,29.1,34.8
9/04/2012,18:00,139,1.4,6.5,0.3,24.9,49.7
9/04/2012,19:00,123,1.1,30,0.5,22.6,30.1
9/04/2012,20:00,152,0.2,101.7,0.3,20.2,16.5
9/04/2012,21:00,282,0.4,45.5,0.2,19.4,19.1
9/04/2012,22:00,197,0.6,23.4,0.2,19,41.3
9/04/2012,23:00,210,0.7,31.8,0.5,18.6,26.8
10/04/2012,0:00,126,0.1,87.6,0.1,17.2,27.1
10/04/2012,1:00,320,0.1,65,0.1,16.4,25.3
10/04/2012,2:00,190,0.2,82.8,0.3,16.1,20.8
10/04/2012,3:00,172,0.6,23.8,0.3,16.1,17.2
10/04/2012,4:00,184,1,15.1,0.6,15.9,26.1
10/04/2012,5:00,142,0.7,38.5,0.4,16.6,16.1
10/04/2012,6:00,143,0.5,55.6,0.5,16.4,32.9
10/04/2012,7:00,121,1.7,17.3,0.7,20.7,44.3
10/04/2012,8:00,141,5.2,10.6,1.3,22.9,45.6
10/04/2012,9:00,128,5.8,14.2,1.4,23.6,12.8
10/04/2012,10:00,133,5.2,15.9,1.3,25.6,25.9
10/04/2012,11:00,126,4.3,18.2,1.3,26.2,14.4
10/04/2012,12:00,134,4.4,20.5,1.3,27.9,23
10/04/2012,13:00,128,4.1,18.8,1.2,28.6,30.5
10/04/2012,14:00,123,3.2,22.9,1.2,29.9,32.6
10/04/2012,15:00,130,3.1,19.2,1.1,28.9,37.7
10/04/2012,16:00,138,3.5,11.6,0.8,28,43.6
10/04/2012,17:00,127,2,11.2,0.9,26.5,44.5
10/04/2012,18:00,137,0.7,16.4,0.2,22.5,152.2
10/04/2012,19:00,169,1.3,23.1,0.5,21.6,36.8
10/04/2012,20:00,146,1.8,12.8,0.6,21.2,62.2
10/04/2012,21:00,149,2.5,5.1,0.5,21.3,56.8
10/04/2012,22:00,143,2,7.6,0.3,19.7,44.6
10/04/2012,23:00,135,2.8,8,0.8,19.3,28.4
11/04/2012,0:00,125,3,10,0.8,18.4,13.9
11/04/2012,1:00,131,4,10.5,1,17.8,15.3
11/04/2012,2:00,133,4.2,9.1,0.9,17,14.2
11/04/2012,3:00,133,3.8,7.9,0.7,15.6,19.2
11/04/2012,4:00,131,3.7,8.5,0.7,14.7,16.5
11/04/2012,5:00,129,2.9,11.5,0.9,13.9,15.3
11/04/2012,6:00,128,2.6,11.2,0.7,13.7,23.5
11/04/2012,7:00,132,3.7,11.8,1.4,16,13.8
11/04/2012,8:00,129,5.5,11.5,1.3,18.8,32.5
11/04/2012,9:00,127,5.2,14.3,1.3,21,55.9
11/04/2012,10:00,117,4.6,16.1,1.3,22.7,55.1
11/04/2012,11:00,113,4.6,17.6,1.4,24.6,57.2
11/04/2012,12:00,115,4.6,18.6,1.4,26.1,51.8
11/04/2012,13:00,122,4.6,17.9,1.4,27.1,38
11/04/2012,14:00,125,4.3,19.1,1.5,27.9,33.2
11/04/2012,15:00,123,4.4,17.2,1.3,28.1,29
11/04/2012,16:00,128,4.6,16.3,1.4,27.4,26.2
11/04/2012,17:00,128,3.6,10.4,1,25.5,18.3
11/04/2012,18:00,127,2.2,8,0.4,22.6,32.7
11/04/2012,19:00,105,2.6,15.2,0.8,21.9,44.9
11/04/2012,20:00,97,2.7,15.1,0.9,21.2,32.6
11/04/2012,21:00,101,2.8,13.7,1,20.4,21.4
11/04/2012,22:00,107,2.2,12.8,0.6,19.3,19.6
11/04/2012,23:00,118,2.2,12.1,0.7,18.3,19.9
