Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Air Temperature (degC),Relative Humidity (%),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Benzene (ppb),Toluene (ppb),Xylenes (total) (ppb),Formaldehyde (ppb)
03/04/2016,21:00,127,2.2,6.2,23.6,78.5,1018,0.028,,0.001,0.001,16.6,5.4,1.2,0.7,9.4,3.5
03/04/2016,22:00,151,1.1,21.6,22.9,80.8,1017,0.026,,0.004,0.001,17.2,6.5,0.8,2.1,6.0,3.7
03/04/2016,23:00,190,0.6,38.5,22.3,82.5,1017,0.023,,0.006,0.001,18.1,8.2,0.9,3.8,6.3,4.2
04/04/2016,00:00,200,0.5,38.0,21.5,83.5,1017,0.017,,0.005,0.000,15.8,7.5,1.2,5.2,6.8,4.1
04/04/2016,01:00,203,0.6,9.5,21.2,81.8,1016,0.016,,0.004,0.001,14.0,6.5,0.9,5.0,7.8,3.9
04/04/2016,02:00,193,0.9,9.4,21.1,81.5,1015,0.019,,0.003,0.001,14.5,7.0,0.8,3.6,3.2,3.1
04/04/2016,03:00,178,0.7,32.3,20.9,81.5,1016,0.021,,0.002,0.001,13.0,5.3,0.7,4.0,1.9,3.8
04/04/2016,04:00,182,0.2,69.4,20.5,83.6,1016,0.020,,0.003,0.001,14.2,6.8,0.7,3.7,3.6,2.9
04/04/2016,05:00,210,0.8,7.5,20.5,83.8,1017,0.010,,0.012,0.001,14.4,6.6,0.9,5.4,5.2,5.8
04/04/2016,06:00,200,1.3,7.1,20.6,82.6,1017,0.005,,0.025,0.000,16.7,7.7,0.9,5.5,1.2,5.0
04/04/2016,07:00,195,1.7,7.2,23.1,73.1,1017,0.010,,0.018,0.000,20.2,10.6,0.9,5.1,3.7,5.4
04/04/2016,08:00,157,2.5,29.5,27.3,59.5,1017,0.020,,0.008,0.000,23.7,11.8,1.2,1.4,6.4,3.8
04/04/2016,09:00,120,4.8,11.9,28.9,49.6,1017,0.027,,0.001,0.000,23.2,8.9,1.0,0.6,4.3,2.1
04/04/2016,10:00,131,3.7,23.9,29.3,48.3,1016,0.026,,0.001,0.001,22.5,8.9,1.1,1.9,9.0,1.4
04/04/2016,11:00,117,4.7,14.4,30.4,45.7,1016,0.023,,0.001,0.001,25.3,10.9,0.9,1.8,10.1,1.1
04/04/2016,12:00,120,5.3,16.0,30.6,39.1,1015,0.024,,0.001,0.000,30.2,14.4,1.2,2.2,11.7,0.6
04/04/2016,13:00,120,5.3,10.0,30.3,37.8,1014,0.025,,0.001,0.001,26.1,9.6,1.1,1.7,11.3,0.5
04/04/2016,14:00,124,5.2,13.1,30.0,39.3,1014,0.027,,0.000,0.001,20.8,7.0,0.3,1.9,8.3,2.0
04/04/2016,15:00,122,5.0,13.1,28.6,46.0,1014,0.027,,0.000,0.001,22.4,8.4,1.1,1.8,9.2,3.2
04/04/2016,16:00,115,4.5,8.9,26.5,55.0,1014,0.024,,0.001,0.001,20.3,6.3,1.3,3.7,10.6,3.0
04/04/2016,17:00,118,4.3,7.1,25.0,60.7,1015,0.023,,0.001,0.001,22.5,5.5,1.1,4.5,8.4,3.0
04/04/2016,18:00,131,3.7,8.5,24.3,62.9,1015,0.023,,0.001,0.000,19.8,4.5,0.4,2.0,9.4,2.4
04/04/2016,19:00,136,2.6,7.7,24.2,63.0,1016,0.023,,0.001,0.001,20.5,6.2,0.8,2.0,6.3,1.3
04/04/2016,20:00,110,3.5,10.9,23.9,67.5,1016,0.024,,0.001,0.001,20.5,7.0,0.8,3.3,8.8,1.7
04/04/2016,21:00,143,2.0,21.4,23.2,71.8,1016,0.020,,0.001,0.001,18.9,7.6,1.3,3.4,7.8,2.3
04/04/2016,22:00,136,1.7,29.9,23.2,73.6,1016,0.020,,0.001,0.001,16.0,4.8,1.1,4.2,6.8,2.4
04/04/2016,23:00,187,0.5,40.0,21.9,76.7,1016,0.013,,0.006,0.001,15.2,4.0,1.1,4.4,5.8,3.5
05/04/2016,00:00,180,1.0,18.8,21.3,74.4,1015,0.015,,0.005,0.001,17.4,5.5,0.6,4.0,3.3,3.5
05/04/2016,01:00,163,0.9,16.8,20.5,74.8,1014,0.018,,0.002,0.001,18.2,6.9,1.5,3.1,5.0,3.4
05/04/2016,02:00,213,0.6,10.9,19.7,77.6,1015,0.014,,0.005,0.001,19.4,9.0,1.3,4.1,5.7,2.8
05/04/2016,03:00,210,0.7,5.4,18.9,79.1,1014,0.013,,0.004,0.001,15.7,6.3,0.9,5.1,6.6,3.1
05/04/2016,04:00,212,0.8,6.4,18.3,81.1,1014,0.010,,0.007,0.001,11.9,2.5,1.3,5.4,4.1,2.7
05/04/2016,05:00,196,1.6,5.9,18.1,81.6,1016,0.008,,0.011,0.001,11.9,3.0,1.0,5.4,3.6,1.5
05/04/2016,06:00,199,1.7,4.5,18.4,80.7,1016,0.005,,0.017,0.000,13.4,4.9,1.2,6.1,8.4,2.3
05/04/2016,07:00,201,1.7,7.7,22.4,67.3,1017,0.008,,0.011,0.000,14.3,4.6,1.3,5.0,6.7,2.2
05/04/2016,08:00,197,1.8,9.5,26.1,56.4,1017,0.015,,0.007,0.000,18.0,7.2,1.0,5.1,9.4,4.1
05/04/2016,09:00,149,2.7,21.8,28.0,51.7,1017,0.021,,0.004,0.000,26.3,9.5,,1.9,10.7,4.8
05/04/2016,10:00,115,4.3,11.6,29.2,47.4,1017,0.024,,0.001,0.001,30.1,7.3,1.0,2.0,7.3,3.9
05/04/2016,11:00,140,3.3,19.6,28.6,46.2,1016,0.024,,0.001,0.001,18.6,6.7,0.6,2.8,10.8,3.4
05/04/2016,12:00,111,4.7,13.9,28.9,45.7,1015,0.022,,0.001,0.001,17.7,5.6,0.8,2.6,8.8,2.2
05/04/2016,13:00,111,4.6,7.4,29.3,44.5,1015,0.024,,0.001,0.001,19.1,6.4,0.6,1.8,6.1,3.4
05/04/2016,14:00,102,5.2,14.5,28.6,43.1,1015,0.022,,0.001,0.001,18.9,6.6,0.7,3.3,9.7,3.5
05/04/2016,15:00,105,5.3,14.4,27.3,49.1,1015,0.018,,0.001,0.000,16.2,5.2,0.8,3.3,9.8,3.2
05/04/2016,16:00,108,4.4,12.1,25.6,56.6,1015,0.019,,0.001,0.001,15.3,4.4,0.9,3.7,8.3,3.8
05/04/2016,17:00,118,3.2,7.7,24.4,60.1,1015,0.020,,0.001,0.000,12.9,2.0,0.6,3.3,6.6,3.3
05/04/2016,18:00,110,3.0,5.9,23.2,64.9,1016,0.020,,0.001,0.000,11.8,1.3,1.2,3.6,9.8,3.2
05/04/2016,19:00,128,2.5,8.1,22.7,68.5,1016,0.016,,0.002,0.001,14.6,4.6,1.0,4.5,10.9,3.4
05/04/2016,20:00,134,1.5,12.3,21.9,71.9,1017,0.012,,0.003,0.001,11.5,1.0,1.2,5.4,10.0,3.6
05/04/2016,21:00,173,1.1,9.7,21.4,73.7,1017,0.007,,0.013,0.001,10.0,1.0,1.1,6.1,10.1,3.7
05/04/2016,22:00,174,0.6,31.3,20.4,77.3,1016,0.005,,0.015,0.001,10.9,2.3,1.4,6.1,10.8,2.8
05/04/2016,23:00,203,0.8,8.3,20.2,76.9,1016,0.003,,0.016,0.000,10.6,3.0,1.1,6.4,8.3,3.9
06/04/2016,00:00,200,0.9,7.8,19.5,77.3,1016,0.007,,0.011,0.000,10.8,2.5,0.7,6.4,9.3,4.2
06/04/2016,01:00,189,1.4,7.5,19.0,75.8,1015,0.010,,0.005,0.002,11.5,3.8,0.8,5.6,6.6,3.5
06/04/2016,02:00,195,1.3,7.8,18.5,76.2,1015,0.010,,0.005,0.001,9.8,3.2,1.0,5.2,6.6,3.8
06/04/2016,03:00,207,1.0,6.3,17.9,79.2,1015,0.008,,0.006,0.001,6.9,0.5,0.4,5.8,5.4,4.7
06/04/2016,04:00,204,0.9,8.3,17.4,81.9,1016,0.007,,0.008,0.001,11.2,5.2,1.0,5.7,7.5,4.0
06/04/2016,05:00,208,0.6,7.6,17.0,83.9,1016,0.002,,0.016,0.001,8.2,1.7,1.0,5.8,5.8,4.5
06/04/2016,06:00,210,0.8,8.2,17.2,84.3,1017,0.000,,0.019,0.002,10.5,3.9,0.8,5.5,4.9,5.4
06/04/2016,07:00,207,1.4,6.9,19.0,79.5,1018,0.004,,0.015,0.001,13.1,5.7,0.8,5.3,5.4,3.5
06/04/2016,08:00,200,1.4,14.1,24.8,61.2,1018,0.007,,0.013,0.001,12.3,3.4,1.4,5.6,12.3,5.9
06/04/2016,09:00,154,1.5,42.8,28.2,53.4,1018,0.015,,0.008,0.000,16.6,5.1,,5.4,13.6,5.9
06/04/2016,10:00,84,3.1,25.7,29.5,48.7,1018,0.022,,0.002,0.001,17.2,4.8,,3.5,16.3,5.0
06/04/2016,11:00,87,3.0,26.0,30.3,44.8,1017,0.023,,0.001,0.001,19.2,7.4,,3.0,13.6,4.0
06/04/2016,12:00,83,2.8,24.0,28.9,46.8,1016,0.022,,0.000,0.001,20.0,8.2,,4.5,11.8,3.9
06/04/2016,13:00,76,3.1,22.5,30.3,45.4,1015,0.021,,0.001,0.001,21.1,8.4,0.6,4.0,8.9,3.4
06/04/2016,14:00,70,3.0,12.3,29.6,48.0,1015,0.019,,0.000,0.001,21.0,9.0,0.9,2.9,13.5,3.2
06/04/2016,15:00,77,3.5,17.2,27.8,53.7,1014,0.019,,0.000,0.001,17.9,7.1,1.2,3.9,12.6,3.3
06/04/2016,16:00,59,2.2,15.6,26.1,60.0,1015,0.020,,0.001,0.001,15.7,4.6,1.1,3.7,13.4,3.5
06/04/2016,17:00,72,2.2,2.9,25.0,63.5,1016,0.017,,0.001,0.000,14.4,3.4,0.9,3.5,9.1,3.4
06/04/2016,18:00,78,1.1,8.4,23.0,71.4,1016,0.016,,0.001,0.000,16.3,5.6,0.7,4.8,7.2,3.3
06/04/2016,19:00,66,1.4,4.7,21.6,77.9,1016,0.016,,0.002,0.001,12.0,1.9,0.3,5.3,8.0,3.8
06/04/2016,20:00,72,0.9,9.4,20.9,81.0,1017,0.013,,0.003,0.001,12.1,2.4,1.2,5.4,8.3,4.3
06/04/2016,21:00,33,0.6,16.0,19.4,86.7,1018,0.005,,0.006,0.001,10.2,2.3,0.9,5.9,7.5,4.7
06/04/2016,22:00,73,0.6,16.9,18.8,89.1,1017,0.005,,0.006,0.001,12.1,4.3,1.1,5.4,4.0,4.9
06/04/2016,23:00,200,0.3,65.6,18.5,91.4,1017,0.005,,0.010,0.001,9.0,1.9,1.1,5.6,8.2,5.7
07/04/2016,00:00,125,0.3,46.0,18.6,90.8,1017,0.001,,0.019,0.001,11.1,3.9,1.0,6.3,5.9,6.3
07/04/2016,01:00,210,0.4,55.7,18.0,92.4,1017,0.001,,0.015,0.001,13.4,6.2,0.6,6.2,9.3,6.2
07/04/2016,02:00,146,0.2,55.3,17.8,92.2,1016,0.004,,0.009,0.001,12.3,4.5,1.2,5.6,7.5,5.5
07/04/2016,03:00,198,0.7,39.4,17.8,92.2,1015,0.003,,0.009,0.001,10.7,3.5,0.8,6.1,6.2,6.2
07/04/2016,04:00,218,0.3,51.3,17.2,92.4,1016,0.002,,0.010,0.001,10.6,3.6,0.8,5.7,1.8,5.3
07/04/2016,05:00,211,0.6,22.0,17.3,92.9,1016,0.001,,0.015,0.001,10.4,3.7,0.9,5.7,3.8,6.3
07/04/2016,06:00,214,0.3,48.7,17.6,92.0,1016,0.001,,0.016,0.002,12.7,5.6,0.9,6.0,9.6,7.0
07/04/2016,07:00,223,0.7,9.9,21.3,79.7,1017,0.004,,0.015,0.002,15.2,6.9,0.6,8.6,13.4,5.5
07/04/2016,08:00,231,1.3,21.1,25.8,65.9,1018,0.007,,0.015,0.002,17.6,7.3,1.4,6.0,12.0,5.4
07/04/2016,09:00,261,1.5,70.0,29.2,54.6,1018,0.013,,0.011,0.001,20.3,8.5,0.7,4.9,12.5,4.3
07/04/2016,10:00,302,2.0,31.3,30.7,49.7,1017,0.019,,0.010,0.001,23.9,11.0,1.1,1.9,8.3,3.9
07/04/2016,11:00,286,1.9,91.9,32.0,45.0,1017,0.028,,0.008,0.001,27.2,13.5,1.0,1.5,12.3,4.4
07/04/2016,12:00,276,1.9,40.1,33.5,40.5,1015,0.038,,0.006,0.002,25.0,11.2,,1.0,8.1,4.5
07/04/2016,13:00,21,2.9,219.7,32.0,47.2,1015,0.037,,0.004,0.002,25.5,11.5,,2.4,9.4,3.4
07/04/2016,14:00,29,3.7,87.3,30.7,49.9,1014,0.032,,0.003,0.003,23.1,10.2,,0.8,11.6,3.0
07/04/2016,15:00,33,3.5,13.2,28.8,55.3,1015,0.027,,0.003,0.002,19.1,8.7,,1.1,10.9,5.7
07/04/2016,16:00,32,3.5,10.7,26.9,60.7,1014,0.025,,0.002,0.002,16.9,7.2,,5.2,14.7,5.3
07/04/2016,17:00,45,2.3,7.6,25.2,66.4,1015,0.020,,0.002,0.001,16.8,7.7,,4.6,11.6,4.8
07/04/2016,18:00,57,1.6,6.9,23.8,69.4,1016,0.019,,0.002,0.001,13.1,4.2,1.7,5.2,11.5,3.4
07/04/2016,19:00,86,1.6,16.2,23.2,69.8,1016,0.018,,0.003,0.001,11.8,3.9,0.8,3.7,7.4,4.5
07/04/2016,20:00,96,1.5,7.6,21.9,75.4,1018,0.013,,0.003,0.001,9.0,2.4,1.3,5.4,9.2,5.3
07/04/2016,21:00,81,0.6,28.8,20.3,81.8,1018,0.011,,0.003,0.001,7.7,1.8,1.1,9.0,10.7,4.6
07/04/2016,22:00,106,0.4,55.0,19.7,84.8,1018,0.012,,0.004,0.001,17.5,11.8,0.4,14.8,18.4,5.5
07/04/2016,23:00,98,0.4,81.3,19.5,86.6,1018,0.010,,0.006,0.001,32.6,27.2,0.8,39.9,3.8,9.0
08/04/2016,00:00,105,0.6,19.1,19.4,86.8,1018,0.010,,0.003,0.001,48.6,43.3,1.0,26.9,2.7,7.1
08/04/2016,01:00,115,0.5,42.5,18.8,88.7,1017,0.006,,0.007,0.000,42.0,36.4,1.2,21.4,2.8,7.7
08/04/2016,02:00,189,0.1,67.4,18.7,89.3,1017,0.003,,0.010,0.001,33.1,28.1,1.2,12.7,19.6,6.3
08/04/2016,03:00,232,0.2,58.7,18.5,90.4,1016,0.003,,0.012,0.001,25.6,20.3,0.9,8.8,13.9,6.9
08/04/2016,04:00,240,0.2,66.3,18.9,89.2,1017,0.007,,0.008,0.000,15.5,10.2,1.2,6.3,8.6,6.2
08/04/2016,05:00,203,0.2,99.1,18.8,90.1,1017,0.006,,0.008,0.001,12.3,6.5,1.5,6.0,6.7,5.8
08/04/2016,06:00,184,0.2,86.4,20.3,86.5,1018,0.004,,0.014,0.000,11.8,4.8,1.7,6.1,6.8,6.5
08/04/2016,07:00,216,0.5,33.2,23.2,76.2,1018,0.002,,0.024,0.001,15.6,6.1,0.7,6.6,7.2,8.5
08/04/2016,08:00,330,0.2,140.1,26.5,65.6,1018,0.009,,0.016,0.001,21.6,8.9,1.0,5.4,9.4,6.4
08/04/2016,09:00,0,1.4,135.6,26.5,67.6,1019,0.019,,0.003,0.001,18.7,7.5,0.8,3.6,7.1,5.0
08/04/2016,10:00,18,0.5,150.8,27.2,64.1,1018,0.021,,0.003,0.001,16.9,6.1,0.9,,7.1,3.8
08/04/2016,11:00,35,2.2,86.4,28.8,57.8,1018,0.025,,0.001,0.001,18.8,7.8,0.8,3.7,10.4,4.9
08/04/2016,12:00,35,1.7,131.5,29.7,53.7,1017,0.027,,0.001,0.000,16.1,6.5,,3.2,10.1,5.0
08/04/2016,13:00,13,0.9,201.5,29.4,54.1,1017,0.027,,0.001,0.001,17.5,7.9,,3.8,12.7,3.9
08/04/2016,14:00,30,2.3,18.1,29.0,55.3,1016,0.025,,0.001,0.001,15.3,5.5,0.9,2.8,10.0,3.5
08/04/2016,15:00,29,2.9,123.1,28.8,55.1,1015,0.025,,0.002,0.001,12.9,4.4,,3.5,9.0,5.7
08/04/2016,16:00,29,2.5,114.2,26.9,60.7,1016,0.023,,0.002,0.001,15.3,7.2,,3.7,8.1,5.4
08/04/2016,17:00,40,1.6,6.3,25.2,67.0,1016,0.023,,0.004,0.002,13.1,4.9,,,17.3,5.8
08/04/2016,18:00,60,1.4,7.8,23.7,73.3,1017,0.017,,0.005,0.001,18.0,9.2,1.1,8.9,14.0,5.0
08/04/2016,19:00,62,1.5,7.1,22.9,76.9,1018,0.015,,0.004,0.001,14.0,6.0,1.4,7.2,15.5,5.0
08/04/2016,20:00,62,1.3,6.5,22.1,79.9,1018,0.014,,0.003,0.001,14.0,5.5,0.9,5.0,9.2,4.6
08/04/2016,21:00,60,0.6,12.2,21.0,84.6,1018,0.011,,0.004,0.000,10.7,4.3,0.9,4.8,7.6,4.4
08/04/2016,22:00,114,0.5,24.9,20.2,88.1,1018,0.010,,0.002,0.001,9.3,3.9,1.2,4.9,7.2,4.4
08/04/2016,23:00,156,0.2,77.0,19.6,90.3,1018,0.004,,0.010,0.001,5.5,0.4,0.9,6.0,10.0,6.8
09/04/2016,00:00,111,0.4,22.1,19.2,91.7,1018,0.001,,0.015,0.001,5.2,-1.1,1.1,6.4,10.3,7.5
09/04/2016,01:00,115,0.5,23.0,18.9,92.8,1017,0.002,,0.013,0.001,9.0,4.1,0.5,5.8,5.3,6.3
09/04/2016,02:00,115,0.6,15.7,18.6,93.3,1017,0.004,,0.007,0.001,9.3,5.1,0.5,5.8,4.8,6.3
09/04/2016,03:00,216,0.4,14.3,18.6,93.9,1017,0.001,,0.012,0.000,7.1,2.8,0.5,6.1,9.0,7.6
09/04/2016,04:00,174,0.4,55.8,18.7,92.5,1017,0.002,,0.012,0.001,10.0,4.6,0.9,5.7,4.1,6.6
09/04/2016,05:00,228,0.4,18.1,18.5,93.2,1018,0.002,,0.010,0.001,10.3,4.7,0.4,6.3,8.5,6.6
09/04/2016,06:00,210,0.6,18.2,18.9,92.1,1018,0.001,,0.012,0.000,13.9,8.4,0.9,6.4,12.2,6.9
09/04/2016,07:00,221,0.5,65.4,22.8,79.6,1018,0.007,,0.007,0.000,13.4,7.4,,5.8,8.1,5.9
09/04/2016,08:00,191,0.2,97.0,27.6,63.8,1018,0.011,,0.010,0.001,13.2,5.7,1.3,4.7,11.3,6.2
09/04/2016,09:00,20,2.5,157.5,28.2,61.3,1019,0.017,,0.002,0.000,13.3,5.7,,2.7,9.3,6.6
09/04/2016,10:00,23,2.0,156.0,28.5,59.7,1019,0.021,,0.001,0.001,13.3,6.6,,2.8,10.7,5.2
09/04/2016,11:00,0,2.7,156.9,31.1,48.8,1018,0.023,,0.002,0.000,13.9,7.0,,3.5,6.6,5.9
09/04/2016,12:00,352,2.0,137.5,32.5,43.8,1018,0.023,,0.002,0.001,14.9,8.4,,4.3,12.0,4.7
09/04/2016,13:00,358,2.4,144.5,32.1,42.3,1016,0.024,,0.002,0.002,13.0,6.7,,2.9,14.0,
09/04/2016,14:00,15,2.9,222.1,31.1,46.4,1016,0.029,,0.001,0.002,14.2,7.1,,4.4,9.8,3.7
09/04/2016,15:00,15,3.4,164.8,29.6,52.2,1016,0.022,,0.002,0.001,14.0,7.3,,2.9,12.7,5.2
09/04/2016,16:00,27,2.9,117.0,27.1,60.3,1016,0.022,,0.001,0.001,12.3,5.4,,3.0,11.9,4.5
09/04/2016,17:00,31,2.0,91.1,25.1,69.2,1016,0.022,,0.001,0.001,11.9,4.5,,5.1,14.0,5.0
09/04/2016,18:00,38,1.6,6.9,23.6,76.9,1016,0.019,,0.002,0.001,11.8,3.7,0.9,5.2,11.0,5.3
09/04/2016,19:00,39,1.6,8.5,23.0,80.7,1017,0.015,,0.003,0.000,11.6,3.9,1.5,5.8,8.2,5.5
09/04/2016,20:00,68,0.7,47.7,22.2,83.9,1017,0.011,,0.003,0.001,11.4,4.6,0.9,5.9,8.6,5.0
09/04/2016,21:00,91,0.4,25.1,20.9,88.0,1018,0.009,,0.003,0.000,9.1,3.5,1.1,5.2,5.5,6.0
09/04/2016,22:00,60,0.6,25.0,19.9,91.3,1018,0.008,,0.003,0.000,6.2,1.2,0.8,6.3,8.1,5.7
09/04/2016,23:00,51,0.6,97.0,19.6,91.8,1018,0.006,,0.003,0.002,7.9,3.3,0.8,6.2,6.0,5.2
10/04/2016,00:00,51,0.2,143.4,19.4,92.3,1016,0.005,,0.004,0.001,10.2,6.1,0.9,7.5,10.9,5.6
10/04/2016,01:00,109,0.6,22.8,19.1,92.6,1016,0.005,,0.004,0.001,9.5,5.8,0.7,5.4,5.8,6.2
10/04/2016,02:00,106,0.4,41.5,18.6,93.6,1016,0.003,,0.005,0.001,6.5,3.2,0.9,5.6,3.7,6.1
10/04/2016,03:00,123,0.2,69.9,18.4,94.3,1016,0.002,,0.011,0.001,7.1,3.0,0.7,6.2,4.7,5.9
10/04/2016,04:00,96,0.5,21.2,18.1,94.5,1016,0.000,,0.008,0.001,9.0,5.4,,5.8,9.2,6.4
10/04/2016,05:00,120,0.3,60.0,17.8,94.7,1017,0.001,,0.007,0.001,9.1,5.6,,5.7,12.0,5.9
10/04/2016,06:00,247,0.3,85.9,18.5,95.3,1017,0.002,,0.011,0.000,10.1,6.3,,7.2,19.4,6.1
10/04/2016,07:00,235,1.0,20.2,22.8,84.5,1017,0.007,,0.010,0.002,11.7,6.4,,7.2,20.1,5.4
10/04/2016,08:00,249,1.5,21.6,27.3,64.8,1018,0.015,,0.003,0.001,13.8,7.7,1.0,5.5,7.9,4.8
10/04/2016,09:00,318,2.1,104.4,29.5,54.1,1018,0.020,,0.003,0.001,11.2,5.8,1.3,2.9,8.6,5.0
10/04/2016,10:00,321,2.5,32.1,31.0,48.0,1018,0.025,,0.002,0.001,12.9,7.4,,1.9,3.6,6.4
10/04/2016,11:00,0,3.0,215.8,31.6,46.2,1016,0.027,,0.002,0.002,10.2,5.1,,0.4,14.3,5.6
10/04/2016,12:00,32,3.0,119.3,30.7,50.0,1016,0.026,,0.001,0.003,13.8,7.7,,2.4,6.3,4.8
10/04/2016,13:00,37,3.6,10.2,30.6,52.1,1015,0.025,,0.001,0.002,14.5,6.9,,2.9,11.3,5.6
10/04/2016,14:00,45,3.6,9.6,29.9,54.8,1014,0.022,,0.002,0.003,15.4,8.5,,2.0,7.7,5.4
10/04/2016,15:00,33,3.6,11.4,28.8,57.6,1014,0.021,,0.002,0.002,15.6,7.8,,3.1,11.5,5.4
10/04/2016,16:00,25,3.7,9.2,27.0,61.2,1014,0.022,,0.001,0.001,12.8,6.0,,3.3,9.5,3.9
10/04/2016,17:00,26,3.1,5.9,25.2,73.6,1015,0.020,,0.001,0.002,9.3,3.0,,3.9,10.5,5.4
10/04/2016,18:00,31,3.0,8.0,24.5,77.6,1015,0.016,,0.002,0.002,8.7,1.7,0.9,5.4,8.1,4.3
10/04/2016,19:00,25,2.1,8.9,24.3,78.1,1016,0.015,,0.003,0.001,9.3,3.3,1.3,4.4,6.1,4.9
10/04/2016,20:00,23,2.8,92.4,24.1,79.3,1015,0.015,,0.001,0.001,7.3,1.2,1.1,4.2,5.3,5.1
10/04/2016,21:00,94,1.1,46.0,23.9,80.9,1015,0.014,,0.002,0.002,7.5,0.9,0.3,4.3,4.1,4.9
10/04/2016,22:00,147,1.1,20.0,24.1,79.6,1015,0.011,,0.004,0.001,9.2,3.5,1.2,5.1,2.6,5.3
10/04/2016,23:00,94,1.5,13.3,23.7,80.0,1016,0.010,,0.003,0.001,11.4,6.3,0.9,8.8,11.8,6.0
11/04/2016,00:00,93,0.3,90.4,22.5,84.1,1015,0.009,,0.002,0.001,9.8,4.7,1.3,5.3,5.0,4.7
11/04/2016,01:00,39,0.9,120.4,21.3,88.7,1014,0.006,,0.002,0.001,7.8,2.8,1.3,5.7,8.2,5.0
11/04/2016,02:00,45,0.5,127.5,21.5,88.9,1014,0.005,,0.003,0.001,7.1,1.5,1.2,5.2,8.3,4.5
11/04/2016,03:00,167,0.3,61.1,21.6,88.9,1013,0.005,,0.008,0.002,8.5,2.7,1.0,6.5,8.5,5.6
11/04/2016,04:00,194,0.7,28.8,21.3,89.0,1014,0.004,,0.009,0.001,8.7,3.6,0.9,5.7,10.2,6.3
11/04/2016,05:00,12,0.4,156.8,20.4,86.4,1014,0.008,,0.008,0.001,9.1,4.6,1.5,5.7,7.7,5.8
11/04/2016,06:00,54,0.9,17.2,20.1,88.3,1014,0.005,,0.011,0.001,9.5,5.2,0.7,5.6,5.4,7.0
11/04/2016,07:00,278,1.4,29.4,22.5,83.6,1015,0.003,,0.018,0.001,10.8,5.8,0.8,5.4,6.9,7.5
11/04/2016,08:00,263,2.2,22.4,25.4,72.2,1015,0.008,,0.015,0.001,16.2,8.3,0.9,5.7,8.8,6.2
11/04/2016,09:00,310,2.3,27.2,26.7,65.5,1015,0.012,,0.009,0.001,14.9,4.9,1.4,5.1,3.7,4.5
11/04/2016,10:00,328,2.1,22.6,27.6,64.1,1014,0.014,,0.009,0.001,14.9,6.0,0.7,5.5,6.6,4.7
11/04/2016,11:00,251,2.3,17.2,28.2,57.0,1014,0.021,,0.009,0.002,16.3,7.3,1.1,2.5,5.5,3.1
11/04/2016,12:00,243,1.1,43.8,28.3,53.4,1013,0.022,,0.008,0.001,14.8,6.4,1.1,2.9,9.9,1.9
11/04/2016,13:00,151,1.2,28.5,27.6,58.1,1012,0.020,,0.012,0.001,16.7,6.7,1.0,4.7,13.0,4.1
11/04/2016,14:00,163,0.9,68.8,28.7,54.1,1013,0.025,,0.011,0.001,22.4,9.0,0.9,3.4,9.2,5.4
11/04/2016,15:00,323,0.2,131.3,28.9,50.0,1012,0.026,,0.012,0.001,20.1,6.6,1.3,3.9,12.2,5.2
11/04/2016,16:00,252,0.9,29.4,28.1,50.6,1012,0.021,,0.017,0.001,15.7,4.6,0.9,4.3,8.9,3.8
11/04/2016,17:00,99,0.7,28.0,25.2,60.6,1012,0.013,,0.022,0.001,16.4,7.0,1.4,6.6,9.0,5.5
11/04/2016,18:00,70,0.7,13.9,23.0,73.1,1013,0.010,,0.015,0.001,19.3,9.3,1.4,6.4,13.5,5.6
11/04/2016,19:00,58,0.9,9.5,22.4,81.2,1014,0.011,,0.011,0.001,15.1,6.0,1.1,5.9,10.8,6.0
11/04/2016,20:00,51,0.8,15.1,22.3,86.0,1014,0.009,,0.011,0.001,13.8,5.2,1.1,5.8,12.0,7.0
11/04/2016,21:00,32,0.8,90.9,21.6,90.0,1014,0.006,,0.009,0.001,14.6,7.3,1.0,5.9,7.4,6.6
11/04/2016,22:00,33,0.7,89.1,20.9,91.9,1014,0.003,,0.009,0.001,12.5,5.8,1.6,5.7,6.3,7.4
11/04/2016,23:00,62,0.7,13.2,21.1,92.7,1013,0.003,,0.009,0.001,12.2,5.6,0.7,6.9,9.7,7.8
12/04/2016,00:00,116,0.4,67.7,21.2,93.3,1013,0.003,,0.008,0.002,14.6,8.6,0.6,5.9,9.7,7.3
12/04/2016,01:00,114,0.2,70.6,21.0,93.2,1013,0.001,,0.016,0.001,15.0,8.8,1.0,6.0,5.1,8.2
12/04/2016,02:00,204,0.3,73.9,20.4,93.7,1012,0.001,,0.012,0.000,16.1,9.9,1.6,6.3,8.2,6.8
12/04/2016,03:00,193,0.6,45.3,19.9,91.6,1013,0.001,,0.018,0.001,16.3,10.0,1.0,6.6,4.5,9.0
12/04/2016,04:00,182,0.6,43.4,19.5,91.4,1012,0.003,,0.011,0.001,16.4,8.9,0.8,6.3,3.9,6.9
12/04/2016,05:00,109,2.7,18.9,20.3,89.6,1014,0.012,,0.007,0.001,12.1,5.2,0.9,6.0,5.6,6.0
