Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Air Temperature (degC),Relative Humidity (%),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Benzene (ppb),Toluene (ppb),Xylenes (total) (ppb),Formaldehyde (ppb)
12/04/2016,06:00,129,2.7,24.0,21.4,87.7,1014,0.021,,0.003,0.001,13.8,9.3,,4.3,12.5,4.8
12/04/2016,07:00,118,2.3,11.5,21.4,87.8,1015,0.019,,0.001,0.001,6.1,3.3,,5.1,7.8,4.7
12/04/2016,08:00,124,3.5,10.9,23.9,75.5,1016,0.023,,0.002,0.000,5.1,1.7,1.1,2.0,6.4,5.8
12/04/2016,09:00,111,3.3,17.5,24.6,73.2,1016,0.025,,0.002,0.000,7.4,3.0,0.6,2.5,3.1,4.7
12/04/2016,10:00,129,2.3,30.3,24.7,72.7,1016,0.022,,0.004,0.000,7.3,2.4,0.2,3.9,7.6,5.5
12/04/2016,11:00,148,2.9,16.2,25.1,72.1,1016,0.022,,0.005,0.001,10.9,4.8,0.8,3.3,7.8,4.7
12/04/2016,12:00,141,2.5,22.6,25.9,68.2,1016,0.024,,0.005,0.000,13.1,5.4,0.5,2.5,9.7,5.5
12/04/2016,13:00,147,1.9,34.1,26.8,61.8,1014,0.023,,0.007,0.001,12.4,5.3,0.7,4.7,8.1,5.3
12/04/2016,14:00,140,2.0,18.9,26.2,62.0,1014,0.025,,0.006,0.000,11.2,4.9,1.6,3.5,13.6,5.5
12/04/2016,15:00,101,2.5,26.5,26.2,58.8,1014,0.026,,0.005,0.001,12.1,4.2,1.6,4.1,10.8,4.8
12/04/2016,16:00,90,2.2,11.0,25.0,61.7,1014,0.029,,0.003,0.001,7.8,2.8,,2.7,10.4,5.5
12/04/2016,17:00,85,2.5,6.9,23.7,69.7,1015,0.029,,0.003,0.001,8.7,3.6,0.3,1.3,8.8,4.4
12/04/2016,18:00,111,1.8,11.8,22.7,75.3,1016,0.026,,0.002,0.001,9.9,4.6,0.5,3.9,4.5,5.2
12/04/2016,19:00,116,1.4,14.1,22.0,78.8,1016,0.021,,0.003,0.001,9.4,4.1,0.7,7.1,10.2,5.0
12/04/2016,20:00,124,1.5,14.7,21.8,78.3,1016,0.021,,0.004,0.001,10.3,5.4,1.2,4.9,8.3,5.5
12/04/2016,21:00,173,1.1,10.8,21.4,79.7,1017,0.016,,0.009,0.001,10.4,5.0,0.9,5.9,6.4,6.2
12/04/2016,22:00,183,0.9,21.3,20.8,82.4,1017,0.011,,0.013,0.001,9.8,5.3,1.0,6.5,7.2,5.6
12/04/2016,23:00,197,1.1,6.8,20.2,83.4,1017,0.009,,0.011,0.000,10.0,5.8,1.2,5.5,8.3,6.7
13/04/2016,00:00,194,1.6,5.2,19.5,85.3,1017,0.011,,0.007,0.000,8.9,5.6,0.6,6.1,6.1,4.8
13/04/2016,01:00,196,1.2,8.5,19.1,86.6,1016,0.010,,0.006,0.000,10.3,7.0,1.1,5.6,4.9,5.3
13/04/2016,02:00,196,1.1,7.7,18.5,88.6,1016,0.010,,0.006,0.000,9.2,5.0,1.6,5.7,4.8,6.1
13/04/2016,03:00,194,1.2,7.4,18.3,89.0,1016,0.011,,0.005,0.001,12.0,8.7,0.3,5.2,4.6,4.8
13/04/2016,04:00,192,1.3,6.3,18.0,89.6,1017,0.009,,0.006,0.001,11.4,7.8,1.1,5.4,4.0,4.8
13/04/2016,05:00,194,0.9,7.6,17.9,89.8,1017,0.004,,0.013,0.000,9.4,5.6,1.0,6.1,9.4,4.7
13/04/2016,06:00,197,1.2,9.2,18.0,89.1,1018,0.002,,0.020,0.000,11.6,7.4,1.1,6.1,8.8,5.8
13/04/2016,07:00,201,1.5,6.4,21.4,78.1,1018,0.003,,0.020,0.001,15.1,9.7,0.6,6.0,10.4,5.9
13/04/2016,08:00,165,2.2,29.1,25.7,62.0,1019,0.013,,0.011,0.000,17.7,9.4,0.7,5.4,8.4,5.9
13/04/2016,09:00,141,3.5,11.3,27.3,55.0,1019,0.022,,0.003,0.001,14.8,5.8,,4.1,8.5,5.2
13/04/2016,10:00,135,3.6,19.9,29.2,48.0,1019,0.025,,0.001,0.001,15.0,6.2,,3.1,12.1,5.2
13/04/2016,11:00,137,4.3,21.2,29.4,45.5,1019,0.027,,0.001,0.001,15.7,7.9,,2.7,13.0,4.7
13/04/2016,12:00,131,3.9,20.4,28.6,47.1,1018,0.026,,0.002,0.001,12.7,6.6,,,11.2,4.5
13/04/2016,13:00,110,4.8,16.6,28.2,46.4,1018,0.025,,0.002,0.000,13.6,6.4,1.2,3.7,11.6,3.4
13/04/2016,14:00,111,5.3,16.2,28.2,46.4,1018,0.025,,0.001,0.001,13.9,6.7,0.7,4.0,9.0,3.2
13/04/2016,15:00,132,4.8,12.1,27.0,51.4,1018,0.023,,0.004,0.001,16.7,7.8,1.1,4.1,7.8,4.4
13/04/2016,16:00,132,4.1,10.8,25.0,57.9,1019,0.022,,0.003,0.001,14.4,6.5,,,10.4,3.8
13/04/2016,17:00,142,2.7,10.5,23.6,63.5,1019,0.020,,0.006,0.000,9.8,2.6,,4.2,15.0,4.6
13/04/2016,18:00,148,2.3,7.4,22.6,69.7,1020,0.016,,0.009,0.001,11.9,4.8,1.2,4.7,7.1,4.9
13/04/2016,19:00,165,1.8,11.1,21.8,74.0,1019,0.016,,0.009,0.001,12.8,5.7,0.6,5.5,5.0,4.7
13/04/2016,20:00,133,1.6,15.0,21.1,77.1,1020,0.010,,0.012,0.001,12.6,5.3,1.2,5.3,6.6,5.0
13/04/2016,21:00,165,0.8,18.3,20.1,81.1,1020,0.007,,0.016,0.000,14.2,6.8,1.2,5.5,13.7,4.8
13/04/2016,22:00,196,0.3,58.4,19.0,85.2,1020,0.004,,0.020,0.001,11.5,4.1,1.4,5.9,9.2,5.0
13/04/2016,23:00,202,0.5,14.6,18.6,84.9,1020,0.002,,0.021,0.001,10.0,3.0,1.2,6.0,9.9,5.9
14/04/2016,00:00,187,0.8,15.0,19.1,81.5,1020,0.007,,0.010,0.000,8.5,1.9,1.5,5.7,9.8,4.4
14/04/2016,01:00,189,1.1,6.3,19.1,81.0,1019,0.009,,0.006,0.001,6.8,1.0,0.9,6.6,6.7,5.1
14/04/2016,02:00,198,1.2,6.0,19.0,81.0,1019,0.011,,0.005,0.001,8.9,3.2,1.3,5.0,7.5,4.1
14/04/2016,03:00,204,0.9,8.6,18.7,83.4,1020,0.009,,0.006,0.000,7.5,1.3,0.9,5.5,8.6,4.8
14/04/2016,04:00,168,1.5,22.0,18.9,87.0,1020,0.012,,0.004,0.001,7.3,1.4,0.5,4.9,6.6,4.1
14/04/2016,05:00,158,1.6,21.2,19.4,87.1,1020,0.015,,0.004,0.001,8.3,3.4,0.9,5.1,6.0,4.2
14/04/2016,06:00,176,1.8,9.3,19.2,89.6,1021,0.009,,0.012,0.001,8.6,4.5,0.7,5.2,4.0,6.2
14/04/2016,07:00,145,1.4,42.2,19.9,88.7,1021,0.010,,0.009,0.001,5.9,0.8,1.0,5.2,4.4,5.2
14/04/2016,08:00,167,2.4,12.8,22.4,81.5,1022,0.011,,0.009,0.001,6.7,1.2,1.6,5.0,4.8,5.5
14/04/2016,09:00,164,2.4,19.2,23.8,76.7,1022,0.015,,0.005,0.001,8.8,3.8,0.6,5.0,9.6,5.1
14/04/2016,10:00,147,2.1,17.5,24.1,77.5,1022,0.016,,0.006,0.001,11.7,5.6,0.9,4.2,6.2,4.9
14/04/2016,11:00,116,4.9,15.3,25.8,62.5,1021,0.017,,0.001,0.000,14.8,5.6,1.1,4.0,6.3,4.6
14/04/2016,12:00,112,5.7,12.3,26.5,55.6,1020,0.020,,0.000,0.000,16.2,3.7,0.9,2.4,7.0,3.5
14/04/2016,13:00,130,4.3,22.9,25.5,60.2,1020,0.018,,0.002,0.001,16.6,4.6,0.6,2.8,9.0,3.5
14/04/2016,14:00,112,5.6,10.4,25.4,55.0,1020,0.018,,0.001,0.001,14.6,3.8,1.1,4.5,8.8,2.4
14/04/2016,15:00,115,5.3,10.1,25.7,51.2,1020,0.019,,0.001,0.001,14.1,2.9,0.8,4.4,6.5,1.9
14/04/2016,16:00,122,4.1,7.8,24.5,54.4,1021,0.018,,0.001,0.001,13.8,3.1,0.6,5.5,7.1,2.9
14/04/2016,17:00,135,2.8,14.9,23.1,61.5,1021,0.017,,0.003,0.000,12.5,2.5,0.7,4.9,13.3,3.6
14/04/2016,18:00,157,1.7,26.0,21.9,66.7,1021,0.012,,0.008,0.000,11.4,3.0,1.4,6.1,13.4,3.4
14/04/2016,19:00,155,1.6,15.5,21.0,74.6,1022,0.012,,0.007,0.000,9.9,2.7,1.3,5.2,10.0,3.6
14/04/2016,20:00,159,2.3,12.7,20.4,80.9,1022,0.017,,0.003,0.001,8.5,2.4,0.7,4.8,8.3,4.5
14/04/2016,21:00,177,1.9,8.5,19.1,89.7,1022,0.016,,0.004,0.000,3.3,-2.0,0.9,4.5,6.9,5.3
14/04/2016,22:00,189,1.1,13.9,19.2,89.2,1022,0.014,,0.003,0.000,4.4,0.9,1.0,4.5,5.9,5.5
14/04/2016,23:00,196,0.9,18.7,19.1,89.0,1021,0.012,,0.003,0.001,6.2,3.4,1.1,5.1,3.2,3.5
15/04/2016,00:00,195,0.8,7.6,18.4,90.0,1021,0.010,,0.004,0.000,8.6,5.5,0.6,5.2,4.1,3.6
15/04/2016,01:00,187,1.4,7.6,17.9,89.1,1021,0.010,,0.003,0.001,7.1,2.3,0.9,4.6,5.0,4.1
15/04/2016,02:00,193,1.2,7.4,17.2,89.0,1020,0.010,,0.003,0.001,6.9,1.9,0.8,6.1,3.8,4.7
15/04/2016,03:00,192,1.4,7.3,16.4,87.1,1020,0.010,,0.004,0.000,5.4,0.6,1.4,5.1,4.5,4.7
15/04/2016,04:00,186,1.4,6.7,16.0,85.7,1021,0.010,,0.004,0.000,5.3,-0.1,1.2,5.8,2.4,4.5
15/04/2016,05:00,185,1.4,5.9,15.6,85.0,1021,0.009,,0.007,0.001,4.8,-0.7,0.8,5.0,6.2,4.2
15/04/2016,06:00,188,1.3,7.2,15.7,84.0,1021,0.005,,0.016,0.001,8.1,2.5,0.7,5.3,2.3,5.7
15/04/2016,07:00,195,1.6,9.0,19.4,72.0,1022,0.006,,0.014,0.001,8.7,2.1,0.5,4.7,2.1,5.7
15/04/2016,08:00,195,2.3,4.8,23.2,59.3,1021,0.011,,0.009,0.001,11.1,3.7,,5.6,7.5,5.7
15/04/2016,09:00,153,1.8,19.4,24.0,59.9,1022,0.013,,0.008,0.001,12.0,4.4,,4.2,10.4,6.0
15/04/2016,10:00,173,2.3,19.9,26.6,51.8,1021,0.018,,0.004,0.000,10.3,3.6,,3.3,8.9,5.4
15/04/2016,11:00,142,3.1,19.1,24.3,60.3,1020,0.019,,0.003,0.001,14.2,8.2,,4.6,14.2,2.8
15/04/2016,12:00,128,3.4,21.2,23.9,64.7,1020,0.021,,0.002,0.001,9.0,3.9,2.1,3.9,10.0,3.7
15/04/2016,13:00,149,1.1,39.1,20.9,81.1,1019,0.021,,0.003,0.001,7.5,2.7,,5.0,6.9,5.0
15/04/2016,14:00,122,2.7,19.5,25.0,62.3,1018,0.022,,0.002,0.001,8.8,1.8,,2.4,6.4,4.6
15/04/2016,15:00,114,3.2,18.4,24.4,60.4,1018,0.022,,0.001,0.001,14.0,5.0,,5.4,9.8,4.8
15/04/2016,16:00,111,3.6,14.7,23.9,62.1,1018,0.022,,0.001,0.001,13.3,4.1,,4.4,8.3,4.9
15/04/2016,17:00,124,2.0,9.9,22.8,63.8,1018,0.019,,0.002,0.001,12.3,3.3,,4.2,11.8,4.0
15/04/2016,18:00,124,1.2,8.5,21.5,69.4,1018,0.019,,0.004,0.001,11.4,2.6,1.1,4.8,7.7,4.2
15/04/2016,19:00,155,1.0,13.1,20.0,74.1,1019,0.011,,0.014,0.001,13.5,5.3,0.8,5.7,10.6,4.5
15/04/2016,20:00,177,0.5,19.2,18.7,80.1,1019,0.003,,0.023,0.001,12.3,4.8,1.0,6.8,7.9,6.3
15/04/2016,21:00,197,0.8,5.6,18.3,80.8,1020,0.003,,0.022,0.001,10.1,3.1,1.4,7.8,10.9,5.3
15/04/2016,22:00,193,1.2,6.2,18.1,80.2,1019,0.006,,0.014,0.001,10.1,2.9,0.8,7.6,8.2,5.0
15/04/2016,23:00,190,1.5,7.0,17.4,82.8,1019,0.007,,0.010,0.001,11.9,5.4,0.4,6.5,5.2,5.9
16/04/2016,00:00,190,1.7,5.9,17.0,85.3,1018,0.008,,0.006,0.001,9.0,3.1,0.7,5.8,5.0,4.2
16/04/2016,01:00,195,1.4,7.7,16.4,88.3,1018,0.007,,0.005,0.001,7.7,3.1,0.7,5.0,4.9,4.3
16/04/2016,02:00,195,1.4,9.7,16.2,89.1,1017,0.009,,0.003,0.001,5.0,1.0,1.1,5.5,7.2,3.6
16/04/2016,03:00,208,0.9,5.5,16.3,89.1,1017,0.008,,0.004,0.001,4.0,0.0,1.3,5.6,6.9,3.1
16/04/2016,04:00,208,0.9,10.3,16.0,89.8,1017,0.007,,0.005,0.000,6.7,3.1,1.0,5.7,7.0,3.2
16/04/2016,05:00,200,1.1,9.3,15.4,91.5,1017,0.005,,0.007,0.001,3.7,0.0,1.1,5.5,3.4,3.9
16/04/2016,06:00,206,0.8,13.7,15.6,90.8,1017,0.003,,0.013,0.001,4.2,0.1,0.7,6.4,6.5,5.0
16/04/2016,07:00,221,0.8,7.6,17.6,82.9,1018,0.006,,0.010,0.001,7.5,2.7,1.0,6.2,0.7,5.8
16/04/2016,08:00,217,0.9,37.8,20.3,73.2,1018,0.008,,0.009,0.001,9.5,4.5,0.7,5.5,5.6,4.5
16/04/2016,09:00,181,1.6,24.6,25.6,55.0,1017,0.015,,0.006,0.001,8.3,2.7,,4.2,10.0,6.5
16/04/2016,10:00,121,3.0,16.1,25.2,58.7,1017,0.019,,0.003,0.000,11.1,5.2,,4.3,9.8,5.0
16/04/2016,11:00,119,3.6,12.9,26.5,56.1,1017,0.023,,0.001,0.001,9.6,4.1,,2.7,8.8,5.3
16/04/2016,12:00,116,3.8,10.9,26.1,56.8,1015,0.022,,0.000,0.001,9.6,4.3,,5.1,11.2,4.5
16/04/2016,13:00,116,3.7,13.4,26.1,56.0,1014,0.020,,0.000,0.001,8.3,4.5,,4.6,11.8,4.4
16/04/2016,14:00,116,3.9,12.0,25.6,59.4,1014,0.020,,0.001,0.001,6.6,2.0,,4.8,8.8,4.3
16/04/2016,15:00,112,2.6,12.5,24.5,60.2,1014,0.021,,0.000,0.001,2.8,-1.2,,3.9,7.6,4.0
16/04/2016,16:00,105,2.9,8.2,23.7,62.4,1015,0.022,,0.000,0.001,5.9,1.8,,2.8,9.0,4.1
16/04/2016,17:00,98,2.4,7.9,22.8,68.2,1014,0.020,,0.001,0.001,5.7,0.7,,3.4,6.5,3.6
16/04/2016,18:00,100,1.8,12.5,22.1,74.4,1015,0.017,,0.001,0.001,7.4,1.7,1.0,4.8,11.0,3.3
16/04/2016,19:00,81,1.2,12.7,21.5,78.1,1016,0.016,,0.001,0.001,10.0,4.2,1.4,5.4,9.9,4.5
16/04/2016,20:00,110,1.5,15.6,20.7,81.7,1016,0.014,,0.002,0.001,8.1,2.3,1.1,6.1,9.1,4.4
16/04/2016,21:00,108,1.5,8.7,20.5,79.9,1016,0.013,,0.003,0.001,6.9,0.8,1.4,6.5,6.0,4.6
16/04/2016,22:00,101,1.1,18.9,20.0,81.8,1016,0.015,,0.003,0.001,8.0,1.4,1.4,6.2,9.8,4.2
16/04/2016,23:00,216,0.3,52.0,19.0,85.8,1016,0.009,,0.007,0.000,6.7,-0.4,0.7,6.4,7.2,4.9
17/04/2016,00:00,208,0.6,8.2,18.9,86.8,1015,0.002,,0.017,0.001,7.1,1.2,1.2,8.2,11.4,6.7
17/04/2016,01:00,207,0.8,7.8,19.0,85.1,1015,0.006,,0.010,0.001,9.6,3.5,0.8,7.6,13.2,6.2
17/04/2016,02:00,204,0.7,7.6,18.4,85.9,1015,0.008,,0.006,0.001,10.3,4.8,0.6,7.9,9.6,5.0
17/04/2016,03:00,196,1.0,9.3,17.8,87.1,1014,0.008,,0.004,0.001,10.2,5.7,1.2,7.1,5.7,4.4
17/04/2016,04:00,204,0.6,9.7,17.2,88.6,1014,0.006,,0.005,0.001,7.2,2.7,1.0,6.4,8.5,5.2
17/04/2016,05:00,201,0.7,7.1,16.3,91.4,1014,0.005,,0.007,0.001,5.4,1.4,0.7,6.1,5.4,5.1
17/04/2016,06:00,194,1.9,5.5,16.4,90.9,1015,0.006,,0.004,0.001,5.5,1.7,0.9,5.8,0.8,4.4
17/04/2016,07:00,196,1.7,7.5,18.4,83.5,1016,0.007,,0.004,0.001,4.1,0.8,0.9,6.3,7.9,4.3
17/04/2016,08:00,225,1.2,15.5,21.3,72.6,1016,0.008,,0.005,0.001,7.0,2.8,0.9,6.0,5.9,5.5
17/04/2016,09:00,215,1.2,14.6,25.4,59.1,1016,0.012,,0.005,0.000,7.5,3.3,,5.0,10.1,5.9
17/04/2016,10:00,193,1.9,20.0,28.7,48.9,1015,0.020,,0.003,0.002,8.1,3.6,,3.0,9.5,5.6
17/04/2016,11:00,151,1.6,50.0,29.5,46.1,1014,0.025,,0.003,0.001,10.6,4.8,,,,5.4
17/04/2016,12:00,100,2.2,34.7,27.3,49.6,1014,0.022,,0.001,0.001,11.2,5.1,,6.5,14.4,6.0
17/04/2016,13:00,122,2.0,69.1,27.8,47.3,1014,0.022,,0.001,0.001,12.1,6.5,,3.3,12.5,3.8
17/04/2016,14:00,100,3.7,12.2,27.0,50.0,1013,0.022,,0.001,0.001,9.9,3.6,,5.9,10.2,4.4
17/04/2016,15:00,95,4.3,10.5,26.2,53.2,1013,0.022,,0.000,0.001,7.1,1.1,,2.7,11.6,3.8
17/04/2016,16:00,90,3.0,5.3,24.3,57.4,1014,0.022,,0.000,0.000,9.2,3.0,,3.2,11.0,3.9
17/04/2016,17:00,92,2.4,6.9,22.9,64.9,1014,0.023,,0.000,0.001,7.3,0.8,,1.3,10.8,3.7
17/04/2016,18:00,94,1.9,5.1,21.8,70.5,1014,0.021,,0.000,0.001,9.0,2.0,,4.4,11.9,3.7
17/04/2016,19:00,99,1.3,7.2,21.2,74.8,1015,0.023,,0.001,0.001,9.0,2.4,0.6,4.7,9.3,4.0
17/04/2016,20:00,141,0.8,39.1,20.4,79.0,1015,0.019,,0.002,0.000,7.7,2.1,0.6,4.5,6.6,4.5
17/04/2016,21:00,171,0.8,14.2,20.1,78.7,1015,0.013,,0.007,0.000,9.3,2.8,0.7,6.2,5.4,5.3
17/04/2016,22:00,193,0.7,7.6,19.6,80.6,1015,0.008,,0.012,0.001,10.6,4.4,1.2,6.5,7.0,5.6
17/04/2016,23:00,186,1.1,6.5,19.6,80.1,1015,0.006,,0.014,0.002,11.4,4.9,0.8,6.1,7.9,6.1
18/04/2016,00:00,190,1.0,6.9,18.8,80.3,1015,0.011,,0.006,0.001,10.0,4.2,0.5,6.4,6.3,5.1
18/04/2016,01:00,197,1.0,5.0,18.3,81.4,1014,0.011,,0.004,0.001,6.9,1.4,1.0,5.4,5.3,4.2
18/04/2016,02:00,201,0.8,6.0,17.9,82.6,1014,0.010,,0.003,0.001,7.3,2.3,0.8,6.2,5.0,4.5
18/04/2016,03:00,199,0.8,9.5,17.3,84.9,1013,0.010,,0.004,0.001,7.7,2.6,1.0,4.9,2.7,5.0
18/04/2016,04:00,191,1.1,9.1,17.2,86.4,1014,0.010,,0.003,0.001,9.1,4.4,0.9,4.6,3.5,3.9
18/04/2016,05:00,193,0.8,7.9,16.7,88.2,1014,0.006,,0.008,0.001,7.3,3.1,0.8,5.2,3.8,4.5
18/04/2016,06:00,194,1.1,8.0,17.2,87.4,1014,0.002,,0.019,0.001,8.0,3.9,1.4,6.1,6.2,5.9
18/04/2016,07:00,202,1.1,12.5,20.7,75.3,1015,0.006,,0.015,0.001,9.9,5.5,0.9,6.5,7.6,4.4
18/04/2016,08:00,206,1.7,8.4,24.1,62.1,1015,0.010,,0.010,0.000,10.0,4.8,,4.8,10.6,5.1
18/04/2016,09:00,205,1.5,24.1,27.7,50.4,1015,0.017,,0.006,0.000,11.7,6.0,,,,5.0
18/04/2016,10:00,210,1.3,42.1,29.5,44.4,1015,0.022,,0.004,0.000,11.8,6.9,,,,4.7
18/04/2016,11:00,160,0.4,116.8,28.9,43.6,1014,0.026,,0.003,0.000,11.0,6.1,,,8.2,6.2
18/04/2016,12:00,80,1.4,128.6,28.9,44.6,1013,0.028,,0.002,0.001,10.5,5.6,,1.4,13.0,5.4
18/04/2016,13:00,83,3.5,13.1,26.7,54.9,1013,0.025,,0.001,0.001,11.5,4.3,,3.9,12.2,5.1
18/04/2016,14:00,89,3.3,13.0,25.8,59.2,1013,0.022,,0.001,0.001,10.0,3.3,,1.7,10.2,4.5
18/04/2016,15:00,99,3.6,12.4,25.7,59.4,1013,0.022,,0.001,0.001,8.3,1.9,,3.3,11.5,4.0
18/04/2016,16:00,94,3.5,10.0,24.5,62.5,1013,0.020,,0.001,0.002,10.0,4.4,,4.1,9.4,4.8
18/04/2016,17:00,96,2.4,13.4,22.9,70.3,1014,0.021,,0.001,0.001,9.4,4.0,,4.3,10.2,4.6
18/04/2016,18:00,79,1.2,8.5,21.5,77.4,1014,0.020,,0.002,0.001,6.3,0.7,,3.7,9.6,4.4
18/04/2016,19:00,87,1.1,13.6,20.1,83.3,1014,0.016,,0.003,0.000,5.5,0.5,1.2,4.7,8.6,3.6
18/04/2016,20:00,95,0.8,26.1,19.7,84.9,1016,0.016,,0.001,0.001,6.9,1.9,1.2,4.2,5.6,3.8
18/04/2016,21:00,131,0.6,38.5,19.7,86.8,1016,0.015,,0.004,0.001,8.2,3.5,1.0,5.0,5.2,6.5
18/04/2016,22:00,125,0.9,14.9,19.6,86.4,1015,0.013,,0.005,0.001,10.2,5.3,0.7,4.9,3.4,5.3
18/04/2016,23:00,110,0.3,62.2,18.4,89.1,1015,0.009,,0.006,0.000,9.7,5.7,0.5,5.4,5.6,5.7
19/04/2016,00:00,146,0.3,58.9,17.6,91.6,1014,0.005,,0.008,0.000,5.7,1.8,1.8,5.7,5.7,5.2
19/04/2016,01:00,191,0.7,12.4,17.7,91.8,1015,0.006,,0.012,0.001,6.6,2.7,1.2,6.0,8.7,4.6
19/04/2016,02:00,195,1.2,5.2,17.8,89.9,1014,0.006,,0.010,0.001,9.8,5.3,1.4,5.4,6.2,5.4
19/04/2016,03:00,195,1.1,6.0,17.2,91.4,1015,0.005,,0.010,0.000,9.3,4.6,1.2,6.1,8.3,5.8
19/04/2016,04:00,194,0.8,7.0,16.7,92.7,1014,0.005,,0.007,0.000,7.6,3.4,1.5,6.0,10.3,5.2
19/04/2016,05:00,197,0.8,9.1,16.5,92.7,1015,0.004,,0.010,0.001,6.7,2.9,1.0,6.2,4.1,5.3
19/04/2016,06:00,198,0.8,12.9,16.6,92.3,1015,0.001,,0.017,0.001,7.2,3.5,0.8,6.1,4.0,6.3
19/04/2016,07:00,199,1.1,9.1,18.6,85.1,1016,0.004,,0.017,0.001,6.5,2.7,1.1,6.1,7.7,5.8
19/04/2016,08:00,200,1.6,9.9,21.4,74.3,1017,0.007,,0.015,0.001,8.0,2.9,0.9,5.8,8.6,5.9
19/04/2016,09:00,224,1.3,25.6,25.9,57.8,1018,0.010,,0.013,0.001,9.6,4.3,,6.0,10.3,6.7
19/04/2016,10:00,243,0.9,67.6,28.5,47.9,1017,0.019,,0.006,0.001,12.2,6.7,,2.0,8.0,7.0
19/04/2016,11:00,199,1.0,64.1,30.2,42.5,1016,0.025,,0.004,0.001,10.9,6.0,,3.7,12.5,5.5
19/04/2016,12:00,359,1.1,207.2,30.4,40.3,1016,0.029,,0.004,0.001,12.2,7.5,,3.3,10.4,6.3
19/04/2016,13:00,48,1.1,168.4,29.3,44.3,1015,0.030,,0.002,0.001,10.0,5.0,,3.7,15.5,6.1
19/04/2016,14:00,55,3.0,18.2,27.4,54.1,1015,0.028,,0.001,0.001,12.9,5.8,,1.2,9.0,5.6
19/04/2016,15:00,70,3.3,9.5,25.0,62.2,1015,0.026,,0.001,0.001,12.3,4.8,,2.8,8.1,4.7
19/04/2016,16:00,77,3.0,6.2,24.0,65.1,1015,0.025,,0.001,0.001,7.2,0.7,,3.5,9.2,4.5
19/04/2016,17:00,78,2.0,9.0,22.7,69.1,1015,0.022,,0.001,0.001,9.3,3.1,0.5,2.4,9.1,3.4
19/04/2016,18:00,58,0.6,82.3,21.0,76.4,1016,0.019,,0.003,0.001,9.3,3.7,1.4,3.8,6.7,4.0
19/04/2016,19:00,41,0.6,19.9,19.5,82.4,1018,0.013,,0.007,0.001,8.2,3.1,1.2,5.2,10.2,4.2
19/04/2016,20:00,97,0.3,32.5,18.6,85.6,1018,0.010,,0.006,0.000,10.0,4.7,1.1,6.3,9.9,5.2
19/04/2016,21:00,90,0.4,34.1,18.1,88.8,1018,0.010,,0.003,0.001,6.4,2.1,1.3,6.1,12.2,4.7
19/04/2016,22:00,102,0.5,26.4,17.5,91.0,1019,0.006,,0.005,0.001,5.8,2.2,1.4,5.9,5.1,6.1
19/04/2016,23:00,146,0.6,48.0,17.1,91.9,1018,0.005,,0.007,0.001,5.8,2.0,0.7,5.3,7.5,6.2
20/04/2016,00:00,193,0.6,30.1,17.3,92.0,1018,0.001,,0.019,0.001,10.4,6.3,0.5,7.2,11.6,8.1
20/04/2016,01:00,200,0.5,23.4,17.2,91.6,1018,0.005,,0.015,0.001,10.1,4.8,0.8,7.1,8.9,6.1
20/04/2016,02:00,197,0.8,5.9,17.0,91.6,1018,0.005,,0.013,0.001,11.2,5.6,1.0,6.4,8.4,5.5
20/04/2016,03:00,190,0.6,8.7,16.5,91.9,1017,0.006,,0.010,0.001,11.6,6.3,0.8,5.6,3.9,6.1
20/04/2016,04:00,195,0.2,37.2,15.8,93.3,1018,0.004,,0.011,0.001,11.5,7.2,0.9,6.2,6.0,5.6
20/04/2016,05:00,210,0.4,9.8,15.7,94.2,1018,0.002,,0.020,0.001,9.1,5.4,0.4,6.1,7.8,6.3
20/04/2016,06:00,197,0.5,11.4,16.1,94.4,1018,0.002,,0.022,0.001,9.6,5.5,,6.1,9.4,7.6
20/04/2016,07:00,212,0.7,11.8,19.7,83.0,1019,0.003,,0.022,0.001,11.7,6.8,,6.8,11.6,6.7
20/04/2016,08:00,200,1.7,8.4,24.3,65.8,1018,0.009,,0.016,0.001,12.2,5.4,,5.4,9.2,6.4
20/04/2016,09:00,208,1.5,18.0,27.1,53.9,1019,0.018,,0.006,0.001,9.0,2.1,,5.7,7.6,6.0
20/04/2016,10:00,194,1.6,29.5,30.1,43.5,1019,0.026,,0.004,0.000,9.6,4.5,,,,5.1
20/04/2016,11:00,182,1.8,36.8,30.5,41.9,1018,0.027,,0.003,0.001,9.1,4.5,,,,6.6
20/04/2016,12:00,144,2.3,36.1,29.6,45.5,1017,0.026,,0.003,0.001,,,,,,5.0
20/04/2016,13:00,98,4.0,8.4,27.3,56.1,1016,0.025,,0.001,0.000,,,,3.0,12.0,5.1
20/04/2016,14:00,106,4.1,14.3,27.3,55.6,1016,0.024,,0.001,0.001,5.7,0.6,,3.7,12.5,4.8
20/04/2016,15:00,102,4.4,15.8,26.6,57.7,1017,0.023,,0.001,0.001,6.7,1.5,,3.1,9.1,4.6
20/04/2016,16:00,103,3.5,6.9,24.8,66.8,1017,0.023,,0.001,0.001,6.2,1.9,,4.2,13.2,5.2
