Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
25/06/2016,11:00,222,0.4,87.7,0.6,18.3,37.0,0.0,1015,0.000,0.001,0.001,0.000,2.8,0.9,3
25/06/2016,12:00,74,0.5,86.2,0.6,19.3,34.4,0.0,1014,0.001,0.000,0.001,0.001,1.1,-1.5,3
25/06/2016,13:00,103,0.4,96.7,0.6,19.9,33.3,0.0,1013,0.001,0.001,0.001,0.001,4.6,1.9,3
25/06/2016,14:00,109,0.1,109.1,0.6,20.4,32.0,0.0,1012,0.001,0.001,0.001,0.000,33.7,4.9,5
25/06/2016,15:00,77,1.0,44.8,0.6,20.4,32.9,0.0,1012,0.001,0.001,0.002,0.001,13.8,4.0,3
25/06/2016,16:00,48,0.2,98.5,0.5,19.4,42.5,0.0,1013,0.001,0.003,0.004,0.001,3.8,1.0,3
25/06/2016,17:00,291,1.4,25.4,0.3,15.8,59.4,0.0,1014,0.000,0.004,0.004,0.001,6.1,2.9,4
25/06/2016,18:00,325,1.8,18.1,0.4,12.9,72.5,0.0,1014,0.001,0.004,0.005,0.001,3.9,1.8,5
25/06/2016,19:00,332,1.8,9.2,0.4,10.9,82.1,0.0,1015,0.001,0.004,0.004,0.001,6.3,4.1,7
25/06/2016,20:00,332,1.8,12.9,0.4,9.9,86.8,0.0,1015,0.001,0.003,0.004,0.001,7.8,6.4,13
25/06/2016,21:00,331,1.7,10.1,0.3,9.5,88.4,0.0,1015,0.000,0.002,0.002,0.001,5.0,3.6,4
25/06/2016,22:00,326,1.7,17.3,0.4,10.1,84.9,0.0,1016,0.000,0.002,0.002,0.000,5.6,4.1,5
25/06/2016,23:00,311,1.4,34.7,0.4,13.8,48.3,0.0,1015,0.001,0.001,0.002,0.001,6.4,4.6,4
26/06/2016,00:00,305,1.3,42.4,0.4,13.6,43.3,0.0,1015,,,,,2.5,0.4,
26/06/2016,01:00,312,1.3,42.6,0.4,12.7,45.0,0.0,1014,0.000,0.001,0.001,0.001,4.9,3.0,3
26/06/2016,02:00,294,1.2,48.0,0.6,12.3,44.6,0.0,1014,0.000,0.001,0.001,0.001,6.2,4.5,3
26/06/2016,03:00,325,1.5,36.1,0.4,11.7,46.4,0.0,1014,0.000,0.001,0.001,0.000,5.2,4.2,2
26/06/2016,04:00,309,1.2,47.3,0.5,12.0,44.9,0.0,1014,0.000,0.001,0.001,0.001,3.2,2.3,2
26/06/2016,05:00,309,1.5,31.6,0.4,10.9,49.2,0.0,1015,0.001,0.000,0.001,0.001,6.1,4.8,2
26/06/2016,06:00,321,1.7,22.6,0.4,9.5,55.8,0.0,1015,0.001,0.001,0.001,0.000,3.6,2.5,2
26/06/2016,07:00,314,1.3,41.9,0.4,11.1,51.1,0.0,1016,0.001,0.000,0.001,0.001,3.6,2.6,2
26/06/2016,08:00,272,0.5,81.3,0.4,12.8,49.1,0.0,1016,0.001,0.000,0.001,0.001,2.9,1.7,3
26/06/2016,09:00,186,0.5,81.2,0.5,15.7,43.9,0.0,1016,0.003,0.004,0.006,0.003,3.3,1.6,3
26/06/2016,10:00,119,0.6,67.3,0.5,17.9,41.8,0.0,1016,0.040,0.025,0.065,0.028,3.9,1.2,5
26/06/2016,11:00,86,1.4,44.2,1.0,18.8,47.2,0.0,1015,0.036,0.026,0.062,0.020,6.1,1.6,8
26/06/2016,12:00,76,1.7,31.7,0.9,19.0,48.9,0.0,1014,0.005,0.010,0.014,0.006,9.3,2.9,9
26/06/2016,13:00,79,0.9,64.3,0.7,19.5,49.1,0.0,1013,0.002,0.002,0.004,0.003,12.5,6.2,7
26/06/2016,14:00,73,1.7,37.2,0.9,19.7,52.6,0.0,1013,0.002,0.005,0.007,0.001,8.6,2.3,6
26/06/2016,15:00,79,1.8,21.4,0.7,19.4,55.7,0.0,1012,0.001,0.001,0.002,0.002,8.4,2.9,5
26/06/2016,16:00,81,1.5,19.5,0.6,18.9,60.9,0.0,1012,0.001,0.001,0.002,0.002,8.8,4.0,6
26/06/2016,17:00,309,0.6,134.8,0.5,17.1,69.6,0.0,1013,0.001,0.002,0.003,0.001,8.8,3.8,7
26/06/2016,18:00,316,1.4,18.1,0.3,15.1,79.2,0.0,1014,0.001,0.002,0.002,0.001,7.6,3.1,7
26/06/2016,19:00,335,1.8,13.1,0.5,13.9,85.0,0.0,1014,0.000,0.002,0.002,0.001,7.6,4.3,7
26/06/2016,20:00,319,1.5,24.8,0.5,14.1,86.1,0.0,1014,0.001,0.002,0.003,0.001,7.3,4.0,11
26/06/2016,21:00,326,1.7,24.3,0.5,14.1,86.8,0.0,1014,0.001,0.004,0.005,0.001,8.4,5.7,8
26/06/2016,22:00,323,1.5,24.5,0.4,13.8,89.8,0.0,1013,0.002,0.010,0.012,0.001,4.4,2.0,7
26/06/2016,23:00,313,1.3,18.5,0.4,13.6,90.5,0.0,1013,0.001,0.009,0.010,0.001,5.2,2.7,7
27/06/2016,00:00,300,1.4,17.3,0.5,13.7,91.5,0.0,1012,,,,,7.0,5.0,
27/06/2016,01:00,324,1.5,25.9,0.5,13.5,91.9,0.0,1012,0.001,0.005,0.005,0.001,8.6,6.6,6
27/06/2016,02:00,318,1.5,29.8,0.7,14.2,92.5,0.0,1012,0.001,0.004,0.005,0.000,6.2,4.6,7
27/06/2016,03:00,308,1.4,31.7,0.6,14.5,91.8,0.0,1011,0.001,0.005,0.005,0.001,0.2,-1.3,7
27/06/2016,04:00,308,1.4,28.4,0.6,14.4,91.6,0.0,1012,0.001,0.003,0.004,0.001,4.4,2.6,7
27/06/2016,05:00,305,1.0,34.7,0.5,14.5,92.1,0.0,1012,0.001,0.003,0.003,0.001,2.3,1.0,7
27/06/2016,06:00,311,1.1,44.6,0.6,15.0,91.3,0.0,1012,0.002,0.003,0.005,0.000,4.4,2.6,8
27/06/2016,07:00,324,0.9,47.4,0.5,15.4,90.4,0.0,1012,0.001,0.002,0.003,0.000,7.1,5.0,8
27/06/2016,08:00,54,0.5,61.2,0.3,16.9,85.8,0.0,1013,0.002,0.003,0.004,0.001,9.2,5.1,9
27/06/2016,09:00,20,0.3,145.2,0.3,18.5,79.7,0.0,1013,0.001,0.004,0.005,0.001,11.0,3.3,10
27/06/2016,10:00,323,0.4,152.9,0.4,18.0,86.6,0.1,1013,0.001,0.004,0.005,0.001,10.2,2.6,10
27/06/2016,11:00,335,0.4,98.1,0.5,17.5,90.3,0.3,1012,0.001,0.006,0.007,0.001,7.7,2.2,10
27/06/2016,12:00,13,0.7,167.0,0.5,17.7,91.8,0.4,1012,0.002,0.006,0.008,0.001,5.8,3.5,7
27/06/2016,13:00,45,0.9,40.0,0.5,18.7,91.2,0.0,1011,0.001,0.003,0.004,0.001,2.3,1.3,4
27/06/2016,14:00,275,1.6,50.6,1.3,19.8,85.3,0.0,1011,0.001,0.002,0.003,0.001,4.7,3.4,5
27/06/2016,15:00,250,2.7,23.2,1.0,21.0,77.4,0.0,1011,0.001,0.001,0.002,0.001,2.8,1.7,6
27/06/2016,16:00,240,3.1,18.1,1.3,19.8,77.4,0.0,1011,0.001,0.001,0.001,0.001,4.1,2.2,15
27/06/2016,17:00,236,2.9,34.6,1.6,18.6,74.6,0.0,1012,0.000,0.007,0.007,0.002,6.9,4.8,24
27/06/2016,18:00,262,0.7,88.4,1.0,17.6,76.3,0.0,1013,0.000,0.004,0.004,0.000,6.6,4.3,18
27/06/2016,19:00,322,0.8,64.5,0.5,16.5,77.5,0.0,1014,0.001,0.002,0.003,0.001,6.5,3.9,11
27/06/2016,20:00,329,1.3,44.7,0.7,15.7,76.4,0.0,1015,0.001,0.001,0.001,0.001,6.9,4.9,7
27/06/2016,21:00,344,2.1,29.0,0.9,15.4,72.6,0.0,1015,0.000,0.001,0.001,0.000,3.6,2.4,4
27/06/2016,22:00,348,2.5,18.0,0.9,14.4,70.4,0.0,1015,0.001,0.001,0.001,0.000,4.4,3.7,3
27/06/2016,23:00,346,2.2,24.3,0.7,14.0,62.9,0.0,1015,0.001,0.001,0.001,0.001,2.9,2.2,2
28/06/2016,00:00,337,1.9,32.2,0.6,13.6,58.8,0.0,1016,,,,,2.3,1.7,
28/06/2016,01:00,330,2.2,28.2,0.7,12.8,60.2,0.0,1016,0.001,0.000,0.001,0.001,4.2,3.5,1
28/06/2016,02:00,339,2.1,28.9,0.7,11.9,62.1,0.0,1016,0.000,0.000,0.000,0.000,3.6,2.8,1
28/06/2016,03:00,2,1.7,30.9,0.3,11.0,63.7,0.0,1016,0.000,0.001,0.001,0.000,3.0,2.5,1
28/06/2016,04:00,350,1.7,28.0,0.3,10.2,64.4,0.0,1016,0.000,0.000,0.000,0.001,2.6,1.7,1
28/06/2016,05:00,331,1.6,27.4,0.4,9.4,66.8,0.0,1017,0.001,0.001,0.001,0.000,1.2,0.5,1
28/06/2016,06:00,326,1.6,35.3,0.4,9.0,67.0,0.0,1018,0.001,0.000,0.001,0.000,3.2,2.6,1
28/06/2016,07:00,317,1.5,40.3,0.5,9.5,66.2,0.0,1018,0.001,0.001,0.002,0.000,1.0,0.4,2
28/06/2016,08:00,274,1.4,45.1,0.6,10.7,61.0,0.0,1019,0.000,0.000,0.000,0.000,4.6,3.8,2
28/06/2016,09:00,256,1.8,39.5,1.1,11.8,57.4,0.0,1019,0.000,0.000,0.000,0.000,4.6,3.7,2
28/06/2016,10:00,244,1.6,51.2,1.0,13.2,52.4,0.0,1019,0.001,0.000,0.001,0.000,1.2,0.4,1
28/06/2016,11:00,242,1.9,46.8,1.3,14.8,47.2,0.0,1018,0.000,0.000,0.000,0.000,3.9,2.7,1
28/06/2016,12:00,242,2.0,39.8,1.2,16.3,43.5,0.0,1018,0.001,0.000,0.001,0.000,3.5,2.4,1
28/06/2016,13:00,236,1.7,54.5,1.2,17.3,40.5,0.0,1017,0.000,0.000,0.000,0.000,3.5,2.4,1
28/06/2016,14:00,247,1.7,37.3,1.0,18.2,38.7,0.0,1016,0.000,0.000,0.000,0.000,2.1,0.5,2
28/06/2016,15:00,207,0.6,69.1,0.6,18.6,38.0,0.0,1017,0.000,0.000,0.000,0.001,3.8,2.5,2
28/06/2016,16:00,242,0.5,114.3,0.5,18.0,44.8,0.0,1017,0.001,0.002,0.002,0.000,4.0,2.3,2
28/06/2016,17:00,316,1.5,20.7,0.2,13.9,63.7,0.0,1018,0.001,0.001,0.001,0.001,2.6,1.2,2
28/06/2016,18:00,333,1.8,10.5,0.3,12.3,65.2,0.0,1019,0.000,0.001,0.001,0.000,4.0,2.7,3
28/06/2016,19:00,303,1.1,62.4,0.7,15.2,46.1,0.0,1020,0.000,0.001,0.001,0.000,3.8,2.6,2
28/06/2016,20:00,345,2.1,30.5,0.7,14.2,48.8,0.0,1020,0.000,0.001,0.001,0.000,6.1,4.9,5
28/06/2016,21:00,298,1.0,60.7,0.6,15.1,43.0,0.0,1020,0.000,0.001,0.001,0.000,4.7,3.6,3
28/06/2016,22:00,318,1.3,49.9,0.6,14.4,44.4,0.0,1020,0.000,0.001,0.001,0.000,5.7,4.0,3
28/06/2016,23:00,308,1.4,45.1,0.7,13.7,46.8,0.0,1020,0.000,0.000,0.000,0.000,4.6,3.3,3
29/06/2016,00:00,238,1.9,45.7,1.0,13.7,48.1,0.0,1020,,,,,4.3,3.0,
29/06/2016,01:00,234,2.1,48.6,1.3,13.3,51.0,0.0,1020,0.000,0.001,0.001,0.000,5.0,2.9,4
29/06/2016,02:00,283,1.2,53.9,0.8,12.9,53.9,0.0,1020,0.001,0.000,0.001,0.001,3.5,1.3,4
29/06/2016,03:00,258,1.3,54.0,0.8,13.0,53.4,0.0,1019,0.001,0.001,0.001,0.001,4.4,2.8,4
29/06/2016,04:00,280,1.2,49.9,0.6,13.2,52.7,0.0,1019,0.000,0.001,0.001,0.001,4.4,3.0,4
29/06/2016,05:00,274,1.2,48.2,0.6,12.9,54.0,0.0,1020,0.001,0.001,0.001,0.001,5.6,4.1,4
29/06/2016,06:00,282,1.3,48.3,0.6,12.6,56.3,0.0,1020,0.001,0.001,0.001,0.001,4.8,3.2,4
29/06/2016,07:00,266,1.4,49.3,0.7,12.7,57.8,0.0,1021,0.001,0.001,0.001,0.001,2.8,1.4,4
29/06/2016,08:00,275,0.6,79.6,0.6,14.1,55.8,0.0,1022,0.001,0.001,0.001,0.001,2.0,0.4,4
29/06/2016,09:00,132,0.6,74.1,0.5,15.5,51.3,0.0,1022,0.001,0.001,0.002,0.001,2.4,1.2,4
29/06/2016,10:00,133,0.6,66.6,0.6,17.6,47.5,0.0,1021,0.003,0.003,0.005,0.003,4.7,1.8,5
29/06/2016,11:00,106,1.5,39.7,0.9,19.0,45.8,0.0,1021,0.016,0.014,0.030,0.012,7.4,4.1,6
29/06/2016,12:00,97,2.0,31.5,1.1,20.0,44.6,0.0,1019,0.026,0.022,0.047,0.017,5.2,2.9,8
29/06/2016,13:00,75,2.8,19.7,0.9,20.2,46.0,0.0,1018,0.010,0.014,0.023,0.008,11.1,4.8,8
29/06/2016,14:00,75,2.3,22.7,0.8,20.5,45.1,0.0,1018,0.005,0.010,0.015,0.008,10.7,4.0,7
29/06/2016,15:00,78,2.5,15.0,0.7,20.3,46.1,0.0,1018,0.005,0.012,0.017,0.010,10.2,4.0,8
29/06/2016,16:00,165,0.4,69.4,0.4,20.0,51.6,0.0,1019,0.002,0.009,0.011,0.006,9.7,2.6,9
29/06/2016,17:00,276,1.3,30.9,0.4,17.0,64.5,0.0,1019,0.001,0.010,0.011,0.002,8.6,2.2,9
29/06/2016,18:00,331,1.7,11.3,0.3,13.9,79.2,0.0,1020,0.001,0.008,0.009,0.001,8.2,2.8,10
29/06/2016,19:00,334,1.8,6.7,0.3,12.5,87.4,0.0,1020,0.001,0.005,0.005,0.001,9.2,4.9,16
29/06/2016,20:00,333,1.7,18.4,0.5,13.5,88.5,0.0,1020,0.001,0.004,0.005,0.000,8.7,4.4,18
29/06/2016,21:00,337,1.7,20.7,0.5,14.2,85.8,0.0,1020,0.001,0.006,0.007,0.001,9.1,4.0,59
29/06/2016,22:00,344,1.7,20.0,0.4,14.6,82.0,0.0,1020,0.001,0.008,0.009,0.004,16.4,9.0,48
29/06/2016,23:00,349,1.4,32.9,0.3,15.2,81.6,0.0,1020,0.001,0.014,0.014,0.007,16.9,9.5,20
30/06/2016,00:00,348,1.5,25.3,0.3,14.7,82.5,0.0,1019,,,,,15.2,7.1,
30/06/2016,01:00,342,1.5,29.2,0.3,14.6,79.4,0.0,1019,0.001,0.007,0.008,0.004,13.2,5.8,25
30/06/2016,02:00,331,1.3,39.8,0.3,14.7,73.5,0.0,1018,0.001,0.002,0.002,0.002,15.5,8.1,25
30/06/2016,03:00,326,1.4,33.3,0.3,14.2,72.2,0.0,1018,0.000,0.002,0.002,0.001,15.1,8.3,21
30/06/2016,04:00,335,1.6,24.4,0.4,13.7,73.9,0.0,1018,0.001,0.001,0.001,0.001,13.9,7.1,20
30/06/2016,05:00,333,1.6,23.7,0.4,13.3,76.3,0.0,1018,0.001,0.002,0.002,0.001,14.6,8.4,18
30/06/2016,06:00,332,1.6,25.2,0.4,13.0,77.8,0.0,1018,0.001,0.001,0.002,0.001,14.5,8.0,18
30/06/2016,07:00,249,0.4,93.8,0.4,14.3,74.9,0.0,1018,0.001,0.001,0.002,0.001,15.7,9.4,16
30/06/2016,08:00,172,0.6,62.6,0.4,16.8,69.1,0.0,1019,0.001,0.002,0.003,0.001,12.8,5.6,15
30/06/2016,09:00,158,0.6,63.0,0.5,18.5,64.9,0.0,1019,0.010,0.011,0.021,0.009,12.8,3.9,15
30/06/2016,10:00,126,0.9,52.7,0.6,20.0,61.5,0.0,1019,0.033,0.025,0.058,0.024,14.9,4.4,16
30/06/2016,11:00,111,1.2,43.9,0.8,21.4,58.5,0.0,1018,0.014,0.017,0.031,0.012,14.1,3.3,14
30/06/2016,12:00,106,1.6,33.0,0.9,21.9,57.9,0.0,1017,0.012,0.016,0.028,0.006,16.5,4.5,14
30/06/2016,13:00,84,2.5,19.1,0.9,22.0,57.5,0.0,1016,0.007,0.011,0.017,0.002,18.6,5.0,12
30/06/2016,14:00,83,2.1,21.9,0.9,21.9,58.0,0.0,1016,0.002,0.003,0.005,0.002,15.6,4.8,12
30/06/2016,15:00,90,1.3,28.7,0.6,22.0,57.3,0.0,1015,0.001,0.002,0.003,0.001,12.4,2.4,12
30/06/2016,16:00,100,0.8,35.3,0.5,21.2,64.1,0.0,1015,0.001,0.003,0.003,0.001,13.1,2.3,13
30/06/2016,17:00,241,0.5,50.7,0.3,19.7,73.4,0.0,1016,0.001,0.004,0.004,0.001,14.9,2.1,14
30/06/2016,18:00,272,1.0,25.0,0.4,17.8,82.2,0.0,1016,0.001,0.004,0.005,0.001,12.9,2.9,13
30/06/2016,19:00,310,1.0,42.1,0.5,17.0,85.3,0.0,1017,0.001,0.005,0.006,0.001,9.6,1.3,13
30/06/2016,20:00,297,1.1,31.0,0.5,16.8,87.1,0.0,1017,0.001,0.005,0.005,0.001,11.8,4.5,18
30/06/2016,21:00,304,1.0,36.3,0.4,16.8,86.9,0.0,1017,0.001,0.003,0.004,0.001,11.6,5.8,13
30/06/2016,22:00,298,0.8,40.2,0.4,16.4,89.0,0.0,1017,0.001,0.002,0.003,0.001,8.3,4.1,11
30/06/2016,23:00,318,0.7,53.1,0.5,15.5,91.1,0.0,1016,0.001,0.002,0.002,0.001,6.5,3.4,8
01/07/2016,00:00,283,0.4,53.9,0.3,15.1,92.3,0.0,1016,,,,,3.6,1.7,
01/07/2016,01:00,267,0.3,71.1,0.3,14.5,92.9,0.0,1016,0.001,0.001,0.001,0.001,1.9,0.3,12
01/07/2016,02:00,272,0.1,110.4,0.2,14.7,93.6,0.0,1015,0.000,0.001,0.001,0.001,1.7,1.0,16
01/07/2016,03:00,244,0.2,76.7,0.2,13.9,93.5,0.0,1015,0.001,0.001,0.001,0.000,5.4,4.3,11
01/07/2016,04:00,243,0.4,62.1,0.3,13.3,93.8,0.0,1015,0.001,0.002,0.003,0.000,2.2,1.7,12
01/07/2016,05:00,261,2.4,31.9,1.0,13.3,94.1,0.0,1016,0.001,0.001,0.002,0.001,4.1,2.5,17
01/07/2016,06:00,292,2.8,44.1,1.3,13.5,94.0,0.0,1016,0.001,0.001,0.001,0.001,2.8,2.4,12
01/07/2016,07:00,284,1.6,50.7,0.7,14.5,94.1,0.0,1017,0.001,0.000,0.001,0.000,2.2,2.2,6
01/07/2016,08:00,202,0.3,107.6,0.4,17.1,92.3,0.0,1017,0.001,0.001,0.002,0.001,8.0,6.5,11
01/07/2016,09:00,117,0.5,67.2,0.4,19.6,79.5,0.0,1017,0.002,0.003,0.005,0.001,7.5,1.1,15
01/07/2016,10:00,271,1.6,55.7,1.1,22.2,64.0,0.0,1017,0.001,0.001,0.001,0.001,10.5,1.5,11
01/07/2016,11:00,288,1.2,43.4,0.9,23.1,56.3,0.0,1016,0.000,0.000,0.000,0.001,10.1,2.9,11
01/07/2016,12:00,246,0.9,49.6,0.8,22.6,55.9,0.0,1015,0.000,0.001,0.001,0.001,10.4,2.7,12
01/07/2016,13:00,285,0.8,83.6,1.0,24.3,48.0,0.0,1014,0.001,0.001,0.001,0.001,10.9,3.6,12
01/07/2016,14:00,229,0.7,80.5,1.0,24.6,41.9,0.0,1013,0.001,0.000,0.001,0.001,10.2,2.5,11
01/07/2016,15:00,217,2.2,26.1,0.9,23.9,43.9,0.0,1014,0.000,0.001,0.001,0.001,11.8,4.2,12
01/07/2016,16:00,225,2.2,16.4,0.8,23.4,43.1,0.0,1014,0.001,0.001,0.001,0.001,12.0,4.6,12
01/07/2016,17:00,228,1.9,17.7,0.8,22.3,40.1,0.0,1015,0.000,0.001,0.001,0.001,8.7,2.0,8
01/07/2016,18:00,232,2.9,15.1,1.1,22.0,37.0,0.0,1016,0.001,0.002,0.003,0.002,7.2,1.7,6
01/07/2016,19:00,230,4.3,15.9,1.5,21.9,33.7,0.0,1017,0.000,0.002,0.002,0.001,8.1,3.3,5
01/07/2016,20:00,233,3.5,19.2,1.4,21.2,32.3,0.0,1017,0.000,0.001,0.001,0.001,4.8,1.6,4
01/07/2016,21:00,236,3.5,19.4,1.5,20.8,33.0,0.0,1018,0.001,0.000,0.001,0.001,3.9,1.5,3
01/07/2016,22:00,231,2.0,43.8,1.4,20.3,33.6,0.0,1018,0.001,0.000,0.001,0.001,5.3,2.8,3
01/07/2016,23:00,353,0.9,137.4,1.2,18.3,39.3,0.0,1018,0.001,0.000,0.001,0.001,2.5,0.7,3
02/07/2016,00:00,214,0.6,103.7,0.8,18.0,40.3,0.0,1017,,,,,7.3,5.3,
02/07/2016,01:00,212,1.3,62.2,1.1,17.9,42.8,0.0,1017,0.000,0.001,0.001,0.001,5.0,3.4,6
02/07/2016,02:00,209,1.3,63.8,0.9,17.2,46.1,0.0,1017,0.001,0.001,0.001,0.000,6.5,4.8,4
02/07/2016,03:00,235,1.5,52.4,0.9,16.7,47.2,0.0,1017,0.000,0.001,0.001,0.000,5.7,3.8,3
02/07/2016,04:00,235,2.1,32.6,0.9,16.1,48.7,0.0,1017,0.000,0.001,0.001,0.001,4.2,2.4,4
02/07/2016,05:00,232,2.5,30.4,1.1,15.7,49.1,0.0,1018,0.000,0.001,0.001,0.001,4.9,3.1,4
02/07/2016,06:00,237,2.5,28.4,1.1,15.3,48.9,0.0,1018,0.000,0.001,0.001,0.001,4.8,2.9,4
02/07/2016,07:00,210,2.3,33.0,1.2,15.5,47.2,0.0,1019,0.001,0.000,0.001,0.001,3.7,1.6,5
02/07/2016,08:00,196,1.8,40.1,1.2,16.4,44.0,0.0,1019,0.000,0.001,0.001,0.001,5.4,3.3,4
02/07/2016,09:00,204,2.1,30.1,1.3,17.6,39.6,0.0,1020,0.001,0.001,0.001,0.000,5.2,3.3,4
02/07/2016,10:00,171,1.1,46.7,0.8,18.8,37.2,0.0,1019,0.001,0.001,0.001,0.001,4.2,2.1,4
02/07/2016,11:00,164,0.9,52.2,0.7,19.9,34.7,0.0,1019,0.001,0.001,0.001,0.000,5.4,2.5,4
02/07/2016,12:00,154,0.7,61.1,0.7,20.9,31.4,0.0,1018,0.001,0.000,0.001,0.000,4.5,1.8,4
02/07/2016,13:00,135,0.6,68.6,0.6,21.4,29.7,0.0,1017,0.001,0.001,0.001,0.000,6.1,3.1,3
02/07/2016,14:00,170,0.4,80.4,0.6,22.1,28.1,0.0,1017,0.001,0.000,0.001,0.000,6.5,3.0,3
02/07/2016,15:00,92,1.5,47.2,1.1,21.7,30.9,0.0,1017,0.002,0.005,0.007,0.003,4.8,1.7,4
02/07/2016,16:00,106,0.9,40.9,0.6,20.0,42.1,0.0,1018,0.003,0.010,0.013,0.004,9.5,3.2,5
02/07/2016,17:00,318,1.0,56.2,0.6,16.9,57.7,0.0,1019,0.001,0.004,0.005,0.002,8.0,2.1,5
02/07/2016,18:00,320,1.4,23.0,0.3,15.1,68.2,0.0,1019,0.001,0.004,0.004,0.001,5.8,0.8,5
02/07/2016,19:00,321,1.4,29.5,0.4,14.9,74.2,0.0,1020,0.000,0.004,0.004,0.001,8.3,3.6,6
02/07/2016,20:00,316,1.0,44.9,0.3,15.9,67.4,0.0,1020,0.001,0.016,0.017,0.004,9.2,4.4,10
02/07/2016,21:00,324,1.1,44.7,0.3,16.0,60.9,0.0,1021,0.001,0.019,0.019,0.010,13.1,8.1,13
02/07/2016,22:00,341,1.0,47.7,0.3,15.9,60.5,0.0,1021,0.001,0.018,0.019,0.011,13.2,8.6,12
02/07/2016,23:00,343,1.0,51.6,0.3,15.8,62.7,0.0,1020,0.001,0.015,0.016,0.013,10.2,5.9,13
03/07/2016,00:00,298,1.0,47.9,0.3,15.4,61.9,0.0,1020,,,,,9.9,5.8,
03/07/2016,01:00,330,1.5,29.9,0.3,14.1,62.4,0.0,1020,0.001,0.002,0.002,0.001,11.3,7.3,9
03/07/2016,02:00,335,1.5,27.9,0.3,13.8,60.0,0.0,1019,0.001,0.001,0.002,0.001,7.7,4.1,9
03/07/2016,03:00,330,1.5,27.7,0.4,13.6,54.9,0.0,1019,0.000,0.001,0.001,0.001,5.9,2.8,10
03/07/2016,04:00,328,1.4,33.3,0.3,13.8,56.3,0.0,1019,0.000,0.001,0.001,0.001,5.7,2.5,10
03/07/2016,05:00,333,1.6,28.9,0.4,13.3,59.8,0.0,1019,0.000,0.001,0.001,0.001,6.3,3.3,10
03/07/2016,06:00,336,1.6,23.7,0.4,12.9,62.7,0.0,1019,0.000,0.001,0.001,0.001,9.5,6.9,10
03/07/2016,07:00,348,0.8,77.2,0.5,13.5,61.5,0.0,1020,0.001,0.001,0.001,0.001,6.9,4.0,10
03/07/2016,08:00,151,0.6,73.7,0.5,16.5,57.7,0.0,1020,0.001,0.000,0.001,0.001,7.9,3.8,9
03/07/2016,09:00,165,0.8,63.3,0.7,18.2,56.2,0.0,1020,0.002,0.002,0.003,0.003,7.6,2.2,8
03/07/2016,10:00,137,0.9,56.6,0.7,20.2,54.4,0.0,1020,0.002,0.005,0.007,0.004,9.1,2.5,9
03/07/2016,11:00,97,3.2,19.4,1.4,21.5,53.1,0.0,1019,0.007,0.012,0.019,0.010,13.1,4.5,9
03/07/2016,12:00,82,4.8,10.2,1.2,21.5,54.6,0.0,1019,0.008,0.011,0.019,0.005,16.7,5.1,9
03/07/2016,13:00,89,3.6,14.9,1.2,21.8,54.5,0.0,1018,0.004,0.006,0.010,0.003,12.3,3.0,8
03/07/2016,14:00,90,2.9,16.4,1.1,21.6,57.1,0.0,1018,0.004,0.007,0.010,0.002,12.0,3.1,9
03/07/2016,15:00,90,2.7,14.6,0.9,21.5,58.7,0.0,1018,0.003,0.006,0.009,0.001,12.2,2.1,9
03/07/2016,16:00,97,1.6,19.3,0.7,20.9,62.8,0.0,1018,0.002,0.009,0.011,0.001,12.4,4.0,10
03/07/2016,17:00,103,1.0,33.1,0.6,20.3,65.6,0.0,1018,0.001,0.008,0.009,0.002,15.0,3.8,11
03/07/2016,18:00,106,0.7,42.0,0.4,19.9,66.5,0.0,1019,0.001,0.008,0.009,0.004,13.3,3.6,12
03/07/2016,19:00,50,0.5,63.1,0.3,19.3,72.6,0.0,1019,0.000,0.007,0.007,0.002,13.1,4.4,13
03/07/2016,20:00,6,0.3,164.0,0.3,18.7,74.0,0.0,1019,0.002,0.016,0.018,0.007,12.2,4.3,13
03/07/2016,21:00,116,0.6,55.6,0.5,19.4,65.1,0.0,1019,0.012,0.036,0.047,0.020,12.1,5.4,18
03/07/2016,22:00,118,0.7,53.2,0.4,19.2,64.8,0.0,1018,0.007,0.036,0.043,0.019,12.3,5.2,23
03/07/2016,23:00,109,0.6,65.2,0.4,18.7,66.9,0.0,1018,0.008,0.036,0.044,0.017,15.4,8.8,34
04/07/2016,00:00,129,0.4,81.7,0.4,18.3,69.7,0.0,1018,,,,,20.8,14.2,
04/07/2016,01:00,121,0.4,80.4,0.3,18.1,72.2,0.0,1018,0.053,0.039,0.092,0.039,20.8,13.6,41
04/07/2016,02:00,108,0.1,112.6,0.3,17.9,73.3,0.0,1017,0.009,0.030,0.039,0.021,16.1,9.0,25
04/07/2016,03:00,137,0.1,107.3,0.3,17.8,73.4,0.0,1017,0.004,0.027,0.030,0.017,10.1,4.1,21
04/07/2016,04:00,35,0.1,156.9,0.3,17.5,73.5,0.0,1016,0.033,0.034,0.067,0.030,10.6,4.8,21
