Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Carbon Monoxide (ppm)
10/02/2016,19:00,143,2.1,28.6,1.0,0.010,0.004,0.014,0.2
10/02/2016,20:00,149,1.9,29.2,0.9,0.009,0.004,0.013,0.2
10/02/2016,21:00,146,1.6,27.9,0.9,0.012,0.005,0.017,0.2
10/02/2016,22:00,152,1.7,23.3,0.9,0.010,0.005,0.014,0.2
10/02/2016,23:00,155,1.4,26.2,0.7,0.007,0.004,0.011,0.2
11/02/2016,00:00,202,1.0,35.1,0.5,,,,
11/02/2016,01:00,231,0.6,36.1,0.3,0.000,0.004,0.004,0.1
11/02/2016,02:00,250,0.6,39.0,0.4,0.005,0.007,0.011,0.1
11/02/2016,03:00,215,0.7,44.1,0.5,0.003,0.004,0.007,0.1
11/02/2016,04:00,202,0.6,44.4,0.4,0.013,0.006,0.018,0.1
11/02/2016,05:00,201,0.4,70.7,0.4,0.044,0.012,0.055,0.3
11/02/2016,06:00,225,0.8,45.2,0.5,0.038,0.010,0.047,0.3
11/02/2016,07:00,206,1.1,34.5,0.6,0.027,0.010,0.036,0.3
11/02/2016,08:00,165,2.1,33.6,1.0,0.026,0.009,0.035,0.3
11/02/2016,09:00,150,2.1,31.2,1.1,0.034,0.012,0.046,0.3
11/02/2016,10:00,148,2.2,35.0,1.1,0.027,0.011,0.038,0.3
11/02/2016,11:00,135,2.3,33.0,1.2,0.032,0.010,0.042,0.3
11/02/2016,12:00,124,2.8,30.4,1.2,0.029,0.010,0.039,0.3
11/02/2016,13:00,141,2.5,36.1,1.2,0.028,0.010,0.038,0.3
11/02/2016,14:00,132,2.7,30.8,1.4,0.029,0.012,0.040,0.3
11/02/2016,15:00,114,3.2,31.3,1.3,0.032,0.012,0.044,0.5
11/02/2016,16:00,121,2.9,32.5,1.4,0.031,0.013,0.044,0.4
11/02/2016,17:00,123,3.0,28.9,1.5,0.029,0.010,0.039,0.4
11/02/2016,18:00,115,2.5,26.2,1.2,0.017,0.008,0.025,0.3
11/02/2016,19:00,127,1.5,35.3,0.8,0.017,0.004,0.021,0.3
11/02/2016,20:00,135,1.3,27.3,0.6,0.014,0.005,0.018,0.2
11/02/2016,21:00,167,0.8,39.4,0.5,0.014,0.008,0.022,0.3
11/02/2016,22:00,200,0.8,37.0,0.5,0.004,0.006,0.010,0.2
11/02/2016,23:00,214,0.8,34.1,0.5,0.002,0.005,0.007,0.2
12/02/2016,00:00,240,0.6,39.3,0.4,,,,
12/02/2016,01:00,220,0.7,36.8,0.4,0.000,0.003,0.003,0.1
12/02/2016,02:00,224,0.5,49.8,0.3,0.002,0.002,0.004,0.0
12/02/2016,03:00,219,0.7,36.5,0.5,0.001,0.004,0.005,0.1
12/02/2016,04:00,202,0.7,46.5,0.5,0.006,0.005,0.010,0.1
12/02/2016,05:00,218,0.6,48.3,0.4,0.020,0.009,0.029,0.2
12/02/2016,06:00,247,0.5,41.1,0.3,0.034,0.009,0.043,0.2
12/02/2016,07:00,208,1.2,36.4,0.7,0.034,0.012,0.046,0.3
12/02/2016,08:00,164,2.0,36.5,1.1,0.028,0.010,0.038,0.2
12/02/2016,09:00,153,2.8,29.4,1.2,0.027,0.015,0.042,0.2
12/02/2016,10:00,149,2.8,29.0,1.3,0.025,0.010,0.034,0.2
12/02/2016,11:00,136,3.2,31.9,1.4,0.024,0.011,0.034,0.2
12/02/2016,12:00,128,3.2,30.3,1.5,0.029,0.011,0.040,0.3
12/02/2016,13:00,132,3.4,30.0,1.5,0.023,0.007,0.030,0.2
12/02/2016,14:00,131,3.5,30.1,1.5,0.030,0.008,0.038,0.3
12/02/2016,15:00,143,3.6,26.8,1.6,0.025,0.009,0.034,0.3
12/02/2016,16:00,147,3.8,24.1,1.7,0.020,0.009,0.028,0.3
12/02/2016,17:00,150,3.8,23.0,1.5,0.015,0.008,0.023,0.2
12/02/2016,18:00,155,2.9,24.0,1.3,0.015,0.007,0.022,0.2
12/02/2016,19:00,159,2.1,23.5,1.0,0.013,0.008,0.021,0.2
12/02/2016,20:00,167,2.0,24.2,1.0,0.009,0.008,0.016,0.2
12/02/2016,21:00,185,1.9,29.7,1.0,0.004,0.002,0.006,0.1
12/02/2016,22:00,192,1.2,34.6,0.7,0.003,0.003,0.005,0.1
12/02/2016,23:00,208,1.1,32.1,0.7,0.002,0.002,0.004,0.1
13/02/2016,00:00,237,0.6,51.9,0.5,,,,
13/02/2016,01:00,248,0.5,56.6,0.3,0.002,0.003,0.004,0.0
13/02/2016,02:00,218,0.4,61.6,0.4,0.002,0.003,0.005,0.0
13/02/2016,03:00,241,0.5,58.9,0.5,0.002,0.004,0.006,0.0
13/02/2016,04:00,270,0.5,50.2,0.4,0.005,0.004,0.009,0.0
13/02/2016,05:00,220,0.7,66.6,0.7,0.007,0.005,0.011,0.0
13/02/2016,06:00,293,0.6,47.0,0.4,0.028,0.009,0.037,0.2
13/02/2016,07:00,206,0.8,51.3,0.8,0.016,0.007,0.022,0.2
13/02/2016,08:00,198,2.0,26.0,1.0,0.004,0.001,0.005,0.1
13/02/2016,09:00,168,2.2,34.2,1.1,0.011,0.005,0.016,0.2
13/02/2016,10:00,161,2.9,25.6,1.4,0.015,0.007,0.022,0.2
13/02/2016,11:00,151,2.9,26.3,1.3,0.017,0.007,0.024,0.2
13/02/2016,12:00,166,2.9,24.0,1.3,0.011,0.005,0.016,0.2
13/02/2016,13:00,161,3.2,24.6,1.5,0.010,0.005,0.015,0.2
13/02/2016,14:00,159,3.2,24.2,1.6,0.010,0.004,0.014,0.2
13/02/2016,15:00,146,3.0,27.6,1.4,0.012,0.004,0.016,0.2
13/02/2016,16:00,155,3.1,23.1,1.4,0.009,0.003,0.012,0.2
13/02/2016,17:00,157,2.5,23.5,1.2,0.008,0.005,0.013,0.2
13/02/2016,18:00,151,1.8,24.5,0.8,0.013,0.008,0.021,0.2
13/02/2016,19:00,161,2.3,23.5,1.0,0.008,0.007,0.014,0.2
13/02/2016,20:00,163,1.9,25.1,0.9,0.007,0.007,0.014,0.2
13/02/2016,21:00,183,1.8,30.0,0.9,0.006,0.003,0.009,0.1
13/02/2016,22:00,193,1.2,30.3,0.8,0.003,0.004,0.007,0.1
13/02/2016,23:00,220,0.9,36.9,0.6,0.002,0.004,0.006,0.1
14/02/2016,00:00,224,0.5,50.7,0.4,,,,
14/02/2016,01:00,198,0.5,54.5,0.5,0.002,0.002,0.004,0.1
14/02/2016,02:00,204,0.5,57.4,0.4,0.002,0.002,0.004,0.1
14/02/2016,03:00,251,0.4,58.6,0.3,0.006,0.005,0.010,0.1
14/02/2016,04:00,282,0.3,67.6,0.3,0.005,0.005,0.010,0.1
14/02/2016,05:00,236,0.4,63.1,0.4,0.006,0.004,0.010,0.1
14/02/2016,06:00,253,0.4,58.2,0.4,0.008,0.003,0.011,0.1
14/02/2016,07:00,199,1.1,53.1,1.0,0.009,0.001,0.010,0.1
14/02/2016,08:00,199,1.2,49.0,1.1,0.006,0.003,0.008,0.1
14/02/2016,09:00,174,1.7,40.8,0.9,0.006,0.002,0.008,0.2
14/02/2016,10:00,161,1.8,42.1,1.1,0.009,0.006,0.015,0.2
14/02/2016,11:00,143,1.0,83.1,1.1,0.008,0.006,0.014,0.3
14/02/2016,12:00,157,0.7,76.2,0.6,0.007,0.008,0.015,0.2
14/02/2016,13:00,109,1.4,65.6,1.2,0.008,0.007,0.015,0.3
14/02/2016,14:00,115,2.7,31.1,1.3,0.011,0.006,0.017,0.3
14/02/2016,15:00,118,2.7,31.4,1.2,0.010,0.004,0.013,0.2
14/02/2016,16:00,122,2.5,29.3,1.1,0.009,0.004,0.013,0.3
14/02/2016,17:00,108,2.5,29.8,1.1,0.009,0.005,0.013,0.3
14/02/2016,18:00,104,1.8,34.4,0.8,0.018,0.006,0.023,0.3
14/02/2016,19:00,135,1.6,31.8,0.8,0.013,0.004,0.017,0.4
14/02/2016,20:00,134,1.2,36.7,0.7,0.010,0.005,0.015,0.6
14/02/2016,21:00,181,0.7,57.6,0.6,0.005,0.005,0.009,0.4
14/02/2016,22:00,153,0.5,84.6,0.6,0.009,0.005,0.014,0.3
14/02/2016,23:00,208,0.5,62.5,0.5,0.005,0.004,0.009,0.3
15/02/2016,00:00,260,0.4,49.0,0.3,,,,
15/02/2016,01:00,286,0.5,33.8,0.3,0.001,0.004,0.004,0.1
15/02/2016,02:00,248,0.6,45.4,0.3,0.004,0.004,0.008,0.1
15/02/2016,03:00,253,0.5,40.1,0.3,0.005,0.003,0.008,0.1
15/02/2016,04:00,218,0.7,42.2,0.4,0.013,0.005,0.017,0.1
15/02/2016,05:00,201,0.7,36.8,0.4,0.026,0.008,0.034,0.3
15/02/2016,06:00,248,0.7,36.3,0.3,0.026,0.008,0.034,0.3
15/02/2016,07:00,220,0.8,49.9,0.6,0.032,0.012,0.044,0.4
15/02/2016,08:00,194,1.6,34.2,0.9,0.025,0.009,0.034,0.2
15/02/2016,09:00,178,1.9,35.6,0.9,0.020,0.011,0.031,0.2
15/02/2016,10:00,182,1.6,45.8,1.0,0.016,0.011,0.027,0.2
15/02/2016,11:00,146,1.4,55.1,1.0,0.021,0.013,0.034,0.3
15/02/2016,12:00,139,2.1,34.0,1.1,0.025,0.016,0.041,0.2
15/02/2016,13:00,137,1.8,43.8,1.1,0.020,0.018,0.038,0.2
15/02/2016,14:00,136,1.9,43.0,1.1,0.025,0.016,0.040,0.4
15/02/2016,15:00,120,2.2,33.0,1.0,0.032,0.019,0.051,0.4
15/02/2016,16:00,100,2.4,33.4,1.1,0.043,0.017,0.060,0.5
15/02/2016,17:00,119,2.1,31.9,1.0,0.038,0.016,0.053,0.5
15/02/2016,18:00,115,1.5,33.1,0.7,0.026,0.011,0.037,0.4
15/02/2016,19:00,105,1.2,37.8,0.7,0.019,0.007,0.026,0.3
15/02/2016,20:00,103,1.4,35.4,0.7,0.014,0.005,0.018,0.2
15/02/2016,21:00,112,1.3,33.8,0.7,0.009,0.003,0.012,0.2
15/02/2016,22:00,105,1.1,36.0,0.5,0.009,0.002,0.010,0.2
15/02/2016,23:00,128,0.7,34.3,0.4,0.006,0.002,0.008,0.1
16/02/2016,00:00,158,0.2,79.2,0.3,,,,
16/02/2016,01:00,222,0.2,65.9,0.2,0.003,0.003,0.006,0.1
16/02/2016,02:00,266,0.4,37.4,0.2,0.001,0.003,0.004,0.1
16/02/2016,03:00,285,0.4,33.6,0.2,0.009,0.005,0.013,0.1
16/02/2016,04:00,232,0.4,48.6,0.3,0.013,0.004,0.016,0.1
16/02/2016,05:00,224,0.6,32.2,0.3,0.026,0.006,0.032,0.3
16/02/2016,06:00,209,0.7,30.3,0.4,0.033,0.010,0.043,0.3
16/02/2016,07:00,197,1.0,38.6,0.6,0.041,0.011,0.052,0.5
16/02/2016,08:00,195,1.1,46.3,0.7,0.026,0.010,0.036,0.3
16/02/2016,09:00,267,0.3,93.5,0.6,0.032,0.016,0.048,0.3
16/02/2016,10:00,205,0.5,80.9,0.7,0.022,0.017,0.038,0.3
16/02/2016,11:00,287,0.3,86.1,0.4,0.023,0.022,0.044,0.3
16/02/2016,12:00,172,0.4,110.9,0.7,0.021,0.026,0.047,0.2
16/02/2016,13:00,42,1.9,45.4,1.2,0.027,0.040,0.067,0.3
16/02/2016,14:00,46,2.5,32.2,1.1,0.025,0.038,0.062,0.4
16/02/2016,15:00,48,3.1,25.1,1.0,0.032,0.035,0.067,0.4
16/02/2016,16:00,44,3.3,20.8,1.2,0.028,0.025,0.053,0.4
16/02/2016,17:00,40,3.0,25.3,1.3,0.029,0.015,0.044,0.3
16/02/2016,18:00,33,2.5,25.6,1.2,0.025,0.016,0.041,0.3
16/02/2016,19:00,15,1.5,58.7,1.3,0.011,0.008,0.019,0.2
16/02/2016,20:00,57,2.3,36.5,1.2,0.009,0.008,0.017,0.1
16/02/2016,21:00,61,1.9,29.3,0.8,0.008,0.007,0.015,0.1
16/02/2016,22:00,60,1.8,25.1,0.7,0.012,0.007,0.019,0.1
16/02/2016,23:00,78,1.2,26.3,0.5,0.007,0.006,0.013,0.1
17/02/2016,00:00,98,0.9,37.7,0.4,,,,
17/02/2016,01:00,128,1.2,25.8,0.5,0.003,0.003,0.006,0.1
17/02/2016,02:00,131,0.9,28.4,0.4,0.004,0.002,0.006,0.2
17/02/2016,03:00,148,0.8,23.7,0.4,0.006,0.005,0.011,0.2
17/02/2016,04:00,143,1.0,30.8,0.4,0.014,0.007,0.020,0.4
17/02/2016,05:00,141,0.8,35.4,0.5,0.040,0.012,0.052,0.6
17/02/2016,06:00,144,0.9,35.8,0.5,0.064,0.019,0.083,0.7
17/02/2016,07:00,182,1.3,30.9,0.6,0.029,0.016,0.045,0.4
17/02/2016,08:00,143,1.2,50.2,0.7,0.034,0.015,0.049,0.4
17/02/2016,09:00,117,0.8,64.2,0.6,0.036,0.019,0.055,0.3
17/02/2016,10:00,83,0.8,72.6,0.7,0.026,0.023,0.049,0.3
17/02/2016,11:00,53,1.3,49.5,0.9,0.038,0.032,0.069,0.5
17/02/2016,12:00,60,2.0,48.7,1.2,0.031,0.026,0.057,0.3
17/02/2016,13:00,51,2.9,30.5,1.2,0.031,0.022,0.052,0.3
17/02/2016,14:00,73,3.3,27.8,1.2,0.029,0.016,0.045,0.3
17/02/2016,15:00,67,2.9,32.3,1.2,0.033,0.020,0.053,0.4
17/02/2016,16:00,65,2.9,27.7,1.2,0.035,0.017,0.052,0.5
17/02/2016,17:00,65,2.7,25.7,1.0,0.037,0.018,0.055,0.5
17/02/2016,18:00,58,2.2,28.1,0.9,0.027,0.015,0.041,0.4
17/02/2016,19:00,57,1.7,27.8,0.8,0.019,0.011,0.030,0.4
17/02/2016,20:00,46,1.8,24.1,0.7,0.014,0.010,0.023,0.3
17/02/2016,21:00,27,1.7,27.0,0.8,0.008,0.007,0.014,0.3
17/02/2016,22:00,40,1.8,26.8,0.8,0.010,0.008,0.017,0.2
17/02/2016,23:00,27,1.6,26.0,0.8,0.008,0.003,0.011,0.2
18/02/2016,00:00,32,1.5,25.2,0.6,,,,
18/02/2016,01:00,43,1.2,22.2,0.5,0.004,0.003,0.007,0.1
18/02/2016,02:00,15,0.8,156.3,0.6,0.003,0.002,0.004,0.1
18/02/2016,03:00,10,0.9,177.2,0.6,0.005,0.002,0.007,0.1
18/02/2016,04:00,354,0.7,44.6,0.6,0.008,0.005,0.013,0.2
18/02/2016,05:00,333,0.6,44.8,0.4,0.019,0.008,0.026,0.3
18/02/2016,06:00,1,0.8,50.0,0.6,0.060,0.019,0.078,0.7
18/02/2016,07:00,4,1.1,45.6,0.8,0.052,0.015,0.067,0.5
18/02/2016,08:00,17,1.3,42.6,0.8,0.051,0.021,0.072,0.4
18/02/2016,09:00,42,1.6,40.6,0.9,0.053,0.027,0.080,0.4
18/02/2016,10:00,35,1.9,40.8,1.1,0.031,0.022,0.052,0.4
18/02/2016,11:00,39,2.4,32.6,1.1,0.032,0.021,0.052,0.3
18/02/2016,12:00,41,2.9,30.9,1.2,0.030,0.019,0.049,0.3
18/02/2016,13:00,45,3.0,31.2,1.3,0.026,0.016,0.042,0.3
18/02/2016,14:00,32,3.2,30.5,1.4,0.028,0.018,0.046,0.3
18/02/2016,15:00,38,3.4,27.9,1.4,0.032,0.017,0.049,0.4
18/02/2016,16:00,30,3.3,27.2,1.4,0.035,0.016,0.051,0.5
18/02/2016,17:00,32,3.2,28.3,1.4,0.026,0.013,0.038,0.5
18/02/2016,18:00,30,2.9,26.9,1.4,0.019,0.009,0.027,0.4
18/02/2016,19:00,29,2.5,28.9,1.3,0.011,0.008,0.018,0.3
18/02/2016,20:00,32,2.6,27.9,1.2,0.009,0.005,0.014,0.2
18/02/2016,21:00,41,2.7,21.3,1.0,0.009,0.005,0.014,0.2
18/02/2016,22:00,47,2.1,26.7,0.9,0.007,0.004,0.011,0.2
18/02/2016,23:00,46,2.1,26.0,0.9,0.008,0.003,0.010,0.1
19/02/2016,00:00,64,1.9,27.7,0.7,,,,
19/02/2016,01:00,61,2.1,23.0,0.9,0.003,0.001,0.004,0.1
19/02/2016,02:00,67,1.7,25.0,0.7,0.003,0.003,0.006,0.1
19/02/2016,03:00,70,1.8,26.9,0.7,0.004,0.003,0.007,0.1
19/02/2016,04:00,57,1.9,21.3,0.8,0.006,0.003,0.009,0.2
19/02/2016,05:00,61,1.7,25.6,0.8,0.031,0.011,0.042,0.3
19/02/2016,06:00,52,1.5,34.0,0.8,0.060,0.019,0.079,0.6
19/02/2016,07:00,54,2.2,27.7,0.9,0.061,0.015,0.076,0.5
19/02/2016,08:00,42,1.9,34.3,1.0,0.056,0.018,0.074,0.4
19/02/2016,09:00,46,2.6,27.8,1.1,0.035,0.013,0.048,0.3
19/02/2016,10:00,30,2.5,32.2,1.2,0.031,0.014,0.045,0.3
19/02/2016,11:00,42,2.6,33.2,1.3,0.034,0.013,0.046,0.3
19/02/2016,12:00,43,3.0,30.5,1.3,0.031,0.015,0.046,0.3
19/02/2016,13:00,57,3.1,30.2,1.3,0.031,0.018,0.048,0.3
19/02/2016,14:00,46,3.5,24.5,1.3,0.035,0.013,0.048,0.3
19/02/2016,15:00,42,3.1,28.2,1.3,0.038,0.016,0.054,0.4
19/02/2016,16:00,48,3.5,24.3,1.5,0.032,0.012,0.044,0.5
19/02/2016,17:00,69,2.7,28.6,1.2,0.033,0.015,0.048,0.5
19/02/2016,18:00,54,2.6,26.5,1.0,0.032,0.011,0.042,0.4
19/02/2016,19:00,54,2.5,24.1,1.1,0.014,0.009,0.023,0.3
19/02/2016,20:00,52,2.2,26.9,0.9,0.010,0.006,0.016,0.3
19/02/2016,21:00,64,1.5,51.0,1.0,0.014,0.008,0.022,0.3
19/02/2016,22:00,209,1.2,48.6,0.9,0.003,0.003,0.005,0.1
19/02/2016,23:00,280,0.5,62.5,0.4,0.004,0.003,0.007,0.1
20/02/2016,00:00,73,0.6,62.8,0.5,,,,
20/02/2016,01:00,48,1.2,25.4,0.5,0.004,0.006,0.010,0.2
20/02/2016,02:00,340,0.2,173.7,0.3,0.002,0.007,0.009,0.2
20/02/2016,03:00,277,0.4,53.8,0.3,0.001,0.006,0.007,0.1
20/02/2016,04:00,267,0.5,42.2,0.3,0.002,0.008,0.010,0.1
20/02/2016,05:00,253,0.3,69.0,0.3,0.013,0.008,0.021,0.2
20/02/2016,06:00,245,0.5,39.4,0.3,0.009,0.005,0.014,0.2
20/02/2016,07:00,248,0.6,39.7,0.3,0.014,0.006,0.020,0.2
20/02/2016,08:00,191,0.4,61.9,0.3,0.020,0.009,0.029,0.3
20/02/2016,09:00,71,0.3,126.8,0.7,0.020,0.011,0.030,0.3
20/02/2016,10:00,54,1.6,38.9,0.9,0.024,0.014,0.038,0.3
20/02/2016,11:00,40,1.7,43.5,1.0,0.018,0.014,0.031,0.3
20/02/2016,12:00,65,1.7,47.9,0.9,0.021,0.014,0.035,0.3
20/02/2016,13:00,85,2.4,33.1,1.1,0.020,0.013,0.033,0.3
20/02/2016,14:00,66,2.5,35.0,1.1,0.020,0.009,0.028,0.2
20/02/2016,15:00,62,3.0,29.6,1.2,0.016,0.005,0.021,0.2
20/02/2016,16:00,60,3.1,25.8,1.2,0.015,0.007,0.022,0.2
20/02/2016,17:00,85,2.4,29.2,1.0,0.018,0.010,0.028,0.3
20/02/2016,18:00,112,2.2,24.3,0.9,0.012,0.007,0.019,0.2
20/02/2016,19:00,101,2.1,28.6,1.0,0.013,0.006,0.018,0.2
20/02/2016,20:00,112,1.4,30.6,0.7,0.014,0.007,0.021,0.2
20/02/2016,21:00,107,1.2,35.3,0.6,0.013,0.009,0.022,0.2
20/02/2016,22:00,124,1.0,30.3,0.5,0.010,0.006,0.015,0.2
20/02/2016,23:00,148,0.9,24.0,0.4,0.008,0.006,0.014,0.2
21/02/2016,00:00,150,0.8,20.8,0.3,,,,
21/02/2016,01:00,174,0.6,33.9,0.3,0.002,0.005,0.006,0.2
21/02/2016,02:00,208,0.7,38.7,0.4,0.000,0.002,0.002,0.1
21/02/2016,03:00,223,0.6,43.5,0.4,0.000,0.002,0.002,0.1
21/02/2016,04:00,257,0.6,40.5,0.4,0.004,0.005,0.009,0.1
21/02/2016,05:00,201,0.8,40.8,0.5,0.002,0.005,0.007,0.1
21/02/2016,06:00,173,1.1,24.3,0.5,0.007,0.006,0.012,0.1
21/02/2016,07:00,174,1.4,37.3,0.7,0.005,0.003,0.008,0.1
21/02/2016,08:00,151,2.2,30.1,1.2,0.008,0.003,0.011,0.2
21/02/2016,09:00,145,2.7,32.2,1.3,0.010,0.003,0.012,0.1
21/02/2016,10:00,155,2.9,32.9,1.4,0.008,0.003,0.011,0.2
21/02/2016,11:00,135,3.1,29.2,1.3,0.011,0.004,0.014,0.1
21/02/2016,12:00,149,2.8,31.0,1.4,0.011,0.003,0.014,0.2
21/02/2016,13:00,138,3.0,31.5,1.4,0.009,0.004,0.013,0.1
21/02/2016,14:00,145,3.4,26.3,1.6,0.009,0.002,0.011,0.1
21/02/2016,15:00,142,3.6,28.0,1.6,0.010,0.003,0.012,0.1
21/02/2016,16:00,138,3.3,29.2,1.5,0.008,0.003,0.011,0.1
21/02/2016,17:00,138,3.1,28.8,1.4,0.008,0.002,0.010,0.1
21/02/2016,18:00,139,2.6,25.2,1.3,0.008,0.003,0.011,0.1
21/02/2016,19:00,145,2.1,25.5,0.9,0.008,0.004,0.012,0.1
21/02/2016,20:00,161,1.8,28.4,0.9,0.005,0.004,0.009,0.1
21/02/2016,21:00,180,1.7,27.6,0.9,0.003,0.004,0.007,0.1
21/02/2016,22:00,181,1.4,29.4,0.7,0.003,0.003,0.005,0.0
21/02/2016,23:00,191,1.4,33.6,0.7,0.002,0.001,0.003,0.1
22/02/2016,00:00,200,1.0,39.2,0.7,,,,
22/02/2016,01:00,225,0.8,39.1,0.5,0.002,0.003,0.005,0.1
22/02/2016,02:00,242,0.6,42.1,0.4,0.001,0.002,0.003,0.1
22/02/2016,03:00,239,0.6,41.1,0.4,0.001,0.002,0.003,0.1
22/02/2016,04:00,234,0.6,33.2,0.4,0.005,0.005,0.010,0.1
22/02/2016,05:00,252,0.6,36.3,0.3,0.008,0.006,0.014,0.1
22/02/2016,06:00,215,0.8,40.0,0.5,0.021,0.008,0.029,0.2
22/02/2016,07:00,187,1.5,39.0,0.9,0.028,0.009,0.037,0.3
22/02/2016,08:00,151,2.5,27.3,1.3,0.023,0.008,0.031,0.3
22/02/2016,09:00,154,3.0,23.9,1.2,0.021,0.009,0.030,0.2
22/02/2016,10:00,151,2.8,32.1,1.4,0.025,0.011,0.036,0.2
22/02/2016,11:00,153,2.9,27.7,1.1,0.022,0.007,0.029,0.2
22/02/2016,12:00,149,2.9,29.0,1.5,0.023,0.009,0.032,0.2
22/02/2016,13:00,144,3.2,30.7,1.4,0.022,0.009,0.031,0.2
22/02/2016,14:00,132,3.2,30.3,1.5,0.024,0.012,0.036,0.3
22/02/2016,15:00,134,3.6,28.9,1.5,0.021,0.010,0.031,0.3
22/02/2016,16:00,119,3.4,26.7,1.5,0.030,0.013,0.043,0.4
22/02/2016,17:00,126,3.2,30.5,1.5,0.023,0.011,0.034,0.3
22/02/2016,18:00,137,2.8,25.7,1.4,0.016,0.009,0.024,0.3
22/02/2016,19:00,140,2.6,28.0,1.3,0.008,0.004,0.012,0.2
22/02/2016,20:00,155,2.1,24.2,1.0,0.007,0.004,0.011,0.2
22/02/2016,21:00,167,2.0,23.8,0.9,0.006,0.006,0.012,0.2
22/02/2016,22:00,186,1.5,31.4,0.8,0.003,0.003,0.005,0.1
22/02/2016,23:00,217,1.1,34.2,0.6,0.002,0.003,0.005,0.1
23/02/2016,00:00,221,0.8,34.9,0.5,,,,
23/02/2016,01:00,219,0.7,38.4,0.5,0.001,0.005,0.006,0.1
23/02/2016,02:00,205,1.7,24.5,0.8,0.000,0.003,0.003,0.1
23/02/2016,03:00,198,1.3,28.2,0.7,0.000,0.002,0.002,0.0
23/02/2016,04:00,206,1.6,23.5,0.7,0.000,0.002,0.002,0.0
23/02/2016,05:00,204,0.9,31.9,0.5,0.008,0.006,0.014,0.1
23/02/2016,06:00,203,1.2,32.9,0.6,0.019,0.008,0.027,0.2
23/02/2016,07:00,178,1.7,25.8,0.8,0.028,0.011,0.039,0.3
23/02/2016,08:00,153,2.3,28.5,1.2,0.032,0.014,0.046,0.3
23/02/2016,09:00,152,2.9,30.1,1.4,0.025,0.012,0.037,0.2
23/02/2016,10:00,133,2.9,32.5,1.4,0.030,0.013,0.043,0.2
23/02/2016,11:00,129,2.7,33.2,1.3,0.034,0.014,0.047,0.2
23/02/2016,12:00,146,2.6,33.9,1.3,0.026,0.009,0.035,0.2
23/02/2016,13:00,128,2.7,32.7,1.3,0.025,0.011,0.035,0.2
23/02/2016,14:00,131,2.7,32.1,1.3,0.028,0.010,0.037,0.3
23/02/2016,15:00,127,2.7,29.9,1.3,0.031,0.012,0.043,0.4
23/02/2016,16:00,126,2.5,32.7,1.4,0.037,0.016,0.053,0.4
23/02/2016,17:00,114,2.7,28.6,1.2,0.028,0.010,0.038,0.4
23/02/2016,18:00,121,2.1,30.8,1.1,0.020,0.009,0.028,0.4
23/02/2016,19:00,125,1.8,29.9,0.9,0.011,0.006,0.017,0.3
23/02/2016,20:00,135,1.4,30.2,0.7,0.010,0.007,0.017,0.2
23/02/2016,21:00,139,1.2,29.1,0.7,0.008,0.008,0.016,0.2
23/02/2016,22:00,119,1.1,30.2,0.5,0.011,0.009,0.020,0.2
23/02/2016,23:00,130,0.8,32.8,0.4,0.005,0.006,0.011,0.2
24/02/2016,00:00,199,0.6,39.7,0.3,,,,
24/02/2016,01:00,230,0.5,52.4,0.3,0.001,0.006,0.007,0.1
24/02/2016,02:00,271,0.4,40.4,0.2,0.000,0.008,0.008,0.1
24/02/2016,03:00,228,0.7,30.3,0.3,0.002,0.008,0.010,0.1
24/02/2016,04:00,227,0.7,33.9,0.4,0.001,0.007,0.008,0.0
24/02/2016,05:00,237,0.6,33.0,0.3,0.017,0.013,0.029,0.2
24/02/2016,06:00,257,0.5,41.1,0.3,0.032,0.013,0.045,0.2
24/02/2016,07:00,253,0.6,51.0,0.5,0.036,0.014,0.049,0.3
24/02/2016,08:00,155,1.6,47.0,0.9,0.038,0.018,0.056,0.2
24/02/2016,09:00,162,1.5,46.0,1.0,0.027,0.015,0.042,0.2
24/02/2016,10:00,133,1.2,61.9,1.0,0.030,0.016,0.046,0.2
24/02/2016,11:00,133,1.3,48.4,0.8,0.038,0.015,0.053,0.2
24/02/2016,12:00,88,1.5,58.3,1.1,0.035,0.018,0.053,0.2
24/02/2016,13:00,89,2.0,43.1,1.2,0.030,0.014,0.043,0.2
24/02/2016,14:00,73,2.4,38.6,1.1,0.038,0.017,0.055,0.3
24/02/2016,15:00,72,2.4,38.3,1.2,0.043,0.020,0.062,0.4
24/02/2016,16:00,77,2.5,30.0,1.0,0.044,0.022,0.066,0.5
24/02/2016,17:00,81,2.3,30.8,0.9,0.048,0.019,0.067,0.5
24/02/2016,18:00,92,2.2,29.3,1.0,0.026,0.011,0.037,0.3
24/02/2016,19:00,92,1.7,31.8,0.8,0.015,0.009,0.024,0.2
24/02/2016,20:00,81,1.7,26.1,0.7,0.016,0.008,0.024,0.2
24/02/2016,21:00,65,1.4,16.9,0.5,0.019,0.009,0.028,0.2
24/02/2016,22:00,91,0.9,36.2,0.4,0.016,0.011,0.026,0.2
24/02/2016,23:00,68,0.8,30.0,0.4,0.009,0.009,0.018,0.2
25/02/2016,00:00,88,0.6,46.4,0.3,,,,
