Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),Visibility-reducing Particles (Mm^-1)
27/10/2016,04:00,131,0.4,48.0,0.3,15.2,82.7,,,0.002,0.008,0.015,0.023,0.000,10.8,10
27/10/2016,05:00,106,0.7,32.8,0.6,15.3,83.9,,,0.001,0.033,0.019,0.051,0.001,13.7,13
27/10/2016,06:00,128,0.1,132.7,0.3,19.2,68.6,,,0.007,0.018,0.016,0.034,0.001,17.7,16
27/10/2016,07:00,312,1.3,27.4,0.6,21.7,56.5,,,0.019,0.005,0.009,0.014,0.000,16.5,18
27/10/2016,08:00,323,2.0,28.3,1.0,23.9,50.4,,,0.024,0.003,0.005,0.008,0.000,15.4,13
27/10/2016,09:00,304,2.1,35.0,0.9,26.1,42.1,,,0.028,0.002,0.002,0.003,0.000,11.2,10
27/10/2016,10:00,307,1.6,44.2,0.9,28.1,33.8,,,0.031,0.000,0.002,0.002,0.000,10.8,10
27/10/2016,11:00,314,1.4,48.7,1.0,29.8,29.6,,,0.034,0.001,0.002,0.003,0.000,11.6,11
27/10/2016,12:00,317,1.1,58.5,0.8,31.0,26.5,,,0.037,0.000,0.003,0.003,0.000,13.7,14
27/10/2016,13:00,13,0.7,165.1,0.9,31.4,24.7,,,0.040,0.001,0.003,0.004,0.001,13.1,14
27/10/2016,14:00,352,1.1,64.2,0.9,32.0,22.0,,,0.043,0.001,0.004,0.005,0.001,11.8,13
27/10/2016,15:00,45,2.7,42.2,1.5,30.6,31.1,,,0.047,0.002,0.007,0.009,0.001,35.3,18
27/10/2016,16:00,70,3.2,18.5,1.0,27.6,42.4,,,0.031,0.003,0.013,0.016,0.001,37.5,27
27/10/2016,17:00,71,3.4,20.2,1.1,25.7,47.8,,,0.022,0.003,0.014,0.017,0.001,28.3,15
27/10/2016,18:00,68,2.9,22.1,1.0,24.0,57.1,,,0.016,0.002,0.013,0.014,0.001,21.9,14
27/10/2016,19:00,87,2.2,22.4,0.9,23.1,61.3,,,0.018,0.001,0.008,0.009,0.000,16.4,13
27/10/2016,20:00,81,2.4,19.3,1.1,22.6,64.0,,,0.019,0.001,0.007,0.007,0.000,16.1,12
27/10/2016,21:00,100,1.7,17.4,0.7,21.3,69.2,,,0.017,0.000,0.008,0.008,0.000,13.0,12
27/10/2016,22:00,74,1.7,21.7,0.6,20.7,71.3,,,0.019,0.000,0.007,0.007,0.000,14.3,22
27/10/2016,23:00,87,0.4,71.7,0.5,19.9,74.0,,,0.015,0.000,0.010,0.010,0.000,11.6,15
28/10/2016,00:00,152,0.4,32.5,0.3,18.3,80.4,,,,,,,,10.7,
28/10/2016,01:00,157,0.2,40.0,0.2,17.4,84.8,,,0.010,0.000,0.009,0.009,0.000,9.9,13
28/10/2016,02:00,209,0.2,87.1,0.3,16.9,88.9,,,0.004,0.002,0.012,0.014,0.000,10.4,14
28/10/2016,03:00,329,0.4,134.1,0.5,17.0,88.4,,,0.004,0.001,0.010,0.011,0.000,10.8,19
28/10/2016,04:00,275,0.6,58.3,0.4,16.0,89.7,,,0.004,0.001,0.010,0.011,0.000,14.6,29
28/10/2016,05:00,259,0.8,24.1,0.3,16.1,90.7,,,0.004,0.005,0.010,0.015,0.001,20.4,36
28/10/2016,06:00,260,0.8,37.1,0.4,19.7,75.7,,,0.012,0.004,0.008,0.011,0.001,22.1,34
28/10/2016,07:00,302,0.6,65.0,0.6,23.5,61.9,,,0.019,0.003,0.006,0.009,0.002,21.0,24
28/10/2016,08:00,271,0.7,72.3,0.7,25.2,55.5,,,0.026,0.002,0.004,0.006,0.001,20.3,23
28/10/2016,09:00,307,1.2,58.5,0.7,26.9,49.7,,,0.033,0.001,0.004,0.005,0.001,20.3,27
28/10/2016,10:00,321,0.4,163.1,0.7,28.1,44.0,,,0.041,0.000,0.004,0.004,0.001,18.6,25
28/10/2016,11:00,196,0.2,113.6,0.7,28.7,39.2,,,0.046,0.000,0.003,0.003,0.001,17.7,24
28/10/2016,12:00,196,2.7,23.2,1.2,27.5,48.7,,,0.038,0.000,0.003,0.003,0.001,26.0,26
28/10/2016,13:00,119,0.7,85.6,1.1,29.8,38.5,,,0.055,0.000,0.005,0.005,0.001,22.9,29
28/10/2016,14:00,31,3.1,21.8,1.3,29.3,38.0,,,0.051,0.001,0.006,0.007,0.001,22.5,23
28/10/2016,15:00,58,3.7,17.1,1.1,29.1,36.0,,,0.041,0.003,0.007,0.010,0.001,20.9,18
28/10/2016,16:00,44,4.0,17.8,1.2,26.8,37.3,,,0.032,0.002,0.006,0.008,0.001,17.2,13
28/10/2016,17:00,62,3.7,17.3,1.3,24.8,44.9,,,0.023,0.002,0.009,0.011,0.000,22.7,11
28/10/2016,18:00,58,3.9,15.9,1.1,23.7,55.8,,,0.021,0.002,0.007,0.009,0.001,18.1,9
28/10/2016,19:00,66,3.2,17.8,1.2,23.0,60.6,,,0.022,0.001,0.005,0.006,0.001,14.8,10
28/10/2016,20:00,85,2.3,17.8,0.8,22.7,63.9,,,0.021,0.000,0.006,0.006,0.000,13.8,10
28/10/2016,21:00,90,2.3,16.7,0.7,21.9,69.5,,,0.018,0.000,0.007,0.007,0.000,12.6,11
28/10/2016,22:00,132,0.7,36.0,0.5,21.0,75.9,,,0.018,0.000,0.006,0.006,0.001,12.8,12
28/10/2016,23:00,132,1.0,23.7,0.6,20.4,79.4,,,0.019,0.000,0.003,0.003,0.000,9.1,12
29/10/2016,00:00,140,0.8,25.7,0.5,19.7,82.7,,,,,,,,9.3,
29/10/2016,01:00,137,0.6,28.1,0.5,19.9,80.0,,,0.019,0.000,0.002,0.002,0.000,9.5,16
29/10/2016,02:00,221,0.3,70.4,0.5,19.3,80.6,,,0.016,0.000,0.003,0.003,0.000,11.3,20
29/10/2016,03:00,282,0.7,58.9,0.6,18.9,83.2,,,0.014,0.000,0.004,0.004,0.000,12.9,32
29/10/2016,04:00,56,0.2,106.9,0.5,18.5,85.1,,,0.012,0.000,0.006,0.006,0.000,14.2,31
29/10/2016,05:00,220,0.6,31.2,0.2,18.3,86.7,,,0.009,0.003,0.008,0.011,0.000,15.1,32
29/10/2016,06:00,187,0.7,40.7,0.6,20.7,76.1,,,0.018,0.001,0.005,0.006,0.000,14.7,27
29/10/2016,07:00,66,0.6,67.0,0.7,23.8,63.3,,,0.021,0.001,0.003,0.003,0.000,15.5,20
29/10/2016,08:00,37,1.6,40.3,0.9,24.9,55.7,,,0.022,0.002,0.003,0.005,0.001,12.8,15
29/10/2016,09:00,36,1.4,45.1,1.0,25.9,46.9,,,0.026,0.001,0.003,0.004,0.000,7.7,10
29/10/2016,10:00,66,1.5,51.3,0.9,26.6,44.0,,,0.032,0.001,0.003,0.004,0.001,14.0,12
29/10/2016,11:00,51,1.1,69.3,1.0,28.7,34.8,,,0.037,0.001,0.003,0.004,0.000,10.6,10
29/10/2016,12:00,59,2.3,36.2,1.0,29.0,34.2,,,0.043,0.001,0.004,0.005,0.000,15.6,13
29/10/2016,13:00,55,2.7,31.1,1.1,29.5,32.8,,,0.047,0.001,0.004,0.005,0.001,16.4,18
29/10/2016,14:00,49,3.9,17.4,1.3,28.1,35.6,,,0.040,0.001,0.004,0.005,0.001,18.7,14
29/10/2016,15:00,59,4.1,16.3,1.2,26.8,41.8,,,0.030,0.002,0.005,0.007,0.001,20.9,13
29/10/2016,16:00,52,3.8,15.0,1.1,25.2,47.7,,,0.026,0.002,0.005,0.007,0.001,17.7,12
29/10/2016,17:00,53,3.5,14.5,1.0,23.9,52.9,,,0.021,0.002,0.007,0.008,0.002,15.9,12
29/10/2016,18:00,53,3.2,14.7,1.0,22.9,57.8,,,0.019,0.001,0.006,0.006,0.001,15.0,10
29/10/2016,19:00,49,2.6,14.4,0.8,22.2,62.7,,,0.020,0.001,0.005,0.006,0.001,14.2,11
29/10/2016,20:00,57,2.0,18.5,0.8,21.5,64.9,,,0.018,0.000,0.006,0.006,0.001,12.2,11
29/10/2016,21:00,76,1.1,15.4,0.4,20.6,68.5,,,0.011,0.002,0.011,0.013,0.000,13.1,13
29/10/2016,22:00,96,0.6,30.8,0.4,19.1,73.5,,,0.007,0.002,0.014,0.016,0.000,14.6,17
29/10/2016,23:00,135,0.3,20.7,0.2,17.7,79.2,,,0.007,0.001,0.011,0.012,0.001,13.9,19
30/10/2016,00:00,156,0.2,59.0,0.2,17.4,80.0,,,,,,,,9.9,
30/10/2016,01:00,125,0.3,59.3,0.2,16.7,83.2,,,0.003,0.004,0.014,0.017,0.000,10.8,12
30/10/2016,02:00,97,0.2,68.6,0.2,16.3,87.1,,,0.001,0.005,0.013,0.017,0.000,14.9,13
30/10/2016,03:00,180,0.1,87.3,0.3,16.1,88.9,,,0.003,0.001,0.007,0.008,0.000,11.7,13
30/10/2016,04:00,218,0.2,87.8,0.3,15.7,89.7,,,0.002,0.001,0.009,0.010,0.000,11.9,29
