Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),Visibility-reducing Particles (Mm^-1)
18/03/2016,04:00,213,1.2,17.6,0.4,21.5,86.4,,,0.008,0.001,0.006,0.007,0.000,7.6,9
18/03/2016,05:00,220,0.7,31.4,0.4,21.3,86.1,,,0.006,0.002,0.006,0.007,0.000,7.1,9
18/03/2016,06:00,265,0.3,53.7,0.3,21.6,84.5,,,0.004,0.008,0.011,0.019,0.000,9.8,9
18/03/2016,07:00,267,0.3,79.6,0.3,25.3,65.8,,,0.008,0.008,0.007,0.015,0.000,10.3,8
18/03/2016,08:00,311,0.7,60.6,0.6,27.7,58.0,,,0.014,0.007,0.006,0.013,0.000,12.5,9
18/03/2016,09:00,327,0.8,150.2,0.8,28.9,52.1,,,0.021,0.003,0.004,0.007,0.000,4.6,8
18/03/2016,10:00,33,1.4,46.1,0.9,30.3,47.0,,,0.025,0.002,0.003,0.005,0.000,8.6,8
18/03/2016,11:00,27,1.1,64.1,0.9,31.0,45.0,,,0.030,0.003,0.003,0.006,0.000,7.9,9
18/03/2016,12:00,18,0.9,68.4,0.8,31.5,43.4,,,0.031,0.001,0.002,0.003,0.000,7.9,9
18/03/2016,13:00,15,1.4,51.1,1.0,32.8,39.7,,,0.033,0.001,0.003,0.004,0.000,9.7,9
18/03/2016,14:00,22,1.6,169.8,0.9,32.9,39.1,,,0.038,0.002,0.003,0.005,0.000,11.4,11
18/03/2016,15:00,44,3.3,21.5,1.2,32.2,44.3,,,0.043,0.003,0.005,0.008,0.000,23.3,14
18/03/2016,16:00,44,3.7,18.0,1.1,30.7,49.9,,,0.038,0.003,0.006,0.008,0.000,20.7,15
18/03/2016,17:00,53,3.3,14.1,1.0,28.9,53.7,,,0.024,0.003,0.007,0.010,0.000,14.3,13
18/03/2016,18:00,62,3.0,15.9,1.0,27.3,56.2,,,0.012,0.004,0.009,0.013,0.000,11.4,11
18/03/2016,19:00,64,2.9,13.8,0.9,26.4,64.8,,,0.010,0.003,0.008,0.011,0.000,21.7,9
18/03/2016,20:00,65,2.6,16.0,1.0,26.0,71.3,,,0.010,0.002,0.005,0.007,0.000,15.9,10
18/03/2016,21:00,137,0.8,37.8,0.6,25.6,73.0,,,0.010,0.001,0.004,0.005,0.000,14.1,10
18/03/2016,22:00,31,0.5,143.4,0.7,24.3,85.9,,,0.009,0.002,0.005,0.006,0.000,15.3,10
18/03/2016,23:00,356,0.6,146.5,0.7,22.6,93.3,,,0.015,0.001,0.004,0.005,0.000,,5
19/03/2016,00:00,230,1.0,53.7,0.7,22.2,94.4,,,,,,,,8.5,
19/03/2016,01:00,234,0.4,103.0,0.5,22.4,95.1,,,0.008,0.001,0.006,0.007,0.000,6.9,10
19/03/2016,02:00,219,1.6,15.8,0.5,21.6,95.4,,,0.017,0.001,0.003,0.004,0.000,1.9,9
19/03/2016,03:00,209,0.8,43.0,0.6,21.1,95.5,,,0.017,0.000,0.003,0.003,0.000,4.8,7
19/03/2016,04:00,314,0.5,48.9,0.4,20.9,95.7,,,0.012,0.001,0.005,0.006,0.000,8.2,9
19/03/2016,05:00,306,0.4,144.5,0.4,20.8,96.0,,,0.007,0.002,0.008,0.010,0.000,10.4,14
19/03/2016,06:00,342,0.4,48.5,0.3,21.1,96.3,,,0.004,0.009,0.011,0.020,0.000,18.5,17
19/03/2016,07:00,279,0.8,37.5,0.4,21.9,96.1,,,0.009,0.003,0.006,0.009,0.000,9.9,27
19/03/2016,08:00,298,0.6,68.4,0.5,25.4,81.8,,,0.014,0.004,0.004,0.008,0.000,10.4,25
19/03/2016,09:00,267,0.7,70.9,0.6,28.8,65.2,,,0.024,0.003,0.004,0.007,0.000,13.0,16
19/03/2016,10:00,260,1.7,38.7,0.8,30.7,56.8,,,0.031,0.001,0.003,0.004,0.000,9.2,14
19/03/2016,11:00,292,0.9,75.8,0.8,32.5,49.9,,,0.034,0.002,0.002,0.004,0.000,7.7,12
19/03/2016,12:00,309,1.0,65.9,0.8,33.6,46.4,,,0.040,0.001,0.003,0.004,0.000,9.1,13
19/03/2016,13:00,347,1.0,59.4,0.8,35.2,40.4,,,0.043,0.001,0.003,0.004,0.000,7.6,12
19/03/2016,14:00,43,1.5,148.6,1.2,34.1,42.4,,,0.044,0.001,0.004,0.005,0.000,16.0,14
19/03/2016,15:00,91,3.8,21.7,1.6,29.6,59.9,,,0.040,0.001,0.005,0.006,0.000,26.0,22
19/03/2016,16:00,98,2.8,28.5,1.6,26.7,74.8,,,0.033,0.001,0.004,0.005,0.000,20.2,23
19/03/2016,17:00,86,2.3,22.1,0.9,24.4,88.6,,,0.025,0.002,0.006,0.007,0.000,12.9,27
19/03/2016,18:00,96,0.9,27.9,0.6,24.3,85.8,,,0.019,0.001,0.007,0.008,0.000,23.6,34
19/03/2016,19:00,120,0.4,61.1,0.4,24.2,86.9,,,0.013,0.002,0.009,0.011,0.000,23.4,33
19/03/2016,20:00,190,0.4,54.3,0.4,24.1,87.4,,,0.014,0.000,0.007,0.007,0.000,15.6,30
19/03/2016,21:00,122,0.6,40.6,0.4,24.2,82.3,,,0.017,0.001,0.004,0.005,0.000,15.4,26
19/03/2016,22:00,154,0.5,31.1,0.4,24.0,81.0,,,0.019,0.000,0.003,0.003,0.000,15.2,23
19/03/2016,23:00,185,0.9,23.3,0.5,23.4,82.6,,,0.018,0.000,0.003,0.003,0.000,13.5,21
20/03/2016,00:00,194,1.1,19.6,0.5,22.8,80.3,,,,,,,,5.8,
20/03/2016,01:00,193,1.6,19.3,0.6,21.9,79.2,,,0.023,0.000,0.002,0.002,0.000,10.2,16
20/03/2016,02:00,196,1.3,25.2,0.7,21.8,74.9,,,0.025,0.000,0.002,0.002,0.000,10.4,12
20/03/2016,03:00,197,1.1,20.2,0.5,21.3,76.6,,,0.023,0.000,0.002,0.002,0.000,9.2,11
20/03/2016,04:00,204,1.0,22.0,0.4,20.9,78.5,,,0.022,0.000,0.003,0.003,0.000,11.1,11
20/03/2016,05:00,177,0.5,36.6,0.4,20.8,77.5,,,0.022,0.000,0.003,0.003,0.000,11.1,13
20/03/2016,06:00,207,0.4,54.9,0.5,20.9,77.1,,,0.018,0.001,0.005,0.006,0.000,14.6,14
20/03/2016,07:00,204,2.1,16.1,0.7,22.2,69.2,,,0.023,0.001,0.002,0.003,0.000,19.9,17
20/03/2016,08:00,202,1.5,28.6,0.8,24.8,61.1,,,0.026,0.001,0.001,0.002,0.000,20.6,17
20/03/2016,09:00,203,0.6,74.3,0.6,26.2,57.7,,,0.026,0.001,0.001,0.002,0.000,20.5,17
20/03/2016,10:00,149,0.9,51.7,0.7,27.5,54.0,,,0.027,0.001,0.001,0.002,0.000,17.4,17
20/03/2016,11:00,118,1.0,57.5,0.9,29.1,50.0,,,0.027,0.001,0.001,0.002,0.000,17.5,16
20/03/2016,12:00,119,1.1,48.8,0.8,29.6,48.0,,,0.028,0.001,0.001,0.002,0.000,12.3,14
20/03/2016,13:00,104,1.1,46.3,0.7,29.3,49.4,,,0.028,0.001,0.001,0.002,0.000,15.1,15
20/03/2016,14:00,85,1.8,42.2,1.0,28.8,51.9,,,0.029,0.002,0.002,0.004,0.000,18.0,17
20/03/2016,15:00,106,1.9,33.2,1.0,29.5,51.2,,,0.027,0.001,0.002,0.003,0.000,18.3,18
20/03/2016,16:00,133,1.5,34.9,1.1,28.6,53.0,,,0.025,0.001,0.001,0.002,0.000,13.6,14
20/03/2016,17:00,101,2.3,27.4,1.2,26.8,58.3,,,0.022,0.001,0.003,0.004,0.000,15.4,14
20/03/2016,18:00,94,2.3,19.4,1.1,25.4,62.3,,,0.020,0.001,0.003,0.004,0.000,9.7,9
20/03/2016,19:00,98,1.9,24.3,1.0,24.4,65.6,,,0.021,0.001,0.003,0.004,0.000,7.0,8
20/03/2016,20:00,107,1.5,27.5,0.9,24.0,67.0,,,0.022,0.000,0.002,0.002,0.000,7.7,9
20/03/2016,21:00,123,0.7,44.4,0.8,23.6,68.9,,,0.022,0.000,0.002,0.002,0.000,8.1,9
20/03/2016,22:00,163,0.4,27.8,0.3,22.8,72.8,,,0.015,0.001,0.007,0.008,0.000,6.4,9
20/03/2016,23:00,199,0.8,22.0,0.4,22.6,73.2,,,0.017,0.000,0.003,0.003,0.000,6.7,8
21/03/2016,00:00,196,0.6,23.1,0.3,22.3,74.9,,,,,,,,6.1,
21/03/2016,01:00,188,0.9,16.7,0.4,21.9,76.6,,,0.012,0.001,0.006,0.007,0.000,5.3,9
21/03/2016,02:00,193,0.9,17.4,0.4,21.5,77.5,,,0.014,0.001,0.003,0.004,0.000,6.3,10
21/03/2016,03:00,203,1.0,21.6,0.4,20.7,80.3,,,0.013,0.001,0.004,0.005,0.000,7.2,10
21/03/2016,04:00,195,1.1,13.4,0.3,20.3,81.8,,,0.012,0.001,0.004,0.005,0.000,8.1,10
21/03/2016,05:00,205,0.8,26.3,0.4,20.7,80.6,,,0.007,0.002,0.010,0.012,0.000,10.1,12
21/03/2016,06:00,188,1.3,18.4,0.6,21.1,77.1,,,0.010,0.003,0.009,0.012,0.000,10.2,12
21/03/2016,07:00,192,1.5,22.5,0.8,23.5,66.6,,,0.017,0.002,0.003,0.005,0.000,12.8,12
21/03/2016,08:00,175,1.1,46.4,0.8,25.9,57.8,,,0.020,0.006,0.002,0.008,0.000,13.9,11
21/03/2016,09:00,117,1.2,37.8,0.9,27.1,53.7,,,0.023,0.002,0.003,0.004,0.000,13.9,12
21/03/2016,10:00,88,2.0,29.9,0.9,28.6,48.9,,,0.026,0.002,0.003,0.005,0.000,13.4,12
21/03/2016,11:00,86,1.4,47.6,0.9,29.0,47.2,,,0.029,0.002,0.003,0.005,0.000,12.8,13
21/03/2016,12:00,87,1.8,38.3,1.0,29.4,46.0,,,0.031,0.002,0.004,0.006,0.000,14.4,13
21/03/2016,13:00,92,2.5,26.3,1.2,29.7,45.1,,,0.034,0.002,0.004,0.006,0.000,18.7,14
21/03/2016,14:00,87,3.6,19.6,1.3,29.0,46.8,,,0.033,0.003,0.005,0.008,0.000,24.7,15
21/03/2016,15:00,101,2.7,31.6,1.5,26.9,55.1,,,0.029,0.002,0.008,0.010,0.000,30.6,15
21/03/2016,16:00,101,1.5,33.9,1.1,23.7,76.9,,,0.018,0.004,0.011,0.014,0.000,17.2,14
21/03/2016,17:00,92,1.8,22.0,0.7,23.3,72.2,,,0.017,0.002,0.011,0.013,0.000,9.6,11
21/03/2016,18:00,95,0.7,49.0,0.8,23.0,72.0,,,0.014,0.002,0.011,0.013,0.000,14.3,10
21/03/2016,19:00,134,0.5,33.5,0.3,22.5,73.5,,,0.013,0.002,0.009,0.011,0.000,7.9,10
21/03/2016,20:00,155,0.6,29.0,0.5,21.9,72.6,,,0.018,0.001,0.004,0.004,0.000,,7
21/03/2016,21:00,187,0.4,42.4,0.4,20.7,72.4,,,0.018,0.000,0.003,0.003,0.000,3.0,5
21/03/2016,22:00,209,0.7,36.5,0.4,19.8,77.9,,,0.012,0.002,0.007,0.009,0.000,6.8,5
21/03/2016,23:00,188,1.2,15.0,0.5,19.7,75.5,,,0.016,0.001,0.006,0.006,0.000,1.5,5
22/03/2016,00:00,210,0.5,43.4,0.3,19.1,77.1,,,,,,,,5.8,
22/03/2016,01:00,168,0.3,31.1,0.2,18.5,80.9,,,0.008,0.002,0.010,0.012,0.000,5.2,5
22/03/2016,02:00,183,0.8,17.9,0.5,19.2,79.1,,,0.013,0.002,0.006,0.008,0.000,8.5,7
22/03/2016,03:00,189,1.1,12.4,0.4,18.9,80.3,,,0.013,0.001,0.004,0.005,0.000,8.5,9
22/03/2016,04:00,182,0.5,41.1,0.5,17.9,82.2,,,0.011,0.002,0.006,0.008,0.000,7.3,9
22/03/2016,05:00,213,0.2,78.8,0.3,16.8,89.1,,,0.001,0.030,0.017,0.047,0.001,9.4,13
22/03/2016,06:00,305,0.6,32.2,0.3,17.7,87.3,,,0.002,0.034,0.015,0.049,0.001,16.9,15
22/03/2016,07:00,213,0.9,38.2,0.5,20.6,69.4,,,0.012,0.005,0.007,0.012,0.000,10.7,11
22/03/2016,08:00,121,0.4,82.4,0.5,24.0,56.7,,,0.019,0.002,0.002,0.004,0.000,9.5,8
22/03/2016,09:00,122,0.9,48.1,0.7,26.1,49.4,,,0.021,0.002,0.002,0.003,0.000,2.6,8
22/03/2016,10:00,97,1.7,41.4,1.0,27.7,42.7,,,0.023,0.002,0.002,0.004,0.000,,7
22/03/2016,11:00,105,0.7,76.9,0.8,28.7,39.1,,,0.024,0.002,0.001,0.003,0.000,4.1,6
22/03/2016,12:00,111,0.5,88.5,0.7,28.5,38.2,,,0.025,0.001,0.003,0.004,0.000,4.9,6
22/03/2016,13:00,44,1.4,46.1,0.7,28.3,39.3,,,0.026,0.003,0.003,0.005,0.000,8.3,8
22/03/2016,14:00,53,2.9,25.1,1.2,28.3,41.7,,,0.031,0.003,0.006,0.009,0.000,19.4,10
22/03/2016,15:00,61,2.7,23.7,1.1,27.7,45.7,,,0.032,0.004,0.009,0.013,0.000,19.1,12
22/03/2016,16:00,86,3.9,19.6,1.5,25.4,58.7,,,0.024,0.003,0.008,0.011,0.000,23.0,13
22/03/2016,17:00,94,0.6,66.2,0.7,21.7,86.2,,,0.013,0.003,0.013,0.015,0.000,24.1,18
22/03/2016,18:00,39,1.2,22.2,0.4,21.3,90.9,,,0.010,0.005,0.013,0.018,0.000,14.9,19
22/03/2016,19:00,60,0.8,35.3,0.4,20.6,92.1,,,0.003,0.011,0.019,0.029,0.000,13.0,21
22/03/2016,20:00,140,0.4,37.7,0.2,19.8,94.4,,,0.001,0.016,0.017,0.033,0.000,10.7,19
22/03/2016,21:00,144,0.4,51.8,0.3,19.4,95.2,,,0.001,0.012,0.014,0.026,0.000,9.6,19
22/03/2016,22:00,250,0.6,37.4,0.3,19.0,95.5,,,0.004,0.005,0.010,0.014,0.000,8.4,17
22/03/2016,23:00,236,0.3,53.7,0.3,18.6,95.6,,,0.003,0.004,0.009,0.013,0.000,5.8,16
23/03/2016,00:00,117,0.3,51.0,0.2,18.2,95.9,,,,,,,,6.2,
23/03/2016,01:00,330,0.1,108.4,0.2,18.1,96.0,,,0.001,0.003,0.008,0.010,0.000,4.0,14
23/03/2016,02:00,301,0.5,31.2,0.3,17.7,96.3,,,0.001,0.004,0.008,0.011,0.000,6.6,16
23/03/2016,03:00,283,0.6,30.8,0.4,17.5,96.5,,,0.001,0.002,0.009,0.011,0.000,4.7,16
23/03/2016,04:00,268,0.4,64.0,0.2,17.2,96.6,,,0.000,0.011,0.010,0.020,0.000,7.9,13
23/03/2016,05:00,315,0.6,44.0,0.4,17.4,96.7,,,0.000,0.020,0.011,0.031,0.000,10.3,15
23/03/2016,06:00,236,0.5,43.9,0.3,17.6,96.7,,,0.002,0.015,0.011,0.025,0.000,18.9,17
23/03/2016,07:00,209,0.4,45.6,0.3,19.1,95.3,,,0.004,0.013,0.012,0.025,0.000,11.4,22
23/03/2016,08:00,251,0.7,40.0,0.4,22.8,74.3,,,0.010,0.009,0.007,0.015,0.000,7.2,15
23/03/2016,09:00,263,1.1,36.6,0.6,25.7,56.4,,,0.019,0.003,0.004,0.007,0.000,4.2,13
23/03/2016,10:00,281,1.0,53.9,0.6,26.5,51.2,,,0.025,0.002,0.003,0.005,0.000,10.4,14
23/03/2016,11:00,316,0.7,77.5,0.7,28.2,45.5,,,0.030,0.002,0.004,0.006,0.000,10.5,14
23/03/2016,12:00,319,1.0,61.6,0.8,29.5,40.2,,,0.037,0.002,0.003,0.004,0.000,7.0,12
23/03/2016,13:00,226,1.1,48.7,0.7,29.7,37.2,,,0.041,0.001,0.001,0.002,0.000,5.6,11
23/03/2016,14:00,246,1.1,57.6,0.9,30.2,33.8,,,0.041,0.001,0.002,0.003,0.000,3.3,11
23/03/2016,15:00,50,0.7,75.0,0.8,30.0,34.1,,,0.039,0.002,0.005,0.006,0.000,10.0,11
23/03/2016,16:00,62,2.7,17.2,0.9,28.4,42.7,,,0.040,0.003,0.012,0.014,0.000,22.3,16
23/03/2016,17:00,66,2.7,19.9,1.0,26.5,49.2,,,0.030,0.003,0.015,0.018,0.002,23.3,17
23/03/2016,18:00,81,2.7,16.0,0.9,24.6,58.8,,,0.026,0.003,0.012,0.014,0.000,21.6,15
23/03/2016,19:00,79,2.7,14.8,0.9,24.0,62.4,,,0.025,0.002,0.007,0.009,0.000,13.6,14
23/03/2016,20:00,73,1.8,15.4,0.6,23.3,65.6,,,0.019,0.002,0.009,0.011,0.000,13.6,14
23/03/2016,21:00,85,0.7,33.4,0.4,22.8,68.7,,,0.011,0.002,0.015,0.017,0.000,14.4,15
23/03/2016,22:00,133,0.5,22.9,0.3,21.4,75.8,,,0.009,0.002,0.015,0.016,0.000,11.2,17
23/03/2016,23:00,132,0.3,33.4,0.2,21.7,75.7,,,0.009,0.001,0.013,0.014,0.000,10.8,15
24/03/2016,00:00,166,0.3,51.9,0.2,22.0,74.6,,,,,,,,9.8,
24/03/2016,01:00,164,0.3,37.3,0.2,21.7,75.9,,,0.009,0.001,0.010,0.011,0.000,9.9,14
24/03/2016,02:00,236,0.1,76.9,0.1,21.4,76.9,,,0.006,0.001,0.013,0.014,0.000,8.7,15
24/03/2016,03:00,245,0.2,62.7,0.2,20.4,82.3,,,0.002,0.005,0.014,0.019,0.000,10.7,15
24/03/2016,04:00,265,0.2,66.7,0.3,20.4,84.3,,,0.002,0.011,0.014,0.024,0.000,10.0,16
24/03/2016,05:00,187,0.2,69.0,0.2,19.5,89.2,,,0.000,0.034,0.015,0.048,0.001,10.8,18
24/03/2016,06:00,228,0.6,29.8,0.3,19.9,90.0,,,0.002,0.038,0.014,0.051,0.001,14.4,19
24/03/2016,07:00,230,1.0,18.0,0.4,22.3,74.8,,,0.010,0.005,0.007,0.012,0.000,9.8,14
24/03/2016,08:00,229,0.5,62.5,0.5,24.7,62.7,,,0.017,0.002,0.005,0.007,0.000,8.9,13
24/03/2016,09:00,95,0.5,75.1,0.6,27.1,51.7,,,0.023,0.002,0.003,0.005,0.000,12.1,15
24/03/2016,10:00,4,0.8,147.8,0.7,28.8,46.4,,,0.029,0.003,0.005,0.007,0.000,17.0,18
24/03/2016,11:00,256,1.4,46.4,0.8,29.6,42.2,,,0.037,0.001,0.004,0.005,0.000,12.9,19
24/03/2016,12:00,260,0.7,106.7,0.9,31.0,36.3,,,0.042,0.001,0.002,0.003,0.000,7.7,17
24/03/2016,13:00,61,0.5,123.5,1.0,31.7,33.7,,,0.043,0.002,0.004,0.005,0.000,11.9,19
24/03/2016,14:00,105,1.2,45.2,0.9,30.8,34.1,,,0.042,0.001,0.004,0.005,0.000,13.2,18
24/03/2016,15:00,64,3.1,30.0,1.6,30.4,40.5,,,0.040,0.003,0.007,0.010,0.000,32.7,19
24/03/2016,16:00,52,3.8,17.2,1.1,28.5,49.3,,,0.036,0.003,0.007,0.010,0.000,19.9,18
24/03/2016,17:00,70,3.3,17.3,1.1,26.7,55.0,,,0.028,0.003,0.008,0.010,0.000,17.6,17
24/03/2016,18:00,82,3.1,16.7,1.0,25.0,61.7,,,0.026,0.002,0.008,0.010,0.000,16.6,18
24/03/2016,19:00,78,2.8,15.6,0.9,24.3,64.5,,,0.023,0.002,0.006,0.008,0.000,15.4,17
24/03/2016,20:00,80,2.3,16.4,0.8,23.7,66.0,,,0.018,0.002,0.007,0.008,0.000,11.5,15
24/03/2016,21:00,83,1.4,16.8,0.5,22.9,69.1,,,0.013,0.002,0.009,0.011,0.000,12.0,14
24/03/2016,22:00,114,0.6,28.2,0.4,22.2,72.1,,,0.010,0.001,0.010,0.011,0.000,11.2,14
24/03/2016,23:00,97,0.3,36.3,0.2,21.1,77.2,,,0.005,0.003,0.014,0.016,0.000,10.2,14
25/03/2016,00:00,201,0.2,45.3,0.1,21.0,78.5,,,,,,,,10.6,
25/03/2016,01:00,175,0.2,45.4,0.2,21.1,78.9,,,0.003,0.002,0.014,0.016,0.000,9.2,12
25/03/2016,02:00,112,0.4,29.0,0.2,20.9,80.4,,,0.006,0.001,0.008,0.009,0.000,9.3,12
25/03/2016,03:00,189,0.2,70.2,0.2,19.9,84.1,,,0.007,0.001,0.005,0.006,0.000,7.0,12
25/03/2016,04:00,132,0.2,61.5,0.2,19.2,89.6,,,0.007,0.001,0.006,0.007,0.000,8.7,12
25/03/2016,05:00,124,0.3,44.3,0.3,18.6,90.7,,,0.004,0.004,0.009,0.012,0.000,4.8,12
25/03/2016,06:00,215,0.2,56.0,0.2,18.8,90.9,,,0.004,0.005,0.009,0.014,0.000,13.1,12
25/03/2016,07:00,293,0.6,41.5,0.3,23.6,69.8,,,0.008,0.006,0.006,0.012,0.000,10.8,15
25/03/2016,08:00,308,0.5,71.2,0.4,26.1,56.5,,,0.016,0.003,0.003,0.006,0.000,4.0,11
25/03/2016,09:00,316,0.5,141.0,0.4,25.6,51.8,,,0.022,0.001,0.002,0.003,0.000,6.4,10
25/03/2016,10:00,294,0.7,66.0,0.6,28.9,40.5,,,0.027,0.001,0.001,0.002,0.000,5.4,10
25/03/2016,11:00,227,0.7,73.4,0.8,29.5,36.9,,,0.030,0.001,0.001,0.001,0.000,7.0,10
25/03/2016,12:00,4,1.0,79.6,0.9,30.4,33.9,,,0.033,0.001,0.002,0.003,0.000,7.3,11
25/03/2016,13:00,10,1.2,181.8,0.8,31.1,32.2,,,0.038,0.001,0.002,0.003,0.000,7.3,12
25/03/2016,14:00,6,1.1,154.0,1.0,31.3,30.9,,,0.042,0.001,0.002,0.003,0.000,9.1,12
25/03/2016,15:00,49,1.9,33.5,0.9,31.0,31.6,,,0.043,0.001,0.003,0.004,0.000,10.9,12
25/03/2016,16:00,52,3.2,20.0,1.2,29.5,38.0,,,0.045,0.001,0.004,0.005,0.002,22.0,13
25/03/2016,17:00,57,3.4,14.2,1.1,26.9,47.5,,,0.030,0.001,0.005,0.006,0.003,17.6,13
25/03/2016,18:00,61,2.7,15.2,0.8,25.2,53.6,,,0.020,0.002,0.005,0.007,0.003,13.4,12
25/03/2016,19:00,71,2.4,14.9,0.8,24.3,57.6,,,0.017,0.001,0.005,0.006,0.002,11.9,11
25/03/2016,20:00,81,1.7,16.1,0.6,23.5,60.7,,,0.013,0.001,0.007,0.008,0.002,11.2,12
25/03/2016,21:00,92,1.7,15.7,0.5,22.6,64.8,,,0.011,0.002,0.008,0.010,0.001,10.6,12
25/03/2016,22:00,102,0.9,18.4,0.4,21.7,68.9,,,0.008,0.002,0.011,0.012,0.001,10.6,12
25/03/2016,23:00,109,0.8,17.0,0.4,20.9,73.2,,,0.005,0.003,0.012,0.015,0.001,9.6,11
26/03/2016,00:00,102,0.4,102.7,0.6,20.3,75.9,,,,,,,,8.5,
26/03/2016,01:00,187,0.3,40.3,0.2,19.5,79.5,,,0.003,0.002,0.011,0.013,0.000,7.4,11
26/03/2016,02:00,337,0.2,120.5,0.2,19.0,82.3,,,0.004,0.001,0.009,0.010,0.000,7.5,12
26/03/2016,03:00,205,0.2,62.6,0.2,18.6,84.0,,,0.001,0.005,0.010,0.015,0.000,6.7,12
26/03/2016,04:00,239,0.2,81.9,0.1,18.2,87.7,,,0.000,0.008,0.010,0.017,0.000,7.9,12
26/03/2016,05:00,292,0.3,61.5,0.3,18.1,88.6,,,0.001,0.004,0.009,0.013,0.000,8.4,12
26/03/2016,06:00,236,0.5,56.8,0.4,18.5,86.8,,,0.002,0.009,0.007,0.016,0.000,10.0,12
26/03/2016,07:00,243,0.6,47.5,0.3,21.5,72.2,,,0.009,0.004,0.005,0.009,0.000,11.1,13
26/03/2016,08:00,294,0.9,46.9,0.5,24.9,59.8,,,0.016,0.003,0.004,0.007,0.000,12.1,13
26/03/2016,09:00,256,0.9,54.2,0.6,26.9,52.8,,,0.022,0.002,0.003,0.004,0.001,8.5,11
26/03/2016,10:00,336,1.0,62.7,0.7,28.7,46.0,,,0.025,0.002,0.002,0.003,0.000,5.9,9
26/03/2016,11:00,330,0.7,72.0,0.6,30.1,40.4,,,0.033,0.001,0.002,0.003,0.000,7.3,11
26/03/2016,12:00,4,0.8,168.6,0.8,31.5,35.5,,,0.041,0.002,0.003,0.004,0.000,7.6,13
26/03/2016,13:00,9,1.1,159.0,0.8,31.7,34.4,,,0.043,0.001,0.003,0.004,0.000,10.0,14
26/03/2016,14:00,31,1.9,28.7,0.8,31.5,34.4,,,0.040,0.001,0.002,0.003,0.000,10.9,14
26/03/2016,15:00,49,3.0,21.7,1.4,31.3,38.5,,,0.049,0.001,0.004,0.005,0.000,20.0,16
26/03/2016,16:00,50,3.9,15.1,1.2,28.7,48.4,,,0.045,0.001,0.003,0.004,0.000,20.2,21
26/03/2016,17:00,58,3.4,16.4,1.1,26.8,57.3,,,0.036,0.001,0.004,0.005,0.000,19.8,19
26/03/2016,18:00,160,1.5,70.0,1.6,24.8,65.1,,,0.028,0.001,0.004,0.005,0.001,16.6,15
26/03/2016,19:00,208,0.9,44.8,0.8,19.6,92.1,,,0.025,0.000,0.005,0.005,0.000,7.8,11
26/03/2016,20:00,177,0.6,91.8,0.8,19.7,92.6,,,0.024,0.001,0.004,0.005,0.000,11.1,9
26/03/2016,21:00,100,1.4,22.0,0.6,20.0,93.9,,,0.021,0.001,0.004,0.004,0.000,7.3,10
26/03/2016,22:00,107,0.4,82.9,0.5,20.2,93.6,,,0.022,0.000,0.004,0.004,0.000,7.7,17
26/03/2016,23:00,270,1.2,42.8,0.7,19.9,94.5,,,0.018,0.001,0.004,0.004,0.000,5.8,15
27/03/2016,00:00,243,1.2,33.8,0.6,19.5,95.7,,,,,,,,4.0,
27/03/2016,01:00,195,0.5,54.5,0.5,19.6,95.9,,,0.018,0.000,0.003,0.003,0.000,6.8,13
27/03/2016,02:00,112,0.6,36.5,0.4,19.6,95.9,,,0.016,0.000,0.003,0.003,0.000,6.0,15
27/03/2016,03:00,88,0.7,32.7,0.4,19.5,95.8,,,0.015,0.000,0.002,0.002,0.000,7.5,19
27/03/2016,04:00,218,0.2,66.6,0.3,19.4,95.6,,,0.014,0.000,0.002,0.002,0.000,8.8,19
27/03/2016,05:00,262,0.7,28.7,0.3,19.6,95.7,,,0.010,0.001,0.003,0.004,0.000,11.9,21
27/03/2016,06:00,264,0.6,39.2,0.3,19.8,96.0,,,0.012,0.001,0.003,0.004,0.000,10.2,18
27/03/2016,07:00,291,0.6,41.9,0.4,20.2,95.8,,,0.012,0.001,0.004,0.005,0.000,9.3,18
27/03/2016,08:00,261,1.2,24.0,0.4,20.7,94.1,,,0.015,0.001,0.003,0.004,0.000,8.3,21
27/03/2016,09:00,260,1.0,29.0,0.4,21.8,86.3,,,0.017,0.001,0.003,0.004,0.000,8.8,18
27/03/2016,10:00,260,1.5,22.3,0.5,22.5,83.2,,,0.021,0.002,0.003,0.004,0.000,8.4,20
27/03/2016,11:00,284,1.4,37.2,0.6,23.7,74.6,,,0.025,0.001,0.002,0.003,0.000,5.3,19
27/03/2016,12:00,290,1.0,43.5,0.6,24.3,71.4,,,0.027,0.001,0.002,0.003,0.000,8.0,19
27/03/2016,13:00,318,1.1,35.3,0.5,25.1,68.1,,,0.030,0.001,0.002,0.003,0.000,,18
27/03/2016,14:00,221,0.6,64.9,0.5,25.0,64.3,,,0.033,0.001,0.002,0.002,0.000,4.9,15
27/03/2016,15:00,107,0.5,44.8,0.3,24.8,65.6,,,0.033,0.000,0.003,0.003,0.000,6.6,15
