Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),Carbon Monoxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
11/07/2016,18:00,136,0.2,47.8,0.1,19.1,93.7,0.000,0.001,0.001,0.000,0.1,6.8,2.3,12
11/07/2016,19:00,158,0.3,39.3,0.1,18.9,95.3,0.000,0.002,0.002,0.000,0.2,8.9,4.5,15
11/07/2016,20:00,181,0.5,22.2,0.2,18.6,95.9,0.000,0.002,0.002,0.000,0.2,9.8,5.1,15
11/07/2016,21:00,185,0.7,20.7,0.3,17.8,96.3,0.000,0.001,0.001,0.000,0.2,9.4,5.5,14
11/07/2016,22:00,187,0.8,28.6,0.3,17.3,96.5,0.000,0.000,0.000,0.000,0.1,10.8,6.6,12
11/07/2016,23:00,178,0.9,12.9,0.3,17.0,96.6,0.000,0.000,0.000,0.000,0.1,6.6,2.6,11
12/07/2016,00:00,180,0.8,38.2,0.5,17.2,96.8,,,,,,5.1,1.3,
12/07/2016,01:00,185,0.4,57.1,0.3,16.5,96.8,0.000,0.000,0.000,0.000,0.1,3.3,0.2,7
12/07/2016,02:00,195,0.3,43.9,0.2,16.1,97.1,0.000,0.000,0.000,0.000,0.1,7.9,5.8,8
12/07/2016,03:00,184,0.4,23.2,0.2,16.0,97.4,0.000,0.000,0.000,0.000,0.1,6.2,4.1,8
12/07/2016,04:00,200,0.4,24.7,0.2,16.0,97.5,0.000,0.001,0.001,0.000,0.1,7.6,5.1,9
12/07/2016,05:00,179,0.4,17.2,0.2,15.8,97.5,0.000,0.001,0.001,0.000,0.1,9.0,5.8,9
12/07/2016,06:00,173,0.5,22.6,0.2,15.4,97.4,0.001,0.006,0.007,0.000,0.2,7.2,3.8,11
12/07/2016,07:00,169,0.8,47.9,0.7,16.3,97.1,0.001,0.004,0.005,0.000,0.2,9.2,5.9,15
12/07/2016,08:00,167,1.0,16.3,0.3,18.8,93.3,0.001,0.003,0.004,0.000,0.2,12.0,8.7,14
12/07/2016,09:00,121,0.7,48.6,0.4,21.8,83.5,0.002,0.003,0.004,0.006,0.2,11.2,6.2,16
12/07/2016,10:00,49,1.3,20.8,0.5,22.6,81.4,0.000,0.001,0.001,0.002,0.2,12.1,3.1,11
12/07/2016,11:00,51,1.5,24.2,0.5,23.8,76.2,0.000,0.000,0.000,0.000,0.1,10.3,3.0,9
12/07/2016,12:00,50,1.9,22.3,0.7,23.6,77.0,0.000,0.000,0.000,0.000,0.1,9.9,2.3,9
12/07/2016,13:00,52,2.2,19.2,0.9,23.1,79.5,0.000,0.001,0.001,0.000,0.0,10.8,3.6,9
12/07/2016,14:00,57,1.9,19.8,0.7,23.3,80.5,0.000,0.001,0.001,0.001,0.1,11.6,4.8,10
12/07/2016,15:00,51,1.9,19.8,0.7,22.2,86.5,0.000,0.001,0.001,0.000,0.1,12.2,6.4,11
12/07/2016,16:00,54,1.3,18.1,0.6,21.2,91.1,0.000,0.002,0.002,0.000,0.1,14.4,4.5,12
12/07/2016,17:00,38,0.7,24.2,0.4,20.4,93.4,0.000,0.002,0.002,0.000,0.1,9.8,0.4,11
12/07/2016,18:00,360,0.2,55.4,0.2,19.7,95.0,0.000,0.002,0.002,0.000,0.1,8.6,4.7,22
12/07/2016,19:00,219,0.1,93.2,0.2,19.2,96.1,0.000,0.002,0.002,0.000,0.0,11.8,8.4,16
12/07/2016,20:00,207,0.2,55.4,0.2,18.6,96.7,0.000,0.001,0.001,0.000,0.1,10.3,7.7,9
12/07/2016,21:00,204,0.2,58.8,0.2,18.0,96.9,0.000,0.001,0.001,0.000,0.1,6.6,4.3,8
12/07/2016,22:00,199,0.2,35.5,0.2,17.5,97.3,0.000,0.001,0.001,0.000,0.0,5.2,3.3,9
12/07/2016,23:00,201,0.3,42.4,0.2,17.2,97.5,0.000,0.001,0.001,0.000,0.0,3.6,1.2,9
13/07/2016,00:00,157,0.2,81.1,0.2,17.0,97.6,,,,,,9.1,7.2,
13/07/2016,01:00,186,0.3,47.3,0.3,16.5,97.8,0.000,0.006,0.006,0.000,0.1,7.9,6.2,12
13/07/2016,02:00,185,0.4,31.3,0.2,16.3,97.9,0.000,0.005,0.005,0.000,0.1,5.3,2.7,16
13/07/2016,03:00,206,0.5,37.3,0.2,16.9,98.1,0.000,0.002,0.002,0.000,0.1,9.0,6.9,13
13/07/2016,04:00,157,0.3,44.1,0.2,16.4,97.9,0.000,0.004,0.004,0.000,0.1,5.4,2.9,15
13/07/2016,05:00,183,0.2,60.4,0.2,16.0,98.0,0.000,0.006,0.006,0.000,0.1,6.8,4.6,15
13/07/2016,06:00,139,0.2,90.8,0.3,15.8,98.1,0.000,0.007,0.007,0.000,0.1,9.0,6.7,15
13/07/2016,07:00,178,1.7,17.3,0.7,16.9,97.5,0.000,0.004,0.004,0.000,0.1,9.1,6.5,12
13/07/2016,08:00,181,1.9,11.5,0.5,18.1,93.4,0.001,0.003,0.004,0.000,0.1,7.8,4.4,11
13/07/2016,09:00,177,1.8,16.7,0.6,19.8,82.6,0.002,0.004,0.005,0.000,0.0,9.1,4.5,11
13/07/2016,10:00,175,1.2,34.8,0.5,22.6,69.9,0.001,0.001,0.002,0.000,0.0,8.1,3.2,11
13/07/2016,11:00,195,1.4,32.5,0.6,23.9,58.9,0.000,0.001,0.001,0.000,0.1,9.9,4.9,9
13/07/2016,12:00,216,1.4,28.1,0.7,23.6,53.3,0.000,0.000,0.000,0.000,0.1,10.9,4.6,7
13/07/2016,13:00,205,1.5,31.5,0.7,23.5,48.5,,,,,0.3,10.1,1.4,4
13/07/2016,14:00,183,1.8,20.8,0.7,23.5,46.0,0.000,0.000,0.000,0.001,0.0,8.8,3.0,3
13/07/2016,15:00,180,2.0,20.8,0.7,22.9,46.4,0.000,0.001,0.001,0.000,0.0,1.9,-1.4,2
13/07/2016,16:00,170,2.1,14.0,0.7,21.9,46.8,0.000,0.001,0.001,0.000,0.0,9.1,5.4,4
13/07/2016,17:00,172,1.5,14.2,0.4,20.6,48.9,0.000,0.002,0.002,0.000,0.0,7.0,2.4,3
13/07/2016,18:00,176,1.3,12.8,0.4,19.5,48.5,0.000,0.003,0.003,0.000,0.0,9.3,5.1,4
13/07/2016,19:00,181,1.4,15.4,0.5,19.0,45.5,0.000,0.001,0.001,0.000,0.0,9.6,6.3,6
13/07/2016,20:00,195,1.3,14.8,0.5,18.1,46.2,0.000,0.001,0.001,0.000,0.0,11.2,7.7,6
13/07/2016,21:00,198,1.8,15.8,0.6,17.8,44.3,0.000,0.000,0.000,0.000,0.0,10.7,6.6,7
13/07/2016,22:00,202,2.0,15.1,0.7,17.1,45.1,0.000,0.000,0.000,0.000,0.0,7.9,4.1,6
13/07/2016,23:00,205,1.8,17.9,0.7,16.4,46.1,0.000,0.000,0.000,0.000,0.0,10.4,6.5,6
14/07/2016,00:00,208,1.5,16.5,0.6,15.5,48.4,,,,,,10.1,6.4,
14/07/2016,01:00,203,2.0,17.5,0.7,14.9,47.2,0.000,0.001,0.001,0.000,0.0,8.4,4.7,4
14/07/2016,02:00,209,2.0,17.5,0.9,14.3,48.9,0.000,0.000,0.000,0.000,0.0,7.7,4.5,4
14/07/2016,03:00,182,0.8,21.1,0.4,13.2,53.4,0.000,0.000,0.000,0.000,0.0,4.7,2.1,4
14/07/2016,04:00,184,1.3,16.3,0.5,13.0,46.1,0.000,0.001,0.001,0.000,0.0,6.8,4.2,3
14/07/2016,05:00,197,2.1,16.0,0.7,13.5,43.5,0.000,0.001,0.001,0.000,0.0,11.8,8.9,3
14/07/2016,06:00,196,1.7,22.0,0.7,13.7,45.3,0.000,0.001,0.001,0.000,0.0,10.6,8.0,3
14/07/2016,07:00,202,1.5,22.8,0.6,14.5,48.1,0.000,0.002,0.002,0.000,0.0,12.3,9.9,4
14/07/2016,08:00,206,1.8,18.2,0.7,15.1,51.5,0.000,0.002,0.002,0.000,0.0,9.4,5.9,4
14/07/2016,09:00,193,2.0,18.7,0.7,16.5,52.7,0.000,0.001,0.001,0.000,0.0,13.9,8.0,6
14/07/2016,10:00,197,2.4,22.3,0.8,17.9,53.7,0.000,0.001,0.001,0.000,0.0,11.6,3.8,8
14/07/2016,11:00,185,2.3,18.7,0.8,19.4,53.6,0.000,0.001,0.001,0.000,0.0,12.6,4.5,8
14/07/2016,12:00,176,3.3,15.2,1.1,20.5,54.6,0.000,0.001,0.001,0.000,0.0,13.7,3.8,9
14/07/2016,13:00,177,2.8,19.9,1.2,20.2,56.4,0.000,0.001,0.001,0.000,0.0,15.0,5.5,13
14/07/2016,14:00,167,2.5,17.1,0.9,20.0,59.3,0.000,0.001,0.001,0.000,0.0,15.0,5.3,11
14/07/2016,15:00,173,2.4,16.6,0.9,19.2,61.0,0.000,0.001,0.001,0.000,0.0,13.8,3.4,15
14/07/2016,16:00,172,2.5,15.1,0.9,18.6,62.4,0.000,0.001,0.001,0.000,0.0,17.4,7.8,28
14/07/2016,17:00,168,2.6,13.9,0.9,17.6,68.4,0.000,0.002,0.002,0.000,0.0,20.0,10.4,34
14/07/2016,18:00,177,2.4,14.7,0.9,15.8,79.6,0.000,0.001,0.001,0.000,0.0,18.8,10.2,34
14/07/2016,19:00,184,2.5,12.8,0.8,14.4,88.0,0.000,0.001,0.001,0.000,0.0,16.7,10.3,24
14/07/2016,20:00,179,2.8,14.3,0.8,14.9,84.8,0.000,0.001,0.001,0.000,0.0,13.5,8.5,20
14/07/2016,21:00,168,3.2,15.5,1.0,16.5,75.1,0.000,0.001,0.001,0.000,0.0,13.2,6.5,15
14/07/2016,22:00,162,3.0,11.9,0.9,16.3,76.6,0.000,0.001,0.001,0.000,0.0,11.1,3.7,16
14/07/2016,23:00,165,2.4,13.3,0.7,15.9,78.4,0.000,0.001,0.001,0.000,0.0,11.4,4.3,16
15/07/2016,00:00,170,2.8,14.2,0.9,15.9,80.5,,,,,,12.5,5.0,
15/07/2016,01:00,176,3.3,12.9,1.0,15.8,81.4,0.000,0.001,0.001,0.000,0.0,14.9,7.4,14
15/07/2016,02:00,170,3.5,13.3,1.0,16.2,80.7,0.000,0.001,0.001,0.000,0.0,12.0,5.0,15
15/07/2016,03:00,167,3.4,13.8,1.1,16.2,80.7,0.000,0.001,0.001,0.000,0.0,10.7,3.3,16
15/07/2016,04:00,173,3.8,13.7,1.2,16.4,81.0,0.000,0.001,0.001,0.000,0.0,15.1,7.6,16
15/07/2016,05:00,169,3.8,14.1,1.2,16.7,80.6,0.000,0.000,0.000,0.000,0.0,14.9,7.5,17
15/07/2016,06:00,167,3.9,14.3,1.3,16.8,80.7,0.000,0.001,0.001,0.000,0.0,11.7,4.0,17
15/07/2016,07:00,163,3.9,13.2,1.2,16.9,81.0,0.000,0.001,0.001,0.000,0.0,15.9,8.1,17
15/07/2016,08:00,166,3.7,14.3,1.2,16.9,81.4,0.000,0.001,0.001,0.000,0.0,12.7,5.3,16
15/07/2016,09:00,167,3.2,13.5,1.0,17.1,82.1,0.000,0.001,0.001,0.000,0.0,13.8,7.3,15
15/07/2016,10:00,168,3.3,15.0,1.0,17.0,84.6,0.000,0.001,0.001,0.000,0.0,10.4,4.6,14
15/07/2016,11:00,171,3.0,14.7,0.9,16.3,91.3,0.000,0.001,0.001,0.000,0.0,12.2,8.1,12
15/07/2016,12:00,159,3.1,13.0,0.9,16.3,93.2,0.000,0.001,0.001,0.000,0.0,5.0,1.6,12
15/07/2016,13:00,165,3.1,12.8,1.0,16.9,93.1,0.000,0.001,0.001,0.000,0.0,4.9,2.0,12
15/07/2016,14:00,161,2.8,15.5,1.0,17.1,92.2,0.000,0.001,0.001,0.000,0.1,9.2,4.7,13
15/07/2016,15:00,156,2.4,14.7,0.8,17.3,92.5,0.000,0.002,0.002,0.000,0.1,5.7,1.5,13
15/07/2016,16:00,158,2.4,11.9,0.7,17.1,93.2,0.000,0.002,0.002,0.000,0.1,2.5,-1.1,12
15/07/2016,17:00,161,2.7,13.6,0.8,17.0,94.2,0.000,0.001,0.001,0.000,0.1,7.5,4.3,12
15/07/2016,18:00,157,3.0,12.3,0.9,17.0,94.7,0.000,0.001,0.001,0.000,0.1,7.3,4.2,13
15/07/2016,19:00,158,3.2,11.7,1.0,17.1,93.9,0.000,0.000,0.000,0.000,0.1,9.9,6.5,13
15/07/2016,20:00,161,3.0,13.8,1.1,16.9,94.9,0.000,0.000,0.000,0.000,0.1,5.8,2.2,12
15/07/2016,21:00,151,2.3,15.3,0.9,17.1,96.0,0.000,0.000,0.000,0.000,0.1,3.7,1.2,8
15/07/2016,22:00,146,3.0,16.0,1.2,17.4,96.5,0.000,0.000,0.000,0.000,0.1,7.7,5.4,6
15/07/2016,23:00,147,2.9,14.6,1.1,17.6,96.5,0.000,0.000,0.000,0.000,0.1,4.4,2.8,7
16/07/2016,00:00,148,3.6,12.4,1.1,17.5,96.3,,,,,,8.1,5.7,
16/07/2016,01:00,147,3.6,15.0,1.3,17.6,96.4,0.000,0.000,0.000,0.000,0.1,9.4,6.6,8
16/07/2016,02:00,146,3.3,14.7,1.2,17.7,96.3,0.000,0.000,0.000,0.000,0.1,7.5,2.8,13
16/07/2016,03:00,143,3.6,15.6,1.3,17.6,96.5,0.000,0.000,0.000,0.000,0.1,8.3,4.6,12
16/07/2016,04:00,142,3.4,15.3,1.3,17.4,96.6,0.000,0.000,0.000,0.000,0.1,8.8,5.7,10
16/07/2016,05:00,148,3.9,13.7,1.4,17.0,96.6,0.000,0.000,0.000,0.000,0.1,3.1,0.5,7
16/07/2016,06:00,148,4.2,13.0,1.3,16.8,96.5,0.000,0.000,0.000,0.000,0.1,2.8,0.2,6
16/07/2016,07:00,142,4.3,17.1,1.6,17.0,96.3,0.000,0.000,0.000,0.000,0.1,7.6,5.2,11
16/07/2016,08:00,142,4.4,16.0,1.6,17.5,96.4,0.000,0.000,0.000,0.000,0.1,4.3,1.3,11
16/07/2016,09:00,140,3.8,17.5,1.5,18.0,96.7,0.000,0.000,0.000,0.000,0.1,7.7,5.5,11
16/07/2016,10:00,141,4.6,15.8,1.6,18.4,96.7,0.000,0.000,0.000,0.000,0.1,5.5,3.2,12
16/07/2016,11:00,128,5.3,18.6,2.3,18.7,96.6,0.000,0.000,0.000,0.000,0.1,7.5,4.6,16
16/07/2016,12:00,125,4.8,20.6,2.0,18.8,96.7,0.000,0.000,0.000,0.000,0.1,16.5,9.6,25
16/07/2016,13:00,141,4.5,17.8,1.7,19.0,96.0,0.000,0.000,0.000,0.000,0.1,15.0,8.9,15
16/07/2016,14:00,143,4.6,16.1,1.5,18.9,94.9,0.000,0.000,0.000,0.000,0.1,5.4,1.9,12
16/07/2016,15:00,148,4.5,14.7,1.4,18.5,95.3,0.000,0.000,0.000,0.000,0.1,6.8,3.3,12
16/07/2016,16:00,146,3.9,14.1,1.4,18.4,95.6,0.000,0.000,0.000,0.000,0.1,4.0,0.6,12
16/07/2016,17:00,155,4.1,12.1,1.2,18.3,96.3,0.000,0.000,0.000,0.000,0.1,5.8,1.7,10
16/07/2016,18:00,159,4.1,12.6,1.3,17.9,96.9,0.000,0.000,0.000,0.000,0.1,9.6,6.4,6
16/07/2016,19:00,165,4.3,13.2,1.3,17.8,97.1,0.000,0.000,0.000,0.000,0.1,3.4,2.0,5
16/07/2016,20:00,165,4.7,12.1,1.4,18.0,96.5,0.000,0.000,0.000,0.000,0.1,2.6,0.9,7
16/07/2016,21:00,156,4.2,13.5,1.3,18.0,96.5,0.000,0.000,0.000,0.000,0.1,-0.1,-1.9,7
16/07/2016,22:00,145,3.6,13.0,1.2,17.9,96.9,0.000,0.000,0.000,0.000,0.1,3.4,1.7,5
16/07/2016,23:00,145,3.6,15.8,1.3,18.1,97.1,0.000,0.000,0.000,0.000,0.1,0.2,-0.9,2
17/07/2016,00:00,144,3.6,15.7,1.3,18.4,96.9,,,,,,0.3,-0.7,
17/07/2016,01:00,147,3.7,13.3,1.3,18.5,96.7,0.000,0.000,0.000,0.000,0.1,2.0,0.9,2
17/07/2016,02:00,140,3.8,14.8,1.4,18.6,97.0,0.000,0.000,0.000,0.000,0.1,0.4,-0.8,6
17/07/2016,03:00,135,4.1,16.9,1.6,18.7,97.0,0.000,0.000,0.000,0.000,0.1,2.0,-0.1,12
17/07/2016,04:00,140,4.2,16.2,1.6,18.7,96.7,0.000,0.000,0.000,0.000,0.0,3.8,0.1,11
17/07/2016,05:00,147,3.4,15.8,1.2,18.5,96.2,0.000,0.000,0.000,0.000,0.0,7.6,5.0,8
17/07/2016,06:00,152,3.0,13.7,1.0,18.5,95.9,0.000,0.000,0.000,0.000,0.0,4.3,1.6,10
17/07/2016,07:00,159,2.8,13.4,1.0,18.6,96.1,0.000,0.000,0.000,0.000,0.0,7.1,4.7,7
17/07/2016,08:00,153,3.0,12.6,0.9,18.6,96.2,0.000,0.000,0.000,0.000,0.0,5.0,2.6,6
17/07/2016,09:00,145,2.8,15.6,1.0,19.2,96.5,0.000,0.000,0.000,0.000,0.0,2.5,0.5,7
17/07/2016,10:00,141,2.6,16.8,1.1,19.7,96.0,0.000,0.000,0.000,0.000,0.0,3.2,0.5,8
17/07/2016,11:00,137,2.5,17.2,1.1,19.9,96.1,0.000,0.000,0.000,0.000,0.0,8.5,5.4,12
17/07/2016,12:00,141,2.4,18.7,1.0,20.1,96.0,0.000,0.000,0.000,0.000,0.0,6.3,2.3,11
17/07/2016,13:00,126,2.6,22.5,1.3,20.5,95.5,0.000,0.000,0.000,0.000,0.0,7.0,3.9,14
17/07/2016,14:00,117,2.8,23.4,1.4,20.4,95.9,0.000,0.001,0.001,0.000,0.0,10.8,5.2,21
17/07/2016,15:00,130,2.3,21.1,1.0,20.2,96.7,0.000,0.000,0.000,0.000,0.0,11.7,3.5,21
17/07/2016,16:00,140,2.6,18.8,1.1,20.1,96.8,0.000,0.000,0.000,0.000,0.0,9.0,2.9,18
17/07/2016,17:00,142,2.0,25.3,0.9,20.0,96.2,0.000,0.001,0.001,0.000,0.0,10.1,4.5,17
17/07/2016,18:00,135,1.9,26.9,1.0,19.8,96.6,0.000,0.000,0.000,0.000,0.0,11.2,6.1,15
17/07/2016,19:00,143,2.5,15.8,0.9,19.6,96.9,0.000,0.000,0.000,0.000,0.0,7.7,3.0,11
17/07/2016,20:00,141,2.6,16.8,1.0,19.5,97.2,0.000,0.000,0.000,0.000,0.0,8.1,4.9,8
17/07/2016,21:00,134,3.3,19.2,1.5,19.7,97.0,0.000,0.000,0.000,0.000,0.0,10.7,6.6,12
17/07/2016,22:00,144,2.8,14.7,1.0,20.0,95.8,0.000,0.000,0.000,0.000,0.0,7.7,3.7,9
17/07/2016,23:00,138,2.7,17.4,1.2,20.2,94.5,0.000,0.000,0.000,0.000,0.0,7.2,4.0,10
18/07/2016,00:00,145,2.0,14.7,0.7,20.2,94.3,,,,,,2.1,-1.0,
18/07/2016,01:00,147,2.3,14.1,0.8,20.0,95.1,0.000,0.000,0.000,0.000,0.0,3.6,-1.0,11
18/07/2016,02:00,150,1.7,18.1,0.6,19.9,95.3,0.000,0.000,0.000,0.000,0.0,8.2,2.1,13
18/07/2016,03:00,152,1.9,13.0,0.6,19.7,96.4,0.000,0.000,0.000,0.000,0.0,5.2,1.0,12
18/07/2016,04:00,153,1.9,13.7,0.6,19.5,96.9,0.000,0.000,0.000,0.000,0.0,3.7,0.2,9
18/07/2016,05:00,156,1.9,12.0,0.6,19.3,97.3,0.000,0.000,0.000,0.000,0.0,4.4,1.9,10
18/07/2016,06:00,152,1.7,11.1,0.5,19.1,97.4,0.000,0.000,0.000,0.000,0.0,4.5,0.6,10
18/07/2016,07:00,157,1.7,12.0,0.5,19.3,97.4,0.000,0.001,0.001,0.000,0.0,4.7,1.2,9
18/07/2016,08:00,156,1.9,14.4,0.6,19.9,96.6,0.000,0.001,0.001,0.000,0.0,5.8,1.9,11
18/07/2016,09:00,154,1.8,13.3,0.6,21.3,93.3,0.000,0.001,0.001,0.000,0.0,11.1,7.0,13
18/07/2016,10:00,120,2.4,23.1,1.4,23.1,84.3,0.000,0.000,0.000,0.000,0.0,9.2,1.6,20
18/07/2016,11:00,116,3.5,21.0,1.6,24.1,78.6,0.000,0.000,0.000,0.000,0.0,14.0,1.7,23
18/07/2016,12:00,115,3.5,21.1,1.5,24.1,77.5,0.000,0.000,0.000,0.000,0.0,17.7,4.2,23
18/07/2016,13:00,116,3.6,21.7,1.6,23.8,78.3,,,,,,18.7,7.5,
18/07/2016,14:00,119,3.4,21.8,1.6,23.9,77.5,0.000,0.000,0.000,0.000,0.0,,,18
18/07/2016,15:00,116,2.8,21.2,1.3,22.8,79.8,0.000,0.002,0.002,0.000,0.0,,,24
18/07/2016,16:00,119,2.3,21.8,1.2,22.1,81.8,0.000,0.001,0.001,0.000,0.0,20.0,9.9,22
18/07/2016,17:00,137,1.5,17.2,0.6,21.7,80.1,0.000,0.001,0.001,0.000,0.0,20.8,8.7,17
18/07/2016,18:00,140,1.6,16.8,0.7,21.1,81.9,0.000,0.000,0.000,0.000,0.0,13.6,4.5,15
18/07/2016,19:00,149,1.6,15.3,0.5,20.5,85.3,0.000,0.000,0.000,0.000,0.0,12.4,2.8,16
18/07/2016,20:00,156,1.6,12.9,0.5,19.7,88.1,0.000,0.000,0.000,0.000,0.0,13.3,4.1,16
18/07/2016,21:00,163,1.7,13.6,0.5,19.6,87.2,0.000,0.000,0.000,0.000,0.0,14.9,5.6,15
18/07/2016,22:00,162,1.4,11.5,0.4,19.3,86.3,0.000,0.000,0.000,0.000,0.0,15.5,6.8,14
18/07/2016,23:00,162,1.5,11.6,0.4,18.6,88.7,0.000,0.000,0.000,0.000,0.0,10.5,2.4,13
19/07/2016,00:00,167,1.6,11.4,0.4,18.5,89.3,,,,,,6.2,-1.9,
19/07/2016,01:00,158,1.8,12.6,0.6,19.1,87.9,0.000,0.000,0.000,0.000,0.0,6.7,-0.8,8
19/07/2016,02:00,160,1.8,12.4,0.6,18.9,88.0,0.000,0.000,0.000,0.000,0.0,9.9,3.2,10
19/07/2016,03:00,172,1.6,13.3,0.4,18.6,88.5,0.000,0.000,0.000,0.000,0.0,11.3,4.4,10
19/07/2016,04:00,168,1.6,12.2,0.4,18.5,88.9,0.000,0.000,0.000,0.000,0.0,12.5,6.2,10
19/07/2016,05:00,165,1.5,11.6,0.4,18.1,90.3,0.000,0.001,0.001,0.000,0.0,12.2,6.1,10
19/07/2016,06:00,164,1.6,11.3,0.5,17.8,91.7,0.000,0.001,0.001,0.000,0.0,8.3,2.5,10
19/07/2016,07:00,166,1.9,13.2,0.6,19.3,88.1,0.000,0.002,0.002,0.000,0.0,10.2,4.5,11
19/07/2016,08:00,152,1.9,15.9,0.7,21.5,83.4,0.000,0.002,0.002,0.000,0.0,6.3,0.1,11
19/07/2016,09:00,146,1.8,21.8,0.7,22.8,81.2,0.000,0.001,0.001,0.000,0.0,12.2,6.6,10
19/07/2016,10:00,113,2.0,28.3,1.0,23.8,78.3,,,,,,,,8
19/07/2016,11:00,113,2.2,24.2,1.0,24.5,76.5,,,,,,,,
19/07/2016,12:00,100,2.4,23.4,1.0,24.6,76.4,0.000,0.000,0.000,0.000,0.1,,,5
19/07/2016,13:00,92,2.3,20.9,0.9,24.8,74.6,0.000,0.001,0.001,0.000,0.1,11.2,6.1,8
19/07/2016,14:00,81,2.0,24.0,0.8,24.0,78.8,0.000,0.000,0.000,0.000,0.1,11.1,5.3,9
19/07/2016,15:00,91,2.4,20.6,1.0,23.3,81.5,0.000,0.000,0.000,0.000,0.1,11.8,6.0,10
19/07/2016,16:00,91,1.9,20.4,0.8,22.1,85.9,0.000,0.000,0.000,0.000,0.1,8.6,1.2,13
19/07/2016,17:00,104,1.8,27.9,0.9,21.4,89.2,0.000,0.000,0.000,0.000,0.1,10.3,1.3,12
19/07/2016,18:00,109,1.2,28.4,0.7,21.4,87.6,0.000,0.001,0.001,0.000,0.1,4.8,-2.7,12
19/07/2016,19:00,91,2.1,21.5,0.9,20.8,91.7,0.000,0.000,0.000,0.000,0.1,3.8,-3.9,12
19/07/2016,20:00,108,1.7,29.9,0.8,20.2,94.8,0.000,0.000,0.000,0.000,0.1,5.8,0.4,8
19/07/2016,21:00,170,1.4,15.5,0.4,20.3,94.6,0.000,0.000,0.000,0.000,0.1,,,8
19/07/2016,22:00,166,1.2,14.3,0.6,20.3,93.7,0.000,0.000,0.000,0.000,0.1,3.7,-0.5,8
19/07/2016,23:00,181,1.4,14.1,0.5,20.2,93.5,0.000,0.000,0.000,0.000,0.1,4.4,0.9,6
20/07/2016,00:00,117,0.7,36.4,0.4,20.1,94.4,,,,,,2.5,-0.5,
20/07/2016,01:00,167,1.1,24.1,0.5,19.8,95.7,0.000,0.000,0.000,0.000,0.1,5.7,2.6,4
20/07/2016,02:00,177,0.9,21.7,0.4,19.6,96.5,0.000,0.000,0.000,0.000,0.1,4.0,2.1,4
20/07/2016,03:00,181,0.9,17.5,0.3,19.4,96.8,0.000,0.000,0.000,0.000,0.1,3.5,1.5,4
20/07/2016,04:00,182,0.7,15.8,0.3,19.2,96.9,0.000,0.001,0.001,0.000,0.1,1.7,0.3,4
20/07/2016,05:00,187,0.7,12.9,0.2,18.7,96.9,0.000,0.003,0.003,0.000,0.1,-0.3,-1.8,5
20/07/2016,06:00,181,1.0,9.9,0.3,18.5,96.9,0.000,0.002,0.002,0.000,0.1,2.6,0.5,5
20/07/2016,07:00,173,1.1,16.3,0.4,19.4,96.0,0.001,0.002,0.002,0.000,0.1,4.1,1.3,5
20/07/2016,08:00,146,1.1,23.6,0.5,21.8,89.4,0.002,0.003,0.004,0.000,0.2,1.8,-0.6,6
20/07/2016,09:00,97,1.8,24.5,0.8,22.9,81.1,0.002,0.001,0.002,0.000,0.1,3.4,-2.8,10
20/07/2016,10:00,99,1.8,27.9,0.8,23.5,76.9,0.000,0.001,0.001,0.000,0.1,8.1,-0.3,9
20/07/2016,11:00,91,1.9,30.0,0.8,24.3,74.4,0.001,0.001,0.002,0.000,0.2,9.0,0.1,9
20/07/2016,12:00,68,2.2,19.0,0.8,23.9,75.7,0.000,0.001,0.001,0.000,0.2,9.5,0.5,9
20/07/2016,13:00,58,1.9,20.7,0.6,24.0,73.7,0.004,0.004,0.008,0.000,0.2,8.8,0.0,10
20/07/2016,14:00,40,1.5,23.6,0.6,24.2,71.1,0.001,0.002,0.003,0.000,0.2,13.9,3.7,11
20/07/2016,15:00,52,1.5,22.1,0.5,23.1,74.7,0.000,0.000,0.000,0.000,0.1,6.8,-2.4,10
20/07/2016,16:00,66,1.1,21.8,0.4,22.3,77.4,0.000,0.001,0.001,0.000,0.1,8.6,-0.9,10
20/07/2016,17:00,,0.0,101.8,0.3,20.6,85.4,0.000,0.002,0.002,0.000,0.1,10.4,2.4,16
20/07/2016,18:00,7,0.4,177.9,0.3,19.5,89.4,0.000,0.006,0.006,0.000,0.2,8.5,0.7,16
20/07/2016,19:00,80,0.2,85.9,0.3,19.1,91.8,0.000,0.004,0.004,0.000,0.1,13.5,3.5,17
20/07/2016,20:00,185,0.3,66.2,0.3,19.2,93.3,0.000,0.002,0.002,0.000,0.1,6.5,-0.9,12
20/07/2016,21:00,186,0.3,28.6,0.2,18.4,94.5,0.000,0.001,0.001,0.000,0.1,7.6,1.9,13
20/07/2016,22:00,187,0.6,28.8,0.3,17.8,95.6,0.000,0.000,0.000,0.000,0.1,4.3,-0.3,10
20/07/2016,23:00,189,0.3,37.2,0.2,17.3,96.0,0.000,0.000,0.000,0.000,0.1,2.2,-2.2,8
