Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),RAD (w/m^2),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
22/02/2016,03:00,138,3.9,14.5,1.4,25.1,70.3,0.0,1014,0,0.001,0.001,0.001,0.000,18.5,6.3,27
22/02/2016,04:00,140,4.1,15.7,1.6,25.1,70.0,0.0,1014,0,0.002,0.001,0.003,0.000,21.0,8.8,27
22/02/2016,05:00,139,4.3,14.1,1.5,25.0,71.1,0.0,1015,2,0.003,0.002,0.005,0.000,21.5,9.4,26
22/02/2016,06:00,141,3.9,16.1,1.6,24.9,73.2,0.0,1015,59,0.007,0.004,0.010,0.000,19.6,9.5,21
22/02/2016,07:00,135,4.0,15.8,1.6,25.4,72.4,0.0,1016,222,0.006,0.003,0.009,0.000,17.5,9.7,22
22/02/2016,08:00,136,4.4,15.3,1.8,26.5,69.0,0.0,1016,445,0.009,0.005,0.014,0.000,19.0,9.6,21
22/02/2016,09:00,134,4.4,18.2,1.6,26.7,69.3,0.0,1017,509,0.007,0.003,0.010,0.001,19.8,13.4,16
22/02/2016,10:00,121,4.9,15.2,1.5,28.2,63.5,0.0,1017,615,0.006,0.002,0.008,0.008,16.5,9.4,18
22/02/2016,11:00,110,4.8,14.3,1.7,28.5,62.7,0.0,1016,807,0.005,0.003,0.008,0.002,19.3,11.4,15
22/02/2016,12:00,120,3.8,19.1,1.4,28.2,66.7,0.0,1015,709,0.006,0.004,0.010,0.004,21.9,14.9,12
22/02/2016,13:00,106,5.0,14.4,1.9,28.3,65.7,0.0,1015,768,0.004,0.003,0.007,0.001,28.1,14.5,20
22/02/2016,14:00,104,5.9,10.2,1.6,29.2,59.0,0.0,1014,751,0.006,0.002,0.007,0.000,25.2,13.1,17
22/02/2016,15:00,101,5.7,9.9,1.7,29.4,58.4,0.0,1013,588,0.006,0.003,0.008,0.000,21.1,10.7,18
22/02/2016,16:00,99,5.7,10.3,1.5,28.7,61.4,0.0,1014,225,0.012,0.004,0.016,0.003,23.5,12.6,26
22/02/2016,17:00,100,5.4,9.4,1.6,27.9,67.7,0.0,1014,126,0.007,0.004,0.011,0.001,36.8,18.7,34
22/02/2016,18:00,105,5.2,9.3,1.5,27.8,63.8,0.0,1015,11,0.003,0.001,0.004,0.000,32.6,17.4,24
22/02/2016,19:00,114,4.9,11.7,1.6,27.4,62.6,0.0,1015,0,0.003,0.001,0.003,0.000,19.2,9.5,21
22/02/2016,20:00,115,5.0,10.7,1.5,26.8,65.5,0.0,1016,0,0.001,0.001,0.001,0.000,23.3,12.2,25
22/02/2016,21:00,122,3.6,13.9,1.4,26.3,66.8,0.0,1016,0,0.001,0.001,0.002,0.004,25.9,12.5,27
22/02/2016,22:00,134,3.6,14.2,1.3,25.7,64.3,0.0,1016,0,0.001,0.001,0.002,0.001,21.1,8.3,23
22/02/2016,23:00,129,4.2,13.2,1.5,25.2,65.5,0.0,1015,0,0.000,0.000,0.000,0.002,24.1,13.6,23
23/02/2016,00:00,146,3.4,17.4,1.4,24.5,67.8,0.0,1015,0,,,,,22.1,11.0,
23/02/2016,01:00,151,3.1,18.0,1.2,24.0,69.7,0.0,1014,0,0.001,0.001,0.001,0.000,18.9,7.0,19
23/02/2016,02:00,147,3.6,13.9,1.2,23.8,70.6,0.0,1014,0,0.000,0.001,0.001,0.000,25.7,13.3,24
23/02/2016,03:00,141,3.5,13.9,1.3,23.6,71.4,0.0,1013,0,0.001,0.001,0.002,0.000,27.0,14.9,26
23/02/2016,04:00,142,3.4,16.1,1.3,23.4,71.3,0.0,1013,0,0.003,0.002,0.004,0.000,30.7,18.5,26
23/02/2016,05:00,146,2.8,16.0,1.1,23.2,71.0,0.0,1014,3,0.005,0.005,0.009,0.000,32.3,20.5,26
23/02/2016,06:00,145,3.0,17.8,1.3,23.5,70.7,0.1,1014,45,0.007,0.006,0.013,0.000,34.7,23.2,26
23/02/2016,07:00,132,3.9,15.7,1.4,24.8,66.0,0.0,1014,293,0.007,0.004,0.011,0.000,34.5,22.1,26
23/02/2016,08:00,135,3.6,17.4,1.5,26.4,61.2,0.0,1015,630,0.010,0.006,0.016,0.003,29.3,16.2,27
23/02/2016,09:00,119,3.6,16.1,1.4,27.1,58.1,0.0,1015,488,0.006,0.005,0.011,0.006,37.3,21.1,24
23/02/2016,10:00,114,3.7,16.8,1.4,27.7,55.5,0.0,1014,657,0.007,0.006,0.012,0.003,39.9,20.3,23
23/02/2016,11:00,102,4.7,12.6,1.2,28.0,51.4,0.0,1014,590,0.005,0.003,0.008,0.001,33.0,16.0,19
23/02/2016,12:00,93,4.6,12.2,1.5,29.0,46.6,0.0,1013,918,0.032,0.012,0.043,0.012,30.5,14.8,18
23/02/2016,13:00,83,4.9,11.6,1.5,29.2,51.0,0.0,1013,993,0.069,0.015,0.083,0.028,44.0,21.6,21
23/02/2016,14:00,88,5.2,12.1,1.4,29.4,50.8,0.0,1012,817,0.083,0.015,0.098,0.031,38.1,7.9,21
23/02/2016,15:00,92,5.8,10.2,1.8,29.0,50.5,0.0,1011,664,0.061,0.015,0.076,0.025,37.4,7.5,22
23/02/2016,16:00,97,6.2,10.6,1.6,28.5,52.5,0.0,1012,415,0.027,0.008,0.035,0.010,38.5,9.7,23
23/02/2016,17:00,105,5.6,8.7,1.6,27.8,56.1,0.0,1012,204,0.007,0.004,0.010,0.000,32.2,12.3,24
23/02/2016,18:00,104,4.9,9.4,1.4,27.0,59.1,0.0,1013,10,0.004,0.002,0.005,0.000,21.1,5.4,26
23/02/2016,19:00,109,4.2,11.4,1.3,26.6,60.0,0.0,1013,0,0.002,0.002,0.004,0.000,25.7,9.7,27
23/02/2016,20:00,122,3.3,13.6,1.3,26.0,60.8,0.0,1013,0,0.003,0.003,0.005,0.004,31.4,16.5,25
23/02/2016,21:00,145,2.3,17.1,0.9,25.2,62.0,0.0,1014,0,0.001,0.003,0.004,0.005,27.9,14.1,23
23/02/2016,22:00,131,2.6,26.1,1.5,24.2,69.5,0.0,1014,0,0.000,0.002,0.002,0.000,27.8,16.3,21
23/02/2016,23:00,157,1.7,18.5,0.7,23.7,73.1,0.0,1013,0,0.000,0.002,0.002,0.002,25.1,15.9,20
24/02/2016,00:00,151,2.7,15.4,1.1,24.2,68.1,0.0,1013,0,,,,,20.6,12.4,
24/02/2016,01:00,150,2.7,15.5,1.1,24.1,69.7,0.0,1012,0,0.000,0.001,0.001,0.000,16.6,9.6,14
24/02/2016,02:00,154,2.3,17.8,0.9,23.9,70.7,0.0,1012,0,0.000,0.001,0.001,0.000,20.7,13.1,18
24/02/2016,03:00,159,1.9,19.6,0.8,23.7,72.5,0.0,1012,0,0.001,0.002,0.002,0.000,26.9,19.8,21
24/02/2016,04:00,155,2.4,18.4,1.0,23.7,72.9,0.0,1012,0,0.001,0.002,0.003,0.000,32.7,25.5,21
24/02/2016,05:00,150,2.4,17.7,1.0,23.4,73.6,0.0,1012,3,0.002,0.005,0.007,0.000,25.4,16.6,22
24/02/2016,06:00,149,2.4,20.6,1.1,23.7,72.8,0.0,1013,47,0.009,0.008,0.016,0.000,33.9,24.9,24
24/02/2016,07:00,140,3.6,19.6,1.5,25.1,66.4,0.0,1013,307,0.006,0.004,0.010,0.000,34.0,23.2,26
24/02/2016,08:00,136,4.0,17.6,1.6,26.2,60.5,0.0,1013,517,0.009,0.006,0.015,0.001,28.2,19.2,20
24/02/2016,09:00,117,4.0,17.7,1.4,27.0,57.3,0.0,1013,706,0.007,0.006,0.013,0.006,28.0,17.8,23
24/02/2016,10:00,107,4.2,15.8,1.2,28.1,53.2,0.0,1013,1026,0.006,0.003,0.009,0.001,26.7,15.5,18
24/02/2016,11:00,100,4.6,13.2,1.3,28.8,51.6,0.0,1013,1096,0.004,0.003,0.006,0.000,32.5,23.3,16
24/02/2016,12:00,97,4.5,13.2,1.3,29.1,51.9,0.0,1012,1093,0.030,0.008,0.037,0.010,23.5,14.1,14
24/02/2016,13:00,87,4.3,13.3,1.2,29.2,52.8,0.0,1012,1032,0.079,0.015,0.094,0.033,21.1,9.6,15
24/02/2016,14:00,77,4.4,12.5,1.4,29.4,52.2,0.0,1011,843,0.059,0.011,0.069,0.023,36.1,18.1,16
24/02/2016,15:00,80,4.5,11.8,1.4,29.2,53.5,0.0,1011,682,0.060,0.014,0.074,0.025,47.7,24.6,17
24/02/2016,16:00,92,4.4,11.7,1.4,28.9,51.8,0.0,1011,451,0.079,0.017,0.096,0.034,41.4,21.3,18
24/02/2016,17:00,95,4.2,12.4,1.5,28.1,57.2,0.0,1011,166,0.024,0.010,0.033,0.008,28.8,10.8,23
24/02/2016,18:00,89,3.4,16.9,1.2,27.3,63.4,0.0,1012,11,0.034,0.011,0.045,0.012,30.6,12.2,26
24/02/2016,19:00,111,3.6,10.8,1.0,26.7,64.3,0.0,1012,0,0.002,0.002,0.004,0.001,,,21
24/02/2016,20:00,119,2.4,16.7,1.0,26.3,65.9,0.0,1013,0,0.006,0.005,0.010,0.000,15.3,4.8,19
24/02/2016,21:00,138,1.8,17.6,0.8,25.8,69.4,0.0,1013,0,0.002,0.002,0.004,0.000,14.4,3.4,20
24/02/2016,22:00,135,1.9,18.2,0.8,25.6,71.5,0.0,1013,0,0.002,0.002,0.003,0.001,10.3,-0.6,18
24/02/2016,23:00,161,1.8,18.4,0.7,25.3,71.8,0.0,1013,0,0.001,0.002,0.002,0.000,,,17
25/02/2016,00:00,161,1.7,16.9,0.7,24.6,73.6,0.0,1013,0,,,,,21.4,14.1,
25/02/2016,01:00,159,2.0,16.7,0.8,24.3,74.6,0.0,1013,0,0.000,0.001,0.001,0.000,19.0,11.6,12
25/02/2016,02:00,158,1.8,16.6,0.7,23.9,76.3,0.0,1012,0,0.001,0.002,0.003,0.000,22.4,16.1,15
25/02/2016,03:00,157,2.1,19.0,0.8,23.6,76.6,0.0,1012,0,0.001,0.002,0.003,0.000,19.8,13.0,16
25/02/2016,04:00,152,2.1,15.2,0.8,23.4,75.6,0.0,1012,0,0.001,0.003,0.004,0.000,21.9,14.1,17
25/02/2016,05:00,152,2.0,15.7,0.7,23.2,75.3,0.0,1013,3,0.005,0.008,0.012,0.000,23.6,14.7,19
25/02/2016,06:00,155,2.4,18.3,0.9,23.7,73.1,0.0,1013,45,0.007,0.007,0.013,0.000,24.1,15.0,19
25/02/2016,07:00,155,2.6,20.3,1.2,24.9,67.8,0.0,1013,317,0.006,0.005,0.011,0.000,20.8,9.6,20
25/02/2016,08:00,143,2.6,23.6,1.1,26.2,62.7,0.0,1013,630,0.010,0.006,0.015,0.002,23.9,13.0,22
25/02/2016,09:00,113,3.7,15.4,1.1,27.2,59.3,0.0,1013,852,0.007,0.003,0.010,0.001,,,21
25/02/2016,10:00,94,3.0,25.8,1.2,28.1,53.5,0.0,1013,1007,0.021,0.008,0.028,0.005,,,16
25/02/2016,11:00,59,3.4,19.4,1.2,28.6,52.8,0.0,1013,1077,0.008,0.004,0.012,0.002,,,15
25/02/2016,12:00,53,3.9,16.6,1.3,28.8,49.9,0.0,1012,1096,0.006,0.004,0.009,0.001,15.0,4.0,14
25/02/2016,13:00,52,3.8,15.1,1.2,28.6,52.6,0.0,1011,1022,0.004,0.002,0.006,0.000,15.7,4.2,14
25/02/2016,14:00,56,3.9,15.4,1.2,28.5,54.6,0.0,1011,879,0.004,0.003,0.007,0.000,16.5,5.2,16
25/02/2016,15:00,52,3.5,16.3,1.2,28.1,57.0,0.0,1010,668,0.004,0.003,0.007,0.001,18.2,4.6,19
25/02/2016,16:00,51,3.2,19.0,1.2,28.0,57.5,0.0,1011,418,0.004,0.003,0.006,0.001,18.9,5.6,20
25/02/2016,17:00,65,3.0,16.5,1.1,27.6,58.0,0.0,1011,158,0.009,0.006,0.015,0.001,20.5,4.3,20
25/02/2016,18:00,66,2.8,13.8,0.9,26.8,63.0,0.0,1011,9,0.005,0.005,0.009,0.000,25.3,10.3,19
25/02/2016,19:00,60,2.4,11.7,0.8,26.4,65.4,0.0,1012,0,0.002,0.002,0.004,0.000,15.4,3.6,19
25/02/2016,20:00,84,0.8,26.4,0.5,26.3,66.2,0.0,1012,0,0.003,0.005,0.007,0.001,14.4,2.8,20
25/02/2016,21:00,91,0.5,41.8,0.4,26.0,68.2,0.0,1013,0,0.001,0.003,0.004,0.000,13.8,2.3,19
25/02/2016,22:00,110,0.4,96.5,0.5,25.6,70.0,0.0,1012,0,0.003,0.003,0.005,0.000,12.4,2.0,19
25/02/2016,23:00,227,0.5,39.3,0.3,24.9,71.7,0.0,1012,0,0.000,0.003,0.003,0.000,12.3,1.6,19
26/02/2016,00:00,285,0.2,84.3,0.2,24.2,72.7,0.0,1012,0,,,,,10.8,1.9,
26/02/2016,01:00,248,0.4,39.2,0.2,24.0,73.2,0.0,1011,0,0.000,0.004,0.004,0.000,10.9,2.3,14
26/02/2016,02:00,224,0.4,50.3,0.3,23.7,74.5,0.0,1010,0,0.000,0.003,0.003,0.000,10.7,1.9,18
26/02/2016,03:00,229,1.1,30.7,0.5,23.2,75.6,0.0,1010,0,0.001,0.001,0.002,0.000,13.3,4.5,18
26/02/2016,04:00,229,2.0,8.5,0.5,23.1,74.7,0.0,1010,0,0.001,0.001,0.002,0.000,12.5,2.7,19
26/02/2016,05:00,230,2.4,8.6,0.6,22.2,78.6,0.0,1010,2,0.002,0.003,0.005,0.000,10.4,1.9,19
26/02/2016,06:00,225,2.0,10.9,0.6,22.9,76.1,0.0,1011,46,0.005,0.005,0.010,0.000,13.3,5.0,20
26/02/2016,07:00,210,1.7,18.8,0.7,25.1,68.1,0.0,1011,319,0.003,0.004,0.007,0.000,14.1,4.1,20
26/02/2016,08:00,233,1.1,51.0,0.6,26.9,62.0,0.0,1011,604,0.009,0.007,0.015,0.004,20.7,9.1,22
26/02/2016,09:00,185,0.5,83.1,0.6,28.1,56.2,0.0,1011,860,0.012,0.009,0.021,0.007,25.3,12.8,29
26/02/2016,10:00,49,1.3,75.1,1.2,28.6,56.1,0.0,1010,992,0.029,0.016,0.045,0.018,18.9,6.7,26
26/02/2016,11:00,49,2.8,17.8,0.9,28.9,55.9,0.0,1009,1074,0.057,0.026,0.082,0.037,22.4,8.0,29
26/02/2016,12:00,26,3.4,20.9,1.3,28.8,59.7,0.0,1009,1074,0.018,0.016,0.034,0.016,33.1,10.5,27
26/02/2016,13:00,21,3.1,21.5,1.4,28.3,61.3,0.0,1008,1000,0.003,0.005,0.008,0.004,27.1,9.8,27
26/02/2016,14:00,28,3.1,18.2,1.0,28.1,63.7,0.0,1007,858,0.002,0.004,0.006,0.002,26.5,11.6,29
26/02/2016,15:00,36,3.2,19.7,1.1,28.2,64.5,0.0,1006,651,0.005,0.005,0.010,0.001,34.2,13.0,27
26/02/2016,16:00,38,2.5,19.9,1.0,28.1,64.2,0.0,1006,404,0.002,0.003,0.005,0.001,27.8,12.4,28
26/02/2016,17:00,40,2.3,16.6,0.8,27.7,66.9,0.0,1007,153,0.004,0.005,0.008,0.001,24.9,11.7,27
26/02/2016,18:00,40,1.8,18.0,0.7,27.1,70.0,0.0,1007,9,0.002,0.004,0.006,0.001,32.2,17.8,27
26/02/2016,19:00,30,1.3,23.3,0.6,26.8,71.3,0.0,1008,0,0.002,0.004,0.006,0.001,24.4,10.6,28
26/02/2016,20:00,4,0.9,163.0,0.5,26.8,72.1,0.0,1008,0,0.002,0.004,0.006,0.001,27.7,9.4,27
26/02/2016,21:00,22,0.9,25.7,0.5,26.7,73.4,0.0,1009,0,0.001,0.003,0.004,0.002,22.6,8.7,26
26/02/2016,22:00,27,0.7,23.7,0.4,26.5,74.4,0.0,1009,0,0.001,0.006,0.007,0.001,20.9,7.1,27
26/02/2016,23:00,346,0.2,122.8,0.3,26.1,75.9,0.0,1009,0,0.000,0.003,0.003,0.001,21.6,9.0,27
27/02/2016,00:00,225,0.5,19.2,0.2,25.4,78.6,0.0,1008,0,,,,,19.1,8.3,
27/02/2016,01:00,168,1.1,22.6,0.6,25.1,79.3,0.0,1008,0,0.001,0.007,0.007,0.001,18.8,8.4,25
27/02/2016,02:00,156,1.6,20.2,0.6,24.4,79.1,0.0,1008,0,0.001,0.004,0.005,0.001,16.3,5.4,24
27/02/2016,03:00,160,1.5,15.3,0.5,24.0,78.6,0.0,1008,0,0.001,0.003,0.004,0.000,16.3,6.4,22
27/02/2016,04:00,151,1.5,14.8,0.5,24.1,77.1,0.0,1009,0,0.001,0.004,0.005,0.000,16.5,7.7,21
27/02/2016,05:00,144,2.1,17.6,0.9,23.9,76.4,0.0,1009,2,0.003,0.005,0.008,0.000,13.9,4.9,28
27/02/2016,06:00,156,2.1,19.1,0.9,23.9,75.0,0.0,1010,47,0.002,0.004,0.005,0.000,16.2,6.4,26
27/02/2016,07:00,148,2.7,18.6,1.1,25.2,67.9,0.0,1011,325,0.003,0.002,0.005,0.000,18.4,7.7,24
27/02/2016,08:00,131,3.5,20.7,1.3,26.7,59.1,0.0,1011,612,0.005,0.003,0.007,0.002,18.7,5.3,28
27/02/2016,09:00,126,3.5,24.0,1.5,27.8,52.8,0.0,1011,820,0.004,0.003,0.007,0.004,13.4,-2.1,27
27/02/2016,10:00,93,3.0,20.2,1.2,28.4,52.0,0.0,1011,988,0.038,0.013,0.051,0.018,23.2,7.0,26
27/02/2016,11:00,70,3.2,21.0,1.2,29.0,50.1,0.0,1010,1069,0.016,0.007,0.022,0.007,22.6,5.5,26
27/02/2016,12:00,43,4.0,13.3,1.1,28.5,54.4,0.0,1009,1076,0.003,0.002,0.005,0.001,26.0,9.2,25
27/02/2016,13:00,45,3.5,14.6,1.0,28.7,54.7,0.0,1009,1003,0.002,0.001,0.003,0.000,22.0,8.6,21
27/02/2016,14:00,42,3.4,15.4,1.0,29.1,55.3,0.0,1008,853,0.001,0.002,0.003,0.000,17.8,4.9,26
27/02/2016,15:00,53,3.2,16.7,1.1,29.3,56.4,0.0,1008,641,0.002,0.002,0.004,0.000,23.1,8.6,39
27/02/2016,16:00,63,3.8,12.3,1.1,29.0,58.5,0.0,1008,391,0.002,0.002,0.004,0.001,27.1,11.6,32
27/02/2016,17:00,71,3.7,11.6,1.1,28.3,62.9,0.0,1008,143,0.003,0.002,0.005,0.000,25.8,6.4,26
27/02/2016,18:00,68,2.9,11.9,0.9,28.0,65.9,0.0,1009,9,0.002,0.002,0.004,0.000,27.5,1.3,30
27/02/2016,19:00,62,2.3,15.2,0.7,27.8,67.8,0.0,1009,0,0.003,0.003,0.006,0.000,40.2,7.1,31
27/02/2016,20:00,50,1.5,17.6,0.5,27.6,70.9,0.0,1010,0,0.001,0.002,0.002,0.001,42.0,5.3,33
27/02/2016,21:00,102,1.4,21.5,0.7,27.4,71.0,0.0,1010,0,0.001,0.002,0.003,0.000,44.3,8.3,33
27/02/2016,22:00,119,1.7,23.4,0.9,27.2,70.4,0.0,1010,0,0.002,0.003,0.005,0.000,32.4,8.6,33
27/02/2016,23:00,129,1.6,16.5,0.6,26.7,71.5,0.0,1010,0,0.001,0.002,0.003,0.001,30.3,9.6,32
28/02/2016,00:00,139,2.6,17.6,1.1,26.3,70.1,0.0,1010,0,,,,,21.6,6.0,
28/02/2016,01:00,141,1.8,23.4,0.9,25.9,70.5,0.0,1009,0,0.001,0.001,0.001,0.000,14.7,4.5,18
28/02/2016,02:00,191,0.8,20.2,0.4,25.4,72.2,0.0,1009,0,0.000,0.001,0.001,0.000,12.6,3.6,22
28/02/2016,03:00,162,1.0,25.8,0.6,25.2,72.8,0.0,1009,0,0.000,0.001,0.001,0.000,11.6,2.8,21
28/02/2016,04:00,186,0.6,25.6,0.3,24.9,73.7,0.0,1009,0,0.001,0.002,0.003,0.000,11.4,3.6,20
28/02/2016,05:00,201,1.0,20.4,0.4,25.0,72.8,0.0,1010,2,0.001,0.001,0.002,0.000,8.9,2.2,17
28/02/2016,06:00,219,1.3,16.9,0.5,25.2,72.9,0.0,1011,45,0.001,0.002,0.003,0.000,11.0,5.0,20
28/02/2016,07:00,210,1.3,29.4,0.7,26.6,67.0,0.0,1011,313,0.001,0.001,0.002,0.000,11.5,4.2,19
28/02/2016,08:00,154,2.6,24.5,1.1,28.1,59.8,0.0,1011,591,0.002,0.001,0.003,0.000,9.4,3.5,12
28/02/2016,09:00,159,1.8,42.9,1.1,29.6,53.7,0.0,1011,791,0.002,0.001,0.003,0.000,6.9,2.2,10
28/02/2016,10:00,159,1.5,43.0,1.1,30.7,50.3,0.0,1011,961,0.002,0.002,0.004,0.000,10.1,6.0,9
28/02/2016,11:00,146,1.7,45.7,1.1,31.9,46.6,0.0,1010,1055,0.002,0.002,0.004,0.000,8.2,4.5,8
28/02/2016,12:00,112,2.1,39.8,1.2,32.8,44.5,0.0,1009,1064,0.009,0.005,0.013,0.002,7.1,4.2,9
28/02/2016,13:00,57,3.9,20.4,1.4,31.3,54.0,0.0,1008,993,0.006,0.003,0.009,0.003,8.7,2.1,14
28/02/2016,14:00,47,3.7,15.6,1.2,30.1,58.1,0.0,1008,848,0.001,0.001,0.002,0.000,11.0,2.1,17
28/02/2016,15:00,59,3.8,14.8,1.1,30.0,60.2,0.0,1007,643,0.002,0.002,0.004,0.001,20.1,8.9,22
28/02/2016,16:00,68,4.0,13.4,1.2,29.7,62.2,0.0,1007,392,0.007,0.004,0.011,0.002,28.0,6.7,27
28/02/2016,17:00,78,3.8,11.0,1.3,29.3,64.4,0.0,1008,139,0.039,0.013,0.052,0.021,32.1,3.9,35
28/02/2016,18:00,93,4.1,11.5,1.2,28.7,66.6,0.0,1009,3,0.040,0.012,0.052,0.020,40.5,10.2,40
28/02/2016,19:00,107,4.6,9.8,1.4,28.2,66.4,0.0,1010,0,0.002,0.001,0.002,0.001,38.5,15.8,33
28/02/2016,20:00,109,4.6,10.5,1.3,27.9,66.9,0.0,1010,0,0.000,0.000,0.000,0.000,22.5,7.0,32
28/02/2016,21:00,117,4.1,10.1,1.3,27.5,66.0,0.0,1011,0,0.000,0.000,0.000,0.000,25.9,10.8,30
28/02/2016,22:00,120,3.5,13.6,1.4,27.1,65.1,0.0,1011,0,0.000,0.001,0.001,0.002,20.3,6.2,28
28/02/2016,23:00,132,2.2,22.3,1.2,26.7,63.0,0.0,1012,0,0.001,0.001,0.002,0.007,14.5,2.8,24
29/02/2016,00:00,147,2.2,18.1,1.0,26.1,66.3,0.0,1011,0,,,,,12.1,2.4,
29/02/2016,01:00,150,1.8,21.4,0.8,25.6,67.8,0.0,1011,0,0.000,0.000,0.000,0.000,16.5,6.2,19
29/02/2016,02:00,146,2.1,18.8,0.9,25.3,69.2,0.0,1010,0,0.000,0.000,0.000,0.000,15.4,5.3,24
29/02/2016,03:00,140,2.4,16.2,0.9,25.2,70.2,0.0,1010,0,0.000,0.001,0.001,0.000,12.3,2.3,24
29/02/2016,04:00,142,2.8,16.0,1.2,25.0,69.6,0.0,1010,0,0.003,0.002,0.005,0.000,14.0,3.6,24
29/02/2016,05:00,146,2.8,15.8,1.0,24.7,70.7,0.0,1011,2,0.003,0.004,0.007,0.000,15.1,5.2,25
29/02/2016,06:00,148,3.1,15.9,1.2,25.0,71.5,0.0,1011,45,0.005,0.004,0.009,0.000,17.0,6.1,25
29/02/2016,07:00,142,3.8,16.9,1.5,26.2,66.5,0.0,1012,308,0.007,0.004,0.011,0.000,16.0,5.4,23
29/02/2016,08:00,127,4.0,18.2,1.5,27.6,60.8,0.0,1012,568,0.007,0.004,0.011,0.000,11.5,2.1,22
29/02/2016,09:00,124,4.3,15.0,1.6,28.6,56.5,0.0,1012,798,0.005,0.003,0.008,0.000,11.0,1.9,20
29/02/2016,10:00,127,3.9,21.0,1.6,29.6,52.3,0.0,1012,864,0.006,0.004,0.010,0.002,16.1,6.0,17
29/02/2016,11:00,134,3.4,25.0,1.5,30.6,48.5,0.0,1011,813,0.006,0.005,0.011,0.002,16.2,5.1,15
29/02/2016,12:00,147,3.5,22.9,1.4,31.3,45.6,0.0,1010,903,0.005,0.002,0.007,0.000,12.8,3.2,14
29/02/2016,13:00,133,3.8,24.5,1.8,32.2,42.4,0.0,1009,883,0.005,0.003,0.008,0.000,14.7,6.5,12
29/02/2016,14:00,140,3.8,21.7,1.5,32.8,40.0,0.0,1009,794,0.007,0.005,0.012,0.000,17.6,8.3,13
29/02/2016,15:00,90,3.9,20.8,1.4,31.3,53.5,0.0,1009,631,0.057,0.011,0.068,0.019,31.2,10.5,28
29/02/2016,16:00,91,4.2,11.4,1.3,30.0,61.7,0.0,1009,263,0.059,0.015,0.074,0.024,38.2,11.4,42
29/02/2016,17:00,97,5.0,8.9,1.5,29.2,65.4,0.0,1009,131,0.009,0.005,0.013,0.002,36.4,12.2,47
29/02/2016,18:00,105,5.1,9.8,1.5,28.6,65.3,0.0,1011,10,0.003,0.002,0.005,0.000,32.3,13.1,41
29/02/2016,19:00,108,4.9,11.2,1.5,28.0,64.5,0.0,1012,0,0.002,0.001,0.002,0.000,23.7,10.8,36
29/02/2016,20:00,121,4.1,14.3,1.7,27.5,63.7,0.0,1012,0,0.001,0.000,0.001,0.000,18.2,7.1,37
29/02/2016,21:00,115,4.2,11.2,1.4,27.2,63.1,0.0,1012,0,0.001,0.001,0.002,0.001,17.9,7.5,33
29/02/2016,22:00,123,2.9,13.4,1.1,26.7,63.5,0.0,1012,0,0.001,0.002,0.002,0.010,14.8,7.3,30
29/02/2016,23:00,136,2.7,17.8,1.0,26.3,65.1,0.0,1012,0,0.001,0.001,0.001,0.005,12.7,6.2,30
01/03/2016,00:00,148,2.8,16.1,1.1,25.9,67.7,0.0,1012,0,,,,,9.8,4.1,
01/03/2016,01:00,143,3.0,15.9,1.3,25.6,69.6,0.0,1011,0,0.000,0.000,0.000,0.000,9.5,3.6,28
01/03/2016,02:00,143,3.1,14.5,1.2,25.5,70.7,0.0,1011,0,0.002,0.001,0.003,0.000,11.0,4.7,38
01/03/2016,03:00,147,2.7,17.7,1.2,25.4,71.3,0.0,1011,0,0.001,0.001,0.002,0.000,13.0,6.3,40
01/03/2016,04:00,137,3.0,22.5,1.1,25.5,71.9,0.0,1011,0,0.002,0.002,0.004,0.001,12.5,6.3,40
01/03/2016,05:00,145,3.0,15.2,1.1,25.0,75.8,0.0,1012,2,0.004,0.003,0.007,0.002,13.1,6.7,38
01/03/2016,06:00,145,3.1,15.4,1.3,25.3,74.1,0.0,1012,63,0.008,0.004,0.012,0.000,12.6,6.6,38
01/03/2016,07:00,141,3.6,17.1,1.4,26.1,71.2,0.0,1012,226,0.008,0.004,0.012,0.000,16.1,10.4,30
01/03/2016,08:00,129,3.0,17.7,1.4,25.9,74.5,0.0,1013,169,0.014,0.005,0.019,0.003,10.8,3.9,27
01/03/2016,09:00,122,3.6,14.0,1.3,26.9,71.2,0.0,1013,336,0.010,0.005,0.015,0.009,12.3,3.0,23
01/03/2016,10:00,116,4.2,13.8,1.5,28.4,64.2,0.0,1013,659,0.006,0.003,0.009,0.005,19.2,10.8,18
01/03/2016,11:00,109,4.9,14.6,1.4,29.4,60.1,0.0,1012,1022,0.006,0.002,0.008,0.000,17.6,10.9,15
01/03/2016,12:00,102,5.4,10.1,1.5,29.9,59.2,0.0,1011,901,0.004,0.002,0.005,0.000,13.7,6.1,16
01/03/2016,13:00,91,6.0,14.9,1.7,29.9,60.4,0.0,1011,874,0.019,0.004,0.023,0.007,17.0,3.9,21
01/03/2016,14:00,86,5.1,12.3,1.6,29.3,64.5,0.0,1010,472,0.080,0.012,0.092,0.033,40.1,6.2,26
