Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),RAD (w/m^2),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
13/02/2016,14:00,126,3.3,24.2,1.4,31.3,43.1,0.0,1004,900,0.005,0.002,0.007,0.000,13.8,2.3,10
13/02/2016,15:00,76,3.7,21.4,1.4,30.3,51.7,0.1,1003,593,0.015,0.006,0.020,0.007,23.4,8.1,14
13/02/2016,16:00,107,3.8,15.9,1.3,28.0,64.6,0.0,1004,361,0.006,0.003,0.009,0.002,25.2,10.5,19
13/02/2016,17:00,144,4.0,24.6,2.2,24.7,76.7,7.6,1005,49,0.002,0.002,0.004,0.000,,,17
13/02/2016,18:00,157,3.0,16.8,1.0,24.1,78.0,0.0,1006,7,0.002,0.002,0.004,0.000,7.1,0.6,9
13/02/2016,19:00,141,3.1,14.7,1.3,24.9,74.8,0.0,1006,0,0.002,0.003,0.005,0.000,9.4,4.5,9
13/02/2016,20:00,140,3.1,16.8,1.3,24.7,70.0,0.0,1007,0,0.002,0.002,0.004,0.000,8.3,4.1,7
13/02/2016,21:00,145,2.7,15.8,1.1,24.3,67.7,0.0,1007,0,0.001,0.001,0.002,0.000,9.2,6.5,12
13/02/2016,22:00,148,2.9,15.3,1.1,24.5,66.2,0.0,1007,0,0.000,0.002,0.002,0.000,11.3,7.4,15
13/02/2016,23:00,147,2.3,17.7,0.9,24.6,64.5,0.0,1007,0,0.001,0.002,0.003,0.000,14.8,7.1,19
14/02/2016,00:00,152,2.5,18.6,1.1,24.6,62.9,0.0,1006,0,,,,,15.7,6.9,
14/02/2016,01:00,173,1.9,20.4,0.8,24.4,60.8,0.0,1005,0,0.000,0.001,0.001,0.000,15.2,6.8,10
14/02/2016,02:00,162,2.0,18.3,0.9,24.6,58.4,0.0,1005,0,0.000,0.001,0.001,0.000,12.2,3.9,12
14/02/2016,03:00,156,2.3,18.4,1.0,24.5,57.5,0.0,1004,0,0.000,0.001,0.001,0.000,12.7,6.4,11
14/02/2016,04:00,158,2.4,16.9,0.9,24.2,57.7,0.0,1004,0,0.001,0.002,0.002,0.000,9.6,3.8,11
14/02/2016,05:00,153,1.2,23.0,0.6,23.8,59.2,0.0,1005,4,0.002,0.004,0.005,0.000,10.5,4.3,11
14/02/2016,06:00,194,0.8,34.4,0.6,24.3,59.2,0.0,1006,61,0.001,0.003,0.004,0.000,10.9,5.4,11
14/02/2016,07:00,201,1.6,26.5,0.7,25.5,56.5,0.0,1006,275,0.001,0.001,0.002,0.000,8.1,1.4,12
14/02/2016,08:00,153,2.4,22.8,1.2,27.0,53.9,0.0,1006,632,0.002,0.002,0.004,0.000,8.8,2.6,12
14/02/2016,09:00,123,3.2,20.3,1.3,28.2,52.5,0.0,1006,847,0.005,0.002,0.006,0.000,,,13
14/02/2016,10:00,113,2.5,28.4,1.0,29.0,50.7,0.0,1005,1007,0.005,0.003,0.007,0.002,7.3,0.5,12
14/02/2016,11:00,87,2.7,21.1,1.0,29.5,50.6,0.0,1005,1097,0.008,0.004,0.011,0.004,13.4,5.4,14
14/02/2016,12:00,49,3.5,19.7,1.3,29.4,54.2,0.0,1004,1108,0.007,0.003,0.010,0.003,17.1,6.5,16
14/02/2016,13:00,47,3.5,14.5,1.2,28.9,57.7,0.0,1004,891,0.002,0.001,0.003,0.001,17.1,7.7,18
14/02/2016,14:00,58,3.5,14.7,1.1,29.0,58.0,0.0,1004,685,0.004,0.003,0.006,0.002,15.6,6.3,17
14/02/2016,15:00,64,3.8,12.7,1.4,28.9,60.2,0.0,1004,687,0.003,0.003,0.006,0.002,20.3,9.1,20
14/02/2016,16:00,69,4.1,13.6,1.1,28.5,61.8,0.0,1004,438,0.003,0.002,0.005,0.001,19.5,8.7,20
14/02/2016,17:00,68,3.5,11.7,1.1,28.3,63.1,0.0,1004,185,0.004,0.002,0.006,0.002,19.5,8.4,22
14/02/2016,18:00,74,2.8,11.9,0.9,27.7,66.7,0.0,1005,18,0.017,0.008,0.025,0.005,24.0,10.3,22
14/02/2016,19:00,86,2.1,18.3,0.9,27.3,70.6,0.0,1006,0,0.008,0.007,0.015,0.003,26.7,8.3,27
14/02/2016,20:00,112,1.5,21.5,0.8,27.0,72.6,0.0,1007,0,0.005,0.004,0.009,0.002,29.7,9.3,26
14/02/2016,21:00,115,2.1,14.9,0.7,26.7,72.5,0.0,1007,0,0.001,0.001,0.002,0.000,22.3,8.4,22
14/02/2016,22:00,120,1.2,22.2,0.6,26.4,72.9,0.0,1007,0,0.001,0.001,0.002,0.000,15.9,5.1,18
14/02/2016,23:00,102,0.6,56.5,0.5,26.0,75.4,0.0,1007,0,0.002,0.004,0.006,0.000,17.2,7.5,19
15/02/2016,00:00,248,0.6,30.7,0.3,25.2,78.5,0.0,1006,0,,,,,14.4,5.4,
15/02/2016,01:00,217,0.3,62.5,0.2,24.6,80.0,0.0,1006,0,0.000,0.004,0.004,0.000,15.3,6.0,14
15/02/2016,02:00,184,0.9,16.1,0.3,24.4,79.5,0.0,1005,0,0.000,0.002,0.002,0.000,11.4,4.4,18
15/02/2016,03:00,224,0.9,12.8,0.3,24.1,80.6,0.0,1005,0,0.001,0.003,0.003,0.000,13.8,6.0,17
15/02/2016,04:00,214,0.4,29.3,0.2,23.7,81.1,0.0,1006,0,0.003,0.004,0.007,0.000,12.3,5.0,17
15/02/2016,05:00,214,0.7,26.2,0.4,23.3,82.8,0.0,1006,4,0.011,0.008,0.019,0.000,12.7,5.8,19
15/02/2016,06:00,216,1.4,14.9,0.6,23.9,82.6,0.0,1007,67,0.013,0.009,0.022,0.001,18.0,8.3,23
15/02/2016,07:00,216,1.3,24.4,0.7,25.6,75.8,0.0,1007,216,0.009,0.007,0.015,0.001,18.9,8.3,33
15/02/2016,08:00,190,1.2,34.1,0.6,27.0,68.4,0.0,1007,367,0.006,0.005,0.011,0.001,19.5,9.4,38
15/02/2016,09:00,66,0.6,84.6,0.9,28.3,62.1,0.0,1007,673,0.005,0.005,0.009,0.002,15.8,6.3,29
15/02/2016,10:00,26,2.2,20.3,0.8,28.2,62.9,0.0,1007,920,0.005,0.007,0.012,0.003,15.4,6.4,24
15/02/2016,11:00,37,2.6,20.8,1.0,29.0,60.8,0.0,1007,1107,0.004,0.005,0.009,0.003,19.5,10.6,23
15/02/2016,12:00,31,2.8,17.7,1.0,29.4,58.8,0.0,1006,1115,0.002,0.003,0.005,0.001,18.8,11.4,18
15/02/2016,13:00,54,3.8,14.8,1.3,29.6,59.5,0.0,1005,1041,0.003,0.002,0.005,0.001,13.6,6.6,16
15/02/2016,14:00,55,3.8,15.3,1.3,29.4,57.4,0.0,1005,899,0.004,0.003,0.006,0.000,14.1,6.5,14
15/02/2016,15:00,55,3.2,16.1,1.0,29.5,52.3,0.0,1005,701,0.007,0.004,0.011,0.001,14.6,6.6,11
15/02/2016,16:00,59,3.3,13.2,1.0,29.1,52.6,0.0,1005,454,0.010,0.005,0.015,0.000,9.5,4.1,10
15/02/2016,17:00,54,2.6,15.6,0.9,28.2,62.1,0.0,1005,193,0.006,0.004,0.010,0.000,12.4,7.1,22
15/02/2016,18:00,57,2.1,12.0,0.6,27.4,66.2,0.0,1006,17,0.009,0.005,0.013,0.001,10.7,4.9,17
15/02/2016,19:00,76,1.0,22.1,0.5,27.0,68.8,0.0,1006,0,0.004,0.005,0.009,0.001,19.2,6.0,19
15/02/2016,20:00,88,1.1,20.5,0.5,26.8,71.4,0.0,1007,0,0.002,0.004,0.006,0.001,23.2,6.9,19
15/02/2016,21:00,119,0.7,48.8,0.6,26.7,70.8,0.0,1007,0,0.001,0.003,0.004,0.000,19.1,6.5,18
15/02/2016,22:00,214,0.6,38.7,0.3,26.0,74.2,0.0,1007,0,0.001,0.004,0.005,0.000,14.5,4.6,18
15/02/2016,23:00,244,0.5,35.0,0.3,25.0,77.9,0.0,1007,0,0.001,0.006,0.007,0.000,15.3,6.7,17
16/02/2016,00:00,203,0.8,25.9,0.3,24.9,77.3,0.0,1006,0,,,,,12.0,4.2,
16/02/2016,01:00,185,1.0,11.8,0.3,24.8,77.2,0.0,1006,0,0.000,0.002,0.002,0.000,13.3,5.3,15
16/02/2016,02:00,176,1.0,20.2,0.4,24.3,78.3,0.0,1005,0,0.000,0.004,0.004,0.000,14.6,6.0,18
16/02/2016,03:00,223,1.4,12.8,0.4,23.6,80.2,0.0,1005,0,0.001,0.003,0.004,0.000,15.2,6.9,23
16/02/2016,04:00,199,0.9,22.4,0.4,22.9,83.7,0.0,1006,0,0.001,0.003,0.004,0.000,12.4,5.6,22
16/02/2016,05:00,196,0.8,15.5,0.3,23.0,83.2,0.0,1006,4,0.008,0.007,0.015,0.000,17.0,9.7,21
16/02/2016,06:00,156,1.3,26.7,0.7,23.9,78.0,0.0,1006,70,0.012,0.009,0.020,0.000,13.2,5.4,19
16/02/2016,07:00,135,2.5,19.1,1.2,25.3,70.8,0.0,1007,260,0.013,0.006,0.018,0.001,13.8,5.2,18
16/02/2016,08:00,125,3.0,17.9,1.2,26.2,66.3,0.0,1007,649,0.011,0.005,0.016,0.006,15.9,6.3,18
16/02/2016,09:00,110,2.1,18.5,0.9,27.4,61.0,0.0,1007,867,0.010,0.004,0.014,0.006,7.1,-1.8,17
16/02/2016,10:00,78,2.2,29.5,1.0,28.4,58.1,0.0,1007,1013,0.013,0.006,0.019,0.005,19.0,9.5,15
16/02/2016,11:00,37,2.7,19.7,1.1,28.5,58.5,0.0,1006,1099,0.006,0.003,0.009,0.002,15.1,6.2,14
16/02/2016,12:00,37,2.8,19.2,1.0,28.5,58.8,0.0,1006,1107,0.004,0.002,0.006,0.001,13.6,6.2,15
16/02/2016,13:00,50,3.1,18.9,1.1,29.0,57.9,0.0,1005,1034,0.004,0.003,0.006,0.001,15.8,7.5,18
16/02/2016,14:00,46,2.7,19.5,1.0,29.5,56.4,0.0,1004,894,0.007,0.004,0.011,0.000,16.7,7.5,15
16/02/2016,15:00,44,2.8,15.8,1.0,29.4,56.5,0.0,1004,686,0.008,0.004,0.012,0.000,12.5,1.2,16
16/02/2016,16:00,39,2.5,22.2,1.0,29.1,59.8,0.0,1004,439,0.005,0.004,0.009,0.000,16.6,6.1,17
16/02/2016,17:00,31,2.4,16.9,0.8,28.2,63.3,0.0,1004,177,0.006,0.004,0.010,0.000,17.7,7.5,18
16/02/2016,18:00,29,1.7,21.2,0.8,27.5,67.2,0.0,1005,16,0.006,0.004,0.010,0.000,17.1,7.0,19
16/02/2016,19:00,22,1.4,21.7,0.7,27.1,70.3,0.0,1005,0,0.001,0.004,0.005,0.000,20.9,9.8,18
16/02/2016,20:00,19,1.1,22.1,0.5,26.9,71.9,0.0,1005,0,0.002,0.002,0.004,0.000,13.5,3.9,18
16/02/2016,21:00,322,0.8,38.3,0.3,26.6,74.2,0.0,1006,0,0.000,0.003,0.003,0.000,15.9,7.1,18
16/02/2016,22:00,312,1.3,15.4,0.4,26.2,76.3,0.0,1006,0,0.000,0.003,0.003,0.000,16.8,6.9,24
16/02/2016,23:00,296,0.8,23.8,0.3,26.0,77.5,0.0,1005,0,0.000,0.004,0.004,0.001,18.4,8.5,19
17/02/2016,00:00,250,0.6,40.6,0.4,25.5,79.5,0.0,1004,0,,,,,14.8,5.6,
17/02/2016,01:00,245,0.8,11.9,0.2,24.8,82.4,0.0,1004,0,0.001,0.008,0.008,0.001,15.5,5.5,19
17/02/2016,02:00,248,0.7,12.6,0.2,24.3,83.5,0.0,1003,0,0.001,0.005,0.005,0.000,16.9,6.7,21
17/02/2016,03:00,224,0.4,50.1,0.3,24.1,83.9,0.0,1003,0,0.001,0.004,0.004,0.000,12.8,3.9,21
17/02/2016,04:00,252,0.5,39.5,0.3,24.0,84.2,0.0,1004,0,0.004,0.007,0.011,0.000,13.8,5.6,20
17/02/2016,05:00,216,0.3,62.5,0.3,23.9,84.8,0.0,1004,4,0.022,0.013,0.034,0.000,15.9,6.6,22
17/02/2016,06:00,236,0.6,37.5,0.3,24.4,84.1,0.0,1005,46,0.025,0.012,0.037,0.001,18.3,9.0,24
17/02/2016,07:00,311,1.0,41.5,0.7,26.8,74.0,0.0,1005,243,0.004,0.005,0.009,0.001,20.5,10.7,21
17/02/2016,08:00,21,1.5,172.8,0.8,27.9,68.5,0.0,1005,575,0.006,0.005,0.011,0.001,20.1,9.5,20
17/02/2016,09:00,47,2.1,20.1,0.8,28.3,67.9,0.0,1005,834,0.007,0.006,0.013,0.000,19.1,9.4,21
17/02/2016,10:00,38,2.4,22.5,0.9,28.9,65.9,0.0,1005,983,0.003,0.004,0.007,0.000,18.8,7.5,22
17/02/2016,11:00,34,2.6,21.7,1.1,29.2,65.6,0.0,1005,1067,0.002,0.002,0.004,0.000,24.9,7.5,20
17/02/2016,12:00,40,2.8,21.5,1.0,29.4,64.4,0.0,1005,1075,0.002,0.002,0.004,0.000,17.2,6.6,22
17/02/2016,13:00,37,3.0,17.6,1.1,29.0,65.6,0.0,1004,1006,0.002,0.002,0.004,0.000,18.2,7.9,26
17/02/2016,14:00,46,3.1,18.2,1.1,29.1,65.5,0.0,1004,867,0.004,0.004,0.008,0.001,16.9,6.9,27
17/02/2016,15:00,52,3.4,15.8,1.0,29.0,67.2,0.0,1004,534,0.008,0.006,0.014,0.000,24.0,11.8,28
17/02/2016,16:00,57,3.0,16.5,1.0,28.1,70.0,0.0,1004,132,0.007,0.005,0.012,0.001,29.8,15.0,28
17/02/2016,17:00,64,3.3,15.2,1.2,27.9,70.3,0.0,1004,88,0.006,0.006,0.012,0.001,22.2,10.1,25
17/02/2016,18:00,65,2.8,14.1,0.9,27.6,71.2,0.0,1005,32,0.005,0.003,0.008,0.001,13.4,4.1,21
17/02/2016,19:00,57,2.1,19.4,0.7,27.2,72.8,0.0,1005,0,0.002,0.003,0.005,0.001,,,18
17/02/2016,20:00,355,2.0,166.4,0.8,27.2,73.7,0.0,1005,0,0.000,0.001,0.001,0.000,17.4,8.3,17
17/02/2016,21:00,351,1.4,25.6,0.8,27.2,73.5,0.0,1006,0,0.000,0.001,0.001,0.000,11.8,4.2,16
17/02/2016,22:00,351,1.1,26.0,0.4,27.2,74.2,0.0,1006,0,0.000,0.001,0.001,0.000,17.4,9.7,15
17/02/2016,23:00,22,1.2,164.9,0.6,27.4,75.0,0.0,1005,0,0.000,0.000,0.000,0.000,7.8,1.2,15
18/02/2016,00:00,40,1.6,14.9,0.6,27.1,75.4,0.0,1005,0,,,,,16.9,9.6,
18/02/2016,01:00,48,1.5,17.8,0.6,27.0,76.5,0.0,1005,0,0.000,0.001,0.001,0.000,6.3,2.3,13
18/02/2016,02:00,335,0.3,111.9,0.6,27.0,77.2,0.0,1005,0,0.000,0.001,0.001,0.000,12.4,6.4,15
18/02/2016,03:00,210,0.9,34.6,0.6,25.7,84.4,0.1,1005,0,0.001,0.003,0.004,0.000,10.0,5.9,20
18/02/2016,04:00,136,0.4,51.2,0.2,25.4,85.9,0.0,1005,0,0.004,0.005,0.008,0.000,14.5,9.5,24
18/02/2016,05:00,22,0.9,161.7,1.0,25.8,85.3,0.0,1005,4,0.011,0.010,0.021,0.000,19.9,12.3,24
18/02/2016,06:00,35,2.3,17.1,1.0,26.6,79.7,0.0,1005,21,0.002,0.003,0.005,0.000,15.4,8.6,31
18/02/2016,07:00,56,1.4,21.4,0.6,26.8,80.3,0.0,1006,133,0.006,0.004,0.010,0.000,11.9,5.4,23
18/02/2016,08:00,78,0.5,69.5,0.6,27.8,75.1,0.0,1007,253,0.007,0.007,0.014,0.000,27.7,16.8,27
18/02/2016,09:00,41,1.2,30.4,0.7,28.0,73.6,0.0,1007,274,0.008,0.005,0.013,0.000,32.2,21.9,23
18/02/2016,10:00,42,2.3,21.2,0.9,28.9,67.9,0.0,1006,1025,,,,,,,
18/02/2016,11:00,44,2.4,23.6,0.9,29.6,64.1,0.0,1006,1080,,,,,,,
18/02/2016,12:00,37,2.8,19.4,1.0,29.9,63.2,0.0,1005,1076,0.004,0.004,0.008,0.001,,,14
18/02/2016,13:00,35,3.3,17.4,1.1,29.6,65.3,0.0,1005,1011,0.003,0.003,0.005,0.000,,,35
18/02/2016,14:00,30,3.3,18.8,1.2,29.4,67.8,0.0,1004,863,0.003,0.002,0.004,0.000,,,18
18/02/2016,15:00,19,3.4,16.8,1.3,29.2,68.2,0.0,1004,676,0.005,0.003,0.008,0.000,,,18
18/02/2016,16:00,23,3.0,18.9,1.2,29.1,68.8,0.0,1004,423,0.003,0.002,0.005,0.000,,,17
18/02/2016,17:00,22,3.0,16.7,1.1,28.5,70.2,0.0,1005,170,0.003,0.002,0.005,0.000,20.6,18.1,18
18/02/2016,18:00,19,2.5,17.1,1.1,28.0,73.1,0.0,1005,8,0.002,0.002,0.004,0.000,24.8,20.2,18
18/02/2016,19:00,14,2.4,16.0,1.1,27.9,73.6,0.0,1006,0,0.002,0.002,0.003,0.000,18.2,14.3,18
18/02/2016,20:00,328,2.3,23.7,0.9,27.8,74.0,0.0,1007,0,0.001,0.002,0.003,0.000,17.8,15.5,15
18/02/2016,21:00,4,1.6,152.3,0.8,27.8,74.7,0.0,1007,0,0.001,0.003,0.003,0.000,18.0,15.1,15
18/02/2016,22:00,40,2.3,19.8,1.0,27.8,75.3,0.0,1007,0,0.000,0.000,0.000,0.000,16.6,13.7,14
18/02/2016,23:00,44,2.3,15.5,0.8,27.8,75.7,0.0,1008,0,0.002,0.001,0.002,0.000,11.7,9.3,11
19/02/2016,00:00,54,2.3,14.6,0.6,27.6,75.6,0.0,1008,0,,,,,11.2,9.4,
19/02/2016,01:00,25,1.6,19.1,0.7,27.4,75.6,0.0,1007,0,0.000,0.000,0.000,0.000,10.3,8.9,9
19/02/2016,02:00,4,1.7,172.4,0.7,27.3,76.1,0.0,1007,0,0.000,0.001,0.001,0.000,12.9,10.6,10
19/02/2016,03:00,359,1.5,22.2,0.7,27.1,77.1,0.0,1007,0,0.002,0.003,0.005,0.000,15.5,12.9,10
19/02/2016,04:00,343,1.0,24.0,0.5,26.9,77.6,0.0,1007,0,0.002,0.005,0.007,0.000,13.6,10.6,12
19/02/2016,05:00,17,1.1,23.9,0.6,27.2,77.8,0.0,1008,6,0.006,0.006,0.012,0.000,14.3,11.3,11
19/02/2016,06:00,6,1.3,174.4,0.6,27.6,76.5,0.0,1009,77,0.002,0.003,0.005,0.000,15.0,12.1,9
19/02/2016,07:00,22,1.6,28.5,0.8,28.3,73.2,0.0,1010,236,0.004,0.003,0.007,0.000,16.7,14.1,10
19/02/2016,08:00,37,2.5,16.5,0.8,28.9,69.9,0.0,1010,603,0.006,0.004,0.010,0.000,15.0,13.0,10
19/02/2016,09:00,39,2.8,17.9,1.1,29.4,66.6,0.0,1010,900,0.007,0.003,0.009,0.000,20.7,15.8,10
19/02/2016,10:00,43,3.2,17.0,1.0,29.6,65.3,0.0,1010,1079,0.003,0.002,0.005,0.000,16.5,11.5,9
19/02/2016,11:00,42,3.1,18.0,1.1,29.8,62.8,0.0,1010,1041,0.004,0.003,0.006,0.000,14.6,12.6,9
19/02/2016,12:00,39,3.1,17.9,1.2,30.0,62.2,0.0,1009,1072,0.003,0.002,0.005,0.000,15.2,13.5,9
19/02/2016,13:00,41,3.2,17.0,1.2,30.1,60.6,0.0,1009,1007,0.003,0.002,0.005,0.000,17.4,14.3,10
19/02/2016,14:00,40,3.4,17.5,1.1,30.1,60.9,0.0,1008,870,0.005,0.004,0.009,0.000,17.0,14.9,12
19/02/2016,15:00,42,3.2,18.1,1.2,29.9,63.1,0.0,1008,671,0.007,0.004,0.011,0.000,21.1,14.8,11
19/02/2016,16:00,46,3.4,14.8,1.1,29.3,66.6,0.0,1008,431,0.004,0.002,0.005,0.000,17.8,12.3,10
19/02/2016,17:00,45,3.2,13.4,0.9,28.8,68.7,0.0,1009,160,0.004,0.002,0.005,0.000,18.7,14.2,10
19/02/2016,18:00,51,2.9,13.7,0.9,28.1,70.9,0.0,1009,11,0.003,0.002,0.004,0.000,12.8,6.7,10
19/02/2016,19:00,56,2.8,13.0,0.9,27.8,73.0,0.0,1010,0,0.002,0.002,0.003,0.000,10.9,6.7,9
19/02/2016,20:00,44,2.5,13.2,0.8,27.6,73.4,0.0,1010,0,0.001,0.002,0.003,0.000,11.5,7.1,9
19/02/2016,21:00,42,2.1,19.1,0.9,27.6,73.3,0.0,1011,0,0.001,0.001,0.002,0.000,13.6,7.6,8
19/02/2016,22:00,40,1.9,16.8,0.7,27.6,72.1,0.0,1012,0,0.001,0.002,0.003,0.000,11.0,6.5,8
19/02/2016,23:00,41,1.8,17.5,0.6,27.5,72.5,0.0,1012,0,0.000,0.001,0.001,0.000,13.4,9.9,8
20/02/2016,00:00,63,2.1,12.4,0.7,27.3,72.8,0.0,1011,0,,,,,12.9,8.3,
20/02/2016,01:00,58,1.8,13.7,0.6,27.1,72.5,0.0,1011,0,0.001,0.001,0.002,0.000,18.3,8.8,8
20/02/2016,02:00,49,1.9,12.5,0.6,27.0,73.1,0.0,1010,0,0.002,0.001,0.002,0.000,12.3,8.3,10
20/02/2016,03:00,40,1.6,16.0,0.6,27.0,74.1,0.0,1010,0,0.000,0.001,0.001,0.000,14.7,10.1,10
20/02/2016,04:00,54,1.6,17.3,0.5,27.0,75.4,0.0,1011,0,0.002,0.002,0.003,0.000,12.9,8.1,10
20/02/2016,05:00,57,2.2,23.3,1.4,26.3,77.8,7.0,1011,3,0.001,0.002,0.003,0.000,16.1,10.1,24
20/02/2016,06:00,42,0.9,36.4,0.6,25.5,84.9,0.0,1012,60,0.001,0.003,0.004,0.000,25.7,13.2,18
20/02/2016,07:00,62,1.8,15.8,0.7,27.5,73.5,0.0,1013,267,0.003,0.003,0.006,0.000,20.0,12.2,15
20/02/2016,08:00,46,1.9,23.7,0.8,28.5,66.1,0.0,1013,635,0.003,0.002,0.005,0.000,21.8,12.7,15
20/02/2016,09:00,41,1.7,30.1,0.9,29.0,63.2,0.0,1013,859,0.004,0.002,0.005,0.000,22.1,14.4,15
20/02/2016,10:00,39,2.3,20.0,0.8,29.2,62.0,0.0,1013,987,0.003,0.002,0.005,0.000,27.1,19.0,16
20/02/2016,11:00,37,2.5,21.8,0.9,29.5,61.9,0.0,1013,1066,0.002,0.002,0.004,0.000,26.6,18.3,17
20/02/2016,12:00,44,3.1,16.4,1.0,29.6,61.0,0.0,1012,1071,0.002,0.002,0.004,0.000,20.8,11.5,17
20/02/2016,13:00,49,3.5,16.9,1.2,29.6,63.3,0.0,1011,1011,0.002,0.001,0.003,0.000,21.6,12.4,19
20/02/2016,14:00,53,3.7,14.8,1.2,29.3,63.4,0.0,1011,713,0.002,0.001,0.003,0.000,25.6,16.1,19
20/02/2016,15:00,73,3.4,22.5,1.2,29.0,62.1,0.0,1011,379,0.006,0.002,0.008,0.001,23.2,13.4,20
20/02/2016,16:00,67,3.0,12.8,1.0,27.5,71.8,0.0,1011,133,0.005,0.003,0.008,0.000,32.0,19.8,21
20/02/2016,17:00,72,3.5,12.5,1.2,27.8,71.4,0.0,1011,66,0.010,0.004,0.013,0.002,33.6,19.5,25
20/02/2016,18:00,105,3.3,13.0,1.1,27.6,70.1,0.0,1012,7,0.003,0.003,0.005,0.001,28.3,13.9,27
20/02/2016,19:00,99,3.6,14.5,1.2,27.6,68.1,0.0,1013,0,0.010,0.007,0.017,0.002,24.4,11.8,29
20/02/2016,20:00,92,3.8,12.0,1.2,27.7,67.0,0.0,1013,0,0.025,0.010,0.034,0.009,29.0,8.4,33
20/02/2016,21:00,103,4.4,9.6,1.3,27.5,64.0,0.0,1014,0,0.000,0.001,0.001,0.001,39.0,14.2,28
20/02/2016,22:00,114,3.5,15.0,1.5,27.1,66.0,0.0,1014,0,0.001,0.001,0.002,0.000,25.9,12.0,27
20/02/2016,23:00,123,2.8,15.1,1.1,26.8,66.1,0.0,1014,0,0.002,0.002,0.004,0.001,25.8,12.4,25
21/02/2016,00:00,123,3.1,15.5,1.2,26.3,66.8,0.0,1014,0,,,,,26.9,14.6,
21/02/2016,01:00,146,2.0,20.3,0.9,25.2,71.6,0.0,1013,0,0.000,0.002,0.002,0.004,26.6,15.0,20
21/02/2016,02:00,148,2.4,16.2,0.9,24.5,73.6,0.0,1013,0,0.000,0.001,0.001,0.000,23.7,12.2,23
21/02/2016,03:00,143,2.5,14.6,0.9,24.2,73.7,0.0,1013,0,0.000,0.001,0.001,0.000,23.8,12.8,23
21/02/2016,04:00,146,2.3,17.2,0.9,24.0,74.0,0.0,1013,0,0.000,0.001,0.001,0.000,25.1,14.3,24
21/02/2016,05:00,154,2.2,16.5,0.9,23.7,75.1,0.0,1014,3,0.001,0.001,0.002,0.000,20.9,10.2,24
21/02/2016,06:00,154,2.4,16.1,0.9,24.0,73.9,0.0,1014,51,0.001,0.002,0.003,0.000,22.2,11.5,24
21/02/2016,07:00,142,3.3,19.1,1.4,25.5,69.2,0.0,1015,270,0.002,0.001,0.003,0.000,27.1,15.9,25
21/02/2016,08:00,138,3.9,16.3,1.5,27.0,63.2,0.0,1015,606,0.002,0.002,0.003,0.001,26.3,14.1,25
21/02/2016,09:00,140,3.7,19.8,1.5,28.1,58.3,0.0,1015,704,0.003,0.003,0.005,0.002,25.4,12.6,24
21/02/2016,10:00,132,4.1,19.3,1.5,29.0,53.7,0.0,1015,832,0.002,0.002,0.003,0.002,22.6,11.5,22
21/02/2016,11:00,121,3.7,21.3,1.5,30.0,49.8,0.0,1015,751,0.003,0.002,0.005,0.001,25.4,14.8,17
21/02/2016,12:00,112,4.1,16.3,1.3,30.8,46.4,0.0,1014,829,0.002,0.001,0.003,0.001,19.4,10.9,14
21/02/2016,13:00,105,3.9,15.4,1.4,30.6,49.2,0.0,1013,360,0.009,0.003,0.011,0.003,22.5,15.2,15
21/02/2016,14:00,104,4.1,12.9,1.3,30.0,53.2,0.0,1013,502,0.003,0.001,0.004,0.000,26.7,15.4,16
21/02/2016,15:00,113,5.3,15.2,1.6,29.4,55.4,0.0,1013,356,0.003,0.001,0.004,0.000,28.3,17.7,14
21/02/2016,16:00,117,4.2,15.1,1.4,28.5,60.5,0.0,1013,226,0.003,0.002,0.004,0.002,19.1,12.1,14
21/02/2016,17:00,133,4.3,16.3,1.7,27.6,62.3,0.0,1014,61,0.006,0.003,0.008,0.001,25.3,20.7,12
21/02/2016,18:00,134,4.6,15.5,1.6,26.4,68.0,0.0,1015,7,0.002,0.001,0.003,0.000,18.0,16.5,15
21/02/2016,19:00,132,3.8,16.1,1.6,25.3,76.3,0.0,1015,0,0.001,0.001,0.002,0.001,15.4,14.2,13
21/02/2016,20:00,132,3.7,15.4,1.6,24.4,83.1,0.0,1016,0,0.001,0.000,0.001,0.001,16.5,15.0,13
21/02/2016,21:00,141,3.9,14.2,1.5,24.4,81.4,0.0,1017,0,0.001,0.000,0.001,0.000,13.6,12.1,12
21/02/2016,22:00,140,3.6,15.3,1.5,23.7,84.0,0.0,1017,0,0.001,0.000,0.001,0.000,15.2,14.1,12
21/02/2016,23:00,144,2.9,17.1,1.1,23.8,83.0,0.0,1016,0,0.000,0.000,0.000,0.000,15.5,13.0,17
22/02/2016,00:00,140,3.2,16.0,1.2,24.5,77.4,0.0,1016,0,,,,,14.6,8.7,
22/02/2016,01:00,139,3.5,15.8,1.5,25.0,73.0,0.0,1015,0,0.000,0.001,0.001,0.000,17.0,7.7,20
22/02/2016,02:00,138,3.8,15.8,1.5,25.1,71.2,0.0,1014,0,0.000,0.000,0.000,0.000,18.4,7.7,26
