Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Bsp (Mm^-1)
31/03/2015,09:00,130,3.7,18.3,1.1,27.2,70.5,0.006,0.006,0.012,0.003,15.3,6.5,22
31/03/2015,10:00,116,4.0,21.1,1.3,27.9,68.1,0.019,0.012,0.030,0.013,16.8,7.1,22
31/03/2015,11:00,104,4.4,16.9,1.3,28.1,68.3,0.005,0.004,0.009,0.005,20.5,10.2,23
31/03/2015,12:00,110,3.8,18.6,1.1,28.3,65.6,0.006,0.006,0.012,0.004,20.6,9.2,22
31/03/2015,13:00,106,4.4,17.0,1.2,28.9,62.6,0.007,0.007,0.014,0.007,24.3,13.5,22
31/03/2015,14:00,110,3.7,19.5,1.1,29.0,60.3,0.014,0.011,0.025,0.013,20.0,9.8,21
31/03/2015,15:00,106,4.4,16.0,1.1,28.7,60.1,0.007,0.007,0.014,0.006,23.9,12.6,19
31/03/2015,16:00,113,3.5,15.7,1.1,27.2,64.8,0.017,0.011,0.028,0.012,21.3,11.3,19
31/03/2015,17:00,115,3.1,16.3,1.0,26.5,63.0,0.018,0.019,0.036,0.018,19.1,9.5,18
31/03/2015,18:00,133,1.8,14.6,0.6,24.9,67.6,0.009,0.012,0.021,0.012,15.2,5.7,19
31/03/2015,19:00,133,1.3,24.7,0.6,24.3,75.8,0.007,0.015,0.021,0.014,12.2,3.6,22
31/03/2015,20:00,147,1.3,43.4,0.8,22.8,87.4,0.007,0.011,0.018,0.007,15.8,5.8,26
31/03/2015,21:00,157,2.8,21.0,1.1,22.2,88.9,0.002,0.003,0.004,0.002,12.3,3.8,24
31/03/2015,22:00,159,3.1,16.9,1.0,22.1,86.7,0.001,0.000,0.001,0.000,11.6,5.2,20
31/03/2015,23:00,160,2.1,20.7,0.9,22.4,84.7,0.002,0.002,0.003,0.000,11.6,4.8,21
01/04/2015,00:00,157,2.4,20.1,0.9,21.4,88.2,,,,,12.2,5.0,
01/04/2015,01:00,177,2.7,25.3,1.2,22.1,84.7,0.003,0.008,0.010,0.000,9.4,2.7,29
01/04/2015,02:00,240,1.0,55.4,0.9,21.3,89.1,0.001,0.004,0.005,0.001,12.3,6.2,22
01/04/2015,03:00,183,2.1,41.3,1.4,22.6,84.3,0.003,0.008,0.011,0.001,10.0,4.0,26
01/04/2015,04:00,208,1.3,55.0,1.0,21.8,88.1,0.003,0.006,0.009,0.002,14.0,6.6,26
01/04/2015,05:00,204,1.3,44.9,0.8,22.1,87.1,0.007,0.009,0.015,0.002,17.6,8.7,29
01/04/2015,06:00,165,1.5,36.8,0.8,22.4,85.5,0.004,0.007,0.010,0.002,16.1,5.6,25
01/04/2015,07:00,156,1.6,20.8,0.7,22.6,85.3,0.003,0.008,0.011,0.000,12.9,5.7,23
01/04/2015,08:00,152,2.2,20.7,1.0,23.5,82.3,0.004,0.007,0.011,0.000,12.1,4.8,22
01/04/2015,09:00,157,3.1,17.6,0.9,24.5,78.8,0.003,0.004,0.006,0.000,12.3,5.6,21
01/04/2015,10:00,123,3.8,19.0,1.2,25.4,76.5,0.027,0.012,0.039,0.013,13.0,8.0,18
01/04/2015,11:00,118,3.7,20.9,1.2,26.9,70.8,0.010,0.008,0.018,0.015,13.8,10.8,16
01/04/2015,12:00,107,3.0,22.6,1.0,26.7,70.8,0.012,0.013,0.024,0.015,10.6,8.7,14
01/04/2015,13:00,132,2.9,29.1,1.2,26.4,72.8,0.004,0.007,0.011,0.005,10.3,7.1,15
01/04/2015,14:00,113,4.2,14.8,1.3,26.9,68.7,0.009,0.010,0.019,0.008,12.4,10.9,13
01/04/2015,15:00,105,3.5,18.6,1.0,26.5,69.4,0.006,0.012,0.018,0.006,7.2,5.9,11
01/04/2015,16:00,102,3.3,16.7,1.1,25.9,72.6,0.004,0.010,0.014,0.006,11.8,9.4,12
01/04/2015,17:00,111,3.7,15.7,1.1,25.0,76.7,0.006,0.009,0.014,0.005,6.4,4.4,12
01/04/2015,18:00,129,3.2,15.0,1.1,23.5,80.5,0.001,0.003,0.004,0.003,7.6,6.0,12
01/04/2015,19:00,130,2.1,17.1,0.7,22.9,82.3,0.000,0.004,0.004,0.000,5.1,3.8,12
01/04/2015,20:00,135,2.7,18.5,1.1,22.8,82.0,0.001,0.006,0.007,0.000,3.3,1.5,12
01/04/2015,21:00,140,2.5,18.9,0.8,22.4,83.8,0.001,0.005,0.005,0.000,3.9,2.4,13
01/04/2015,22:00,154,2.5,16.4,0.9,22.1,84.7,0.001,0.003,0.004,0.000,3.4,1.4,14
01/04/2015,23:00,156,1.9,45.5,1.2,21.9,85.2,0.001,0.004,0.005,0.000,6.0,2.8,16
02/04/2015,00:00,163,1.9,37.7,1.0,21.6,86.4,,,,,6.8,3.4,
02/04/2015,01:00,238,0.7,58.7,0.6,20.5,89.9,0.000,0.004,0.004,0.001,8.2,3.8,15
02/04/2015,02:00,262,0.7,54.6,0.6,20.2,91.3,0.001,0.004,0.005,0.002,5.1,2.3,16
02/04/2015,03:00,260,1.7,35.2,0.9,20.0,92.2,0.002,0.003,0.005,0.001,6.3,2.9,16
02/04/2015,04:00,260,1.9,46.9,1.1,20.0,92.8,0.002,0.003,0.005,0.000,6.6,2.0,17
02/04/2015,05:00,256,2.3,21.2,0.9,20.4,91.8,0.005,0.006,0.010,0.000,4.2,-0.3,16
02/04/2015,06:00,259,0.6,57.1,0.5,20.8,91.3,0.004,0.007,0.011,0.002,4.5,-0.5,20
02/04/2015,07:00,179,1.7,49.3,1.3,22.3,87.5,0.004,0.006,0.010,0.001,6.8,1.8,15
02/04/2015,08:00,157,3.0,18.8,1.1,24.7,80.1,0.002,0.003,0.005,0.000,9.1,6.9,12
02/04/2015,09:00,136,2.5,33.8,1.2,27.1,72.1,0.002,0.003,0.005,0.000,5.6,2.7,15
02/04/2015,10:00,114,3.2,21.8,1.2,28.7,66.3,0.015,0.010,0.025,0.010,11.3,7.1,18
02/04/2015,11:00,113,3.2,21.1,1.1,29.7,62.9,0.005,0.005,0.010,0.005,15.8,11.7,17
02/04/2015,12:00,79,3.2,19.6,1.2,28.8,68.4,0.004,0.005,0.009,0.005,15.2,10.9,18
02/04/2015,13:00,68,2.7,59.1,1.7,28.9,67.9,0.001,0.002,0.003,0.002,15.7,10.3,17
02/04/2015,14:00,157,1.9,43.2,1.2,25.8,78.3,0.003,0.008,0.010,0.002,15.2,10.9,19
02/04/2015,15:00,148,1.0,94.5,1.2,24.9,85.6,0.004,0.008,0.011,0.001,13.7,7.9,20
02/04/2015,16:00,105,1.7,27.7,0.6,26.9,76.4,0.005,0.008,0.013,0.004,8.7,3.9,18
02/04/2015,17:00,110,1.3,21.0,0.5,25.8,79.4,0.001,0.005,0.006,0.001,13.7,5.7,17
02/04/2015,18:00,127,0.9,87.1,1.4,23.6,88.8,0.022,0.019,0.041,0.009,12.9,3.9,20
02/04/2015,19:00,176,1.2,54.9,0.9,23.5,87.9,0.001,0.005,0.006,0.002,9.4,3.8,18
02/04/2015,20:00,259,1.2,34.2,0.5,23.1,89.7,0.001,0.003,0.004,0.000,5.2,1.4,17
02/04/2015,21:00,267,0.8,47.1,0.6,22.7,90.7,0.001,0.003,0.004,0.000,6.9,1.7,17
02/04/2015,22:00,208,0.6,71.4,0.7,22.5,91.7,0.001,0.003,0.004,0.000,5.2,0.6,17
02/04/2015,23:00,164,1.8,21.5,0.8,23.2,89.1,0.001,0.002,0.002,0.000,4.7,-0.1,15
03/04/2015,00:00,193,1.6,47.9,1.1,23.0,89.1,,,,,6.8,2.5,
03/04/2015,01:00,236,1.1,55.8,0.8,21.7,93.0,0.002,0.003,0.004,0.000,10.0,4.7,17
03/04/2015,02:00,229,1.4,51.8,0.8,,,0.002,0.003,0.005,0.000,9.9,4.8,17
03/04/2015,03:00,241,1.1,48.1,0.8,,,0.002,0.004,0.005,0.001,10.4,6.1,18
03/04/2015,04:00,210,1.6,41.3,0.8,,,0.002,0.004,0.006,0.001,8.9,5.1,16
03/04/2015,05:00,248,1.8,22.9,0.8,,,0.003,0.003,0.006,0.001,8.0,4.1,17
03/04/2015,06:00,255,2.8,12.8,0.7,,,0.003,0.002,0.005,0.001,5.1,1.5,15
03/04/2015,07:00,234,1.3,74.0,1.2,,,0.003,0.002,0.004,0.000,5.5,2.8,15
03/04/2015,08:00,151,2.6,18.1,1.0,,,0.002,0.004,0.005,0.000,7.6,5.8,15
03/04/2015,09:00,145,2.6,25.4,1.0,,,0.002,0.003,0.005,0.000,7.1,5.9,14
03/04/2015,10:00,134,2.4,32.7,1.0,,,0.003,0.004,0.007,0.001,9.8,8.9,16
03/04/2015,11:00,107,2.5,27.4,1.0,,,0.013,0.012,0.025,0.010,13.4,12.0,22
03/04/2015,12:00,102,3.3,19.1,1.0,,,0.018,0.014,0.031,0.018,17.4,15.3,22
03/04/2015,13:00,76,3.5,21.7,1.0,,,0.005,0.007,0.012,0.006,11.2,7.8,17
03/04/2015,14:00,78,3.7,18.5,1.1,,,0.001,0.002,0.003,0.002,13.7,9.4,19
03/04/2015,15:00,80,3.4,18.6,1.0,,,0.001,0.001,0.002,0.001,10.7,7.2,21
03/04/2015,16:00,86,3.2,18.0,0.9,,,0.001,0.001,0.001,0.000,10.0,6.9,19
03/04/2015,17:00,97,2.5,17.0,0.8,,,0.000,0.002,0.002,0.000,11.3,7.4,21
03/04/2015,18:00,97,2.9,20.7,0.9,,,0.000,0.002,0.002,0.000,9.0,3.7,19
03/04/2015,19:00,99,2.3,25.9,1.1,,,0.000,0.001,0.001,0.000,9.7,5.9,20
03/04/2015,20:00,93,3.1,16.7,1.0,,,0.000,0.002,0.002,0.000,6.0,1.9,20
03/04/2015,21:00,101,2.5,20.2,1.1,,,0.001,0.001,0.002,0.000,9.5,6.3,20
03/04/2015,22:00,118,2.0,15.6,0.6,,,0.000,0.003,0.003,0.000,7.7,2.4,22
03/04/2015,23:00,147,1.5,17.9,0.5,,,0.001,0.008,0.008,0.002,13.6,7.4,22
04/04/2015,00:00,149,2.2,19.1,0.8,,,,,,,10.3,4.0,
04/04/2015,01:00,165,1.7,17.1,0.6,,,0.000,0.002,0.002,0.001,7.0,2.0,15
04/04/2015,02:00,158,1.4,20.9,0.6,,,0.001,0.003,0.004,0.000,7.1,2.6,19
04/04/2015,03:00,168,1.4,20.4,0.5,,,0.001,0.004,0.005,0.004,10.1,5.2,22
04/04/2015,04:00,231,1.4,47.2,0.8,,,0.002,0.005,0.006,0.003,10.3,6.2,21
04/04/2015,05:00,253,2.1,15.1,0.6,,,0.003,0.003,0.006,0.001,7.1,2.1,22
04/04/2015,06:00,254,2.4,14.2,0.7,,,0.002,0.003,0.005,0.000,9.3,4.1,22
04/04/2015,07:00,221,1.1,50.3,0.7,,,0.002,0.002,0.004,0.000,10.0,6.4,24
04/04/2015,08:00,137,1.3,39.8,0.7,,,0.013,0.010,0.022,0.008,10.7,6.1,29
04/04/2015,09:00,89,1.9,32.9,1.0,,,0.010,0.009,0.018,0.013,15.0,8.8,31
04/04/2015,10:00,78,3.1,20.5,0.9,,,0.001,0.001,0.002,0.002,17.2,9.1,30
04/04/2015,11:00,88,3.0,18.2,0.9,,,0.001,0.001,0.002,0.000,20.4,11.4,30
04/04/2015,12:00,88,2.9,19.5,0.9,,,0.001,0.001,0.002,0.000,19.1,10.6,30
04/04/2015,13:00,72,2.1,25.6,0.9,,,0.001,0.001,0.001,0.000,17.8,10.8,29
04/04/2015,14:00,75,2.0,29.2,0.9,,,0.001,0.001,0.002,0.000,12.9,7.3,28
04/04/2015,15:00,78,2.5,21.4,0.7,,,0.001,0.001,0.001,0.000,14.5,7.9,28
04/04/2015,16:00,86,2.1,16.5,0.6,,,0.000,0.001,0.001,0.000,15.6,8.4,29
04/04/2015,17:00,71,1.6,26.1,0.8,,,0.000,0.001,0.001,0.000,15.7,8.1,28
04/04/2015,18:00,19,0.4,167.6,0.4,,,0.001,0.002,0.003,0.000,11.8,4.5,29
04/04/2015,19:00,289,0.4,54.9,0.3,,,0.005,0.009,0.014,0.000,11.4,2.8,32
04/04/2015,20:00,294,0.2,96.6,0.3,,,0.003,0.008,0.011,0.000,11.2,0.8,31
04/04/2015,21:00,294,0.7,19.9,0.2,,,0.004,0.007,0.010,0.000,18.1,3.7,30
04/04/2015,22:00,278,0.9,23.6,0.3,,,0.003,0.005,0.008,0.000,13.7,5.1,29
04/04/2015,23:00,291,0.8,37.4,0.5,,,0.002,0.005,0.007,0.000,11.0,3.9,28
05/04/2015,00:00,287,0.8,19.6,0.2,,,,,,,8.1,1.2,
05/04/2015,01:00,287,1.0,31.7,0.5,,,0.001,0.004,0.005,0.000,7.8,0.3,26
05/04/2015,02:00,270,1.7,19.3,0.6,,,0.001,0.002,0.003,0.000,7.9,2.1,28
05/04/2015,03:00,296,0.6,42.2,0.4,,,0.001,0.002,0.003,0.000,8.8,3.9,32
05/04/2015,04:00,275,1.3,18.1,0.5,,,0.002,0.003,0.004,0.000,6.0,1.3,32
05/04/2015,05:00,273,1.8,17.0,0.5,,,0.002,0.003,0.005,0.000,7.2,2.1,32
05/04/2015,06:00,280,0.9,46.5,0.7,,,0.003,0.003,0.006,0.000,7.1,2.7,32
05/04/2015,07:00,325,0.1,133.1,0.2,,,0.002,0.002,0.003,0.000,9.7,5.8,28
05/04/2015,08:00,283,0.8,52.3,0.5,,,0.001,0.001,0.002,0.001,8.1,4.4,28
05/04/2015,09:00,242,1.9,27.0,0.7,,,0.002,0.002,0.004,0.002,10.0,7.3,26
05/04/2015,10:00,273,2.2,33.4,1.0,,,0.001,0.001,0.002,0.001,10.5,8.0,28
05/04/2015,11:00,309,1.4,48.7,0.9,,,0.001,0.001,0.001,0.000,9.7,7.4,29
05/04/2015,12:00,303,2.2,35.8,1.2,,,0.001,0.001,0.001,0.000,11.9,9.4,28
05/04/2015,13:00,241,1.7,38.4,1.1,,,0.001,0.001,0.002,0.000,14.7,11.0,32
05/04/2015,14:00,277,1.7,43.7,0.9,,,0.001,0.001,0.002,0.000,12.5,9.6,30
05/04/2015,15:00,59,2.0,44.0,1.0,,,0.001,0.003,0.004,0.001,15.0,11.5,33
05/04/2015,16:00,53,1.3,36.3,0.7,,,0.001,0.003,0.004,0.001,19.6,13.9,33
05/04/2015,17:00,34,1.3,41.5,0.8,,,0.001,0.004,0.005,0.001,19.0,11.3,36
05/04/2015,18:00,353,0.8,153.3,0.5,,,0.000,0.005,0.005,0.001,20.5,8.9,35
05/04/2015,19:00,322,0.9,44.8,0.5,,,0.001,0.003,0.003,0.000,12.4,5.6,27
05/04/2015,20:00,71,0.5,58.7,0.5,,,0.001,0.002,0.003,0.000,11.2,5.9,29
05/04/2015,21:00,152,0.4,75.5,0.3,,,0.002,0.007,0.009,0.000,20.3,8.5,33
05/04/2015,22:00,293,0.7,16.2,0.3,,,0.001,0.005,0.006,0.000,18.5,4.5,29
05/04/2015,23:00,272,1.4,22.1,0.8,,,0.001,0.004,0.005,0.000,9.9,3.7,30
06/04/2015,00:00,262,1.6,41.5,0.9,,,,,,,13.7,8.5,
06/04/2015,01:00,312,0.6,50.2,0.5,,,0.001,0.004,0.005,0.000,10.4,4.2,33
06/04/2015,02:00,298,0.5,59.0,0.4,,,0.001,0.005,0.005,0.000,10.6,5.0,35
06/04/2015,03:00,309,0.5,45.3,0.3,,,0.003,0.006,0.009,0.000,10.5,3.4,36
06/04/2015,04:00,293,0.3,58.1,0.3,,,0.008,0.009,0.017,0.000,14.1,6.9,39
06/04/2015,05:00,291,1.0,19.8,0.4,,,0.009,0.009,0.017,0.000,14.0,6.7,37
06/04/2015,06:00,289,1.0,16.8,0.3,,,0.005,0.008,0.012,0.000,14.2,6.6,38
06/04/2015,07:00,280,1.2,15.5,0.3,,,0.005,0.005,0.010,0.000,15.1,8.3,38
06/04/2015,08:00,323,0.7,142.1,0.5,,,0.003,0.004,0.006,0.001,12.5,6.7,34
06/04/2015,09:00,68,1.2,47.8,0.7,,,0.001,0.003,0.004,0.001,15.0,9.3,31
06/04/2015,10:00,81,2.1,22.1,0.7,,,0.001,0.002,0.002,0.000,12.9,7.4,28
06/04/2015,11:00,71,2.2,27.7,0.7,,,0.001,0.001,0.001,0.000,15.7,11.0,26
06/04/2015,12:00,80,2.8,20.4,0.8,,,0.000,0.001,0.001,0.000,14.0,10.5,27
06/04/2015,13:00,64,2.9,24.6,0.9,,,0.000,0.001,0.001,0.000,10.5,7.5,26
06/04/2015,14:00,32,2.3,23.2,1.0,,,0.001,0.003,0.004,0.000,10.9,9.0,25
06/04/2015,15:00,48,2.1,22.8,0.8,,,0.001,0.003,0.004,0.000,14.1,12.1,25
06/04/2015,16:00,35,1.2,30.2,0.5,,,0.001,0.003,0.004,0.000,12.8,9.7,24
06/04/2015,17:00,39,0.9,33.9,0.5,,,0.000,0.004,0.004,0.000,13.5,8.9,25
06/04/2015,18:00,9,1.0,180.6,0.6,,,0.001,0.013,0.013,0.000,12.6,6.4,24
06/04/2015,19:00,329,0.7,42.1,0.4,,,0.000,0.002,0.002,0.000,8.1,3.8,24
06/04/2015,20:00,36,0.4,79.3,0.5,,,0.000,0.001,0.001,0.000,4.7,2.4,25
06/04/2015,21:00,293,0.2,81.7,0.3,,,0.001,0.003,0.004,0.000,10.6,4.0,28
06/04/2015,22:00,284,0.5,58.1,0.3,,,0.001,0.005,0.006,0.000,13.5,4.1,33
06/04/2015,23:00,295,0.7,15.2,0.2,,,0.001,0.006,0.007,0.000,13.9,3.2,29
07/04/2015,00:00,276,0.5,28.7,0.2,,,,,,,9.4,3.0,
07/04/2015,01:00,284,0.4,31.0,0.2,,,0.004,0.004,0.007,0.000,9.9,2.7,26
07/04/2015,02:00,296,0.9,15.0,0.3,,,0.004,0.003,0.007,0.000,9.7,3.2,26
07/04/2015,03:00,296,0.7,26.0,0.4,,,0.006,0.005,0.011,0.000,6.2,1.8,27
07/04/2015,04:00,281,1.7,14.2,0.3,,,0.003,0.004,0.007,0.000,6.7,2.3,27
07/04/2015,05:00,276,1.1,22.3,0.5,,,0.006,0.006,0.012,0.000,5.7,2.0,33
07/04/2015,06:00,291,1.1,14.4,0.4,,,0.009,0.007,0.016,0.000,10.7,5.8,34
07/04/2015,07:00,286,0.9,22.9,0.4,,,0.007,0.004,0.011,0.000,11.1,5.6,32
07/04/2015,08:00,302,1.1,39.9,0.6,,,0.005,0.003,0.008,0.000,14.7,6.0,31
07/04/2015,09:00,314,2.1,37.8,1.0,,,0.001,0.000,0.001,0.000,11.1,3.8,31
07/04/2015,10:00,321,2.4,29.0,0.9,,,0.001,0.000,0.001,0.000,12.9,6.7,30
07/04/2015,11:00,333,2.2,38.3,1.0,,,0.001,0.001,0.002,0.000,15.3,8.5,30
07/04/2015,12:00,314,2.0,37.1,1.2,31.0,58.8,0.001,0.002,0.003,0.001,,,40
07/04/2015,13:00,316,2.0,49.0,1.3,33.4,55.5,0.001,0.002,0.003,0.001,,,43
07/04/2015,14:00,341,1.6,57.6,1.1,32.8,57.6,0.002,0.003,0.005,0.001,17.5,11.4,41
07/04/2015,15:00,200,2.2,43.3,0.9,29.2,68.2,0.002,0.003,0.005,0.000,21.1,11.7,31
07/04/2015,16:00,96,1.7,47.7,0.9,26.8,82.4,0.005,0.009,0.014,0.002,24.3,11.1,47
07/04/2015,17:00,128,1.4,44.1,0.7,26.4,84.8,0.002,0.009,0.010,0.001,31.1,13.4,53
07/04/2015,18:00,105,0.8,67.4,0.7,26.1,85.8,0.002,0.009,0.010,0.001,21.9,10.6,44
07/04/2015,19:00,344,0.2,133.0,0.3,25.3,86.7,0.002,0.007,0.008,0.001,15.4,9.4,39
07/04/2015,20:00,287,0.7,40.8,0.4,24.2,91.2,0.003,0.010,0.013,0.000,15.0,6.4,40
07/04/2015,21:00,271,0.9,27.5,0.5,23.8,92.8,0.002,0.009,0.011,0.000,18.3,8.6,47
07/04/2015,22:00,270,1.6,33.5,0.7,23.4,93.3,0.001,0.006,0.007,0.000,17.2,9.0,47
07/04/2015,23:00,294,0.6,44.7,0.3,23.2,93.2,0.000,0.004,0.004,0.000,15.0,7.3,45
08/04/2015,00:00,264,1.3,30.2,0.6,23.1,93.2,,,,,21.0,8.9,
08/04/2015,01:00,230,3.0,23.2,1.1,23.0,86.0,0.003,0.005,0.007,0.003,15.4,4.5,40
08/04/2015,02:00,217,3.3,20.6,1.1,22.6,66.6,0.006,0.007,0.013,0.009,18.9,10.3,36
08/04/2015,03:00,248,2.8,21.7,0.8,21.1,61.9,0.003,0.004,0.006,0.003,15.3,6.4,29
08/04/2015,04:00,261,2.5,18.6,0.8,20.3,56.3,0.002,0.002,0.003,0.000,15.0,7.0,27
08/04/2015,05:00,241,1.2,64.1,1.1,20.2,52.6,0.011,0.012,0.023,0.006,14.7,7.1,32
08/04/2015,06:00,255,2.1,17.4,0.7,19.8,52.7,0.008,0.010,0.018,0.001,17.2,7.3,26
08/04/2015,07:00,224,2.2,31.8,1.1,21.3,48.6,0.008,0.008,0.016,0.011,15.3,6.3,26
08/04/2015,08:00,215,3.6,19.1,1.0,22.6,44.6,0.009,0.007,0.016,0.008,18.4,8.1,24
08/04/2015,09:00,212,3.7,16.8,1.1,24.2,41.3,0.010,0.007,0.017,0.010,21.0,9.0,29
08/04/2015,10:00,219,3.7,17.8,1.2,26.1,37.6,,,,,18.9,6.3,
08/04/2015,11:00,212,3.8,20.7,1.2,27.5,33.9,,,,,16.5,1.5,
08/04/2015,12:00,218,2.3,33.2,1.1,29.1,33.4,0.003,0.003,0.005,0.001,19.1,7.2,15
08/04/2015,13:00,247,1.0,72.6,0.9,30.6,32.3,0.001,0.001,0.002,0.000,17.0,6.2,14
08/04/2015,14:00,113,0.2,121.2,0.8,31.3,32.7,0.002,0.003,0.005,0.002,17.3,7.0,15
08/04/2015,15:00,68,2.2,38.3,1.2,30.4,39.3,0.002,0.003,0.005,0.003,18.3,6.7,12
08/04/2015,16:00,79,2.5,18.2,0.9,28.4,47.4,0.000,0.001,0.001,0.001,19.9,8.1,9
08/04/2015,17:00,97,0.8,62.8,0.7,25.6,57.6,0.004,0.005,0.008,0.000,15.2,4.1,9
08/04/2015,18:00,293,0.8,19.2,0.3,22.0,73.3,0.017,0.023,0.040,0.000,20.0,5.2,15
08/04/2015,19:00,297,1.3,10.6,0.3,20.1,78.7,0.005,0.016,0.021,0.000,23.4,5.2,10
08/04/2015,20:00,294,1.4,19.8,0.5,19.0,82.7,0.005,0.013,0.017,0.000,11.3,0.8,10
08/04/2015,21:00,277,1.2,40.5,0.6,19.2,77.3,0.002,0.010,0.011,0.001,13.2,3.9,8
08/04/2015,22:00,259,1.5,45.7,1.0,19.8,65.5,0.002,0.005,0.007,0.002,11.4,2.5,7
08/04/2015,23:00,253,1.9,24.9,0.8,18.6,67.8,0.001,0.003,0.004,0.000,12.6,5.3,6
09/04/2015,00:00,254,1.5,33.4,0.8,17.1,73.0,,,,,13.2,6.7,
09/04/2015,01:00,252,2.5,12.7,0.6,17.6,64.9,0.001,0.002,0.003,0.000,10.0,3.4,5
09/04/2015,02:00,249,2.7,11.6,0.7,17.6,60.8,0.001,0.001,0.002,0.000,3.5,-0.9,4
09/04/2015,03:00,251,2.8,12.6,0.8,17.0,62.1,0.002,0.002,0.004,0.000,4.1,0.4,4
09/04/2015,04:00,242,2.9,11.7,0.7,,,0.004,0.004,0.007,0.000,5.7,3.1,5
09/04/2015,05:00,252,2.3,17.2,1.0,,,0.006,0.008,0.014,0.000,6.3,2.9,6
09/04/2015,06:00,256,2.7,11.6,0.7,,,0.006,0.008,0.014,0.000,7.0,2.1,7
09/04/2015,07:00,253,3.0,13.3,0.8,,,0.004,0.006,0.010,0.000,7.4,1.6,7
09/04/2015,08:00,238,3.3,17.8,0.9,,,0.004,0.004,0.007,0.001,7.8,1.0,5
09/04/2015,09:00,194,2.4,33.0,1.0,22.6,48.3,0.006,0.005,0.011,0.005,3.3,1.2,6
09/04/2015,10:00,201,1.9,43.6,1.1,25.4,41.9,0.006,0.007,0.012,0.005,4.7,2.8,6
09/04/2015,11:00,224,1.9,52.8,0.9,26.7,33.0,0.002,0.002,0.004,0.001,12.3,7.7,3
09/04/2015,12:00,178,1.9,48.8,1.1,27.9,32.5,0.002,0.002,0.004,0.001,5.6,2.6,4
09/04/2015,13:00,137,1.7,53.0,1.1,29.3,32.0,0.001,0.002,0.003,0.000,8.2,4.6,3
09/04/2015,14:00,76,3.5,20.2,1.0,29.1,35.8,0.001,0.002,0.003,0.002,9.9,5.5,4
09/04/2015,15:00,84,3.5,17.8,1.0,28.0,40.1,0.001,0.001,0.002,0.001,11.6,6.9,3
09/04/2015,16:00,74,1.9,22.9,0.7,27.6,42.1,0.000,0.002,0.002,0.002,10.3,6.6,3
09/04/2015,17:00,87,1.9,16.9,0.6,25.2,55.0,0.000,0.001,0.001,0.000,7.1,4.0,3
09/04/2015,18:00,72,0.3,113.4,0.5,21.7,70.2,0.010,0.011,0.021,0.000,10.1,7.0,8
09/04/2015,19:00,294,1.0,7.8,0.2,19.2,80.6,0.008,0.015,0.023,0.000,12.0,3.3,10
09/04/2015,20:00,255,0.4,64.7,0.3,17.9,86.4,0.032,0.018,0.050,0.000,15.2,7.0,10
09/04/2015,21:00,167,1.1,17.0,0.4,18.9,80.2,0.010,0.016,0.026,0.002,20.4,7.2,9
09/04/2015,22:00,239,0.4,50.8,0.4,17.0,86.1,0.002,0.011,0.013,0.001,9.7,2.7,7
09/04/2015,23:00,190,1.3,55.7,1.0,19.3,74.0,0.001,0.007,0.008,0.001,9.6,3.1,8
10/04/2015,00:00,194,1.1,59.6,1.0,19.5,73.6,,,,,13.1,5.8,
10/04/2015,01:00,249,1.2,52.8,0.7,17.8,80.0,0.001,0.004,0.005,0.000,9.1,3.8,8
10/04/2015,02:00,275,1.3,30.8,0.6,17.1,82.0,0.000,0.003,0.003,0.000,7.7,2.5,7
10/04/2015,03:00,255,1.0,43.8,0.7,16.9,82.4,0.002,0.005,0.007,0.000,9.6,5.1,7
10/04/2015,04:00,244,0.9,52.2,0.8,16.9,82.5,0.002,0.005,0.007,0.000,8.6,3.7,10
10/04/2015,05:00,208,0.8,64.2,0.8,17.2,82.6,0.006,0.011,0.017,0.000,9.1,3.3,14
10/04/2015,06:00,200,1.0,66.1,1.1,17.7,81.9,0.006,0.011,0.016,0.000,13.3,6.1,14
10/04/2015,07:00,162,3.0,23.5,1.2,22.0,70.1,0.005,0.009,0.014,0.000,14.7,6.1,13
10/04/2015,08:00,153,3.2,19.9,1.1,23.7,65.0,0.004,0.005,0.008,0.000,15.0,4.7,9
10/04/2015,09:00,132,3.9,20.7,1.4,25.5,60.6,0.002,0.004,0.005,0.000,12.6,3.4,8
10/04/2015,10:00,123,5.1,17.9,1.7,26.7,57.4,0.011,0.007,0.018,0.010,13.9,4.2,7
10/04/2015,11:00,114,4.9,20.0,1.5,27.8,56.1,0.013,0.011,0.023,0.013,14.0,3.4,8
10/04/2015,12:00,113,5.1,16.0,1.4,28.0,54.0,0.004,0.004,0.007,0.004,14.2,3.7,8
10/04/2015,13:00,104,5.0,18.4,1.6,29.0,48.0,0.002,0.004,0.006,0.002,12.4,2.1,8
10/04/2015,14:00,95,5.1,17.7,1.4,28.7,51.6,0.001,0.001,0.002,0.001,10.4,-0.9,9
10/04/2015,15:00,91,4.6,15.9,1.3,28.0,57.7,0.000,0.000,0.000,0.000,14.3,2.7,11
10/04/2015,16:00,97,4.2,18.3,1.3,26.8,64.3,0.000,0.001,0.001,0.000,13.1,1.6,13
