Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm)
10/01/2015,16:00,61,3.4,13.7,1.1,0.013,0.000,0.000,0.000
10/01/2015,17:00,56,3.8,12.6,1.2,0.015,0.000,0.000,0.000
10/01/2015,18:00,50,4.1,10.5,1.1,0.013,0.000,0.001,0.001
10/01/2015,19:00,46,5.5,10.1,1.6,0.014,0.000,0.000,0.000
10/01/2015,20:00,48,4.8,28.2,2.7,0.015,0.000,0.000,0.000
10/01/2015,21:00,128,1.3,14.6,0.4,0.012,0.000,0.000,0.000
10/01/2015,22:00,130,1.2,10.0,0.3,0.011,0.000,0.001,0.001
10/01/2015,23:00,144,0.7,22.9,0.2,0.008,0.000,0.003,0.003
11/01/2015,00:00,163,0.3,84.8,0.4,,,,
11/01/2015,01:00,167,0.7,42.3,0.3,0.005,0.001,0.005,0.005
11/01/2015,02:00,230,1.3,8.6,0.3,0.002,0.002,0.007,0.009
11/01/2015,03:00,221,1.3,13.3,0.4,0.002,0.001,0.006,0.006
11/01/2015,04:00,218,1.4,14.9,0.4,0.003,0.000,0.005,0.005
11/01/2015,05:00,225,1.3,18.5,0.4,0.004,0.001,0.003,0.004
11/01/2015,06:00,215,1.6,16.1,0.6,0.005,0.001,0.003,0.004
11/01/2015,07:00,226,1.7,22.9,0.7,0.007,0.002,0.004,0.006
11/01/2015,08:00,289,0.6,70.2,0.5,0.007,0.003,0.004,0.006
11/01/2015,09:00,196,1.6,27.2,0.7,0.011,0.001,0.003,0.004
11/01/2015,10:00,94,0.5,73.4,0.5,0.016,0.000,0.001,0.001
11/01/2015,11:00,61,1.9,26.1,0.7,0.020,0.000,0.001,0.001
11/01/2015,12:00,60,2.8,13.9,0.9,0.025,0.000,0.001,0.001
11/01/2015,13:00,63,3.3,11.9,0.9,0.025,0.000,0.000,0.000
11/01/2015,14:00,68,2.8,15.3,0.9,0.021,0.000,0.000,0.000
11/01/2015,15:00,64,2.8,15.7,0.9,0.015,0.000,0.000,0.000
11/01/2015,16:00,69,2.4,17.9,0.9,0.014,0.000,0.000,0.000
11/01/2015,17:00,51,3.3,11.4,0.9,0.012,0.000,0.000,0.000
11/01/2015,18:00,44,4.1,9.7,0.9,0.013,0.000,0.000,0.000
11/01/2015,19:00,37,4.3,9.0,1.0,0.014,0.000,0.000,0.000
11/01/2015,20:00,36,3.7,10.0,0.8,0.010,0.000,0.001,0.001
11/01/2015,21:00,39,4.0,9.5,0.9,0.009,0.000,0.000,0.000
11/01/2015,22:00,21,3.1,167.6,0.9,0.009,0.000,0.000,0.000
11/01/2015,23:00,352,2.3,13.1,0.6,0.008,0.000,0.001,0.001
12/01/2015,00:00,329,1.4,19.2,0.6,,,,
12/01/2015,01:00,323,1.0,26.9,0.9,0.006,0.000,0.002,0.002
12/01/2015,02:00,7,2.3,176.5,1.3,0.009,0.000,0.000,0.000
12/01/2015,03:00,264,0.7,30.5,0.3,0.005,0.000,0.002,0.002
12/01/2015,04:00,224,0.6,18.3,0.4,0.001,0.002,0.005,0.007
12/01/2015,05:00,205,0.6,21.8,0.3,0.001,0.005,0.006,0.010
12/01/2015,06:00,181,1.2,22.9,0.5,0.002,0.009,0.006,0.015
12/01/2015,07:00,194,2.2,16.2,0.7,0.003,0.012,0.007,0.019
12/01/2015,08:00,168,1.2,29.4,0.6,0.005,0.010,0.007,0.017
12/01/2015,09:00,164,1.2,38.2,0.6,0.008,0.006,0.006,0.012
12/01/2015,10:00,51,1.5,39.7,1.0,0.013,0.004,0.005,0.009
12/01/2015,11:00,113,2.0,48.3,1.1,0.017,0.004,0.008,0.012
12/01/2015,12:00,78,2.1,32.5,1.0,0.027,0.001,0.005,0.006
12/01/2015,13:00,63,2.9,16.4,0.9,0.028,0.000,0.001,0.001
12/01/2015,14:00,79,2.7,18.4,1.0,0.018,0.000,0.001,0.001
12/01/2015,15:00,118,2.7,29.6,1.4,0.015,0.000,0.001,0.001
12/01/2015,16:00,125,1.0,34.4,0.5,0.015,0.001,0.002,0.002
12/01/2015,17:00,218,0.7,52.0,0.5,0.010,0.001,0.004,0.004
12/01/2015,18:00,245,1.1,18.3,0.5,0.003,0.003,0.013,0.016
12/01/2015,19:00,277,0.6,39.0,0.4,0.004,0.002,0.012,0.014
12/01/2015,20:00,268,0.4,80.2,0.5,0.007,0.001,0.007,0.008
12/01/2015,21:00,250,0.4,85.9,0.4,0.007,0.000,0.006,0.006
12/01/2015,22:00,226,1.2,13.5,0.4,0.004,0.000,0.008,0.008
12/01/2015,23:00,221,1.4,16.5,0.5,0.007,0.000,0.006,0.006
13/01/2015,00:00,210,2.0,12.6,0.6,,,,
13/01/2015,01:00,217,1.5,13.3,0.5,0.009,0.000,0.003,0.003
13/01/2015,02:00,207,1.7,15.2,0.6,0.007,0.000,0.004,0.004
13/01/2015,03:00,189,2.2,12.3,0.7,0.008,0.000,0.004,0.004
13/01/2015,04:00,185,1.4,16.8,0.5,0.008,0.000,0.003,0.003
13/01/2015,05:00,190,1.4,15.2,0.4,0.007,0.001,0.005,0.005
13/01/2015,06:00,192,2.0,21.7,0.8,0.007,0.003,0.006,0.009
13/01/2015,07:00,195,2.0,16.9,0.8,0.007,0.004,0.007,0.011
13/01/2015,08:00,347,0.7,140.3,0.9,0.007,0.004,0.007,0.010
13/01/2015,09:00,11,2.0,171.2,0.6,0.013,0.002,0.002,0.004
13/01/2015,10:00,59,1.3,21.8,0.5,0.014,0.000,0.000,0.000
13/01/2015,11:00,46,2.1,21.3,0.9,0.016,0.000,0.000,0.000
13/01/2015,12:00,353,1.3,30.7,0.6,0.016,0.001,0.000,0.001
13/01/2015,13:00,13,3.4,172.2,1.2,0.016,0.000,0.000,0.000
13/01/2015,14:00,19,3.8,171.1,0.9,0.015,0.000,0.000,0.000
13/01/2015,15:00,30,4.0,10.8,0.8,0.014,0.000,0.000,0.000
13/01/2015,16:00,20,3.6,10.7,0.8,0.015,0.000,0.000,0.000
13/01/2015,17:00,32,4.2,11.9,0.9,0.014,0.000,0.000,0.000
13/01/2015,18:00,37,4.2,9.1,0.9,0.014,0.000,0.000,0.000
13/01/2015,19:00,27,4.2,10.8,0.9,0.014,0.000,0.000,0.000
13/01/2015,20:00,31,4.0,23.2,1.3,0.014,0.000,0.000,0.000
13/01/2015,21:00,41,4.5,14.6,1.5,0.016,0.000,0.001,0.001
13/01/2015,22:00,16,3.4,175.6,2.0,0.017,0.000,0.000,0.000
13/01/2015,23:00,358,3.3,14.3,0.9,0.016,0.000,0.000,0.000
14/01/2015,00:00,347,3.1,20.1,1.2,,,,
14/01/2015,01:00,289,0.7,25.7,0.3,0.008,0.000,0.002,0.002
14/01/2015,02:00,327,1.2,24.3,0.6,0.009,0.000,0.002,0.002
14/01/2015,03:00,323,1.2,21.2,0.5,0.009,0.000,0.002,0.002
14/01/2015,04:00,280,0.4,40.7,0.3,0.006,0.000,0.003,0.003
14/01/2015,05:00,271,0.7,30.7,0.3,0.004,0.001,0.006,0.007
14/01/2015,06:00,321,0.9,27.1,0.5,0.007,0.002,0.006,0.008
14/01/2015,07:00,334,1.6,14.4,0.6,0.009,0.002,0.005,0.007
14/01/2015,08:00,342,3.1,11.0,1.1,0.014,0.002,0.003,0.004
14/01/2015,09:00,340,3.5,14.4,1.2,0.018,0.000,0.002,0.002
14/01/2015,10:00,340,2.3,20.6,0.8,0.020,0.001,0.001,0.002
14/01/2015,11:00,20,3.0,171.0,0.8,0.022,0.000,0.001,0.001
14/01/2015,12:00,18,2.6,169.8,1.0,0.021,0.000,0.000,0.000
14/01/2015,13:00,9,4.6,170.7,1.2,0.017,0.000,0.000,0.000
14/01/2015,14:00,33,6.4,7.6,1.2,0.019,0.000,0.000,0.000
14/01/2015,15:00,22,6.2,8.3,1.2,0.020,0.000,0.001,0.001
14/01/2015,16:00,8,6.3,7.6,1.0,0.017,0.000,0.000,0.000
14/01/2015,17:00,5,6.0,6.9,1.0,0.015,0.000,0.001,0.001
14/01/2015,18:00,2,6.0,8.2,1.1,0.013,0.000,0.000,0.000
14/01/2015,19:00,353,5.0,10.0,1.1,0.013,0.000,0.001,0.001
14/01/2015,20:00,336,3.8,12.2,1.1,0.012,0.000,0.001,0.001
14/01/2015,21:00,350,3.7,11.7,0.7,0.010,0.000,0.002,0.002
14/01/2015,22:00,329,2.1,18.6,0.9,0.009,0.000,0.002,0.002
14/01/2015,23:00,310,0.4,52.3,0.4,0.006,0.000,0.003,0.003
15/01/2015,00:00,5,2.5,14.5,1.0,,,,
15/01/2015,01:00,346,2.6,13.4,0.6,0.009,0.000,0.001,0.001
15/01/2015,02:00,346,2.3,22.2,1.5,0.009,0.000,0.001,0.001
15/01/2015,03:00,291,0.3,65.2,0.3,0.006,0.000,0.002,0.002
