Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),Carbon Monoxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Bsp (Mm^-1)
02/01/2015,21:00,106,3.3,21.9,1.5,27.9,76.0,0.000,0.000,0.000,0.000,0.0,17.9,4.4,22
02/01/2015,22:00,101,3.1,23.1,1.4,27.8,76.0,0.000,0.000,0.000,0.000,0.0,16.6,2.1,22
02/01/2015,23:00,96,3.9,19.7,1.5,27.7,74.6,0.000,0.000,0.000,0.000,0.0,16.0,2.2,20
03/01/2015,00:00,84,4.4,17.7,1.6,27.6,74.7,,,,,,14.4,2.0,
03/01/2015,01:00,87,3.9,19.1,1.4,27.4,75.1,0.000,0.000,0.000,0.001,0.0,20.9,8.4,17
03/01/2015,02:00,87,3.9,16.1,1.5,26.8,77.4,0.000,0.000,0.000,0.000,0.0,17.3,4.3,20
03/01/2015,03:00,85,3.7,18.0,1.4,27.2,75.2,0.000,0.000,0.000,0.001,0.0,17.4,4.4,20
03/01/2015,04:00,97,2.9,25.3,1.5,26.6,78.6,0.000,0.000,0.000,0.001,0.0,17.5,4.2,20
03/01/2015,05:00,91,3.5,19.4,1.4,27.2,76.1,0.000,0.000,0.000,0.001,0.0,16.5,3.5,20
03/01/2015,06:00,87,4.1,19.9,1.5,28.2,71.8,0.000,0.000,0.000,0.000,0.0,16.7,4.2,19
03/01/2015,07:00,92,4.1,16.5,1.3,28.8,70.3,0.000,0.000,0.000,0.000,0.0,10.5,-2.0,19
03/01/2015,08:00,89,3.7,20.0,1.5,29.3,69.7,0.000,0.000,0.000,0.000,0.0,16.8,3.4,18
03/01/2015,09:00,82,3.7,21.1,1.4,29.7,67.5,0.000,0.000,0.000,0.000,0.0,13.6,0.3,17
03/01/2015,10:00,83,4.1,18.7,1.4,30.0,66.4,0.000,0.000,0.000,0.000,0.0,23.1,11.5,15
03/01/2015,11:00,82,4.1,20.3,1.5,30.2,64.5,0.000,0.000,0.000,0.000,0.0,11.4,0.0,14
03/01/2015,12:00,83,4.0,18.5,1.4,30.1,64.1,0.001,0.000,0.001,0.001,0.0,,,14
03/01/2015,13:00,77,4.6,17.2,1.5,30.0,65.6,0.001,0.000,0.000,0.001,0.0,15.4,2.7,15
03/01/2015,14:00,86,3.8,20.9,1.4,29.9,65.5,0.000,0.001,0.001,0.001,0.0,12.3,-0.8,16
03/01/2015,15:00,81,4.2,17.6,1.4,29.7,66.9,0.000,0.000,0.000,0.001,0.0,11.8,-0.4,16
03/01/2015,16:00,88,4.1,18.1,1.5,29.4,69.3,0.000,0.000,0.000,0.001,0.0,18.4,5.8,18
03/01/2015,17:00,90,3.9,19.1,1.5,28.5,71.0,0.000,0.000,0.000,0.000,0.0,21.8,8.8,19
03/01/2015,18:00,97,4.3,17.9,1.6,27.8,75.2,0.000,0.000,0.000,0.000,0.0,15.5,2.6,25
03/01/2015,19:00,95,4.6,18.5,1.6,27.4,76.7,0.000,0.000,0.000,0.000,0.0,21.8,8.3,25
03/01/2015,20:00,86,4.0,17.9,1.4,27.3,75.3,0.000,0.000,0.000,0.001,0.0,17.5,5.6,25
03/01/2015,21:00,86,3.6,17.8,1.4,27.4,77.3,0.000,0.000,0.000,0.001,0.0,22.8,9.1,29
03/01/2015,22:00,92,3.6,20.0,1.5,27.5,75.4,0.000,0.001,0.001,0.000,0.0,24.7,6.0,28
03/01/2015,23:00,93,3.5,19.2,1.3,27.4,72.7,0.000,0.000,0.000,0.001,0.0,28.6,10.8,26
04/01/2015,00:00,90,3.5,18.7,1.5,27.4,72.3,,,,,,26.9,9.7,
04/01/2015,01:00,93,3.1,25.1,1.5,27.1,73.5,0.000,0.000,0.000,0.000,0.0,28.1,10.9,21
04/01/2015,02:00,127,1.8,23.8,0.9,25.9,79.9,0.000,0.000,0.000,0.001,0.0,21.4,5.5,25
04/01/2015,03:00,163,1.8,16.4,0.5,25.5,81.6,0.000,0.001,0.001,0.000,0.0,19.4,4.4,24
04/01/2015,04:00,159,1.8,12.3,0.6,24.8,83.1,0.000,0.001,0.001,0.000,0.0,15.3,2.6,22
04/01/2015,05:00,162,1.9,12.5,0.5,24.4,84.3,0.000,0.001,0.001,0.000,0.0,14.3,2.8,20
04/01/2015,06:00,161,2.2,14.4,0.7,25.9,80.2,0.000,0.001,0.001,0.000,0.0,12.5,2.3,19
04/01/2015,07:00,147,2.3,19.5,1.0,29.1,69.2,0.000,0.001,0.001,0.001,0.0,20.3,9.5,20
04/01/2015,08:00,112,3.0,24.1,1.4,30.0,62.4,0.000,0.000,0.000,0.000,0.0,17.6,5.3,18
04/01/2015,09:00,99,4.0,21.7,1.5,29.6,64.8,0.000,0.000,0.000,0.000,0.0,22.2,10.3,18
04/01/2015,10:00,97,3.8,21.6,1.4,30.1,62.3,0.000,0.000,0.000,0.001,0.0,,,17
04/01/2015,11:00,90,4.1,20.7,1.7,30.4,60.1,0.000,0.000,0.000,0.000,0.0,16.8,5.4,14
04/01/2015,12:00,95,4.6,18.8,1.6,30.5,55.9,0.000,0.000,0.000,0.000,0.0,21.7,12.2,12
04/01/2015,13:00,86,5.1,18.8,1.7,30.3,58.2,0.000,0.000,0.000,0.001,0.0,14.0,3.7,13
04/01/2015,14:00,80,5.4,15.7,1.7,30.0,57.9,0.000,0.000,0.000,0.001,0.0,12.3,0.7,13
04/01/2015,15:00,86,5.2,18.7,2.0,29.6,59.8,0.000,0.000,0.000,0.000,0.0,17.9,6.7,13
04/01/2015,16:00,81,5.1,17.0,1.8,29.0,62.9,0.001,0.000,0.001,0.001,0.0,16.0,4.4,14
04/01/2015,17:00,87,4.5,16.7,1.6,28.4,67.8,0.000,0.000,0.000,0.001,0.0,15.4,3.1,16
04/01/2015,18:00,99,3.2,19.3,1.3,27.6,70.2,0.000,0.000,0.000,0.001,0.0,11.5,-0.6,18
04/01/2015,19:00,100,3.3,22.1,1.4,27.2,71.2,0.000,0.000,0.000,0.000,0.0,14.5,2.4,18
04/01/2015,20:00,109,3.0,22.7,1.4,27.1,70.8,0.000,0.000,0.000,0.001,0.0,17.3,6.0,18
04/01/2015,21:00,110,2.7,25.3,1.2,27.1,70.5,0.000,0.000,0.000,0.000,0.0,18.2,6.5,18
04/01/2015,22:00,144,1.8,14.1,0.6,26.5,73.3,0.000,0.000,0.000,0.001,0.0,13.4,2.7,18
04/01/2015,23:00,166,1.6,13.5,0.5,25.5,76.2,0.000,0.001,0.001,0.001,0.0,10.5,0.9,19
05/01/2015,00:00,171,1.6,10.7,0.4,24.6,79.1,,,,,,15.6,5.9,
05/01/2015,01:00,171,1.6,12.8,0.4,24.0,82.1,0.000,0.001,0.001,0.001,0.0,12.0,3.3,15
05/01/2015,02:00,172,1.7,12.3,0.5,23.7,83.7,0.000,0.001,0.001,0.000,0.0,10.6,1.9,19
05/01/2015,03:00,168,1.8,11.6,0.5,23.5,84.7,0.000,0.001,0.001,0.000,0.0,7.4,-1.6,18
05/01/2015,04:00,160,2.1,11.8,0.5,23.6,84.9,0.000,0.001,0.001,0.001,0.0,8.2,1.4,17
05/01/2015,05:00,165,1.8,13.7,0.6,23.7,85.3,0.000,0.001,0.001,0.000,0.0,11.1,4.7,17
05/01/2015,06:00,165,1.9,15.8,0.7,26.5,75.9,0.000,0.001,0.001,0.000,0.0,8.1,-0.1,18
05/01/2015,07:00,150,2.2,18.6,0.8,29.4,66.6,0.001,0.001,0.001,0.001,0.0,13.0,4.9,17
05/01/2015,08:00,143,2.3,21.6,0.9,30.1,64.5,0.001,0.001,0.001,0.001,0.0,14.6,5.3,15
05/01/2015,09:00,105,2.6,27.2,1.2,30.3,62.9,0.001,0.000,0.001,0.000,0.0,22.0,15.5,12
05/01/2015,10:00,90,3.3,22.2,1.2,29.3,67.3,0.000,0.000,0.000,0.000,0.0,25.5,19.6,11
05/01/2015,11:00,85,3.8,20.4,1.4,29.6,65.8,0.001,0.000,0.001,0.001,0.1,19.8,13.2,12
05/01/2015,12:00,83,4.4,18.8,1.4,29.7,64.5,0.000,0.000,0.000,0.001,0.0,10.9,-3.2,14
05/01/2015,13:00,83,3.7,19.2,1.3,29.0,66.3,0.000,0.000,0.000,0.001,0.0,12.8,1.4,15
05/01/2015,14:00,81,4.2,16.9,1.4,28.9,70.3,0.000,0.000,0.000,0.000,0.0,14.5,2.7,17
05/01/2015,15:00,95,3.6,20.9,1.3,28.8,66.2,0.000,0.000,0.000,0.000,0.0,14.2,2.0,15
05/01/2015,16:00,98,3.2,21.8,1.3,28.7,68.1,0.000,0.001,0.001,0.001,0.0,13.5,1.2,17
05/01/2015,17:00,108,3.1,23.7,1.3,28.3,67.4,0.000,0.001,0.001,0.001,0.0,14.2,1.4,17
05/01/2015,18:00,116,2.8,22.6,1.4,27.7,71.1,0.000,0.001,0.001,0.000,0.0,15.0,1.9,19
05/01/2015,19:00,139,2.3,17.4,0.9,27.2,72.6,0.000,0.000,0.000,0.001,0.0,18.6,6.4,18
05/01/2015,20:00,141,1.9,17.7,0.7,26.5,75.9,0.000,0.000,0.000,0.000,0.0,17.0,7.6,17
05/01/2015,21:00,149,1.9,15.0,0.6,26.3,76.9,0.000,0.000,0.000,0.000,0.0,21.6,12.1,17
05/01/2015,22:00,159,2.2,12.4,0.7,25.8,78.1,0.000,0.001,0.001,0.000,0.0,12.0,1.8,16
05/01/2015,23:00,159,2.2,12.2,0.6,25.0,81.4,0.000,0.001,0.001,0.000,0.0,10.1,2.4,14
06/01/2015,00:00,162,2.3,12.9,0.7,24.5,81.9,,,,,,5.7,-0.3,
06/01/2015,01:00,164,2.3,12.6,0.7,24.2,83.4,0.000,0.001,0.001,0.000,0.0,12.6,6.9,11
06/01/2015,02:00,162,2.2,14.6,0.6,24.1,84.7,0.000,0.001,0.001,0.000,0.0,8.8,2.6,13
06/01/2015,03:00,160,2.6,13.8,0.8,24.1,85.2,0.000,0.001,0.001,0.000,0.0,10.0,5.2,13
06/01/2015,04:00,163,2.4,13.8,0.7,23.8,85.6,0.000,0.001,0.001,0.000,0.0,7.0,1.9,11
06/01/2015,05:00,167,2.3,15.5,0.8,23.3,89.2,0.000,0.001,0.001,0.000,0.0,4.6,1.7,9
06/01/2015,06:00,162,2.5,14.2,0.9,23.7,87.9,0.001,0.001,0.001,0.000,0.0,1.2,-2.0,10
06/01/2015,07:00,157,2.4,15.4,0.9,25.3,82.4,0.000,0.001,0.001,0.001,0.0,3.8,-0.4,12
06/01/2015,08:00,154,2.4,15.1,0.8,26.5,79.4,0.001,0.001,0.002,0.000,0.0,8.9,3.6,13
06/01/2015,09:00,148,2.1,26.8,0.9,27.7,77.5,0.001,0.001,0.001,0.000,0.0,8.6,2.3,16
06/01/2015,10:00,93,4.3,20.3,1.9,28.1,72.1,0.000,0.000,0.000,0.000,0.0,15.2,4.9,23
06/01/2015,11:00,107,3.6,26.0,1.7,27.0,76.0,0.001,0.001,0.001,0.000,0.0,20.3,5.1,27
06/01/2015,12:00,109,3.8,21.7,1.6,29.6,66.0,0.001,0.001,0.001,0.001,0.0,29.8,14.2,24
06/01/2015,13:00,110,4.4,19.8,1.9,30.3,62.9,0.001,0.000,0.001,0.000,0.0,30.6,15.6,21
06/01/2015,14:00,110,4.3,23.0,1.8,30.1,63.3,0.000,0.000,0.000,0.001,0.0,22.6,7.3,20
06/01/2015,15:00,139,3.1,20.0,1.4,28.3,68.2,0.001,0.001,0.001,0.000,0.0,13.9,2.5,18
06/01/2015,16:00,131,3.4,26.6,1.5,27.8,69.0,0.001,0.001,0.001,0.000,0.0,16.8,5.8,18
06/01/2015,17:00,121,3.2,23.9,1.4,28.3,68.3,0.001,0.000,0.001,0.000,0.0,13.1,2.2,20
06/01/2015,18:00,124,3.4,23.1,1.8,27.4,70.3,0.000,0.001,0.001,0.000,0.0,17.7,3.9,22
06/01/2015,19:00,155,2.2,15.1,0.8,26.5,74.6,0.001,0.001,0.001,0.000,0.0,14.9,2.2,22
06/01/2015,20:00,172,1.9,12.6,0.5,25.4,78.3,0.000,0.000,0.000,0.000,0.0,18.0,6.5,21
06/01/2015,21:00,173,1.9,13.2,0.5,24.9,79.4,0.000,0.001,0.001,0.000,0.0,13.2,1.6,20
06/01/2015,22:00,175,1.7,14.0,0.5,24.6,79.1,0.000,0.001,0.001,0.000,0.0,16.2,4.6,19
06/01/2015,23:00,168,2.0,13.6,0.6,24.0,81.0,0.000,0.001,0.001,0.000,0.0,16.8,6.3,17
07/01/2015,00:00,167,2.4,12.8,0.7,23.7,81.5,,,,,,9.9,1.1,
07/01/2015,01:00,169,2.6,13.1,0.7,23.4,83.2,0.000,0.001,0.001,0.001,0.0,13.3,5.6,12
07/01/2015,02:00,162,2.8,13.3,0.8,23.3,84.3,0.000,0.000,0.000,0.000,0.0,6.8,-0.7,14
07/01/2015,03:00,166,2.8,15.1,0.9,23.0,85.2,0.000,0.001,0.001,0.000,0.0,6.8,0.0,13
07/01/2015,04:00,167,2.9,13.4,1.0,22.8,85.2,0.000,0.001,0.001,0.000,0.0,4.4,-1.4,11
07/01/2015,05:00,166,2.7,13.3,0.7,22.8,86.3,0.000,0.001,0.001,0.000,0.0,3.2,-1.6,12
07/01/2015,06:00,160,3.1,14.6,1.0,25.0,79.0,0.001,0.001,0.001,0.000,0.0,4.4,-1.2,13
07/01/2015,07:00,158,3.1,16.0,1.1,27.1,71.3,0.001,0.001,0.001,0.000,0.0,12.6,5.5,15
07/01/2015,08:00,146,2.1,20.2,0.9,26.9,73.2,0.002,0.001,0.003,0.000,0.0,7.5,-1.3,16
07/01/2015,09:00,120,2.6,29.8,1.4,28.8,66.0,0.001,0.000,0.001,0.000,0.0,12.2,3.4,17
07/01/2015,10:00,108,3.6,23.5,1.5,29.6,64.3,0.001,0.001,0.002,0.000,0.0,19.1,7.9,18
07/01/2015,11:00,108,3.9,21.0,1.7,30.3,61.0,0.001,0.000,0.001,0.000,0.0,17.7,4.1,16
07/01/2015,12:00,96,4.5,21.3,1.7,30.1,62.0,0.000,0.000,0.000,0.001,0.0,19.5,7.9,15
07/01/2015,13:00,102,4.1,22.2,1.9,28.7,64.7,0.000,0.000,0.000,0.000,0.0,16.9,5.4,12
07/01/2015,14:00,111,4.4,20.7,1.6,29.3,63.8,0.000,0.000,0.000,0.001,0.0,14.2,4.6,12
07/01/2015,15:00,120,3.4,22.0,1.6,28.7,67.4,0.001,0.001,0.001,0.001,0.0,11.8,2.6,15
07/01/2015,16:00,105,3.7,22.3,1.5,28.6,68.1,0.001,0.000,0.001,0.000,0.0,12.0,1.2,21
07/01/2015,17:00,109,3.7,22.2,1.7,28.1,66.9,0.001,0.000,0.001,0.000,0.0,22.1,6.9,23
07/01/2015,18:00,110,3.6,21.7,1.6,27.2,68.6,0.000,0.001,0.001,0.000,0.0,23.1,7.1,23
07/01/2015,19:00,114,3.0,21.7,1.4,26.8,70.3,0.000,0.001,0.001,0.000,0.0,18.4,1.9,23
07/01/2015,20:00,147,2.2,16.8,1.0,26.1,71.2,0.000,0.001,0.001,0.000,0.0,22.1,6.3,21
07/01/2015,21:00,164,1.5,12.3,0.4,24.8,75.0,0.000,0.001,0.001,0.000,0.0,16.4,4.5,19
07/01/2015,22:00,177,1.5,11.8,0.4,24.1,74.8,0.000,0.001,0.001,0.000,0.0,11.1,0.4,17
07/01/2015,23:00,179,1.5,12.4,0.4,23.7,76.3,0.000,0.001,0.001,0.000,0.0,19.5,9.8,18
08/01/2015,00:00,175,1.6,11.9,0.4,23.3,77.6,,,,,,16.4,6.1,
08/01/2015,01:00,170,1.5,11.8,0.4,22.8,79.0,0.000,0.001,0.001,0.000,0.0,12.7,2.0,15
08/01/2015,02:00,178,1.8,12.5,0.4,22.7,79.0,0.000,0.001,0.001,0.000,0.0,15.7,4.5,17
08/01/2015,03:00,175,2.2,13.1,0.5,22.8,78.5,0.000,0.001,0.001,0.001,0.0,11.7,1.6,18
08/01/2015,04:00,171,2.4,14.6,0.7,23.0,79.8,0.000,0.001,0.001,0.000,0.0,12.7,3.3,20
08/01/2015,05:00,164,2.5,14.3,0.7,23.0,80.3,0.000,0.001,0.001,0.001,0.0,12.5,2.0,19
08/01/2015,06:00,163,2.7,15.1,0.9,25.1,73.4,0.000,0.001,0.001,0.001,0.0,10.3,1.0,17
08/01/2015,07:00,161,3.6,14.8,1.2,25.5,72.9,0.001,0.001,0.001,0.000,0.0,12.1,3.4,15
08/01/2015,08:00,163,3.0,15.1,1.0,25.7,75.6,0.001,0.000,0.001,0.000,0.0,7.1,1.7,13
08/01/2015,09:00,151,2.5,20.0,1.0,29.7,64.1,0.001,0.001,0.001,0.001,0.0,6.3,0.9,14
08/01/2015,10:00,136,2.1,30.6,0.9,30.1,62.2,0.000,0.001,0.001,0.001,0.0,,,15
08/01/2015,11:00,95,3.3,27.6,1.5,30.0,62.4,0.001,0.001,0.001,0.001,0.0,20.6,11.7,17
08/01/2015,12:00,89,4.6,17.7,1.6,29.6,63.3,0.000,0.000,0.000,0.000,0.0,23.9,10.7,19
08/01/2015,13:00,83,4.4,18.8,1.6,29.8,64.4,0.000,0.000,0.000,0.000,0.0,,,20
08/01/2015,14:00,85,5.0,17.9,1.7,29.5,66.5,0.000,0.000,0.000,0.000,0.0,13.8,-1.5,20
08/01/2015,15:00,86,5.2,15.6,1.6,29.2,67.0,0.000,0.000,0.000,0.001,0.0,,,19
08/01/2015,16:00,86,4.9,16.5,1.8,29.0,66.2,0.000,0.000,0.000,0.001,0.0,14.9,2.0,17
08/01/2015,17:00,88,4.7,15.5,1.6,28.2,69.7,0.000,0.000,0.000,0.000,0.0,14.3,3.7,17
08/01/2015,18:00,106,3.5,21.2,1.5,27.4,70.9,0.001,0.000,0.001,0.000,0.0,11.2,-0.7,18
08/01/2015,19:00,105,3.4,21.8,1.7,26.6,76.0,0.000,0.000,0.000,0.001,0.0,12.4,0.2,21
08/01/2015,20:00,120,2.3,23.6,1.1,26.6,75.5,0.000,0.001,0.001,0.000,0.0,12.4,-0.8,21
08/01/2015,21:00,116,2.9,22.7,1.4,26.7,73.6,0.000,0.000,0.000,0.001,0.0,19.6,6.5,20
08/01/2015,22:00,118,2.6,22.0,1.1,26.4,74.1,0.000,0.000,0.000,0.000,0.0,19.0,4.9,21
08/01/2015,23:00,150,1.7,16.2,0.6,25.5,76.8,0.000,0.000,0.000,0.000,0.0,21.9,8.5,20
09/01/2015,00:00,164,1.6,11.0,0.4,24.3,80.0,,,,,,9.2,-2.3,
09/01/2015,01:00,167,1.7,12.2,0.5,24.0,81.5,0.000,0.001,0.001,0.000,0.0,13.5,2.1,15
09/01/2015,02:00,163,1.6,12.0,0.5,23.7,82.0,0.000,0.001,0.001,0.000,0.0,12.8,2.8,18
09/01/2015,03:00,166,1.5,15.2,0.4,23.3,84.9,0.000,0.001,0.001,0.001,0.0,11.4,2.3,17
09/01/2015,04:00,174,1.7,12.2,0.4,22.9,86.5,0.000,0.001,0.001,0.001,0.0,8.1,-0.6,17
09/01/2015,05:00,161,1.6,10.9,0.4,22.9,86.9,0.001,0.001,0.002,0.001,0.0,8.4,0.3,17
09/01/2015,06:00,157,2.2,12.2,0.7,25.9,76.8,0.001,0.000,0.001,0.001,0.0,14.8,6.3,16
09/01/2015,07:00,145,2.0,17.7,0.8,28.8,67.8,0.001,0.000,0.001,0.001,0.0,11.0,2.0,17
09/01/2015,08:00,115,2.7,23.0,1.3,29.5,65.0,0.000,0.001,0.001,0.001,0.0,10.7,-0.7,19
09/01/2015,09:00,109,2.8,28.1,1.4,29.2,65.9,0.001,0.000,0.001,0.000,0.0,17.2,3.3,20
09/01/2015,10:00,87,4.3,19.0,1.7,29.4,62.3,0.001,0.000,0.000,0.001,0.0,19.1,6.0,17
09/01/2015,11:00,89,4.6,16.4,1.7,29.7,61.9,0.000,0.000,0.000,0.001,0.0,,,16
09/01/2015,12:00,85,5.0,17.3,1.8,29.7,64.0,0.000,0.000,0.000,0.000,0.0,,,18
09/01/2015,13:00,77,5.1,16.1,1.6,29.2,67.1,0.000,0.000,0.000,0.001,0.0,20.0,5.8,20
09/01/2015,14:00,85,4.8,17.3,1.8,29.5,63.2,0.000,0.000,0.000,0.001,0.0,21.3,8.1,18
09/01/2015,15:00,79,4.7,17.3,1.6,29.4,64.2,0.000,0.000,0.000,0.001,0.0,15.4,2.3,17
09/01/2015,16:00,87,4.3,18.7,1.6,29.2,66.3,0.001,0.000,0.001,0.001,0.0,19.0,3.6,19
09/01/2015,17:00,89,4.0,19.6,1.4,28.3,67.4,0.000,0.000,0.000,0.001,0.0,21.0,5.8,19
09/01/2015,18:00,99,3.1,23.0,1.3,27.3,72.2,0.000,0.000,0.000,0.001,0.0,16.6,3.6,20
09/01/2015,19:00,109,2.8,22.7,1.3,26.9,73.9,0.000,0.000,0.000,0.001,0.0,22.3,7.6,22
09/01/2015,20:00,94,3.5,19.5,1.4,26.9,72.0,0.000,0.000,0.000,0.000,0.0,15.8,1.6,19
09/01/2015,21:00,105,2.5,22.0,1.2,26.7,70.9,0.000,0.000,0.000,0.000,0.0,19.1,4.8,20
09/01/2015,22:00,95,3.2,19.7,1.3,26.8,72.8,0.000,0.000,0.000,0.000,0.0,19.5,4.9,20
09/01/2015,23:00,91,3.5,18.4,1.3,26.7,72.4,0.000,0.000,0.000,0.001,0.0,20.1,6.4,19
10/01/2015,00:00,83,3.5,16.7,1.3,26.7,72.6,,,,,,22.2,8.5,
10/01/2015,01:00,86,3.6,16.3,1.4,26.6,70.3,0.000,0.000,0.000,0.001,0.0,16.0,2.0,12
10/01/2015,02:00,86,3.3,18.2,1.2,26.3,69.2,0.000,0.000,0.000,0.001,0.0,16.7,5.1,15
