Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Bsp (Mm^-1)
04/01/2013,16:00,95,4.6,14.1,1.4,28.3,54.5,0.0,1007,0.001,0.001,0.002,0.001,,,22
04/01/2013,17:00,97,4.6,13.1,1.3,27.3,59.5,0.0,1007,0.001,0.001,0.002,0.001,,,22
04/01/2013,18:00,97,4.3,13.4,1.6,26.5,63.8,0.0,1008,0.001,0.002,0.003,0.001,,,21
04/01/2013,19:00,97,3.7,11.3,1.2,26.2,65.9,0.0,1009,0.001,0.003,0.003,0.001,,,21
04/01/2013,20:00,103,4.2,12.0,1.4,26.1,64.9,0.0,1009,0.001,0.003,0.004,0.001,,,20
04/01/2013,21:00,110,3.4,12.8,1.4,25.9,64.1,0.0,1009,0.001,0.005,0.006,0.001,,,19
04/01/2013,22:00,116,2.8,13.9,1.0,25.6,65.7,0.0,1009,0.001,0.002,0.003,0.001,,,20
04/01/2013,23:00,121,1.9,22.2,1.1,25.2,66.4,0.0,1009,0.004,0.014,0.018,0.008,,,19
05/01/2013,00:00,139,1.1,30.9,0.6,24.7,66.1,0.0,1008,,,,,,,
05/01/2013,01:00,158,0.9,36.7,0.6,24.0,68.1,0.0,1008,0.001,0.001,0.002,0.002,,,18
05/01/2013,02:00,139,0.8,34.4,0.5,23.5,69.7,0.0,1008,0.000,0.003,0.003,0.001,,,22
05/01/2013,03:00,129,1.0,27.0,0.5,23.6,70.7,0.0,1008,0.001,0.005,0.006,0.001,,,37
05/01/2013,04:00,130,1.2,20.4,0.6,23.2,71.4,0.0,1008,0.000,0.006,0.006,0.003,,,48
05/01/2013,05:00,127,1.0,28.7,0.5,22.8,72.8,0.0,1009,0.001,0.004,0.004,0.002,,,49
05/01/2013,06:00,124,1.6,21.8,0.8,24.3,68.3,0.0,1010,0.005,0.007,0.012,0.005,,,33
05/01/2013,07:00,112,3.1,18.6,1.4,26.0,60.5,0.0,1010,0.013,0.010,0.022,0.014,,,21
05/01/2013,08:00,102,4.3,17.3,1.5,26.8,55.7,0.0,1010,0.004,0.005,0.009,0.004,,,20
05/01/2013,09:00,87,5.0,14.2,1.3,27.4,53.1,0.0,1010,0.005,0.004,0.009,0.004,,,20
05/01/2013,10:00,86,5.4,16.2,1.5,28.2,49.8,0.0,1010,0.003,0.004,0.007,0.003,,,20
05/01/2013,11:00,89,5.4,16.7,1.7,28.5,50.9,0.0,1010,0.001,0.002,0.003,0.001,,,15
05/01/2013,12:00,89,5.4,17.4,1.8,29.3,48.2,0.0,1009,0.001,0.002,0.003,0.001,,,13
05/01/2013,13:00,99,5.2,15.2,1.5,29.0,52.4,0.0,1009,0.002,0.002,0.003,0.001,,,14
05/01/2013,14:00,105,5.2,12.4,1.5,28.2,56.6,0.0,1009,0.001,0.001,0.002,0.001,,,11
05/01/2013,15:00,100,4.9,14.9,1.6,27.3,61.9,0.0,1009,0.001,0.000,0.001,0.001,,,12
05/01/2013,16:00,102,4.4,14.1,1.4,27.2,60.7,0.0,1009,0.001,0.001,0.002,0.001,,,13
05/01/2013,17:00,99,4.8,13.1,1.4,27.2,58.4,0.0,1010,0.001,0.001,0.002,0.001,,,12
05/01/2013,18:00,103,4.0,12.5,1.3,26.4,62.2,0.0,1010,0.001,0.001,0.002,0.001,,,14
05/01/2013,19:00,102,3.2,12.1,1.2,26.1,66.0,0.0,1010,0.000,0.002,0.002,0.001,,,15
05/01/2013,20:00,98,3.9,12.5,1.1,26.0,65.3,0.0,1011,0.000,0.001,0.001,0.001,,,14
05/01/2013,21:00,104,3.5,11.8,1.3,26.1,66.2,0.0,1011,0.001,0.003,0.004,0.001,,,15
05/01/2013,22:00,116,2.5,17.1,1.2,25.8,68.1,0.0,1011,0.003,0.008,0.011,0.002,,,16
05/01/2013,23:00,121,1.8,20.1,0.9,25.1,69.6,0.0,1010,0.020,0.017,0.037,0.016,,,15
06/01/2013,00:00,129,1.3,27.9,0.8,25.0,69.0,0.0,1010,,,,,,,
06/01/2013,01:00,152,0.8,39.6,0.6,24.2,69.4,0.0,1009,0.001,0.007,0.007,0.006,,,12
06/01/2013,02:00,161,0.7,37.5,0.6,23.6,71.2,0.0,1009,0.000,0.002,0.002,0.002,,,11
06/01/2013,03:00,163,0.9,39.4,0.7,23.5,71.2,0.0,1009,0.000,0.002,0.002,0.001,,,13
06/01/2013,04:00,149,0.8,41.3,0.5,23.2,72.3,0.0,1009,0.000,0.001,0.001,0.001,,,13
06/01/2013,05:00,141,1.1,31.2,0.6,23.5,71.2,0.0,1010,0.001,0.002,0.003,0.001,,,12
06/01/2013,06:00,127,1.5,25.2,0.8,24.7,67.0,0.0,1011,0.002,0.004,0.006,0.002,,,11
06/01/2013,07:00,117,2.1,21.8,1.1,25.2,65.4,0.0,1011,0.007,0.009,0.016,0.010,,,11
06/01/2013,08:00,115,3.0,20.3,1.3,26.4,59.3,0.0,1011,0.004,0.005,0.009,0.007,,,11
06/01/2013,09:00,101,4.2,20.6,1.8,27.1,58.1,0.0,1011,0.005,0.005,0.010,0.005,,,10
06/01/2013,10:00,94,5.1,13.4,1.5,27.9,54.2,0.0,1011,0.004,0.004,0.007,0.003,,,12
06/01/2013,11:00,98,5.3,13.1,1.6,27.7,54.4,0.0,1011,0.002,0.002,0.004,0.002,,,9
06/01/2013,12:00,95,5.6,14.1,1.8,27.9,57.9,0.0,1010,0.001,0.001,0.002,0.001,,,10
06/01/2013,13:00,96,5.6,17.6,1.8,27.9,57.6,0.0,1010,0.001,0.001,0.002,0.000,,,9
06/01/2013,14:00,103,5.4,15.3,1.6,27.2,60.6,0.0,1010,0.001,0.001,0.002,0.001,,,9
06/01/2013,15:00,106,4.2,15.1,1.5,26.5,60.4,0.0,1010,0.001,0.002,0.003,0.001,,,7
06/01/2013,16:00,106,4.4,13.4,1.6,26.8,59.2,0.0,1010,0.001,0.001,0.002,0.001,,,8
06/01/2013,17:00,104,4.3,13.3,1.3,26.7,58.3,0.0,1011,0.001,0.002,0.003,0.001,,,8
06/01/2013,18:00,98,4.4,11.4,1.3,26.1,64.9,0.0,1011,0.001,0.001,0.002,0.001,,,10
06/01/2013,19:00,97,4.4,11.4,1.4,25.8,68.4,0.0,1012,0.000,0.001,0.001,0.001,,,11
06/01/2013,20:00,114,3.3,14.3,1.2,26.0,67.1,0.0,1012,0.003,0.007,0.009,0.001,,,12
06/01/2013,21:00,118,2.3,16.8,1.0,25.7,65.0,0.0,1012,0.006,0.012,0.018,0.007,,,11
06/01/2013,22:00,126,2.1,21.4,1.0,25.2,68.3,0.0,1012,0.005,0.013,0.017,0.006,,,13
06/01/2013,23:00,120,2.6,16.3,1.2,25.3,66.6,0.0,1012,0.002,0.007,0.009,0.004,,,13
07/01/2013,00:00,125,1.7,22.8,0.8,24.8,66.1,0.0,1011,,,,,,,
07/01/2013,01:00,131,1.0,28.5,0.6,23.8,69.2,0.0,1011,0.000,0.005,0.005,0.004,,,12
07/01/2013,02:00,137,0.8,34.6,0.5,23.1,70.7,0.0,1010,0.000,0.005,0.005,0.002,,,11
07/01/2013,03:00,137,0.8,32.3,0.5,22.9,69.6,0.0,1010,0.000,0.003,0.003,0.001,,,11
07/01/2013,04:00,131,0.8,40.2,0.6,22.8,70.3,0.0,1010,0.001,0.003,0.003,0.001,,,11
07/01/2013,05:00,161,0.8,41.8,0.7,23.1,70.0,0.0,1011,0.001,0.001,0.002,0.001,,,12
07/01/2013,06:00,145,1.1,36.6,0.7,24.1,66.9,0.0,1012,0.001,0.002,0.003,0.001,,,13
07/01/2013,07:00,121,2.2,23.9,1.1,25.3,62.8,0.0,1012,0.002,0.004,0.006,0.002,,,12
07/01/2013,08:00,117,3.6,16.7,1.4,26.2,58.7,0.0,1013,0.010,0.009,0.019,0.010,,,12
07/01/2013,09:00,109,4.5,17.1,1.9,27.2,55.4,0.0,1012,0.005,0.005,0.009,0.004,,,13
07/01/2013,10:00,96,5.9,16.1,1.9,27.6,52.1,0.0,1012,0.002,0.002,0.004,0.002,,,14
07/01/2013,11:00,97,5.9,16.1,1.9,28.3,49.0,0.0,1012,0.001,0.001,0.002,0.001,,,14
07/01/2013,12:00,96,6.0,17.0,1.9,28.4,48.6,0.0,1011,0.001,0.001,0.002,0.001,,,16
07/01/2013,13:00,96,6.1,14.3,1.8,28.3,50.4,0.0,1011,0.001,0.001,0.002,0.001,,,15
07/01/2013,14:00,94,5.9,16.1,1.8,28.1,50.0,0.0,1010,0.001,0.000,0.001,0.001,,,14
07/01/2013,15:00,99,5.4,15.1,1.6,28.3,48.9,0.0,1009,0.001,0.001,0.002,0.001,,,15
07/01/2013,16:00,100,5.0,15.4,1.6,27.9,50.1,0.0,1009,0.002,0.002,0.004,0.001,,,17
07/01/2013,17:00,100,5.1,13.8,1.7,26.9,57.7,0.0,1010,0.001,0.002,0.003,0.001,,,14
07/01/2013,18:00,105,4.4,11.6,1.5,26.2,59.7,0.0,1010,0.000,0.002,0.002,0.001,,,14
07/01/2013,19:00,102,4.2,11.1,1.5,25.7,62.2,0.0,1011,0.001,0.004,0.004,0.001,,,14
07/01/2013,20:00,110,3.1,15.2,1.3,25.6,62.4,0.0,1011,0.003,0.005,0.008,0.001,,,15
07/01/2013,21:00,107,3.2,16.8,1.4,25.6,63.0,0.0,1012,0.001,0.006,0.007,0.002,,,16
07/01/2013,22:00,119,2.0,16.8,1.0,25.4,61.9,0.0,1011,0.004,0.013,0.017,0.007,,,14
07/01/2013,23:00,132,1.0,30.1,0.6,24.9,63.4,0.0,1011,0.006,0.016,0.022,0.010,,,14
08/01/2013,00:00,144,0.7,40.3,0.5,24.3,66.2,0.0,1010,,,,,,,
08/01/2013,01:00,145,0.8,41.3,0.5,23.8,67.8,0.0,1009,0.001,0.005,0.006,0.004,,,13
08/01/2013,02:00,143,0.7,40.2,0.5,23.5,69.4,0.0,1008,0.001,0.002,0.003,0.002,,,12
08/01/2013,03:00,162,0.6,44.7,0.5,23.0,71.8,0.0,1008,0.000,0.003,0.003,0.002,,,13
08/01/2013,04:00,139,0.7,45.0,0.5,23.0,72.4,0.0,1008,0.000,0.003,0.003,0.001,,,17
08/01/2013,05:00,159,0.8,39.1,0.5,23.0,74.8,0.0,1009,0.002,0.007,0.009,0.003,,,15
08/01/2013,06:00,156,0.7,40.2,0.5,23.6,72.6,0.0,1009,0.001,0.004,0.005,0.002,,,15
08/01/2013,07:00,125,1.2,40.3,0.9,25.3,65.5,0.0,1009,0.019,0.012,0.031,0.013,,,18
08/01/2013,08:00,105,2.1,21.2,1.0,25.8,63.9,0.0,1009,0.010,0.009,0.018,0.006,,,19
08/01/2013,09:00,99,2.8,25.1,1.2,27.0,57.7,0.0,1009,0.002,0.002,0.004,0.002,,,20
08/01/2013,10:00,87,3.5,22.2,1.3,28.0,52.1,0.0,1008,0.002,0.002,0.004,0.001,,,17
08/01/2013,11:00,92,3.5,22.2,1.4,28.6,44.6,0.0,1007,0.001,0.000,0.001,0.001,,,14
08/01/2013,12:00,82,3.4,25.4,1.4,29.2,42.8,0.0,1007,0.002,0.001,0.003,0.001,,,15
08/01/2013,13:00,78,3.3,28.5,1.7,29.3,41.1,0.0,1006,0.001,0.000,0.001,0.001,,,13
08/01/2013,14:00,84,3.7,24.3,1.4,29.4,42.2,0.0,1005,0.001,0.000,0.001,0.001,,,12
08/01/2013,15:00,73,3.8,21.3,1.2,29.0,43.8,0.0,1004,0.001,0.000,0.001,0.001,,,12
08/01/2013,16:00,70,4.4,13.0,1.2,28.4,46.6,0.0,1003,0.002,0.001,0.003,0.001,,,11
08/01/2013,17:00,75,3.6,16.2,1.0,27.7,48.6,0.0,1003,0.001,0.001,0.002,0.000,,,10
08/01/2013,18:00,63,1.7,22.6,0.9,26.5,54.1,0.0,1004,0.000,0.001,0.001,0.001,,,11
08/01/2013,19:00,67,0.3,87.7,0.5,25.3,60.9,0.0,1005,0.001,0.001,0.002,0.001,,,12
08/01/2013,20:00,216,0.7,22.3,0.3,24.4,65.2,0.0,1005,0.000,0.001,0.001,0.001,,,10
08/01/2013,21:00,209,0.6,51.3,0.4,23.7,68.6,0.0,1005,0.000,0.002,0.002,0.001,,,11
08/01/2013,22:00,225,0.3,56.9,0.2,22.5,73.0,0.0,1005,0.001,0.002,0.003,0.001,,,11
08/01/2013,23:00,262,0.3,45.5,0.2,21.7,77.6,0.0,1004,0.000,0.002,0.002,0.001,,,10
09/01/2013,00:00,251,0.3,50.4,0.2,21.4,80.2,0.0,1004,,,,,,,
09/01/2013,01:00,257,0.3,44.1,0.2,21.0,82.0,0.0,1003,0.000,0.003,0.003,0.001,,,10
09/01/2013,02:00,244,0.2,53.3,0.2,20.5,83.1,0.0,1002,0.001,0.002,0.003,0.001,,,11
09/01/2013,03:00,230,0.2,55.3,0.1,20.4,85.2,0.0,1002,0.000,0.002,0.002,0.000,,,10
09/01/2013,04:00,248,0.2,64.4,0.2,20.4,86.5,0.0,1002,0.001,0.002,0.002,0.000,,,10
09/01/2013,05:00,229,0.2,69.6,0.2,20.2,87.8,0.0,1003,0.001,0.001,0.002,0.001,,,10
09/01/2013,06:00,15,0.1,138.8,0.3,23.4,78.7,0.0,1003,0.002,0.002,0.004,0.001,,,22
09/01/2013,07:00,4,1.1,172.7,0.7,27.0,62.9,0.0,1003,0.000,0.001,0.001,0.001,,,14
09/01/2013,08:00,349,1.3,40.6,0.9,28.1,54.7,0.0,1003,0.000,0.000,0.000,0.001,,,11
09/01/2013,09:00,315,1.7,49.7,1.1,29.8,47.1,0.0,1002,0.001,0.000,0.001,0.001,,,11
09/01/2013,10:00,294,2.0,44.4,1.4,30.5,44.2,0.0,1002,0.000,0.000,0.000,0.001,,,11
09/01/2013,11:00,318,1.6,43.1,1.0,31.6,40.3,0.0,1001,0.000,0.000,0.000,0.001,,,13
09/01/2013,12:00,322,1.3,50.2,1.1,32.6,39.0,0.0,1000,0.001,0.001,0.001,0.000,,,14
09/01/2013,13:00,3,1.7,42.8,1.1,33.0,38.5,0.0,999,0.000,0.001,0.001,0.000,,,15
09/01/2013,14:00,21,2.8,28.5,1.5,33.1,40.4,0.0,998,0.001,0.001,0.001,0.001,,,15
09/01/2013,15:00,17,2.6,24.8,1.2,31.8,44.9,0.0,998,0.001,0.000,0.001,0.001,,,15
09/01/2013,16:00,18,2.3,175.0,1.2,30.9,47.1,0.0,998,0.001,0.001,0.002,0.001,,,27
09/01/2013,17:00,14,2.0,174.1,1.0,29.4,52.9,0.0,998,0.001,0.000,0.001,0.001,,,16
09/01/2013,18:00,9,1.5,179.9,0.8,27.8,59.7,0.0,999,0.000,0.001,0.001,0.001,,,19
09/01/2013,19:00,338,0.6,41.5,0.5,26.8,67.5,0.0,1000,0.000,0.001,0.001,0.001,,,13
09/01/2013,20:00,297,0.6,33.4,0.4,26.1,70.8,0.0,1000,0.000,0.001,0.001,0.001,,,29
09/01/2013,21:00,276,0.8,23.4,0.3,25.6,73.1,0.0,1001,0.001,0.001,0.001,0.001,,,31
09/01/2013,22:00,287,0.8,21.7,0.3,25.4,73.8,0.0,1001,0.000,0.001,0.001,0.001,,,13
09/01/2013,23:00,279,1.1,21.3,0.5,25.2,75.2,0.0,1001,0.000,0.001,0.001,0.001,,,11
10/01/2013,00:00,282,1.2,13.1,0.3,24.9,76.4,0.0,1000,,,,,,,
10/01/2013,01:00,281,0.8,22.1,0.3,24.6,77.7,0.0,1000,0.001,0.001,0.002,0.001,,,10
10/01/2013,02:00,266,0.2,66.9,0.2,23.3,80.6,0.0,1000,0.001,0.003,0.004,0.001,,,10
10/01/2013,03:00,195,0.1,114.1,0.1,22.4,84.2,0.0,1000,0.001,0.003,0.004,0.001,,,10
10/01/2013,04:00,195,0.3,65.9,0.3,22.6,86.3,0.0,1001,0.000,0.002,0.002,0.001,,,10
10/01/2013,05:00,215,0.4,66.1,0.4,23.4,84.5,0.0,1002,0.001,0.002,0.003,,,,11
10/01/2013,06:00,180,0.6,49.9,0.4,25.1,77.9,0.0,1002,0.001,0.003,0.004,0.001,,,13
10/01/2013,07:00,53,1.3,40.0,0.9,27.4,67.7,0.0,1003,0.001,0.001,0.002,0.001,,,14
10/01/2013,08:00,28,1.7,33.4,0.9,28.4,61.0,0.0,1003,0.001,0.001,0.002,0.001,,,13
10/01/2013,09:00,41,2.3,32.0,1.1,29.9,52.8,0.0,1003,0.000,0.001,0.001,0.001,,,14
10/01/2013,10:00,46,3.0,24.8,1.3,30.6,50.4,0.0,1003,0.001,0.000,0.001,0.001,,,13
10/01/2013,11:00,40,2.6,28.7,1.4,31.3,47.8,0.0,1002,0.000,0.001,0.001,0.001,,,13
