Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Sulfur Dioxide (ppm)
05/07/2013,00:00,183,1.0,14.5,0.5,
05/07/2013,01:00,179,1.1,10.9,0.4,0.001
05/07/2013,02:00,178,1.9,11.4,0.7,0.000
05/07/2013,03:00,179,2.0,11.9,0.8,0.000
05/07/2013,04:00,176,1.5,14.1,0.6,0.000
05/07/2013,05:00,189,1.6,12.6,0.5,0.000
05/07/2013,06:00,191,1.8,12.9,0.5,0.000
05/07/2013,07:00,181,1.6,11.5,0.6,0.001
05/07/2013,08:00,183,1.7,15.6,0.7,0.001
05/07/2013,09:00,169,2.3,21.8,1.1,0.001
05/07/2013,10:00,170,2.9,17.8,1.3,0.000
05/07/2013,11:00,164,1.9,37.1,1.3,0.000
05/07/2013,12:00,159,1.4,46.5,1.0,0.001
05/07/2013,13:00,162,1.5,42.9,1.1,0.001
05/07/2013,14:00,148,0.8,66.8,0.7,0.001
05/07/2013,15:00,190,1.3,57.5,1.2,0.001
05/07/2013,16:00,188,1.1,35.0,0.7,0.003
05/07/2013,17:00,191,0.9,41.8,0.6,0.003
05/07/2013,18:00,187,0.6,24.1,0.2,0.002
05/07/2013,19:00,199,0.8,11.9,0.2,0.002
05/07/2013,20:00,196,1.1,11.1,0.4,0.002
05/07/2013,21:00,183,2.1,10.0,0.6,0.001
05/07/2013,22:00,172,2.5,13.4,1.1,0.001
05/07/2013,23:00,178,2.3,11.3,0.8,0.001
06/07/2013,00:00,182,1.8,11.8,0.6,
06/07/2013,01:00,176,1.6,16.5,0.7,0.000
06/07/2013,02:00,190,1.6,14.4,0.6,0.000
06/07/2013,03:00,180,1.8,15.4,0.8,0.000
06/07/2013,04:00,174,2.1,16.7,0.9,0.000
06/07/2013,05:00,174,2.0,17.6,0.9,0.000
06/07/2013,06:00,172,1.7,21.0,0.9,0.000
06/07/2013,07:00,179,1.9,12.1,0.8,0.000
06/07/2013,08:00,172,1.8,30.9,0.9,0.000
06/07/2013,09:00,144,1.3,53.8,1.0,0.000
06/07/2013,10:00,133,1.7,45.8,1.2,0.000
06/07/2013,11:00,146,1.7,39.3,1.2,0.000
06/07/2013,12:00,151,1.8,38.8,1.2,0.001
06/07/2013,13:00,146,1.7,36.2,1.1,0.001
06/07/2013,14:00,154,1.8,38.3,1.2,0.001
06/07/2013,15:00,151,1.7,35.8,1.2,0.001
06/07/2013,16:00,159,2.1,29.1,1.3,0.000
06/07/2013,17:00,154,1.6,30.9,1.0,0.001
06/07/2013,18:00,166,1.4,21.7,0.8,0.001
06/07/2013,19:00,176,1.6,14.9,0.6,0.001
06/07/2013,20:00,175,1.9,10.7,0.7,0.001
06/07/2013,21:00,177,1.8,11.9,0.7,0.001
06/07/2013,22:00,179,2.1,12.6,0.8,0.001
06/07/2013,23:00,173,2.2,17.9,1.0,0.000
07/07/2013,00:00,171,2.7,14.3,1.2,
07/07/2013,01:00,170,2.5,19.8,1.2,0.000
07/07/2013,02:00,158,2.2,25.0,1.3,0.000
07/07/2013,03:00,154,1.3,35.6,0.8,0.000
07/07/2013,04:00,148,1.6,31.9,1.0,0.000
07/07/2013,05:00,146,1.5,34.2,0.9,0.000
07/07/2013,06:00,160,1.5,37.0,0.9,0.000
07/07/2013,07:00,132,1.2,49.4,0.9,0.000
07/07/2013,08:00,126,1.3,55.1,1.2,0.000
07/07/2013,09:00,117,1.7,45.8,1.2,0.000
07/07/2013,10:00,109,2.1,41.0,1.5,0.000
07/07/2013,11:00,106,2.0,44.2,1.5,0.000
07/07/2013,12:00,105,2.0,40.8,1.4,0.000
07/07/2013,13:00,115,1.4,49.0,1.1,0.000
07/07/2013,14:00,128,1.6,41.5,1.1,0.000
07/07/2013,15:00,136,1.4,40.3,1.0,0.001
07/07/2013,16:00,130,1.6,41.4,1.1,0.000
07/07/2013,17:00,150,1.9,28.9,1.1,0.000
07/07/2013,18:00,155,1.8,31.4,1.0,0.000
07/07/2013,19:00,161,2.0,25.6,1.2,0.000
07/07/2013,20:00,158,2.2,25.2,1.3,0.000
07/07/2013,21:00,159,2.3,24.5,1.3,0.000
07/07/2013,22:00,157,2.2,28.9,1.3,0.000
07/07/2013,23:00,161,2.2,25.9,1.3,0.000
08/07/2013,00:00,161,2.2,25.5,1.3,
08/07/2013,01:00,156,2.2,22.6,1.2,0.000
08/07/2013,02:00,155,2.0,27.5,1.2,0.000
08/07/2013,03:00,153,2.1,27.0,1.3,0.000
08/07/2013,04:00,162,1.9,25.3,1.1,0.000
08/07/2013,05:00,158,2.1,25.4,1.2,0.000
08/07/2013,06:00,158,1.7,30.0,1.1,0.000
08/07/2013,07:00,160,1.3,35.2,0.8,0.001
08/07/2013,08:00,172,1.9,25.3,1.0,0.000
08/07/2013,09:00,137,1.2,55.7,1.1,0.000
08/07/2013,10:00,91,1.6,56.0,1.4,0.000
08/07/2013,11:00,95,1.8,36.8,1.3,0.000
08/07/2013,12:00,76,2.2,27.3,1.1,0.000
08/07/2013,13:00,94,1.9,29.8,1.3,0.000
08/07/2013,14:00,92,2.1,38.4,1.4,0.000
08/07/2013,15:00,114,1.5,39.5,1.2,0.001
08/07/2013,16:00,116,1.5,44.5,1.1,0.001
08/07/2013,17:00,124,1.7,32.3,1.1,0.001
08/07/2013,18:00,127,1.2,32.8,0.8,0.000
08/07/2013,19:00,129,1.0,40.2,0.7,0.000
08/07/2013,20:00,147,0.9,38.4,0.6,0.000
08/07/2013,21:00,170,1.5,11.9,0.7,0.001
08/07/2013,22:00,145,1.4,29.9,0.9,0.000
08/07/2013,23:00,156,1.7,22.1,1.0,0.000
09/07/2013,00:00,154,1.9,26.5,1.0,
09/07/2013,01:00,157,1.7,24.2,1.0,0.000
09/07/2013,02:00,158,1.3,26.2,0.7,0.000
09/07/2013,03:00,142,0.8,46.6,0.6,0.000
09/07/2013,04:00,118,0.7,55.6,0.5,0.000
09/07/2013,05:00,123,0.8,55.4,0.7,0.000
09/07/2013,06:00,114,0.7,52.4,0.6,0.000
09/07/2013,07:00,116,0.5,61.0,0.4,0.000
09/07/2013,08:00,153,0.8,49.5,0.6,0.001
09/07/2013,09:00,99,1.2,40.7,1.0,0.000
09/07/2013,10:00,72,2.2,24.5,1.1,0.000
09/07/2013,11:00,56,3.2,24.5,1.3,0.000
09/07/2013,12:00,66,2.8,30.7,1.5,0.000
09/07/2013,13:00,73,2.3,36.2,1.4,0.000
09/07/2013,14:00,67,2.3,29.3,1.2,0.000
09/07/2013,15:00,76,1.7,51.4,1.3,0.001
09/07/2013,16:00,90,1.9,32.4,1.1,0.000
09/07/2013,17:00,96,1.3,40.2,0.9,0.000
09/07/2013,18:00,125,0.8,56.3,0.7,0.001
09/07/2013,19:00,129,0.7,58.3,0.6,0.001
09/07/2013,20:00,128,0.9,50.1,0.7,0.000
09/07/2013,21:00,135,0.8,52.4,0.6,0.000
09/07/2013,22:00,156,1.0,37.9,0.7,0.000
09/07/2013,23:00,139,1.2,41.1,0.8,0.000
10/07/2013,00:00,120,1.0,52.5,0.8,
10/07/2013,01:00,98,1.4,49.1,1.4,0.000
10/07/2013,02:00,85,1.5,38.0,1.0,0.001
10/07/2013,03:00,80,1.6,32.0,1.0,0.000
10/07/2013,04:00,172,1.6,53.8,1.2,0.000
10/07/2013,05:00,180,2.1,12.4,0.7,0.000
10/07/2013,06:00,171,1.7,10.0,0.7,0.001
10/07/2013,07:00,197,1.1,24.4,0.5,0.001
10/07/2013,08:00,99,0.9,50.6,0.6,0.001
10/07/2013,09:00,73,2.2,22.3,1.1,0.000
10/07/2013,10:00,58,2.9,22.2,1.3,0.000
10/07/2013,11:00,58,3.0,25.3,1.4,0.000
10/07/2013,12:00,63,2.5,32.6,1.4,0.000
10/07/2013,13:00,69,2.1,38.4,1.2,0.000
10/07/2013,14:00,76,1.7,42.2,1.1,0.000
10/07/2013,15:00,128,0.9,64.5,0.9,0.001
10/07/2013,16:00,99,1.2,55.0,1.0,0.000
10/07/2013,17:00,139,0.9,55.2,0.8,0.001
10/07/2013,18:00,144,0.6,61.6,0.5,0.001
10/07/2013,19:00,139,0.4,67.9,0.3,0.001
10/07/2013,20:00,120,0.6,63.8,0.5,0.000
10/07/2013,21:00,125,0.6,59.4,0.5,0.000
10/07/2013,22:00,143,0.6,55.4,0.5,0.000
10/07/2013,23:00,163,1.0,29.7,0.6,0.000
11/07/2013,00:00,150,0.8,55.6,0.6,
11/07/2013,01:00,122,0.7,58.5,0.6,0.000
11/07/2013,02:00,113,1.1,51.8,0.8,0.000
11/07/2013,03:00,96,1.2,44.3,0.8,0.000
11/07/2013,04:00,83,1.7,28.2,1.0,0.000
11/07/2013,05:00,80,1.8,26.2,0.8,0.000
11/07/2013,06:00,79,1.8,22.7,0.9,0.000
11/07/2013,07:00,76,1.8,23.5,0.9,0.000
11/07/2013,08:00,69,2.5,18.6,1.2,0.000
11/07/2013,09:00,60,3.3,16.9,1.4,0.000
11/07/2013,10:00,61,3.2,20.3,1.4,0.000
11/07/2013,11:00,60,2.5,29.2,1.3,0.000
11/07/2013,12:00,67,2.1,33.9,1.2,0.000
11/07/2013,13:00,86,1.8,49.3,1.3,0.000
11/07/2013,14:00,95,1.5,53.5,1.2,0.000
11/07/2013,15:00,91,2.0,37.9,1.3,0.001
11/07/2013,16:00,89,2.0,37.6,1.3,0.000
11/07/2013,17:00,100,1.6,35.9,1.1,0.001
11/07/2013,18:00,90,1.3,37.5,0.8,0.000
11/07/2013,19:00,102,0.8,54.3,0.6,0.000
11/07/2013,20:00,101,0.9,54.1,0.7,0.000
11/07/2013,21:00,97,1.2,40.5,0.9,0.000
11/07/2013,22:00,93,1.3,37.7,0.9,0.000
11/07/2013,23:00,88,0.9,48.5,0.7,0.000
12/07/2013,00:00,93,1.0,37.8,0.7,
12/07/2013,01:00,83,1.8,25.0,1.0,0.000
12/07/2013,02:00,78,1.9,25.0,1.0,0.000
12/07/2013,03:00,67,1.9,28.9,1.1,0.000
12/07/2013,04:00,61,2.1,25.0,1.1,0.000
12/07/2013,05:00,69,2.2,23.0,1.1,0.000
12/07/2013,06:00,67,2.1,21.9,1.0,0.000
12/07/2013,07:00,66,2.1,23.2,0.9,0.000
12/07/2013,08:00,59,2.6,21.5,1.3,0.000
12/07/2013,09:00,60,3.1,17.5,1.3,0.000
12/07/2013,10:00,55,3.2,21.5,1.3,0.000
12/07/2013,11:00,64,1.6,41.6,0.9,0.000
12/07/2013,12:00,63,1.9,37.4,1.0,0.000
12/07/2013,13:00,79,1.3,53.7,1.1,0.000
12/07/2013,14:00,59,1.7,50.4,1.3,0.000
12/07/2013,15:00,65,1.1,71.1,1.1,0.000
12/07/2013,16:00,71,1.2,56.4,1.0,0.000
12/07/2013,17:00,93,1.3,41.9,0.8,0.000
12/07/2013,18:00,91,0.9,38.4,0.6,0.001
12/07/2013,19:00,87,0.7,27.4,0.3,0.000
12/07/2013,20:00,69,0.6,25.9,0.3,0.001
12/07/2013,21:00,65,0.2,56.3,0.2,0.001
12/07/2013,22:00,123,0.2,70.4,0.2,0.000
12/07/2013,23:00,120,0.3,59.5,0.2,0.000
13/07/2013,00:00,102,0.2,83.0,0.2,
13/07/2013,01:00,11,0.1,140.5,0.1,0.001
13/07/2013,02:00,344,0.4,146.1,0.5,0.000
13/07/2013,03:00,41,0.9,37.3,0.5,0.000
13/07/2013,04:00,50,1.2,24.6,0.6,0.000
13/07/2013,05:00,28,1.0,24.0,0.4,0.000
13/07/2013,06:00,355,0.7,160.6,0.3,0.000
13/07/2013,07:00,272,0.2,116.7,0.2,0.001
13/07/2013,08:00,47,1.5,29.8,0.9,0.000
13/07/2013,09:00,35,3.5,14.1,1.2,0.000
13/07/2013,10:00,42,3.4,16.9,1.3,0.000
13/07/2013,11:00,44,2.8,21.6,1.1,0.000
13/07/2013,12:00,34,2.1,37.9,1.1,0.000
13/07/2013,13:00,54,1.6,44.5,0.9,0.000
13/07/2013,14:00,53,1.0,61.5,0.8,0.000
13/07/2013,15:00,57,1.2,50.5,0.8,0.000
13/07/2013,16:00,75,0.9,60.2,0.7,0.001
13/07/2013,17:00,85,1.0,46.3,0.6,0.001
13/07/2013,18:00,99,0.7,52.7,0.5,0.001
13/07/2013,19:00,89,0.9,21.0,0.4,0.000
13/07/2013,20:00,96,0.7,21.1,0.3,0.000
13/07/2013,21:00,70,0.3,135.7,0.3,0.000
13/07/2013,22:00,148,0.1,119.7,0.1,0.001
13/07/2013,23:00,201,0.4,68.4,0.3,0.001
14/07/2013,00:00,174,0.2,105.4,0.2,
14/07/2013,01:00,223,0.6,16.6,0.1,0.001
14/07/2013,02:00,172,0.4,51.3,0.3,0.000
14/07/2013,03:00,112,0.5,53.1,0.4,0.000
14/07/2013,04:00,180,0.8,40.3,0.4,0.001
14/07/2013,05:00,282,0.4,49.3,0.2,0.001
14/07/2013,06:00,49,1.2,40.9,1.0,0.000
14/07/2013,07:00,63,1.3,32.3,0.7,0.000
14/07/2013,08:00,48,2.4,17.7,1.0,0.000
14/07/2013,09:00,43,3.8,12.0,1.3,0.000
14/07/2013,10:00,42,3.4,14.0,1.2,0.000
14/07/2013,11:00,38,3.5,16.7,1.2,0.000
14/07/2013,12:00,53,2.4,23.6,1.2,0.000
14/07/2013,13:00,36,1.5,47.1,1.0,0.000
14/07/2013,14:00,23,1.3,47.1,0.9,0.000
14/07/2013,15:00,50,0.8,84.8,0.8,0.001
14/07/2013,16:00,53,1.1,45.8,0.7,0.001
14/07/2013,17:00,60,1.0,34.4,0.6,0.001
14/07/2013,18:00,349,0.3,52.1,0.2,0.001
14/07/2013,19:00,298,0.4,23.9,0.1,0.001
14/07/2013,20:00,291,0.3,55.9,0.2,0.001
14/07/2013,21:00,259,0.6,17.8,0.2,0.001
14/07/2013,22:00,232,0.5,37.9,0.1,0.001
14/07/2013,23:00,211,0.6,25.6,0.3,0.001
15/07/2013,00:00,203,0.6,28.6,0.3,
15/07/2013,01:00,205,0.5,42.5,0.3,0.001
15/07/2013,02:00,206,0.4,29.6,0.2,0.001
15/07/2013,03:00,205,0.5,13.5,0.1,0.000
15/07/2013,04:00,188,0.5,20.3,0.2,0.001
15/07/2013,05:00,232,0.4,34.5,0.2,0.001
15/07/2013,06:00,221,0.2,66.3,0.2,0.001
15/07/2013,07:00,347,0.5,45.5,0.4,0.002
15/07/2013,08:00,353,0.6,139.4,0.7,0.002
15/07/2013,09:00,32,2.5,17.7,0.9,0.000
15/07/2013,10:00,23,2.6,22.0,1.1,0.000
15/07/2013,11:00,19,1.7,38.4,1.0,0.000
15/07/2013,12:00,19,0.7,139.7,0.9,0.000
15/07/2013,13:00,15,0.7,185.1,0.7,0.000
15/07/2013,14:00,159,0.6,84.0,0.7,0.000
15/07/2013,15:00,183,1.4,48.9,1.1,0.001
15/07/2013,16:00,181,1.0,54.3,0.8,0.001
15/07/2013,17:00,128,0.9,52.5,0.7,0.001
15/07/2013,18:00,135,0.8,51.3,0.6,0.001
15/07/2013,19:00,115,0.7,65.2,0.7,0.000
15/07/2013,20:00,125,0.3,74.7,0.3,0.000
15/07/2013,21:00,162,0.8,36.0,0.5,0.000
15/07/2013,22:00,112,0.8,51.8,0.6,0.000
15/07/2013,23:00,180,0.6,60.0,0.5,0.000
16/07/2013,00:00,221,0.5,42.4,0.3,
16/07/2013,01:00,193,1.0,11.5,0.2,0.000
16/07/2013,02:00,228,0.6,17.6,0.2,0.000
16/07/2013,03:00,214,0.6,25.9,0.3,0.000
16/07/2013,04:00,187,1.3,13.7,0.6,0.000
16/07/2013,05:00,179,1.9,11.1,0.5,0.000
16/07/2013,06:00,182,2.2,9.0,0.5,0.001
16/07/2013,07:00,182,1.7,9.3,0.4,0.001
16/07/2013,08:00,179,2.2,10.0,0.7,0.001
16/07/2013,09:00,74,1.5,59.3,1.4,0.000
16/07/2013,10:00,59,2.4,20.3,1.0,0.000
16/07/2013,11:00,69,2.0,35.4,1.2,0.000
16/07/2013,12:00,75,1.9,37.9,1.2,0.000
16/07/2013,13:00,76,1.6,55.7,1.2,0.000
16/07/2013,14:00,92,1.1,66.7,1.1,0.001
16/07/2013,15:00,114,0.7,78.2,0.9,0.001
16/07/2013,16:00,132,0.9,69.3,0.9,0.001
16/07/2013,17:00,130,0.9,60.5,0.7,0.001
16/07/2013,18:00,105,0.5,74.7,0.5,0.001
16/07/2013,19:00,176,0.3,61.5,0.3,0.001
16/07/2013,20:00,232,0.3,68.2,0.3,0.001
16/07/2013,21:00,206,1.0,21.8,0.4,0.001
16/07/2013,22:00,193,1.0,31.8,0.5,0.001
16/07/2013,23:00,162,0.4,56.5,0.2,0.001
17/07/2013,00:00,220,0.6,27.6,0.2,
17/07/2013,01:00,253,0.4,50.3,0.3,0.000
17/07/2013,02:00,175,0.4,50.6,0.2,0.000
17/07/2013,03:00,186,0.8,23.8,0.2,0.001
17/07/2013,04:00,192,0.7,33.2,0.4,0.001
17/07/2013,05:00,233,0.4,54.8,0.3,0.001
17/07/2013,06:00,260,0.4,53.9,0.3,0.001
17/07/2013,07:00,60,0.6,76.3,0.7,0.001
17/07/2013,08:00,53,1.5,22.0,0.7,0.001
17/07/2013,09:00,43,3.6,12.4,1.3,0.000
17/07/2013,10:00,34,3.6,16.7,1.2,0.000
17/07/2013,11:00,16,2.7,24.9,1.2,0.000
17/07/2013,12:00,356,1.9,31.2,1.0,0.000
17/07/2013,13:00,356,2.0,36.6,1.3,0.000
17/07/2013,14:00,353,1.9,33.6,1.0,0.001
17/07/2013,15:00,332,1.5,26.4,0.8,0.001
17/07/2013,16:00,337,1.4,29.4,0.8,0.000
17/07/2013,17:00,338,1.1,31.0,0.6,0.001
17/07/2013,18:00,331,0.9,16.9,0.4,0.001
17/07/2013,19:00,314,0.4,35.3,0.1,0.001
17/07/2013,20:00,287,0.3,71.0,0.3,0.001
17/07/2013,21:00,274,0.4,41.1,0.1,0.001
17/07/2013,22:00,225,0.4,44.4,0.2,0.002
17/07/2013,23:00,242,0.4,31.2,0.2,0.003
18/07/2013,00:00,229,0.5,20.5,0.2,
18/07/2013,01:00,228,0.3,65.1,0.2,0.006
18/07/2013,02:00,232,0.1,106.6,0.3,0.007
18/07/2013,03:00,1,0.2,78.4,0.2,0.004
18/07/2013,04:00,205,0.2,96.0,0.3,0.002
18/07/2013,05:00,183,0.1,71.5,0.5,0.003
18/07/2013,06:00,89,0.1,91.9,0.2,0.002
18/07/2013,07:00,179,0.2,67.0,0.2,0.004
18/07/2013,08:00,22,1.3,161.2,1.2,0.004
18/07/2013,09:00,16,3.4,20.4,1.6,0.000
18/07/2013,10:00,16,3.5,19.8,1.3,0.000
18/07/2013,11:00,8,3.1,178.8,1.5,0.000
18/07/2013,12:00,4,2.5,180.0,1.3,0.000
18/07/2013,13:00,6,2.2,182.0,1.1,0.001
18/07/2013,14:00,26,2.6,28.2,1.2,0.001
18/07/2013,15:00,14,1.8,34.5,1.2,0.001
18/07/2013,16:00,1,2.0,176.0,1.0,0.001
18/07/2013,17:00,15,1.5,26.8,0.8,0.000
18/07/2013,18:00,359,1.1,23.3,0.5,0.001
18/07/2013,19:00,345,1.2,16.2,0.4,0.001
18/07/2013,20:00,311,0.6,16.6,0.2,0.001
18/07/2013,21:00,288,0.4,18.0,0.1,0.001
18/07/2013,22:00,317,0.6,30.8,0.2,0.001
18/07/2013,23:00,308,0.4,48.8,0.2,0.001
19/07/2013,00:00,347,0.4,46.5,0.2,
19/07/2013,01:00,303,0.4,35.0,0.2,0.001
19/07/2013,02:00,302,0.4,33.2,0.1,0.001
19/07/2013,03:00,356,0.4,164.1,0.2,0.001
19/07/2013,04:00,340,0.6,56.0,0.3,0.002
19/07/2013,05:00,27,0.3,170.2,0.3,0.001
19/07/2013,06:00,264,0.3,33.6,0.1,0.001
19/07/2013,07:00,15,0.3,69.5,0.2,0.002
19/07/2013,08:00,215,0.8,88.8,1.2,0.155
19/07/2013,09:00,202,1.7,32.8,1.1,0.037
19/07/2013,10:00,230,1.0,31.1,0.6,0.014
19/07/2013,11:00,230,0.4,89.2,0.5,0.011
19/07/2013,12:00,354,0.1,137.1,0.5,0.004
19/07/2013,13:00,184,1.7,35.7,0.9,0.053
19/07/2013,14:00,177,0.8,65.1,0.7,0.011
19/07/2013,15:00,217,0.9,47.5,0.8,0.005
19/07/2013,16:00,277,0.8,43.5,0.4,0.005
19/07/2013,17:00,216,0.8,33.3,0.4,0.008
19/07/2013,18:00,324,0.2,120.9,0.3,0.033
19/07/2013,19:00,190,0.6,48.6,0.5,0.031
19/07/2013,20:00,184,1.7,10.3,0.5,0.002
19/07/2013,21:00,184,2.4,9.8,0.7,0.001
19/07/2013,22:00,185,2.3,13.1,0.9,0.001
19/07/2013,23:00,172,2.6,15.3,1.2,0.001
20/07/2013,00:00,176,3.0,11.6,1.4,
20/07/2013,01:00,171,3.9,11.0,1.7,0.000
20/07/2013,02:00,170,4.2,11.3,1.7,0.000
20/07/2013,03:00,173,4.5,10.7,1.9,0.001
20/07/2013,04:00,169,4.7,10.7,1.9,0.000
20/07/2013,05:00,169,3.9,13.0,1.6,0.001
20/07/2013,06:00,170,3.8,10.9,1.5,0.000
20/07/2013,07:00,164,2.8,16.1,1.2,0.000
20/07/2013,08:00,159,3.5,16.3,1.8,0.000
20/07/2013,09:00,157,3.5,18.2,1.7,0.000
20/07/2013,10:00,163,3.6,18.7,2.0,0.000
20/07/2013,11:00,172,4.2,15.5,1.9,0.000
20/07/2013,12:00,166,2.7,26.8,1.7,0.001
20/07/2013,13:00,163,2.4,29.4,1.4,0.000
20/07/2013,14:00,171,3.4,23.2,1.6,0.001
20/07/2013,15:00,172,2.9,28.8,1.7,0.001
20/07/2013,16:00,174,3.0,20.6,1.4,0.001
20/07/2013,17:00,172,1.7,35.6,1.2,0.001
20/07/2013,18:00,171,1.4,32.6,0.9,0.001
20/07/2013,19:00,174,2.1,19.1,1.0,0.001
20/07/2013,20:00,176,2.2,16.1,1.0,0.001
20/07/2013,21:00,176,1.8,18.7,0.9,0.000
20/07/2013,22:00,177,1.8,18.1,0.8,0.000
20/07/2013,23:00,174,2.5,15.5,1.1,0.000
21/07/2013,00:00,173,2.3,14.1,1.0,
21/07/2013,01:00,171,2.1,18.4,1.0,0.000
21/07/2013,02:00,174,2.2,13.2,1.0,0.000
21/07/2013,03:00,171,1.7,16.3,0.8,0.000
21/07/2013,04:00,177,1.7,15.6,0.8,0.000
21/07/2013,05:00,173,2.8,9.5,1.0,0.000
21/07/2013,06:00,169,2.5,12.3,1.1,0.000
21/07/2013,07:00,166,1.7,22.4,1.0,0.000
21/07/2013,08:00,156,1.8,31.5,1.2,0.000
21/07/2013,09:00,143,1.8,34.0,1.1,0.000
21/07/2013,10:00,146,1.6,42.0,1.1,0.000
21/07/2013,11:00,158,1.4,60.9,1.2,0.000
21/07/2013,12:00,149,1.2,55.8,0.9,0.000
21/07/2013,13:00,172,1.6,48.1,1.2,0.000
21/07/2013,14:00,175,2.2,30.9,1.2,0.000
21/07/2013,15:00,178,2.1,28.9,1.2,0.000
21/07/2013,16:00,175,1.7,32.1,1.1,0.001
21/07/2013,17:00,176,1.8,30.3,1.2,0.000
21/07/2013,18:00,180,2.5,12.3,0.9,0.001
21/07/2013,19:00,178,2.3,13.6,0.9,0.000
21/07/2013,20:00,175,2.3,12.7,1.0,0.000
21/07/2013,21:00,178,1.7,11.9,0.7,0.000
21/07/2013,22:00,175,2.2,13.2,1.0,0.000
21/07/2013,23:00,173,2.2,16.1,1.0,0.000
22/07/2013,00:00,169,2.6,12.7,1.1,
22/07/2013,01:00,169,3.0,12.3,1.2,0.000
22/07/2013,02:00,168,2.5,14.2,1.1,0.000
22/07/2013,03:00,165,2.1,16.4,1.0,0.000
22/07/2013,04:00,166,2.8,13.1,1.3,0.000
22/07/2013,05:00,163,2.5,18.4,1.3,0.000
22/07/2013,06:00,157,1.8,23.7,1.1,0.000
22/07/2013,07:00,161,2.1,19.3,1.1,0.000
22/07/2013,08:00,157,2.4,18.9,1.2,0.000
22/07/2013,09:00,153,2.4,23.6,1.3,0.000
22/07/2013,10:00,147,2.3,26.5,1.3,0.000
22/07/2013,11:00,153,2.4,30.2,1.5,0.000
22/07/2013,12:00,159,2.4,30.0,1.6,0.000
22/07/2013,13:00,162,2.8,26.1,1.6,0.000
22/07/2013,14:00,163,2.6,30.3,1.6,0.001
22/07/2013,15:00,164,2.5,23.5,1.3,0.000
22/07/2013,16:00,168,2.1,30.2,1.3,0.000
22/07/2013,17:00,156,1.4,36.4,0.9,0.001
22/07/2013,18:00,155,1.2,38.3,0.8,0.000
22/07/2013,19:00,161,1.6,27.1,0.9,0.000
22/07/2013,20:00,163,1.8,20.8,1.0,0.000
22/07/2013,21:00,170,2.5,12.3,1.1,0.000
22/07/2013,22:00,171,2.1,11.0,0.9,0.000
22/07/2013,23:00,169,1.5,15.1,0.7,0.000
23/07/2013,00:00,171,1.5,12.8,0.7,
23/07/2013,01:00,167,1.9,16.6,0.9,0.000
23/07/2013,02:00,158,1.9,20.4,1.0,0.000
23/07/2013,03:00,157,1.8,21.0,1.0,0.000
23/07/2013,04:00,163,1.7,18.7,0.9,0.000
23/07/2013,05:00,170,1.7,16.0,0.8,0.000
23/07/2013,06:00,163,1.7,23.3,0.9,0.000
23/07/2013,07:00,153,1.8,26.1,1.1,0.000
23/07/2013,08:00,149,2.2,24.9,1.2,0.000
23/07/2013,09:00,147,2.9,21.0,1.5,0.000
23/07/2013,10:00,150,3.0,24.4,1.6,0.000
23/07/2013,11:00,157,2.7,33.2,1.6,0.000
23/07/2013,12:00,154,2.2,38.2,1.4,0.000
23/07/2013,13:00,160,2.6,35.9,1.7,0.000
23/07/2013,14:00,161,2.4,39.2,1.7,0.000
23/07/2013,15:00,157,2.0,42.7,1.3,0.000
23/07/2013,16:00,156,2.3,32.9,1.4,0.000
23/07/2013,17:00,155,1.9,35.5,1.3,0.000
23/07/2013,18:00,164,1.6,28.3,1.0,0.000
23/07/2013,19:00,170,1.8,16.3,0.8,0.000
23/07/2013,20:00,172,1.9,11.2,0.7,0.000
23/07/2013,21:00,175,1.7,11.9,0.7,0.000
23/07/2013,22:00,178,1.7,11.4,0.6,0.000
23/07/2013,23:00,177,1.9,10.7,0.7,0.000
24/07/2013,00:00,176,2.0,10.3,0.7,
24/07/2013,01:00,165,1.9,17.3,1.0,0.000
24/07/2013,02:00,155,1.8,24.2,1.0,0.000
24/07/2013,03:00,145,1.6,27.3,1.0,0.000
24/07/2013,04:00,153,1.8,24.6,0.9,0.000
24/07/2013,05:00,138,1.8,28.8,1.1,0.000
24/07/2013,06:00,140,1.7,30.4,1.0,0.000
24/07/2013,07:00,140,1.9,28.3,1.2,0.000
24/07/2013,08:00,132,2.4,29.1,1.5,0.000
24/07/2013,09:00,118,2.7,28.8,1.7,0.000
24/07/2013,10:00,123,2.5,30.5,1.4,0.000
24/07/2013,11:00,137,2.3,35.2,1.4,0.000
24/07/2013,12:00,120,2.1,43.6,1.3,0.000
24/07/2013,13:00,139,1.8,48.8,1.4,0.000
24/07/2013,14:00,127,2.2,41.9,1.5,0.001
24/07/2013,15:00,143,1.8,45.6,1.3,0.000
24/07/2013,16:00,158,2.1,33.2,1.4,0.000
24/07/2013,17:00,150,1.8,36.1,1.2,0.000
24/07/2013,18:00,151,1.6,32.7,1.0,0.000
24/07/2013,19:00,163,1.4,28.0,0.8,0.000
24/07/2013,20:00,175,1.5,12.9,0.5,0.000
24/07/2013,21:00,171,1.6,9.7,0.6,0.000
24/07/2013,22:00,175,1.6,11.4,0.5,0.000
24/07/2013,23:00,165,1.8,14.9,0.8,0.000
25/07/2013,00:00,162,1.8,17.0,0.9,
25/07/2013,01:00,158,1.7,20.0,0.9,0.000
