Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm)
07/01/2013,12:00,94,4.5,20.9,2.0,28.1,44.1,0.0,1014,0.020,0.000,0.000,0.000
07/01/2013,13:00,90,4.7,17.3,1.9,27.8,43.6,0.0,1014,0.019,0.000,0.000,0.000
07/01/2013,14:00,89,4.2,17.7,1.7,27.8,46.1,0.0,1013,0.018,0.000,0.000,0.000
07/01/2013,15:00,85,4.5,16.2,1.5,27.3,48.9,0.0,1013,0.018,0.000,0.000,0.000
07/01/2013,16:00,97,3.2,18.7,1.2,26.2,55.8,0.0,1013,0.018,0.000,0.001,0.001
07/01/2013,17:00,101,3.0,20.7,1.2,26.1,56.5,0.0,1013,0.017,0.000,0.001,0.001
07/01/2013,18:00,109,2.2,20.8,1.0,25.6,57.0,0.0,1013,0.015,0.000,0.001,0.001
07/01/2013,19:00,88,2.4,12.2,0.7,24.7,61.8,0.0,1013,0.013,0.000,0.002,0.002
07/01/2013,20:00,82,2.1,8.6,0.6,23.6,66.9,0.0,1014,0.011,0.000,0.002,0.002
07/01/2013,21:00,80,0.8,32.6,0.4,23.0,70.1,0.0,1014,0.011,0.000,0.001,0.001
07/01/2013,22:00,103,0.8,33.1,0.4,22.6,74.2,0.0,1014,0.010,0.000,0.001,0.001
07/01/2013,23:00,125,0.2,93.7,0.4,22.0,77.5,0.0,1013,0.009,0.000,0.001,0.001
08/01/2013,00:00,246,0.6,27.6,0.2,20.4,83.7,0.0,1012,,,,
08/01/2013,01:00,245,0.8,19.1,0.3,19.3,88.0,0.0,1011,0.001,0.002,0.005,0.006
08/01/2013,02:00,251,0.8,12.1,0.1,18.4,89.8,0.0,1011,0.000,0.003,0.005,0.007
08/01/2013,03:00,237,0.8,15.5,0.2,17.9,90.3,0.0,1010,0.000,0.003,0.004,0.007
08/01/2013,04:00,234,1.5,7.0,0.3,17.9,89.7,0.0,1010,0.001,0.003,0.003,0.006
08/01/2013,05:00,239,1.1,11.2,0.2,17.9,88.8,0.0,1010,0.001,0.006,0.004,0.010
08/01/2013,06:00,224,1.7,11.7,0.5,19.8,80.4,0.0,1010,0.006,0.003,0.003,0.005
08/01/2013,07:00,228,1.3,31.4,0.5,23.4,68.9,0.0,1011,0.011,0.001,0.002,0.003
08/01/2013,08:00,59,0.5,114.7,0.7,25.4,63.1,0.0,1010,0.015,0.000,0.001,0.001
08/01/2013,09:00,111,0.2,102.7,0.7,26.5,56.4,0.0,1010,0.018,0.000,0.000,0.000
08/01/2013,10:00,26,1.5,53.5,0.9,27.7,50.6,0.0,1009,0.024,0.000,0.001,0.001
08/01/2013,11:00,20,1.7,58.3,1.3,29.0,46.5,0.0,1008,0.030,0.000,0.001,0.001
08/01/2013,12:00,42,2.4,33.8,1.2,29.4,45.4,0.0,1006,0.033,0.000,0.002,0.002
08/01/2013,13:00,36,2.8,32.6,1.3,30.2,41.7,0.0,1005,0.037,0.000,0.002,0.002
08/01/2013,14:00,55,2.7,42.8,1.3,30.8,41.6,0.0,1004,0.038,0.000,0.002,0.002
08/01/2013,15:00,31,3.7,25.1,1.3,30.0,48.2,0.0,1003,0.035,0.001,0.002,0.003
08/01/2013,16:00,46,4.0,18.9,1.2,28.8,52.2,0.0,1003,0.026,0.000,0.002,0.002
08/01/2013,17:00,50,4.0,18.9,1.4,27.9,49.4,0.0,1003,0.019,0.000,0.002,0.002
08/01/2013,18:00,24,3.5,17.0,1.3,26.4,57.7,0.0,1003,0.014,0.000,0.004,0.004
08/01/2013,19:00,42,3.1,19.1,1.2,25.1,65.9,0.0,1003,0.012,0.000,0.004,0.004
08/01/2013,20:00,52,2.4,19.1,0.9,24.7,70.5,0.0,1004,0.013,0.000,0.003,0.003
08/01/2013,21:00,33,1.5,27.4,0.8,24.5,72.0,0.0,1004,0.013,0.000,0.002,0.002
08/01/2013,22:00,28,1.1,26.3,0.6,24.2,74.2,0.0,1003,0.010,0.000,0.003,0.003
08/01/2013,23:00,20,2.0,18.7,0.8,24.1,73.1,0.0,1003,0.012,0.000,0.003,0.003
09/01/2013,00:00,22,1.2,21.7,0.6,23.5,74.4,0.0,1002,,,,
09/01/2013,01:00,34,0.9,24.7,0.4,22.7,76.9,0.0,1001,0.009,0.000,0.003,0.003
09/01/2013,02:00,20,0.4,84.6,0.4,22.1,79.2,0.0,1001,0.007,0.000,0.003,0.003
09/01/2013,03:00,198,0.3,26.1,0.2,20.5,86.2,0.0,1001,0.003,0.001,0.003,0.003
09/01/2013,04:00,68,0.5,52.1,0.3,19.3,90.2,0.0,1001,0.001,0.001,0.003,0.004
09/01/2013,05:00,89,0.4,65.5,0.4,19.0,91.9,0.0,1001,0.001,0.002,0.003,0.004
09/01/2013,06:00,86,0.5,154.5,0.6,21.5,83.4,0.0,1002,0.004,0.004,0.003,0.006
09/01/2013,07:00,323,0.5,152.2,0.7,24.7,66.2,0.0,1001,0.013,0.002,0.002,0.004
09/01/2013,08:00,323,0.3,126.1,0.8,26.2,58.8,0.0,1001,0.020,0.001,0.002,0.002
09/01/2013,09:00,332,2.6,34.5,1.2,28.1,52.3,0.0,1000,0.023,0.000,0.002,0.002
09/01/2013,10:00,321,2.6,36.5,1.4,30.4,45.4,0.0,999,0.026,0.000,0.001,0.001
09/01/2013,11:00,307,2.8,40.8,1.9,32.2,39.6,0.0,998,0.028,0.000,0.001,0.001
09/01/2013,12:00,304,4.0,21.4,1.8,34.2,33.2,0.0,997,0.030,0.000,0.001,0.001
09/01/2013,13:00,34,4.1,21.2,1.4,33.4,42.2,0.0,996,0.046,0.000,0.003,0.003
09/01/2013,14:00,43,4.5,17.2,1.5,32.6,44.6,0.0,995,0.043,0.000,0.003,0.003
09/01/2013,15:00,44,4.7,18.2,1.6,32.0,46.6,0.0,995,0.040,0.000,0.003,0.003
09/01/2013,16:00,50,4.4,17.6,1.3,30.6,55.0,0.0,995,0.035,0.000,0.004,0.004
09/01/2013,17:00,56,4.6,16.4,1.3,29.1,61.9,0.0,995,0.023,0.000,0.003,0.003
09/01/2013,18:00,46,3.9,19.4,1.4,27.9,65.3,0.0,996,0.016,0.000,0.004,0.004
09/01/2013,19:00,51,4.2,16.6,1.3,27.1,69.4,0.0,997,0.012,0.000,0.004,0.004
09/01/2013,20:00,65,3.1,13.9,0.8,26.7,71.6,0.0,997,0.012,0.000,0.003,0.003
09/01/2013,21:00,69,2.7,15.4,0.8,26.4,74.7,0.0,997,0.013,0.000,0.002,0.002
09/01/2013,22:00,29,0.9,148.6,1.1,26.4,73.5,0.0,999,0.011,0.000,0.005,0.005
09/01/2013,23:00,219,1.0,85.3,1.2,26.0,76.0,0.0,1000,0.010,0.000,0.004,0.004
10/01/2013,00:00,78,0.6,40.4,0.5,25.2,80.5,0.0,999,,,,
10/01/2013,01:00,25,1.2,136.7,1.2,25.4,76.0,0.0,998,0.008,0.001,0.006,0.006
10/01/2013,02:00,154,1.1,50.1,0.8,25.1,78.5,0.0,999,0.007,0.000,0.005,0.005
10/01/2013,03:00,121,0.8,55.3,0.5,24.4,79.6,0.0,1000,0.006,0.000,0.005,0.005
10/01/2013,04:00,293,0.6,71.2,0.5,23.7,81.7,0.0,1001,0.005,0.001,0.005,0.005
10/01/2013,05:00,203,0.6,55.8,0.4,23.1,83.6,0.0,1001,0.004,0.001,0.005,0.005
10/01/2013,06:00,215,1.9,14.5,0.5,24.3,79.0,0.0,1001,0.011,0.002,0.004,0.006
10/01/2013,07:00,225,0.2,107.9,0.6,26.9,67.9,0.0,1001,0.019,0.001,0.002,0.003
10/01/2013,08:00,102,1.1,50.9,0.8,28.5,61.7,0.0,1002,0.027,0.000,0.002,0.002
10/01/2013,09:00,85,3.9,20.8,1.7,29.3,60.0,0.0,1002,0.033,0.001,0.003,0.004
10/01/2013,10:00,92,4.1,18.5,1.5,28.9,63.8,0.0,1003,0.028,0.000,0.001,0.001
10/01/2013,11:00,89,4.2,18.3,1.6,29.2,62.0,0.0,1003,0.030,0.000,0.001,0.001
10/01/2013,12:00,101,3.8,19.8,1.5,29.4,61.8,0.0,1003,0.027,0.000,0.001,0.001
10/01/2013,13:00,102,3.3,18.6,1.4,29.7,60.1,0.0,1003,0.027,0.000,0.000,0.000
10/01/2013,14:00,84,4.3,20.0,1.6,29.8,59.7,0.0,1002,0.024,0.000,0.000,0.000
10/01/2013,15:00,92,4.2,17.9,1.6,29.8,57.6,0.0,1002,0.021,0.000,0.000,0.000
10/01/2013,16:00,86,4.8,15.6,1.7,29.9,54.8,0.0,1002,0.018,0.000,0.001,0.001
10/01/2013,17:00,70,4.3,14.5,1.2,29.3,50.7,0.0,1003,0.018,0.000,0.000,0.000
10/01/2013,18:00,73,4.0,12.9,1.1,27.5,62.3,0.0,1004,0.019,0.000,0.001,0.001
10/01/2013,19:00,75,3.2,11.2,0.8,26.4,67.4,0.0,1005,0.016,0.000,0.001,0.001
10/01/2013,20:00,82,1.9,15.1,0.8,25.8,73.9,0.0,1006,0.012,0.000,0.002,0.002
10/01/2013,21:00,159,0.6,56.8,0.3,25.6,76.5,0.0,1007,0.010,0.000,0.002,0.002
10/01/2013,22:00,237,0.2,81.2,0.2,25.3,78.7,0.0,1007,0.007,0.000,0.003,0.003
10/01/2013,23:00,58,0.7,47.2,0.7,24.9,81.9,0.0,1007,0.004,0.000,0.004,0.004
11/01/2013,00:00,67,2.0,15.3,0.7,25.4,81.7,0.0,1006,,,,
11/01/2013,01:00,74,2.6,13.1,0.7,25.5,82.4,0.0,1005,0.008,0.000,0.002,0.002
11/01/2013,02:00,80,2.8,11.3,0.7,25.5,83.1,0.0,1005,0.008,0.000,0.001,0.001
11/01/2013,03:00,81,2.9,10.8,0.6,25.4,83.1,0.0,1005,0.008,0.000,0.001,0.001
11/01/2013,04:00,76,1.8,16.0,0.4,25.2,83.7,0.0,1006,0.008,0.000,0.000,0.000
11/01/2013,05:00,70,1.6,14.4,0.6,25.3,83.5,0.0,1007,0.008,0.000,0.001,0.001
11/01/2013,06:00,43,2.2,23.4,0.9,26.1,79.6,0.0,1008,0.008,0.001,0.003,0.003
