Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
11/04/2011,02:00,160,3.1,16.5,1.1,25.2,0.001,8.1
11/04/2011,03:00,164,3.2,16.7,1.3,24.6,0.001,7.9
11/04/2011,04:00,166,3.0,18.1,1.2,24.0,0.001,7.6
11/04/2011,05:00,161,2.7,17.7,1.1,23.4,0.001,5.9
11/04/2011,06:00,159,3.1,18.6,1.3,22.8,0.000,5.4
11/04/2011,07:00,161,2.7,20.2,1.1,22.8,0.000,6.4
11/04/2011,08:00,153,3.7,16.2,1.3,24.1,0.000,10.8
11/04/2011,09:00,151,3.8,16.2,1.4,25.6,0.001,11.1
11/04/2011,10:00,156,3.5,19.0,1.3,27.3,0.001,14.5
11/04/2011,11:00,162,3.1,20.6,1.3,28.9,0.001,12.3
11/04/2011,12:00,157,2.6,28.1,1.2,30.1,0.001,8.1
11/04/2011,13:00,166,2.5,28.6,1.2,31.2,0.000,7.1
11/04/2011,14:00,171,2.4,27.6,1.1,31.9,0.001,7.4
11/04/2011,15:00,153,1.8,35.7,0.9,32.3,0.001,6.9
11/04/2011,16:00,160,2.0,26.7,0.8,32.0,0.001,8.4
11/04/2011,17:00,141,2.2,22.6,0.8,31.4,0.001,6.9
11/04/2011,18:00,150,1.9,18.7,0.7,29.5,0.000,8.9
11/04/2011,19:00,164,1.3,15.1,0.5,27.7,0.001,13.0
11/04/2011,20:00,165,1.8,17.3,0.8,26.6,0.001,15.9
11/04/2011,21:00,163,2.3,16.4,0.9,26.1,0.000,7.1
11/04/2011,22:00,169,2.1,17.5,0.7,25.0,0.001,5.2
11/04/2011,23:00,164,1.9,19.5,0.8,24.3,0.001,4.2
12/04/2011,00:00,163,1.9,18.1,0.7,23.5,,4.4
12/04/2011,01:00,159,1.8,17.0,0.7,22.9,0.001,3.2
12/04/2011,02:00,160,2.3,19.6,1.2,22.5,0.001,2.9
12/04/2011,03:00,171,2.1,18.1,0.9,21.9,0.001,2.7
12/04/2011,04:00,174,1.5,18.8,0.6,21.1,0.001,4.2
12/04/2011,05:00,165,2.1,18.3,0.9,21.2,0.001,6.4
12/04/2011,06:00,159,1.9,19.5,0.9,21.2,0.001,5.9
12/04/2011,07:00,161,1.8,19.7,0.7,21.8,0.001,9.6
12/04/2011,08:00,152,2.5,16.3,0.8,24.2,0.001,9.6
12/04/2011,09:00,140,2.4,20.2,0.9,26.2,0.001,6.4
12/04/2011,10:00,107,1.8,32.8,0.8,28.5,0.001,5.4
12/04/2011,11:00,114,1.6,39.6,0.9,30.0,0.001,5.4
12/04/2011,12:00,57,1.0,62.8,0.8,31.9,0.001,6.1
12/04/2011,13:00,154,0.7,95.2,0.9,32.2,0.012,5.4
12/04/2011,14:00,194,0.8,79.5,0.9,32.5,0.006,9.1
12/04/2011,15:00,172,0.9,69.4,0.8,32.7,0.001,5.1
12/04/2011,16:00,149,1.2,42.1,0.7,32.7,0.001,4.2
12/04/2011,17:00,169,1.8,25.1,0.8,32.3,0.001,8.1
12/04/2011,18:00,166,1.1,16.9,0.5,29.8,0.001,12.5
12/04/2011,19:00,172,0.8,23.5,0.4,27.4,0.001,16.7
12/04/2011,20:00,174,0.7,21.3,0.3,25.7,0.001,17.9
12/04/2011,21:00,178,1.0,17.5,0.4,24.8,0.001,11.5
12/04/2011,22:00,174,0.9,21.7,0.4,23.8,0.001,9.4
12/04/2011,23:00,180,1.0,18.6,0.3,23.2,0.001,5.9
13/04/2011,00:00,170,0.6,33.0,0.4,22.3,,6.1
13/04/2011,01:00,168,0.9,11.3,0.3,21.5,0.001,4.4
13/04/2011,02:00,170,1.0,12.9,0.4,20.9,0.001,4.5
13/04/2011,03:00,164,1.0,9.4,0.3,20.6,0.001,4.7
13/04/2011,04:00,169,1.0,16.8,0.3,19.9,0.001,5.1
13/04/2011,05:00,168,1.2,12.0,0.3,19.7,0.001,7.1
13/04/2011,06:00,164,1.3,8.8,0.3,19.4,0.001,10.1
13/04/2011,07:00,168,1.0,21.5,0.4,20.6,0.001,21.3
13/04/2011,08:00,170,1.4,22.3,0.6,24.4,0.001,24.2
13/04/2011,09:00,156,0.9,38.7,0.5,28.0,0.001,6.7
13/04/2011,10:00,137,1.2,46.1,0.8,30.1,0.001,2.3
13/04/2011,11:00,142,0.8,69.4,0.7,31.5,0.001,1.7
13/04/2011,12:00,155,1.2,54.9,0.8,32.1,0.001,
13/04/2011,13:00,170,1.5,43.0,1.0,32.9,0.001,0.9
13/04/2011,14:00,160,1.3,48.3,0.8,33.5,0.001,2.5
13/04/2011,15:00,174,1.5,38.0,0.9,33.7,0.001,
13/04/2011,16:00,146,1.0,49.7,0.8,33.6,0.001,1.7
13/04/2011,17:00,184,1.1,29.7,0.6,33.2,0.001,4.7
13/04/2011,18:00,174,0.6,23.4,0.3,30.2,0.001,19.6
13/04/2011,19:00,72,0.3,41.4,0.3,27.3,0.001,36.6
13/04/2011,20:00,128,0.3,51.8,0.2,26.0,0.002,19.3
13/04/2011,21:00,325,0.2,115.9,0.2,24.9,0.001,19.0
13/04/2011,22:00,133,0.3,75.3,0.3,23.8,0.001,27.0
13/04/2011,23:00,161,0.6,15.8,0.3,22.8,0.001,19.2
14/04/2011,00:00,158,0.6,16.7,0.2,21.9,,13.1
14/04/2011,01:00,152,0.7,18.6,0.3,21.2,0.001,6.6
14/04/2011,02:00,158,0.7,17.5,0.3,20.7,0.001,4.2
14/04/2011,03:00,162,0.6,22.2,0.3,20.2,0.001,4.0
14/04/2011,04:00,164,0.9,15.3,0.3,19.5,0.001,4.2
14/04/2011,05:00,152,0.9,14.4,0.3,19.4,0.001,3.4
14/04/2011,06:00,156,0.6,19.4,0.2,19.2,0.001,8.3
14/04/2011,07:00,154,0.5,21.7,0.2,19.9,0.001,19.7
14/04/2011,08:00,151,0.3,36.9,0.2,24.7,0.001,14.3
14/04/2011,09:00,356,0.5,165.6,0.3,30.1,0.001,18.5
14/04/2011,10:00,2,1.0,175.4,0.5,33.1,0.002,
14/04/2011,11:00,320,1.1,63.3,0.9,33.7,0.003,5.1
14/04/2011,12:00,334,1.0,66.0,0.8,34.6,0.004,9.6
14/04/2011,13:00,358,0.7,177.1,0.8,35.6,0.038,21.1
14/04/2011,14:00,128,0.1,122.3,0.6,35.7,0.058,25.7
14/04/2011,15:00,274,0.7,67.9,0.7,35.7,0.183,22.6
14/04/2011,16:00,310,1.8,49.0,1.0,35.7,0.063,23.3
14/04/2011,17:00,314,1.8,25.5,0.7,35.4,0.006,19.1
14/04/2011,18:00,323,1.2,45.8,0.7,32.3,0.004,23.3
14/04/2011,19:00,90,0.4,43.6,0.3,28.8,0.012,51.3
14/04/2011,20:00,111,0.3,37.8,0.2,26.9,0.013,46.4
14/04/2011,21:00,68,0.1,153.4,0.2,25.6,0.007,41.0
14/04/2011,22:00,63,0.3,46.8,0.2,24.9,0.004,29.6
14/04/2011,23:00,146,0.4,51.0,0.3,24.0,0.002,30.1
15/04/2011,00:00,169,1.0,11.5,0.3,23.0,,24.0
15/04/2011,01:00,118,0.5,48.2,0.3,22.7,0.001,17.4
15/04/2011,02:00,185,0.3,63.9,0.2,22.3,0.001,18.3
15/04/2011,03:00,104,0.3,52.0,0.3,21.8,0.001,14.9
15/04/2011,04:00,156,0.4,58.3,0.3,21.2,0.001,18.6
15/04/2011,05:00,158,0.6,10.9,0.3,20.8,0.002,19.3
15/04/2011,06:00,154,1.0,45.6,0.7,20.9,0.002,18.6
15/04/2011,07:00,321,0.3,69.8,0.3,22.6,0.007,32.8
15/04/2011,08:00,159,0.9,46.5,0.7,25.8,0.026,48.8
15/04/2011,09:00,220,1.3,42.0,0.8,29.9,0.134,17.7
15/04/2011,10:00,223,2.3,27.4,1.0,31.3,0.007,15.7
15/04/2011,11:00,219,2.0,37.2,1.0,33.0,0.048,9.1
15/04/2011,12:00,229,2.1,37.0,1.1,34.1,0.030,14.2
15/04/2011,13:00,221,2.2,36.3,1.0,34.6,0.041,9.1
15/04/2011,14:00,224,2.2,36.1,1.2,34.8,0.013,10.8
15/04/2011,15:00,225,2.2,35.5,1.1,34.7,0.003,7.7
15/04/2011,16:00,204,1.8,33.3,0.9,34.5,0.007,6.9
15/04/2011,17:00,198,1.6,27.7,0.8,34.1,0.001,7.4
15/04/2011,18:00,185,1.3,31.6,0.6,32.1,0.001,11.3
15/04/2011,19:00,168,1.4,18.9,0.6,30.3,0.000,14.3
15/04/2011,20:00,168,1.7,18.5,0.7,29.3,0.001,13.3
15/04/2011,21:00,160,2.5,17.5,1.0,29.0,0.000,9.4
15/04/2011,22:00,160,2.0,15.4,0.7,28.2,0.000,5.2
15/04/2011,23:00,161,2.0,16.3,0.7,27.2,0.000,4.9
16/04/2011,00:00,160,2.6,14.7,1.1,26.7,,5.2
16/04/2011,01:00,162,1.6,18.0,0.7,25.7,0.002,4.4
16/04/2011,02:00,161,2.6,15.6,1.1,25.6,0.001,5.2
16/04/2011,03:00,158,2.2,15.4,0.9,25.0,0.001,4.2
16/04/2011,04:00,162,2.0,14.6,0.7,24.3,0.001,4.2
16/04/2011,05:00,153,1.8,18.3,0.7,24.1,0.002,4.2
16/04/2011,06:00,156,1.8,18.0,0.7,23.6,0.001,5.7
16/04/2011,07:00,160,2.0,20.4,0.8,23.8,0.001,8.4
16/04/2011,08:00,151,3.3,17.1,1.3,25.6,0.001,9.5
16/04/2011,09:00,147,3.9,16.0,1.4,27.2,0.001,11.3
16/04/2011,10:00,153,3.7,21.1,1.6,28.7,0.002,11.6
16/04/2011,11:00,158,2.8,26.0,1.1,30.0,0.002,5.1
16/04/2011,12:00,147,2.7,27.6,1.4,30.9,0.001,2.7
16/04/2011,13:00,159,2.7,31.4,1.2,31.4,0.002,4.8
16/04/2011,14:00,167,2.6,31.4,1.2,32.0,0.001,6.4
16/04/2011,15:00,182,2.2,36.8,1.3,32.0,0.001,3.4
16/04/2011,16:00,167,2.3,28.5,1.2,32.0,0.001,3.9
16/04/2011,17:00,147,2.8,18.6,1.0,31.4,0.001,6.4
16/04/2011,18:00,160,2.0,17.8,0.8,29.3,0.001,12.5
16/04/2011,19:00,164,1.6,15.2,0.6,27.6,0.001,29.6
16/04/2011,20:00,163,1.3,14.7,0.5,26.5,0.001,12.0
16/04/2011,21:00,162,1.9,16.1,0.7,26.3,0.001,9.8
16/04/2011,22:00,159,3.3,16.7,1.3,26.1,0.001,10.2
16/04/2011,23:00,162,3.4,17.9,1.4,25.5,0.001,8.8
17/04/2011,00:00,160,3.2,17.8,1.3,24.7,,7.9
17/04/2011,01:00,161,3.3,15.9,1.3,24.2,0.000,5.4
17/04/2011,02:00,162,2.9,17.2,1.1,23.7,0.000,3.9
17/04/2011,03:00,,,,,,,
17/04/2011,04:00,159,2.7,17.7,1.0,22.8,0.001,4.2
17/04/2011,05:00,163,2.1,18.9,0.8,22.2,0.000,3.9
17/04/2011,06:00,166,1.9,19.0,0.8,21.8,0.001,5.2
17/04/2011,07:00,163,2.2,17.9,0.9,22.3,0.000,5.7
17/04/2011,08:00,150,3.1,17.6,1.2,24.5,0.000,6.4
17/04/2011,09:00,139,3.9,17.5,1.3,26.2,0.001,7.1
17/04/2011,10:00,135,3.7,21.6,1.3,27.4,0.001,6.4
17/04/2011,11:00,139,3.2,23.0,1.2,28.6,0.001,3.5
17/04/2011,12:00,136,2.4,31.7,1.2,29.6,0.000,
17/04/2011,13:00,151,2.0,43.7,1.1,30.3,0.001,
17/04/2011,14:00,147,2.5,35.8,1.6,30.7,0.001,3.7
17/04/2011,15:00,143,2.3,35.3,1.3,30.7,0.001,2.9
17/04/2011,16:00,150,2.3,28.8,1.1,30.6,0.001,3.5
17/04/2011,17:00,160,2.2,23.5,1.0,30.2,0.000,5.2
17/04/2011,18:00,165,1.9,18.1,0.8,28.1,0.000,7.4
17/04/2011,19:00,161,1.0,17.8,0.5,26.4,0.000,8.3
17/04/2011,20:00,160,1.0,18.0,0.4,25.0,0.000,8.6
17/04/2011,21:00,164,1.1,15.6,0.4,24.3,0.000,7.4
17/04/2011,22:00,167,1.0,15.0,0.4,23.5,0.001,4.7
17/04/2011,23:00,167,1.7,14.1,0.6,23.4,0.001,4.0
18/04/2011,00:00,164,2.4,15.9,0.8,23.5,,5.9
18/04/2011,01:00,167,2.2,16.3,0.8,23.0,0.001,5.2
18/04/2011,02:00,160,2.5,16.8,1.0,22.6,0.001,3.7
18/04/2011,03:00,166,2.0,16.6,0.7,21.9,0.001,3.5
18/04/2011,04:00,162,1.3,19.0,0.6,21.1,0.001,2.7
18/04/2011,05:00,162,2.0,19.0,0.8,21.3,0.001,3.7
18/04/2011,06:00,163,1.7,18.9,0.7,21.0,0.001,4.9
18/04/2011,07:00,169,0.9,25.4,0.4,21.4,0.001,16.0
18/04/2011,08:00,144,1.9,26.7,1.1,24.5,0.001,7.9
18/04/2011,09:00,133,3.6,15.8,1.4,26.3,0.001,10.1
18/04/2011,10:00,130,3.4,20.5,1.3,27.8,0.001,6.7
18/04/2011,11:00,137,3.1,24.3,1.3,29.1,0.001,3.5
18/04/2011,12:00,147,2.9,25.5,1.3,30.1,0.001,3.2
18/04/2011,13:00,140,2.7,24.6,1.3,30.6,0.001,
18/04/2011,14:00,134,2.7,28.6,1.3,31.1,0.001,1.2
18/04/2011,15:00,152,2.4,28.6,1.1,31.4,0.001,2.2
18/04/2011,16:00,142,2.7,22.3,1.2,31.3,0.001,4.2
18/04/2011,17:00,136,2.3,19.4,0.9,30.8,0.001,4.0
18/04/2011,18:00,134,1.8,12.7,0.6,28.9,0.001,7.2
18/04/2011,19:00,129,1.5,9.6,0.4,27.4,0.001,7.9
18/04/2011,20:00,165,0.9,20.8,0.3,25.6,0.001,14.7
18/04/2011,21:00,169,0.9,12.6,0.3,24.0,0.001,25.0
18/04/2011,22:00,160,1.0,23.9,0.5,23.3,0.001,17.4
18/04/2011,23:00,167,1.3,11.6,0.4,22.6,0.001,11.0
19/04/2011,00:00,162,0.8,14.6,0.3,22.0,,7.1
19/04/2011,01:00,169,1.0,15.1,0.4,21.6,0.001,4.9
19/04/2011,02:00,168,1.0,17.1,0.4,21.4,0.001,3.9
19/04/2011,03:00,,,,,,,
19/04/2011,04:00,175,1.3,16.6,0.5,20.8,0.001,4.9
19/04/2011,05:00,169,1.3,22.2,0.7,20.9,0.001,5.9
19/04/2011,06:00,172,1.0,24.4,0.4,20.6,0.001,8.8
19/04/2011,07:00,172,1.1,22.3,0.5,21.6,0.001,19.1
19/04/2011,08:00,164,1.7,21.6,0.8,25.3,0.001,17.2
19/04/2011,09:00,91,2.3,30.2,1.2,28.2,0.001,8.7
19/04/2011,10:00,111,3.1,23.9,1.3,29.3,0.001,4.0
19/04/2011,11:00,115,2.7,27.6,1.2,30.7,0.001,2.8
19/04/2011,12:00,119,2.7,35.3,1.4,31.8,0.001,1.7
19/04/2011,13:00,114,2.4,34.3,1.3,32.4,0.000,3.4
19/04/2011,14:00,99,2.2,39.9,1.2,33.0,0.001,2.6
19/04/2011,15:00,124,2.1,34.9,1.2,33.0,0.001,
19/04/2011,16:00,129,2.1,28.4,1.1,32.8,0.001,1.8
19/04/2011,17:00,109,2.0,24.7,0.9,32.3,0.001,5.7
19/04/2011,18:00,100,1.3,22.7,0.6,30.4,0.001,6.6
19/04/2011,19:00,79,0.7,23.2,0.3,28.5,0.000,12.3
19/04/2011,20:00,130,0.4,60.6,0.3,26.7,0.001,19.6
19/04/2011,21:00,160,0.7,27.6,0.4,25.7,0.001,13.7
19/04/2011,22:00,154,0.4,27.1,0.3,24.6,0.001,13.7
19/04/2011,23:00,157,0.5,20.2,0.2,23.9,0.001,8.3
20/04/2011,00:00,152,0.4,18.3,0.2,23.2,,5.0
20/04/2011,01:00,158,0.6,24.3,0.3,22.8,0.002,4.2
20/04/2011,02:00,154,0.6,32.4,0.3,22.4,0.001,3.5
20/04/2011,03:00,,,,,,,
20/04/2011,04:00,167,0.8,25.7,0.4,21.8,0.001,5.6
20/04/2011,05:00,165,0.8,21.8,0.4,21.4,0.001,7.6
20/04/2011,06:00,149,0.6,22.5,0.2,20.9,0.001,9.8
20/04/2011,07:00,166,1.0,18.2,0.4,21.9,0.001,17.6
20/04/2011,08:00,174,1.2,21.2,0.5,25.7,0.001,20.5
20/04/2011,09:00,140,1.6,30.6,0.7,29.5,0.001,6.1
20/04/2011,10:00,119,2.4,26.3,1.0,31.1,0.001,
20/04/2011,11:00,144,2.4,27.5,1.1,32.0,0.001,
20/04/2011,12:00,136,2.0,34.3,0.9,33.1,0.001,
20/04/2011,13:00,136,1.5,43.9,1.0,33.8,0.001,1.3
20/04/2011,14:00,145,1.9,40.4,1.0,34.2,0.001,
20/04/2011,15:00,134,1.7,35.2,1.0,34.2,0.001,1.7
20/04/2011,16:00,135,1.6,38.1,0.9,34.2,0.001,2.3
20/04/2011,17:00,152,1.7,23.5,0.8,33.6,0.001,5.9
20/04/2011,18:00,127,1.0,17.1,0.3,31.2,0.001,10.8
20/04/2011,19:00,146,0.8,21.3,0.4,28.8,0.001,17.2
20/04/2011,20:00,163,0.5,37.8,0.3,27.1,0.001,26.2
20/04/2011,21:00,150,0.4,31.5,0.3,26.1,0.001,24.5
20/04/2011,22:00,165,1.0,11.4,0.3,25.3,0.002,15.0
20/04/2011,23:00,167,1.1,10.9,0.4,24.7,0.001,27.2
21/04/2011,00:00,171,1.2,14.4,0.4,24.3,,15.7
21/04/2011,01:00,173,1.4,16.0,0.5,24.5,0.002,6.7
21/04/2011,02:00,177,1.8,19.1,0.7,25.3,0.002,5.4
21/04/2011,03:00,168,1.4,14.6,0.6,24.9,0.002,4.7
21/04/2011,04:00,158,1.2,19.0,0.5,24.4,0.002,3.7
21/04/2011,05:00,171,1.3,19.6,0.5,24.0,0.002,4.7
21/04/2011,06:00,175,0.8,30.6,0.5,23.4,0.002,6.1
21/04/2011,07:00,188,0.7,28.7,0.4,24.4,0.002,14.5
21/04/2011,08:00,178,1.0,35.2,0.6,27.9,0.001,9.4
21/04/2011,09:00,147,1.8,24.3,0.8,30.7,0.001,3.7
21/04/2011,10:00,134,2.3,24.6,1.0,32.4,0.002,2.7
21/04/2011,11:00,138,2.5,24.1,1.0,33.4,0.001,4.7
21/04/2011,12:00,151,2.6,29.0,1.1,34.1,0.001,4.2
21/04/2011,13:00,164,2.4,33.0,1.3,34.8,0.002,5.7
21/04/2011,14:00,152,2.1,31.9,1.1,34.8,0.002,5.2
21/04/2011,15:00,156,2.4,28.8,1.1,34.8,0.001,4.0
21/04/2011,16:00,149,2.1,28.8,0.9,34.8,0.001,4.2
21/04/2011,17:00,150,1.9,21.6,0.7,34.1,0.002,5.2
21/04/2011,18:00,161,1.0,17.0,0.6,31.9,0.001,13.2
21/04/2011,19:00,169,0.8,12.4,0.2,29.2,0.002,42.2
21/04/2011,20:00,173,0.9,14.0,0.3,28.2,0.002,26.5
21/04/2011,21:00,168,0.9,16.2,0.4,27.3,0.002,16.9
21/04/2011,22:00,171,1.1,13.7,0.3,26.6,0.002,9.6
21/04/2011,23:00,183,1.3,17.9,0.5,26.5,0.001,5.2
22/04/2011,00:00,179,1.6,18.5,0.6,26.5,,3.0
22/04/2011,01:00,173,1.9,19.5,0.8,26.6,0.001,2.7
22/04/2011,02:00,174,1.3,16.3,0.5,26.0,0.000,3.5
22/04/2011,03:00,168,1.4,17.9,0.5,25.3,0.000,3.7
22/04/2011,04:00,172,1.3,20.9,0.6,25.2,0.000,4.0
22/04/2011,05:00,152,3.1,19.1,1.5,26.0,0.000,4.7
22/04/2011,06:00,151,3.2,15.1,1.2,25.9,0.000,6.4
22/04/2011,07:00,157,3.0,17.4,1.1,26.2,0.000,6.7
22/04/2011,08:00,153,3.1,17.4,1.1,27.9,0.000,8.7
22/04/2011,09:00,148,3.5,18.4,1.3,29.5,0.000,10.6
22/04/2011,10:00,149,3.8,17.6,1.3,31.2,0.000,10.8
22/04/2011,11:00,145,4.0,19.0,1.3,32.2,0.000,8.6
22/04/2011,12:00,141,3.5,20.7,1.3,33.0,0.000,5.7
22/04/2011,13:00,150,2.8,31.6,1.3,33.7,0.000,2.8
22/04/2011,14:00,152,3.0,23.4,1.2,33.9,0.001,2.0
22/04/2011,15:00,159,3.1,23.4,1.3,33.9,0.001,1.1
22/04/2011,16:00,154,3.4,20.3,1.3,33.6,0.000,8.3
22/04/2011,17:00,157,3.0,17.4,1.2,32.7,0.000,11.8
22/04/2011,18:00,162,2.3,15.6,1.0,30.7,0.000,11.3
22/04/2011,19:00,162,1.2,15.8,0.4,28.7,0.000,13.5
22/04/2011,20:00,157,0.7,16.3,0.3,27.1,0.000,17.6
22/04/2011,21:00,177,0.9,15.9,0.2,25.7,0.000,18.1
22/04/2011,22:00,169,1.3,14.9,0.5,25.8,0.000,8.9
22/04/2011,23:00,171,1.6,14.1,0.6,25.7,0.000,6.2
23/04/2011,00:00,166,2.2,17.6,0.8,25.6,,4.9
23/04/2011,01:00,168,2.6,16.1,0.9,25.1,0.003,2.5
23/04/2011,02:00,167,2.9,15.7,1.0,24.6,0.002,5.4
23/04/2011,03:00,157,2.4,14.5,0.8,24.1,0.002,6.1
23/04/2011,04:00,156,2.4,14.7,0.8,23.8,0.002,5.8
23/04/2011,05:00,166,2.2,18.1,0.8,23.3,0.002,6.5
23/04/2011,06:00,170,2.0,18.2,0.8,23.0,0.002,6.3
23/04/2011,07:00,161,2.0,21.5,0.9,24.2,0.002,7.8
23/04/2011,08:00,134,3.0,18.1,1.1,26.5,0.002,6.9
23/04/2011,09:00,123,3.3,17.5,1.2,28.2,0.002,9.3
23/04/2011,10:00,123,3.4,19.2,1.3,29.9,0.002,9.1
23/04/2011,11:00,126,3.6,22.9,1.4,31.2,0.002,6.6
23/04/2011,12:00,124,3.1,22.9,1.1,32.2,0.003,4.7
23/04/2011,13:00,130,2.6,28.0,1.0,33.1,0.002,4.2
23/04/2011,14:00,142,2.0,34.8,1.0,33.6,0.002,2.5
23/04/2011,15:00,168,2.0,41.7,1.2,33.5,0.002,4.5
23/04/2011,16:00,134,2.2,26.6,0.9,33.4,0.002,4.7
23/04/2011,17:00,133,2.5,16.1,0.9,32.5,0.002,7.4
23/04/2011,18:00,135,1.8,11.8,0.5,30.7,0.002,7.1
23/04/2011,19:00,139,1.7,17.2,0.6,29.4,0.002,7.6
23/04/2011,20:00,172,1.1,11.2,0.3,27.2,0.002,16.4
23/04/2011,21:00,173,1.1,13.6,0.3,26.1,0.002,12.7
23/04/2011,22:00,173,1.5,16.0,0.5,25.7,0.002,5.9
23/04/2011,23:00,152,2.8,16.4,1.2,26.2,0.002,3.5
24/04/2011,00:00,152,3.5,16.6,1.2,26.1,,4.9
24/04/2011,01:00,152,3.1,15.9,1.2,25.5,0.001,3.7
24/04/2011,02:00,157,2.5,15.5,1.0,24.7,0.001,2.7
24/04/2011,03:00,153,2.3,17.1,0.9,24.3,0.001,3.1
24/04/2011,04:00,154,2.3,16.5,0.9,24.2,0.001,4.2
24/04/2011,05:00,150,2.6,15.0,0.9,24.0,0.001,3.9
24/04/2011,06:00,185,1.3,30.9,0.7,23.3,0.001,5.3
24/04/2011,07:00,180,1.0,29.2,0.5,23.5,0.001,8.4
24/04/2011,08:00,130,2.4,19.6,1.0,27.1,0.001,5.2
24/04/2011,09:00,126,3.3,15.2,1.2,28.7,0.001,6.9
24/04/2011,10:00,113,3.0,21.6,1.1,30.8,0.001,6.4
24/04/2011,11:00,106,3.1,25.1,1.4,32.9,0.001,9.1
24/04/2011,12:00,96,2.8,30.9,1.3,33.6,0.001,8.6
24/04/2011,13:00,68,2.2,31.2,1.2,34.6,0.002,8.2
24/04/2011,14:00,64,1.9,34.2,1.1,34.8,0.001,6.7
24/04/2011,15:00,60,1.9,26.9,1.0,34.5,0.002,8.9
24/04/2011,16:00,48,1.3,30.6,0.7,34.8,0.001,7.1
24/04/2011,17:00,76,1.6,25.6,0.8,33.8,0.002,7.7
24/04/2011,18:00,69,0.6,24.5,0.3,31.0,0.002,15.2
24/04/2011,19:00,72,0.5,23.1,0.3,29.4,0.002,16.2
24/04/2011,20:00,74,0.4,21.6,0.2,28.5,0.001,14.0
24/04/2011,21:00,100,0.2,41.5,0.1,27.2,0.002,16.4
24/04/2011,22:00,171,0.4,28.4,0.3,26.5,0.002,18.9
24/04/2011,23:00,170,1.5,17.7,0.5,26.1,0.002,8.3
25/04/2011,00:00,169,2.2,17.0,0.9,26.7,,
25/04/2011,01:00,156,2.5,20.3,1.1,26.8,0.001,1.7
25/04/2011,02:00,145,2.7,14.3,1.0,26.4,0.001,1.6
25/04/2011,03:00,165,1.3,23.7,0.7,25.4,0.001,2.1
25/04/2011,04:00,152,2.0,18.1,0.9,25.3,0.001,2.3
25/04/2011,05:00,191,0.8,32.8,0.4,24.1,0.001,5.4
25/04/2011,06:00,171,1.3,31.2,0.6,23.9,0.001,8.1
25/04/2011,07:00,187,0.9,28.7,0.5,24.2,0.001,11.5
25/04/2011,08:00,167,1.0,25.2,0.5,27.1,0.001,15.0
25/04/2011,09:00,84,1.6,40.3,0.9,30.5,0.001,12.5
25/04/2011,10:00,52,1.8,34.4,0.9,32.7,0.001,11.3
25/04/2011,11:00,51,2.4,30.5,1.3,33.4,0.001,11.3
25/04/2011,12:00,66,2.1,37.9,1.2,34.5,0.001,5.7
25/04/2011,13:00,86,2.1,41.0,1.2,34.7,0.001,
25/04/2011,14:00,101,2.1,36.6,1.3,34.9,0.001,
25/04/2011,15:00,108,2.3,29.5,1.1,34.4,0.001,1.0
25/04/2011,16:00,104,2.2,31.2,1.1,34.3,0.001,6.4
25/04/2011,17:00,104,1.8,23.7,0.8,32.9,0.001,4.9
25/04/2011,18:00,105,1.4,21.4,0.6,31.2,0.001,6.9
25/04/2011,19:00,102,1.3,20.7,0.5,30.3,0.001,8.9
25/04/2011,20:00,107,1.0,20.1,0.4,29.4,0.001,8.0
25/04/2011,21:00,89,0.8,21.3,0.4,28.4,0.001,9.0
25/04/2011,22:00,73,0.6,20.2,0.2,27.5,0.001,9.2
25/04/2011,23:00,103,0.3,70.2,0.3,26.4,0.001,9.2
26/04/2011,00:00,169,0.7,17.6,0.2,25.7,,8.5
26/04/2011,01:00,174,0.6,33.8,0.4,25.1,0.001,7.0
26/04/2011,02:00,127,0.8,30.4,0.5,24.9,0.001,4.9
26/04/2011,03:00,127,1.3,31.9,0.6,26.3,0.001,
26/04/2011,04:00,116,1.3,20.8,0.6,26.6,0.001,6.6
26/04/2011,05:00,120,1.0,21.4,0.4,25.7,0.001,6.2
26/04/2011,06:00,169,0.4,56.9,0.3,24.1,0.001,7.6
26/04/2011,07:00,154,0.5,25.6,0.2,24.7,0.001,15.6
26/04/2011,08:00,112,1.5,33.4,1.0,28.0,0.001,9.4
26/04/2011,09:00,107,2.4,25.6,1.1,29.6,0.001,11.3
26/04/2011,10:00,95,2.7,28.7,1.2,31.3,0.001,10.6
26/04/2011,11:00,93,3.0,26.8,1.3,32.4,0.001,10.8
26/04/2011,12:00,98,3.1,27.2,1.3,32.8,0.001,5.9
26/04/2011,13:00,106,3.1,29.1,1.5,33.3,0.001,8.4
26/04/2011,14:00,119,3.5,21.4,1.3,33.2,0.001,8.3
26/04/2011,15:00,115,3.8,21.3,1.5,33.0,0.001,10.8
26/04/2011,16:00,119,3.8,21.0,1.5,32.7,0.001,11.2
26/04/2011,17:00,115,3.1,19.8,1.3,32.0,0.001,9.7
26/04/2011,18:00,114,2.2,18.5,1.1,30.5,0.001,10.7
26/04/2011,19:00,116,1.7,16.3,0.6,29.5,0.001,9.4
26/04/2011,20:00,122,1.4,15.5,0.5,28.9,0.001,9.1
