Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
21/07/2011,18:00,149,2.1,14.1,0.8,19.8,0.000,10.4
21/07/2011,19:00,140,1.4,10.9,0.4,18.1,0.000,10.9
21/07/2011,20:00,160,0.9,11.8,0.2,15.0,0.000,19.4
21/07/2011,21:00,162,1.2,12.9,0.4,13.5,0.000,18.2
21/07/2011,22:00,150,2.2,13.5,0.7,14.8,0.000,5.4
21/07/2011,23:00,153,1.8,15.9,0.7,14.0,0.000,5.1
22/07/2011,00:00,150,1.8,13.0,0.5,13.0,,6.0
22/07/2011,01:00,158,1.6,12.9,0.5,12.1,0.001,5.3
22/07/2011,02:00,158,1.9,16.2,0.7,12.3,0.000,5.4
22/07/2011,03:00,145,1.7,11.6,0.5,11.4,0.001,5.4
22/07/2011,04:00,139,1.9,11.8,0.5,11.6,0.001,5.6
22/07/2011,05:00,137,1.9,11.8,0.6,12.2,0.000,5.8
22/07/2011,06:00,125,2.6,13.9,0.8,13.1,0.000,6.5
22/07/2011,07:00,125,2.6,17.0,1.0,13.6,0.000,7.5
22/07/2011,08:00,125,3.4,14.8,1.1,15.5,0.000,7.6
22/07/2011,09:00,116,3.3,22.0,1.3,17.3,0.000,8.8
22/07/2011,10:00,120,2.6,24.2,1.1,19.4,0.000,7.6
22/07/2011,11:00,133,2.7,25.7,1.1,21.2,0.000,5.3
22/07/2011,12:00,140,2.6,22.0,1.0,22.8,0.000,1.5
22/07/2011,13:00,145,2.5,31.1,1.3,24.2,0.000,4.1
22/07/2011,14:00,140,3.0,23.8,1.2,24.8,0.000,3.2
22/07/2011,15:00,144,3.4,19.4,1.3,24.9,0.001,3.6
22/07/2011,16:00,133,3.0,20.0,1.1,24.5,0.000,6.6
22/07/2011,17:00,143,2.8,17.4,1.0,23.4,0.000,7.4
22/07/2011,18:00,144,2.4,13.0,0.8,21.3,0.000,8.6
22/07/2011,19:00,139,1.8,13.7,0.6,19.7,0.000,10.8
22/07/2011,20:00,161,1.1,15.0,0.3,16.9,0.000,16.5
22/07/2011,21:00,167,1.1,13.5,0.4,14.7,0.000,19.8
22/07/2011,22:00,166,1.5,19.8,0.6,14.6,0.000,12.9
22/07/2011,23:00,165,1.3,14.2,0.4,13.9,0.000,9.2
23/07/2011,00:00,149,2.5,14.5,1.0,14.5,,4.8
23/07/2011,01:00,146,2.9,12.9,1.0,14.6,0.001,3.8
23/07/2011,02:00,145,2.7,14.7,0.8,14.1,0.001,3.7
23/07/2011,03:00,150,2.3,15.5,0.8,13.1,0.001,4.6
23/07/2011,04:00,161,1.4,14.0,0.5,10.6,0.001,7.4
23/07/2011,05:00,187,0.9,20.6,0.3,9.3,0.001,6.7
23/07/2011,06:00,159,1.2,13.4,0.4,9.6,0.001,10.2
23/07/2011,07:00,170,1.0,28.2,0.6,9.3,0.000,16.6
23/07/2011,08:00,160,1.3,30.4,0.9,13.9,0.001,22.8
23/07/2011,09:00,114,2.3,26.0,1.1,17.4,0.001,7.4
23/07/2011,10:00,107,2.9,25.9,1.3,19.1,0.001,9.7
23/07/2011,11:00,109,2.4,31.8,1.1,20.6,0.000,6.3
23/07/2011,12:00,131,2.3,32.3,1.1,21.6,0.001,3.5
23/07/2011,13:00,136,1.9,33.1,1.1,23.1,0.000,3.3
23/07/2011,14:00,148,2.0,31.8,1.0,23.9,0.001,3.5
23/07/2011,15:00,146,2.4,29.2,1.2,24.1,0.001,5.5
23/07/2011,16:00,144,2.6,23.4,1.1,23.8,0.000,6.9
23/07/2011,17:00,153,2.7,17.7,1.1,22.7,0.001,9.8
23/07/2011,18:00,145,2.2,13.4,0.8,20.5,0.000,10.7
23/07/2011,19:00,143,2.3,11.5,0.7,18.9,0.001,9.6
23/07/2011,20:00,143,1.9,15.0,0.6,17.9,0.000,6.6
23/07/2011,21:00,167,1.3,9.2,0.3,14.7,0.000,19.6
23/07/2011,22:00,152,2.1,13.8,0.7,14.8,0.001,13.1
23/07/2011,23:00,151,2.6,16.4,1.2,15.4,0.000,5.1
24/07/2011,00:00,174,1.3,17.1,0.4,12.8,,9.0
24/07/2011,01:00,171,1.3,13.8,0.3,11.7,0.000,11.7
24/07/2011,02:00,149,1.3,12.6,0.4,11.3,0.000,8.8
24/07/2011,03:00,147,1.4,11.9,0.4,11.9,0.000,4.6
24/07/2011,04:00,152,1.3,13.9,0.5,11.6,0.000,4.3
24/07/2011,05:00,143,1.8,10.9,0.5,11.7,0.000,4.9
24/07/2011,06:00,133,2.0,12.5,0.6,12.4,0.000,5.2
24/07/2011,07:00,128,1.7,13.7,0.7,12.7,0.000,6.3
24/07/2011,08:00,141,2.0,12.8,0.6,15.3,0.000,7.7
24/07/2011,09:00,121,2.5,24.0,1.1,17.8,0.000,7.7
24/07/2011,10:00,113,2.7,25.0,1.2,19.7,0.000,8.0
24/07/2011,11:00,125,2.3,28.5,1.1,21.6,0.000,3.3
24/07/2011,12:00,106,1.9,38.5,1.0,23.2,0.000,3.1
24/07/2011,13:00,111,1.5,41.9,0.8,24.5,0.000,3.0
24/07/2011,14:00,116,1.1,58.6,0.9,25.3,0.000,2.3
24/07/2011,15:00,129,1.4,39.7,0.9,25.8,0.000,2.8
24/07/2011,16:00,121,1.8,29.3,0.9,25.6,0.000,5.0
24/07/2011,17:00,138,1.7,18.3,0.7,24.5,0.000,9.0
24/07/2011,18:00,123,1.2,15.8,0.4,21.9,0.000,13.9
24/07/2011,19:00,158,1.1,18.1,0.3,18.5,0.000,26.8
24/07/2011,20:00,166,1.1,8.6,0.2,15.8,0.000,34.3
24/07/2011,21:00,169,1.3,11.8,0.3,14.9,0.000,19.1
24/07/2011,22:00,169,1.2,7.4,0.2,13.7,0.000,13.9
24/07/2011,23:00,165,0.9,13.1,0.3,12.3,0.000,9.8
25/07/2011,00:00,165,1.2,10.6,0.3,11.9,,9.5
25/07/2011,01:00,164,0.9,11.0,0.2,10.9,0.001,8.6
25/07/2011,02:00,164,0.8,11.5,0.3,9.6,0.000,10.7
25/07/2011,03:00,155,1.0,13.4,0.4,9.8,0.000,7.8
25/07/2011,04:00,157,1.3,12.0,0.3,10.5,0.000,6.4
25/07/2011,05:00,163,1.1,13.2,0.4,9.6,0.000,12.1
25/07/2011,06:00,150,0.7,18.7,0.3,9.1,0.000,14.0
25/07/2011,07:00,140,0.6,28.4,0.3,9.4,0.001,25.4
25/07/2011,08:00,116,1.9,25.4,1.1,15.9,0.001,26.3
25/07/2011,09:00,108,2.4,25.7,1.2,19.4,0.000,12.6
25/07/2011,10:00,84,2.8,27.7,1.3,21.9,0.000,16.6
25/07/2011,11:00,93,2.6,30.1,1.3,23.3,0.000,12.0
25/07/2011,12:00,92,2.3,33.6,1.2,24.6,0.000,8.6
25/07/2011,13:00,85,1.6,48.4,0.9,25.8,0.000,5.9
25/07/2011,14:00,78,1.4,46.7,0.9,26.7,0.000,6.4
25/07/2011,15:00,85,1.3,52.5,0.9,26.9,0.000,6.6
25/07/2011,16:00,96,1.2,46.1,0.9,26.4,0.000,7.2
25/07/2011,17:00,139,1.7,26.2,0.7,25.2,0.000,8.0
25/07/2011,18:00,128,1.6,11.3,0.5,22.7,0.000,12.6
25/07/2011,19:00,122,1.2,20.1,0.4,21.1,0.000,10.9
25/07/2011,20:00,164,1.1,28.5,0.5,17.8,0.000,28.4
25/07/2011,21:00,164,1.1,9.4,0.2,15.4,0.000,37.9
25/07/2011,22:00,163,0.9,12.4,0.3,14.3,0.000,20.3
25/07/2011,23:00,151,0.4,34.7,0.3,13.3,0.000,13.5
26/07/2011,00:00,157,0.5,24.3,0.2,12.5,,13.5
26/07/2011,01:00,156,0.6,27.1,0.3,11.8,0.001,6.3
26/07/2011,02:00,164,1.0,9.6,0.2,11.4,0.000,7.2
26/07/2011,03:00,158,0.9,11.7,0.3,10.8,0.001,6.9
26/07/2011,04:00,161,1.2,5.7,0.3,10.2,0.000,6.9
26/07/2011,05:00,162,1.0,9.9,0.2,9.9,0.000,8.7
26/07/2011,06:00,161,0.9,12.3,0.3,9.8,0.000,15.2
26/07/2011,07:00,165,0.8,14.3,0.4,9.9,0.000,25.9
26/07/2011,08:00,168,1.0,25.2,0.5,15.1,0.001,32.8
26/07/2011,09:00,164,1.0,27.2,0.5,19.4,0.001,42.2
26/07/2011,10:00,116,1.8,34.6,0.8,23.9,0.000,10.7
26/07/2011,11:00,95,1.8,37.1,0.9,25.1,0.001,8.6
26/07/2011,12:00,103,1.4,49.1,1.0,26.2,0.001,9.4
26/07/2011,13:00,122,1.1,61.3,1.0,26.9,0.001,6.6
26/07/2011,14:00,158,1.1,58.3,0.9,27.3,0.000,6.9
26/07/2011,15:00,142,1.5,42.8,0.9,27.4,0.000,6.9
26/07/2011,16:00,135,1.2,57.3,0.8,27.2,0.000,11.0
26/07/2011,17:00,142,1.5,23.5,0.7,26.2,0.000,10.6
26/07/2011,18:00,136,1.0,12.1,0.3,22.9,0.000,19.1
26/07/2011,19:00,168,0.9,12.2,0.2,19.4,0.001,51.0
26/07/2011,20:00,175,1.1,11.5,0.2,17.9,0.000,44.8
26/07/2011,21:00,169,1.1,12.0,0.2,16.8,0.000,27.3
26/07/2011,22:00,159,0.9,11.6,0.4,15.4,0.000,21.5
26/07/2011,23:00,131,1.9,15.7,0.8,18.2,0.000,9.5
27/07/2011,00:00,162,0.9,24.0,0.5,16.3,,11.4
27/07/2011,01:00,151,0.6,18.1,0.3,13.9,0.000,10.5
27/07/2011,02:00,162,0.7,17.7,0.2,12.9,0.000,9.4
27/07/2011,03:00,158,0.7,17.9,0.2,12.1,0.000,9.4
27/07/2011,04:00,152,0.9,16.5,0.3,11.7,0.000,10.7
27/07/2011,05:00,164,1.1,11.7,0.3,11.5,0.000,14.2
27/07/2011,06:00,172,1.0,17.9,0.4,11.3,0.000,13.9
27/07/2011,07:00,166,0.8,18.6,0.3,11.7,0.000,23.3
27/07/2011,08:00,171,1.4,20.1,0.6,16.2,0.001,52.1
27/07/2011,09:00,113,0.7,62.5,0.7,21.4,0.000,36.3
27/07/2011,10:00,87,1.9,29.1,0.9,24.6,0.000,14.9
27/07/2011,11:00,76,2.3,31.6,1.1,26.6,0.000,16.5
27/07/2011,12:00,93,1.1,60.8,0.9,27.4,0.000,15.2
27/07/2011,13:00,148,1.0,57.7,0.8,28.0,0.000,10.4
27/07/2011,14:00,61,0.3,160.5,0.7,29.1,0.000,13.0
27/07/2011,15:00,146,1.2,54.3,0.9,28.7,0.000,9.2
27/07/2011,16:00,128,1.2,66.7,0.9,28.3,0.000,12.3
27/07/2011,17:00,133,2.0,18.2,0.7,27.1,0.000,12.9
27/07/2011,18:00,129,2.1,12.5,0.6,24.9,0.000,13.0
27/07/2011,19:00,136,1.4,23.5,0.4,23.0,0.000,16.3
27/07/2011,20:00,172,1.1,13.5,0.3,19.5,0.000,71.3
27/07/2011,21:00,167,0.9,21.2,0.4,18.1,0.000,60.3
27/07/2011,22:00,148,1.4,20.6,0.7,18.2,0.000,26.4
27/07/2011,23:00,130,2.6,18.9,1.0,21.0,0.000,10.5
28/07/2011,00:00,120,2.5,17.7,1.0,20.9,,9.1
28/07/2011,01:00,117,1.9,20.4,0.8,20.4,0.001,9.4
28/07/2011,02:00,108,1.9,20.5,0.7,19.7,0.001,9.3
28/07/2011,03:00,108,2.1,21.3,0.8,19.3,0.001,9.2
28/07/2011,04:00,111,1.8,18.3,0.7,18.2,0.000,11.1
28/07/2011,05:00,97,0.6,67.7,0.7,16.4,0.001,13.6
28/07/2011,06:00,124,0.3,83.0,0.4,14.4,0.001,20.2
28/07/2011,07:00,288,0.5,35.6,0.2,14.6,0.002,89.3
28/07/2011,08:00,49,0.5,65.1,0.5,20.1,0.002,138.4
28/07/2011,09:00,43,1.3,34.8,1.0,22.8,0.001,18.6
28/07/2011,10:00,38,1.6,29.7,1.0,25.1,0.001,19.9
28/07/2011,11:00,34,1.7,30.2,0.9,26.4,0.001,19.3
28/07/2011,12:00,34,1.2,55.8,0.9,27.5,0.001,13.4
28/07/2011,13:00,125,0.8,73.8,0.9,27.7,0.001,11.3
28/07/2011,14:00,108,1.1,77.7,1.1,28.3,0.001,9.7
28/07/2011,15:00,89,1.0,55.8,0.9,29.1,0.001,11.3
28/07/2011,16:00,116,1.1,56.4,0.8,28.4,0.000,12.0
28/07/2011,17:00,117,1.7,26.6,0.6,27.4,0.000,11.0
28/07/2011,18:00,120,1.5,15.2,0.5,24.9,0.001,17.1
28/07/2011,19:00,112,1.7,20.2,0.7,23.8,0.001,11.6
28/07/2011,20:00,116,1.8,18.3,0.6,23.1,0.001,11.2
28/07/2011,21:00,111,1.9,17.6,0.7,22.6,0.000,10.3
28/07/2011,22:00,104,1.6,21.9,0.7,21.8,0.000,12.3
28/07/2011,23:00,98,1.1,20.1,0.5,20.5,0.001,12.9
29/07/2011,00:00,128,0.8,44.6,0.5,18.8,,14.0
29/07/2011,01:00,175,0.8,29.7,0.4,15.4,0.000,12.6
29/07/2011,02:00,151,0.6,36.7,0.4,14.3,0.000,11.3
29/07/2011,03:00,113,1.9,16.7,0.7,18.3,0.000,7.0
29/07/2011,04:00,114,1.9,18.5,0.8,18.3,0.000,10.7
29/07/2011,05:00,120,1.7,16.0,0.6,17.8,0.000,12.6
29/07/2011,06:00,117,1.9,16.0,0.6,17.4,0.000,14.2
29/07/2011,07:00,123,0.5,59.4,0.4,15.7,0.000,44.6
29/07/2011,08:00,169,0.9,27.6,0.4,18.2,0.000,36.7
29/07/2011,09:00,70,2.2,26.4,1.1,21.3,0.000,28.2
29/07/2011,10:00,42,2.2,25.9,1.1,23.7,0.000,24.0
29/07/2011,11:00,33,1.7,28.6,0.9,25.6,0.000,17.3
29/07/2011,12:00,26,1.7,26.4,0.9,27.3,0.000,16.4
29/07/2011,13:00,8,1.5,170.2,0.8,28.4,0.000,13.1
29/07/2011,14:00,56,1.0,59.4,0.8,28.8,0.000,11.0
29/07/2011,15:00,107,0.3,155.0,0.6,28.6,0.000,13.3
29/07/2011,16:00,111,0.3,93.2,0.6,28.4,0.000,12.4
29/07/2011,17:00,105,1.0,37.2,0.6,27.3,0.000,12.2
29/07/2011,18:00,77,0.5,26.6,0.3,24.0,0.000,33.4
29/07/2011,19:00,66,0.7,11.6,0.2,21.2,0.001,60.4
29/07/2011,20:00,100,0.4,59.8,0.3,19.4,0.000,42.7
29/07/2011,21:00,161,0.8,10.5,0.2,17.6,0.000,49.8
29/07/2011,22:00,148,0.4,16.1,0.2,16.6,0.000,41.2
29/07/2011,23:00,168,0.8,25.8,0.3,15.3,0.000,42.1
30/07/2011,00:00,158,1.0,9.7,0.3,14.5,,46.3
30/07/2011,01:00,160,0.8,25.6,0.4,14.2,0.000,30.4
30/07/2011,02:00,157,0.6,26.0,0.4,13.2,0.000,37.8
30/07/2011,03:00,155,0.7,24.7,0.3,13.0,0.000,24.4
30/07/2011,04:00,151,0.8,18.6,0.3,12.9,0.000,17.3
30/07/2011,05:00,155,0.7,24.9,0.3,12.7,0.000,17.1
30/07/2011,06:00,151,0.8,15.8,0.3,12.5,0.000,20.4
30/07/2011,07:00,159,0.4,44.5,0.3,13.0,0.000,24.5
30/07/2011,08:00,171,0.9,22.9,0.5,17.7,0.000,30.3
30/07/2011,09:00,146,0.9,34.7,0.5,21.4,0.000,28.8
30/07/2011,10:00,107,1.7,32.7,0.8,24.8,0.000,14.8
30/07/2011,11:00,100,1.5,42.2,0.9,26.8,0.000,10.9
30/07/2011,12:00,91,0.8,71.4,0.7,28.4,0.000,8.1
30/07/2011,13:00,137,1.4,50.7,0.9,29.1,0.000,4.9
30/07/2011,14:00,137,0.8,71.8,0.9,29.8,0.000,7.6
30/07/2011,15:00,144,1.3,53.4,1.1,29.8,0.000,5.7
30/07/2011,16:00,141,1.5,39.6,1.0,29.4,0.000,8.4
30/07/2011,17:00,150,1.4,24.3,0.7,28.5,0.000,10.0
30/07/2011,18:00,130,1.2,18.6,0.4,25.5,0.000,15.5
30/07/2011,19:00,142,0.7,29.1,0.3,21.8,0.000,33.1
30/07/2011,20:00,164,0.5,26.2,0.3,19.4,0.000,43.8
30/07/2011,21:00,142,0.5,45.5,0.3,17.8,0.000,35.7
30/07/2011,22:00,167,1.2,11.8,0.4,16.8,0.000,28.4
30/07/2011,23:00,163,0.7,19.4,0.3,15.5,0.000,25.7
31/07/2011,00:00,150,0.5,28.8,0.2,14.9,,19.0
31/07/2011,01:00,155,0.7,20.8,0.3,14.3,0.000,14.3
31/07/2011,02:00,150,0.5,27.6,0.2,13.9,0.000,11.7
31/07/2011,03:00,155,0.7,23.4,0.3,13.4,0.000,11.9
31/07/2011,04:00,151,0.5,29.8,0.3,13.1,0.000,10.9
31/07/2011,05:00,158,0.5,55.9,0.4,12.7,0.000,12.0
31/07/2011,06:00,151,0.7,27.7,0.4,12.2,0.000,14.5
31/07/2011,07:00,187,0.7,30.1,0.4,12.5,0.000,22.7
31/07/2011,08:00,169,0.4,33.8,0.2,17.7,0.000,23.6
31/07/2011,09:00,72,1.7,40.1,1.3,22.5,0.000,24.1
31/07/2011,10:00,89,2.5,26.7,1.2,24.7,0.000,17.3
31/07/2011,11:00,87,2.4,28.7,1.1,26.7,0.000,8.4
31/07/2011,12:00,96,2.6,31.6,1.2,27.8,0.000,6.7
31/07/2011,13:00,99,2.9,33.1,1.4,28.8,0.000,19.2
31/07/2011,14:00,114,3.4,24.7,1.3,29.0,0.000,20.3
31/07/2011,15:00,105,2.6,31.9,1.2,29.6,0.000,10.5
31/07/2011,16:00,112,3.0,23.8,1.3,28.9,0.000,11.5
31/07/2011,17:00,111,2.3,23.7,1.1,28.0,0.000,11.6
31/07/2011,18:00,111,1.3,19.6,0.6,25.2,0.000,14.7
31/07/2011,19:00,112,1.1,16.1,0.4,23.2,0.000,14.3
31/07/2011,20:00,75,0.9,18.0,0.3,20.6,0.000,21.8
31/07/2011,21:00,80,0.9,21.3,0.4,19.0,0.000,15.8
31/07/2011,22:00,99,1.4,20.6,0.6,20.4,0.000,9.7
31/07/2011,23:00,157,1.2,36.0,0.7,18.5,0.000,12.3
01/08/2011,00:00,173,1.0,46.3,0.7,15.7,,10.4
01/08/2011,01:00,178,1.3,16.6,0.5,15.2,0.001,9.8
01/08/2011,02:00,183,0.6,29.2,0.3,14.2,0.000,9.4
01/08/2011,03:00,159,0.7,15.7,0.3,13.5,0.000,10.6
01/08/2011,04:00,161,0.9,17.8,0.4,13.2,0.000,10.7
01/08/2011,05:00,180,0.9,15.9,0.3,12.4,0.000,10.8
01/08/2011,06:00,121,0.4,45.0,0.2,11.8,0.000,20.4
01/08/2011,07:00,202,0.5,26.9,0.2,12.3,0.000,26.1
01/08/2011,08:00,38,0.5,130.5,0.7,19.1,0.002,73.8
01/08/2011,09:00,66,2.5,25.4,1.2,22.4,0.000,21.6
01/08/2011,10:00,66,3.0,24.3,1.3,24.2,0.000,25.5
01/08/2011,11:00,78,2.4,32.1,1.3,25.8,0.000,14.8
01/08/2011,12:00,89,2.7,30.3,1.2,27.0,0.000,11.4
01/08/2011,13:00,85,2.5,32.9,1.2,28.1,0.000,11.1
01/08/2011,14:00,92,2.7,32.8,1.3,28.4,0.000,10.6
01/08/2011,15:00,95,2.9,30.3,1.4,28.4,0.000,20.2
01/08/2011,16:00,109,2.5,28.0,1.1,27.8,0.000,11.9
01/08/2011,17:00,122,2.7,21.4,1.1,27.0,0.000,10.0
01/08/2011,18:00,112,1.4,19.8,0.6,24.6,0.000,13.4
01/08/2011,19:00,85,0.4,32.3,0.2,21.0,0.001,34.6
01/08/2011,20:00,119,0.9,20.7,0.5,19.5,0.001,30.2
01/08/2011,21:00,107,1.2,19.5,0.5,22.0,0.000,8.0
01/08/2011,22:00,112,1.4,18.6,0.6,21.9,0.000,7.5
01/08/2011,23:00,154,1.1,33.7,0.4,19.0,0.000,14.0
02/08/2011,00:00,171,0.7,29.6,0.4,15.3,,11.7
02/08/2011,01:00,164,0.5,33.7,0.3,14.3,0.000,10.9
02/08/2011,02:00,164,0.4,47.4,0.3,13.5,0.000,10.6
02/08/2011,03:00,85,0.4,52.4,0.3,13.2,0.000,19.7
02/08/2011,04:00,147,0.9,31.4,0.4,13.5,0.000,16.7
02/08/2011,05:00,157,0.8,31.6,0.5,12.9,0.000,18.0
02/08/2011,06:00,161,1.0,10.8,0.3,12.3,0.000,17.2
02/08/2011,07:00,157,0.7,26.3,0.3,12.5,0.000,31.6
02/08/2011,08:00,82,0.9,23.7,0.5,19.5,0.001,32.6
02/08/2011,09:00,68,1.9,26.8,0.9,22.5,0.000,19.4
02/08/2011,10:00,65,2.1,28.9,1.0,24.8,0.000,15.1
02/08/2011,11:00,66,2.3,35.6,1.4,26.5,0.000,17.7
02/08/2011,12:00,74,2.7,29.7,1.3,26.9,0.000,22.9
02/08/2011,13:00,86,2.1,39.7,1.1,27.6,0.000,13.3
02/08/2011,14:00,77,2.1,39.6,1.2,28.4,,13.9
02/08/2011,15:00,97,2.2,35.3,1.1,28.2,,
02/08/2011,16:00,106,2.1,32.4,1.0,27.6,0.000,
02/08/2011,17:00,115,2.1,25.2,0.9,26.8,0.000,34.0
02/08/2011,18:00,114,1.6,16.8,0.7,24.5,0.000,32.3
02/08/2011,19:00,117,1.6,17.8,0.6,23.3,0.000,25.8
02/08/2011,20:00,149,0.7,23.7,0.3,20.2,0.000,30.8
02/08/2011,21:00,172,0.6,27.0,0.3,17.7,0.000,36.5
02/08/2011,22:00,142,0.6,40.9,0.3,16.4,0.000,38.9
02/08/2011,23:00,139,0.5,32.6,0.3,15.4,0.000,31.3
03/08/2011,00:00,160,0.7,19.3,0.3,14.4,,29.9
03/08/2011,01:00,139,0.7,16.1,0.2,13.8,0.001,20.7
03/08/2011,02:00,160,0.7,18.0,0.3,13.0,0.000,17.6
03/08/2011,03:00,163,1.0,12.6,0.3,12.2,0.000,23.3
03/08/2011,04:00,167,0.7,22.9,0.4,11.3,0.000,21.3
03/08/2011,05:00,136,0.8,33.4,0.2,11.1,0.000,21.5
03/08/2011,06:00,98,0.5,53.2,0.4,11.5,0.001,32.8
03/08/2011,07:00,196,0.2,60.6,0.2,11.7,0.001,58.4
03/08/2011,08:00,130,0.4,56.0,0.5,18.0,0.001,52.4
03/08/2011,09:00,66,2.3,24.7,1.0,22.0,0.000,23.0
03/08/2011,10:00,57,2.4,27.3,1.1,24.4,0.000,29.3
03/08/2011,11:00,57,2.2,33.6,1.2,26.1,0.000,19.3
03/08/2011,12:00,68,2.2,35.6,1.1,27.2,0.000,15.6
03/08/2011,13:00,80,2.0,39.5,1.1,27.7,0.000,13.2
03/08/2011,14:00,71,1.9,37.6,1.0,28.5,0.000,14.8
03/08/2011,15:00,81,1.5,43.0,1.0,28.2,0.000,16.8
03/08/2011,16:00,70,1.5,36.2,0.9,28.2,0.000,18.7
03/08/2011,17:00,70,1.3,33.0,0.7,27.3,0.000,19.5
03/08/2011,18:00,56,0.7,41.9,0.5,23.5,0.000,29.9
03/08/2011,19:00,65,0.3,34.9,0.2,19.9,0.001,60.9
03/08/2011,20:00,78,0.7,20.5,0.2,18.0,0.002,66.9
03/08/2011,21:00,89,0.7,18.2,0.2,17.3,0.001,44.4
03/08/2011,22:00,134,0.7,28.0,0.3,15.6,0.001,53.7
03/08/2011,23:00,157,0.8,15.9,0.2,14.7,0.000,24.9
04/08/2011,00:00,164,1.0,11.9,0.3,13.7,,21.7
04/08/2011,01:00,167,0.8,19.1,0.3,12.9,0.000,22.1
04/08/2011,02:00,148,0.6,39.9,0.4,12.2,0.000,22.1
04/08/2011,03:00,93,1.2,16.2,0.3,14.7,0.000,14.8
04/08/2011,04:00,82,1.1,20.2,0.4,15.1,0.000,12.6
04/08/2011,05:00,82,1.3,22.1,0.7,15.7,0.000,15.4
04/08/2011,06:00,100,1.3,60.6,0.9,16.5,0.000,17.4
04/08/2011,07:00,282,0.4,149.3,0.5,15.1,0.000,71.0
04/08/2011,08:00,47,0.3,127.0,0.6,19.6,0.000,49.4
04/08/2011,09:00,70,1.7,29.2,0.8,21.5,0.000,22.3
04/08/2011,10:00,40,1.8,29.4,0.9,23.7,0.000,24.3
04/08/2011,11:00,20,1.9,25.9,0.9,25.7,0.000,26.0
04/08/2011,12:00,1,2.1,29.8,1.2,27.0,0.000,23.2
04/08/2011,13:00,3,1.6,177.0,1.0,28.2,0.000,17.9
04/08/2011,14:00,336,1.4,62.5,1.3,28.5,0.000,20.1
04/08/2011,15:00,343,1.4,44.1,0.9,28.8,0.000,20.5
04/08/2011,16:00,2,1.1,174.5,0.7,28.7,0.000,20.4
04/08/2011,17:00,47,1.0,32.2,0.6,27.9,0.000,24.1
04/08/2011,18:00,57,0.9,18.8,0.4,23.7,0.000,32.6
04/08/2011,19:00,67,0.7,22.9,0.3,20.9,0.000,39.0
04/08/2011,20:00,78,0.7,22.8,0.3,19.6,0.000,30.6
04/08/2011,21:00,83,0.3,131.1,0.3,17.8,0.000,47.7
04/08/2011,22:00,187,0.4,46.8,0.3,16.3,0.000,41.9
04/08/2011,23:00,165,0.6,24.4,0.3,15.3,0.000,30.2
05/08/2011,00:00,155,0.8,19.6,0.3,14.5,,20.6
05/08/2011,01:00,157,0.6,24.1,0.3,13.5,0.001,16.9
05/08/2011,02:00,164,0.9,22.6,0.4,13.1,0.000,15.4
05/08/2011,03:00,158,0.8,21.5,0.3,12.3,0.000,14.8
05/08/2011,04:00,163,0.9,32.7,0.5,11.5,0.000,15.3
05/08/2011,05:00,168,1.2,20.5,0.5,11.4,0.000,14.9
05/08/2011,06:00,47,0.5,71.1,0.7,12.5,0.000,38.9
05/08/2011,07:00,99,0.1,96.2,0.3,13.5,0.001,57.5
05/08/2011,08:00,60,0.3,124.1,0.5,18.9,0.001,72.1
05/08/2011,09:00,25,1.4,28.7,0.7,23.1,0.000,27.6
05/08/2011,10:00,15,2.0,21.5,0.9,25.0,0.000,17.6
05/08/2011,11:00,8,2.2,176.5,0.9,26.5,0.000,19.8
05/08/2011,12:00,354,1.5,46.9,1.0,27.7,0.000,12.7
05/08/2011,13:00,335,1.4,59.8,1.0,28.2,0.000,12.9
05/08/2011,14:00,301,1.3,62.5,1.0,28.7,0.005,13.9
05/08/2011,15:00,303,1.0,66.5,0.8,28.7,0.007,18.3
05/08/2011,16:00,41,0.6,149.9,0.7,28.8,0.000,14.5
05/08/2011,17:00,78,1.0,49.2,0.7,28.3,0.000,14.1
05/08/2011,18:00,72,0.7,29.3,0.3,25.3,0.000,22.2
05/08/2011,19:00,56,0.5,40.9,0.4,23.9,0.000,34.3
05/08/2011,20:00,63,0.9,30.5,0.5,23.8,0.001,19.4
05/08/2011,21:00,78,1.1,26.7,0.5,23.5,0.000,14.0
05/08/2011,22:00,77,1.0,21.4,0.5,23.0,0.000,13.7
05/08/2011,23:00,75,1.2,20.9,0.5,22.8,0.000,12.8
06/08/2011,00:00,77,1.2,24.0,0.5,22.7,,10.6
06/08/2011,01:00,76,1.5,21.6,0.7,22.4,0.001,8.7
06/08/2011,02:00,62,0.7,26.3,0.4,21.8,0.000,10.9
06/08/2011,03:00,86,0.6,68.7,0.5,20.8,0.000,12.8
06/08/2011,04:00,224,0.1,109.6,0.3,20.1,0.000,12.5
06/08/2011,05:00,199,0.2,76.4,0.3,19.1,0.000,15.2
06/08/2011,06:00,171,0.3,75.8,0.4,19.3,0.000,28.5
06/08/2011,07:00,153,0.3,71.2,0.3,19.2,0.000,25.3
06/08/2011,08:00,59,1.1,46.9,0.9,22.5,0.000,29.8
06/08/2011,09:00,37,1.7,26.3,0.9,25.3,0.001,23.6
06/08/2011,10:00,44,2.0,26.2,1.0,26.7,0.000,20.8
