Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%RH),Rainfall (mm),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
14/06/2010,23:00,147,4.3,14.5,1.3,18.1,73.3,0.0,1020,0.000,0.000,0.000,0.001,2.6,-0.9,4
15/06/2010,00:00,145,4.1,15.3,1.4,18.2,71.6,0.0,1020,,,,,4.1,0.3,
15/06/2010,01:00,146,4.2,15.0,1.5,18.2,71.6,0.0,1020,0.000,0.000,0.000,0.001,9.2,5.0,5
15/06/2010,02:00,146,4.1,15.2,1.3,18.2,71.3,0.0,1020,0.000,0.000,0.000,0.001,8.3,4.9,5
15/06/2010,03:00,154,3.4,16.0,1.3,18.2,70.3,0.0,1019,0.000,0.000,0.000,0.001,6.7,2.6,5
15/06/2010,04:00,142,3.8,16.5,1.3,18.1,70.3,0.0,1019,0.000,0.000,0.000,0.001,11.6,6.3,6
15/06/2010,05:00,143,4.3,15.0,1.4,18.3,68.7,0.0,1020,0.001,0.000,0.001,0.001,15.4,8.7,6
15/06/2010,06:00,142,4.4,13.8,1.5,18.0,71.3,0.0,1020,0.001,0.000,0.001,0.001,13.7,6.8,6
15/06/2010,07:00,138,4.2,15.0,1.6,18.2,71.5,0.0,1021,0.001,0.000,0.001,0.001,8.2,2.9,5
15/06/2010,08:00,142,5.0,12.6,1.4,18.7,69.6,0.0,1021,0.001,0.001,0.002,0.001,9.5,4.2,5
15/06/2010,09:00,133,4.6,17.9,1.6,19.9,65.5,0.0,1021,,,,,4.7,-0.9,5
15/06/2010,10:00,127,5.8,13.0,1.7,21.1,61.2,0.0,1021,,,,,18.1,9.5,
15/06/2010,11:00,120,5.4,12.2,1.5,21.3,61.5,0.0,1020,0.000,0.001,0.001,0.001,18.0,8.6,7
15/06/2010,12:00,102,6.4,10.1,1.5,21.7,60.0,0.0,1020,0.000,0.004,0.004,0.003,11.3,-0.3,9
15/06/2010,13:00,122,4.9,14.9,1.6,21.7,61.9,0.0,1019,0.000,0.002,0.002,0.001,21.8,8.1,7
15/06/2010,14:00,111,5.6,16.3,1.5,22.4,56.2,0.0,1018,0.000,0.002,0.002,0.001,8.3,-1.5,8
15/06/2010,15:00,116,5.8,12.2,1.5,22.5,54.3,0.0,1018,0.000,0.003,0.003,0.001,28.9,6.0,6
15/06/2010,16:00,122,4.9,11.4,1.5,21.6,58.2,0.0,1018,0.000,0.002,0.002,0.001,15.2,4.4,5
15/06/2010,17:00,126,3.5,19.2,1.6,20.5,63.6,0.0,1019,0.000,0.004,0.004,0.002,11.9,4.0,7
15/06/2010,18:00,145,2.8,15.1,1.1,19.8,65.0,0.0,1020,0.000,0.004,0.004,0.001,15.1,8.2,5
15/06/2010,19:00,144,4.0,14.1,1.2,19.0,68.0,0.0,1020,0.000,0.001,0.001,0.001,9.1,4.1,3
15/06/2010,20:00,145,3.8,14.2,1.2,18.5,71.6,0.0,1021,0.000,0.001,0.001,0.001,2.7,0.5,4
15/06/2010,21:00,145,3.1,14.1,1.1,18.3,71.4,0.0,1021,0.000,0.001,0.001,0.001,3.4,0.3,4
15/06/2010,22:00,149,2.7,14.5,1.0,17.9,71.2,0.0,1020,0.000,0.001,0.001,0.001,7.8,3.9,4
15/06/2010,23:00,144,2.6,14.1,0.9,17.6,71.0,0.0,1020,0.000,0.001,0.001,0.001,8.1,4.3,4
16/06/2010,00:00,153,2.6,15.7,1.0,17.4,71.3,0.0,1019,,,,,2.5,-0.4,
16/06/2010,01:00,164,1.9,15.5,0.7,16.9,73.1,0.0,1019,0.000,0.001,0.001,0.000,10.7,5.3,4
16/06/2010,02:00,155,2.5,15.0,0.8,17.0,73.4,0.0,1018,0.000,0.001,0.001,0.000,5.4,1.0,4
16/06/2010,03:00,170,2.6,15.3,0.9,17.0,74.9,0.0,1018,0.000,0.001,0.001,0.000,,,4
16/06/2010,04:00,160,2.7,15.7,0.9,17.2,75.2,0.0,1018,0.000,0.001,0.001,0.000,11.5,5.7,4
16/06/2010,05:00,155,2.7,13.8,0.8,17.3,75.6,0.0,1018,0.000,0.003,0.003,0.001,2.4,-1.7,4
16/06/2010,06:00,175,2.2,15.1,0.7,16.8,77.0,0.0,1019,0.001,0.005,0.005,0.000,5.6,2.2,5
16/06/2010,07:00,157,2.2,21.6,1.0,17.6,74.8,0.0,1020,0.001,0.005,0.006,0.000,11.7,6.8,5
16/06/2010,08:00,148,3.0,17.7,1.2,19.2,69.3,0.0,1020,0.001,0.004,0.004,0.000,3.9,-0.1,4
16/06/2010,09:00,139,3.6,19.4,1.3,20.6,64.4,0.0,1021,0.001,0.002,0.003,0.001,6.6,1.8,5
16/06/2010,10:00,118,5.4,13.2,1.5,21.7,59.3,0.0,1020,0.000,0.002,0.002,0.001,13.9,7.1,5
16/06/2010,11:00,118,4.7,15.9,1.3,22.5,55.9,0.0,1020,0.001,0.002,0.003,0.003,14.8,7.3,6
16/06/2010,12:00,114,4.5,13.6,1.3,23.4,52.8,0.0,1019,0.000,0.001,0.001,0.003,11.0,2.6,6
16/06/2010,13:00,105,5.3,18.8,1.3,23.1,54.0,0.0,1018,0.000,0.002,0.002,0.002,23.5,11.7,6
16/06/2010,14:00,98,5.7,10.5,1.2,23.2,53.0,0.0,1018,0.001,0.002,0.003,0.001,,,7
16/06/2010,15:00,99,6.4,8.7,1.0,22.8,56.9,0.0,1017,,,,,14.2,-3.9,8
16/06/2010,16:00,102,6.3,8.6,1.1,21.7,62.2,0.0,1017,,,,,15.4,-0.5,8
16/06/2010,17:00,123,2.9,12.2,1.0,21.1,63.3,0.0,1018,0.000,0.004,0.004,0.002,10.7,-2.0,7
16/06/2010,18:00,131,2.0,12.4,0.7,20.3,65.0,0.0,1019,0.000,0.006,0.006,0.001,10.4,4.0,6
16/06/2010,19:00,126,3.5,10.6,0.9,19.8,68.3,0.0,1019,0.000,0.002,0.002,0.000,8.3,3.4,5
16/06/2010,20:00,124,4.5,13.3,1.3,19.5,70.5,0.0,1019,0.000,0.000,0.000,0.000,5.0,2.5,4
16/06/2010,21:00,141,3.2,13.6,1.0,19.4,70.5,0.0,1019,0.000,0.000,0.000,0.000,0.8,-1.8,4
16/06/2010,22:00,135,3.0,14.3,1.0,19.0,72.2,0.0,1019,0.000,0.000,0.000,0.000,7.0,4.5,6
16/06/2010,23:00,136,2.6,13.9,1.0,18.6,73.5,0.0,1019,0.000,0.000,0.000,0.000,10.4,8.4,6
17/06/2010,00:00,158,2.4,17.5,0.9,17.6,78.7,0.0,1019,,,,,6.1,4.1,
17/06/2010,01:00,145,2.0,15.4,0.8,17.7,76.6,0.0,1018,0.000,0.000,0.000,0.001,3.8,1.7,4
17/06/2010,02:00,169,2.0,27.1,0.9,17.8,75.7,0.0,1018,0.000,0.000,0.000,0.001,7.1,4.6,5
17/06/2010,03:00,209,1.6,12.0,0.5,17.0,79.2,0.0,1018,0.000,0.000,0.000,0.001,4.6,2.3,4
17/06/2010,04:00,195,1.4,18.8,0.6,16.3,82.3,0.0,1018,0.000,0.001,0.001,0.001,5.9,3.9,4
17/06/2010,05:00,196,2.0,14.2,0.6,15.7,83.8,0.0,1018,0.001,0.004,0.004,0.001,4.7,3.0,5
17/06/2010,06:00,194,1.5,12.4,0.4,15.5,84.2,0.0,1018,0.002,0.006,0.008,0.001,3.2,1.6,5
17/06/2010,07:00,203,1.4,14.4,0.4,15.9,83.3,0.0,1018,0.003,0.008,0.010,0.001,11.8,8.2,8
17/06/2010,08:00,196,1.6,20.2,0.5,17.9,77.2,0.0,1019,0.004,0.006,0.010,0.001,17.0,11.8,9
17/06/2010,09:00,131,1.3,55.3,1.0,20.6,67.7,0.0,1019,0.002,0.002,0.004,0.004,11.5,5.8,6
17/06/2010,10:00,104,3.2,18.5,0.9,21.8,63.4,0.0,1018,0.001,0.001,0.002,0.009,13.1,6.8,6
17/06/2010,11:00,99,3.2,21.5,1.1,22.5,60.4,0.0,1017,0.000,0.001,0.001,0.006,23.5,7.6,8
17/06/2010,12:00,85,3.1,23.3,1.1,22.7,59.3,0.0,1016,0.007,0.009,0.016,0.004,24.0,5.9,9
17/06/2010,13:00,86,3.1,15.5,0.7,22.6,60.3,0.0,1016,0.004,0.008,0.012,0.004,25.6,6.0,8
17/06/2010,14:00,66,1.9,37.2,0.8,23.0,57.5,0.0,1015,0.004,0.008,0.012,0.004,15.9,3.5,9
17/06/2010,15:00,53,2.4,24.0,0.8,22.6,59.5,0.0,1015,0.001,0.005,0.006,0.001,21.4,3.1,10
17/06/2010,16:00,91,4.1,6.6,0.5,21.8,65.9,0.0,1015,0.003,0.008,0.011,0.002,47.5,9.2,11
17/06/2010,17:00,112,2.0,10.4,0.6,20.7,72.7,0.0,1016,0.000,0.009,0.009,0.001,37.3,13.1,8
17/06/2010,18:00,149,0.7,38.0,0.3,19.8,75.7,0.0,1016,0.005,0.016,0.021,0.001,17.9,8.3,11
17/06/2010,19:00,212,0.6,34.3,0.4,18.8,78.7,0.0,1017,0.010,0.016,0.025,0.002,13.6,5.5,27
17/06/2010,20:00,191,0.6,57.8,0.5,17.9,81.7,0.0,1017,0.023,0.016,0.039,0.002,32.5,23.0,18
17/06/2010,21:00,187,0.5,48.7,0.4,16.8,84.6,0.0,1017,0.012,0.013,0.025,0.002,36.4,26.7,14
17/06/2010,22:00,198,0.7,57.4,0.5,16.5,85.9,0.0,1017,0.007,0.011,0.018,0.001,14.9,9.7,14
17/06/2010,23:00,201,1.0,45.1,0.7,16.3,87.1,0.0,1016,0.001,0.005,0.006,0.001,4.7,1.7,11
18/06/2010,00:00,186,0.9,30.9,0.7,15.8,87.2,0.0,1016,,,,,11.2,7.0,
18/06/2010,01:00,204,1.7,34.3,0.9,15.9,88.1,0.0,1016,0.000,0.002,0.002,0.001,11.4,7.4,8
18/06/2010,02:00,199,1.3,20.9,0.6,15.7,88.7,0.0,1015,0.000,0.002,0.002,0.001,15.4,10.7,7
18/06/2010,03:00,208,1.2,16.2,0.7,15.3,89.2,0.0,1015,0.000,0.002,0.002,0.000,6.0,3.7,6
18/06/2010,04:00,207,1.2,12.6,0.4,15.3,90.1,0.0,1015,0.000,0.003,0.003,0.000,1.0,-0.5,6
18/06/2010,05:00,197,1.6,13.0,0.6,15.2,90.2,0.0,1015,0.001,0.004,0.004,0.000,9.5,6.9,6
18/06/2010,06:00,201,2.5,8.6,0.7,15.0,89.8,0.0,1015,0.002,0.006,0.008,0.000,3.5,1.1,6
18/06/2010,07:00,205,1.5,16.2,0.9,15.2,89.7,0.0,1016,0.009,0.008,0.017,0.001,7.6,5.1,7
18/06/2010,08:00,209,1.7,13.9,0.6,17.2,83.9,0.0,1016,0.008,0.006,0.014,0.001,15.8,10.3,9
18/06/2010,09:00,213,1.9,15.7,0.6,19.6,76.1,0.0,1016,0.004,0.005,0.008,0.002,11.1,4.5,7
18/06/2010,10:00,228,1.3,38.3,0.5,21.1,69.2,0.0,1015,0.002,0.004,0.006,0.003,8.7,1.3,7
18/06/2010,11:00,319,1.2,47.3,0.7,22.9,59.4,0.0,1015,0.005,0.009,0.014,0.004,18.0,6.9,12
18/06/2010,12:00,318,1.3,51.6,0.9,23.8,55.3,0.0,1014,0.004,0.008,0.012,0.003,23.5,3.1,12
18/06/2010,13:00,345,2.4,29.5,0.9,24.0,53.4,0.0,1013,0.006,0.009,0.015,0.002,31.9,4.1,12
18/06/2010,14:00,28,3.2,18.7,1.0,23.5,58.4,0.0,1013,0.006,0.010,0.015,0.004,39.1,8.5,12
18/06/2010,15:00,37,3.8,9.2,0.6,22.7,63.8,0.0,1012,0.000,0.002,0.002,0.001,30.8,5.2,7
18/06/2010,16:00,9,2.3,169.4,0.8,22.4,61.4,0.0,1013,0.006,0.011,0.017,0.002,23.7,2.8,13
18/06/2010,17:00,9,1.3,176.0,0.4,21.8,63.5,0.0,1013,0.006,0.018,0.024,0.002,46.3,12.0,9
18/06/2010,18:00,349,0.6,154.0,0.4,21.1,67.4,0.0,1014,0.006,0.017,0.022,0.001,34.0,8.6,9
18/06/2010,19:00,311,0.6,64.2,0.5,20.7,68.8,0.0,1014,0.004,0.013,0.017,0.001,19.7,6.2,8
18/06/2010,20:00,202,0.8,17.6,0.3,20.1,71.3,0.0,1014,0.009,0.016,0.024,0.001,16.2,4.9,12
18/06/2010,21:00,193,0.6,40.4,0.3,19.7,73.4,0.0,1015,0.005,0.015,0.020,0.001,11.5,2.8,11
18/06/2010,22:00,206,0.6,39.6,0.4,19.2,75.2,0.0,1015,0.001,0.009,0.010,0.001,13.0,4.4,10
18/06/2010,23:00,166,0.5,57.5,0.3,18.8,77.2,0.0,1014,0.002,0.011,0.013,0.001,15.0,8.0,13
19/06/2010,00:00,184,0.5,42.1,0.3,18.5,78.1,0.0,1014,,,,,15.6,8.3,
19/06/2010,01:00,212,1.3,20.2,0.8,18.4,78.4,0.0,1014,0.000,0.006,0.006,0.001,9.2,3.9,9
19/06/2010,02:00,187,1.0,31.7,0.6,18.6,77.5,0.0,1014,0.000,0.004,0.004,0.001,11.6,6.4,8
19/06/2010,03:00,179,1.8,9.8,0.4,19.2,73.1,0.0,1014,0.000,0.002,0.002,0.001,7.7,3.2,8
19/06/2010,04:00,185,2.8,14.8,1.1,19.0,71.8,0.0,1014,0.000,0.000,0.000,0.000,12.0,7.4,6
19/06/2010,05:00,183,3.1,15.5,1.2,18.4,70.3,0.0,1015,0.000,0.000,0.000,0.000,5.2,2.8,4
19/06/2010,06:00,189,2.7,15.5,1.2,17.5,69.7,0.0,1016,0.000,0.001,0.001,0.000,7.1,5.3,2
19/06/2010,07:00,211,2.3,16.1,0.8,16.9,74.1,0.0,1017,0.000,0.002,0.002,0.000,1.3,0.8,2
19/06/2010,08:00,204,2.5,14.3,0.9,17.0,72.5,0.0,1017,0.001,0.002,0.003,0.000,3.5,1.9,2
19/06/2010,09:00,208,1.5,19.0,0.6,17.2,68.8,0.0,1018,0.001,0.003,0.004,0.000,1.2,1.2,2
19/06/2010,10:00,220,2.0,14.2,0.7,17.3,67.9,0.0,1018,0.002,0.004,0.005,0.000,2.3,1.2,2
19/06/2010,11:00,211,1.6,17.8,0.5,17.3,68.6,0.0,1018,0.002,0.004,0.005,0.000,3.1,2.0,3
19/06/2010,12:00,209,1.4,16.6,0.5,17.0,73.6,0.0,1017,0.002,0.005,0.007,0.000,5.3,3.6,5
19/06/2010,13:00,223,1.5,13.3,0.5,16.7,76.0,0.0,1017,0.002,0.003,0.005,0.000,3.3,3.1,4
19/06/2010,14:00,214,1.6,12.2,0.6,16.4,80.5,0.2,1017,0.002,0.004,0.005,0.000,3.2,3.5,4
19/06/2010,15:00,226,1.4,17.1,0.6,15.8,84.7,0.3,1017,0.002,0.003,0.005,0.000,1.1,0.7,3
19/06/2010,16:00,212,0.4,65.8,0.4,15.6,86.7,0.0,1018,0.001,0.004,0.005,0.000,11.2,9.2,4
19/06/2010,17:00,225,0.7,26.2,0.4,15.4,87.2,0.0,1018,0.003,0.006,0.009,0.000,8.7,6.9,5
19/06/2010,18:00,197,0.7,31.9,0.3,15.2,87.0,0.0,1018,0.002,0.006,0.008,0.000,5.0,4.6,6
19/06/2010,19:00,204,0.8,23.4,0.4,15.1,88.2,0.0,1019,0.001,0.005,0.006,0.000,4.4,3.6,6
19/06/2010,20:00,219,0.7,30.4,0.4,14.9,88.8,0.0,1019,0.001,0.003,0.004,0.000,3.0,3.1,5
19/06/2010,21:00,206,0.7,26.3,0.4,14.8,88.9,0.0,1019,0.001,0.003,0.004,0.000,8.1,7.1,5
19/06/2010,22:00,207,0.9,31.4,0.5,14.5,88.7,0.0,1019,0.000,0.002,0.002,0.000,3.9,3.4,5
19/06/2010,23:00,193,1.0,30.0,0.6,14.0,89.2,0.0,1019,0.000,0.002,0.002,0.000,5.5,4.7,5
20/06/2010,00:00,208,1.5,15.2,0.6,13.4,88.5,0.0,1018,,,,,0.4,-0.4,
20/06/2010,01:00,206,2.2,13.8,0.7,12.8,84.7,0.0,1018,0.000,0.001,0.001,0.001,,,4
20/06/2010,02:00,209,2.6,12.4,1.0,12.5,76.1,0.0,1018,0.000,0.000,0.000,0.001,2.7,-0.8,5
20/06/2010,03:00,210,2.7,10.7,0.8,11.6,75.3,0.0,1018,0.000,0.000,0.000,0.001,9.5,4.6,5
20/06/2010,04:00,207,2.8,10.6,0.8,11.3,73.6,0.0,1019,0.000,0.000,0.000,0.000,10.0,4.1,6
20/06/2010,05:00,205,3.3,10.9,1.2,11.3,69.5,0.0,1019,0.000,0.000,0.000,0.000,6.3,1.2,6
20/06/2010,06:00,209,2.9,10.8,0.9,10.9,70.0,0.0,1020,0.000,0.000,0.000,0.001,6.0,1.4,6
20/06/2010,07:00,213,3.6,10.0,1.3,10.8,71.4,0.0,1020,0.000,0.001,0.001,0.000,5.2,0.9,6
20/06/2010,08:00,211,3.5,11.7,1.2,12.3,67.3,0.0,1021,0.001,0.001,0.001,0.001,12.2,6.4,6
20/06/2010,09:00,200,3.8,13.3,1.4,14.7,60.1,0.0,1022,0.001,0.001,0.002,0.001,9.3,4.6,5
20/06/2010,10:00,191,2.5,19.6,1.0,17.4,51.3,0.0,1021,0.001,0.002,0.003,0.001,9.6,5.4,6
20/06/2010,11:00,191,2.7,20.3,1.0,19.6,43.4,0.0,1021,0.000,0.002,0.002,0.001,7.8,3.0,6
20/06/2010,12:00,181,2.0,40.1,1.0,21.4,40.2,0.0,1020,0.001,0.003,0.003,0.001,9.7,5.6,5
20/06/2010,13:00,139,2.1,35.9,1.1,22.2,41.0,0.0,1019,0.000,0.002,0.002,0.001,8.4,4.2,5
20/06/2010,14:00,148,1.5,46.9,1.0,22.7,41.9,0.0,1019,0.000,0.000,0.000,0.001,7.7,3.0,5
20/06/2010,15:00,107,3.1,16.1,1.0,22.7,44.7,0.0,1019,0.000,0.001,0.001,0.001,11.6,5.8,5
20/06/2010,16:00,116,2.9,12.5,0.9,22.3,45.5,0.0,1019,0.000,0.001,0.001,0.001,12.2,6.6,5
20/06/2010,17:00,161,1.3,28.9,0.4,20.9,49.7,0.0,1020,0.001,0.010,0.011,0.001,11.4,5.2,8
20/06/2010,18:00,174,1.5,15.2,0.3,19.4,54.5,0.0,1021,0.003,0.012,0.015,0.001,12.9,5.9,10
20/06/2010,19:00,173,1.2,22.4,0.5,18.5,57.5,0.0,1021,0.003,0.013,0.016,0.001,19.7,12.7,11
20/06/2010,20:00,248,0.5,57.0,0.4,16.6,66.4,0.0,1021,0.002,0.012,0.014,0.001,12.3,5.9,14
20/06/2010,21:00,179,1.1,36.3,0.5,16.1,67.2,0.0,1022,0.001,0.008,0.009,0.001,7.8,3.8,10
20/06/2010,22:00,199,1.2,45.3,0.7,15.4,67.0,0.0,1022,0.000,0.006,0.006,0.001,7.1,4.7,8
20/06/2010,23:00,199,2.4,8.6,0.3,15.0,64.3,0.0,1022,0.000,0.002,0.002,0.001,7.3,5.0,6
21/06/2010,00:00,201,2.5,8.2,0.3,14.2,67.4,0.0,1022,,,,,5.1,3.5,
21/06/2010,01:00,198,2.5,8.6,0.4,14.2,64.9,0.0,1021,0.000,0.000,0.000,0.000,-0.8,-1.6,4
21/06/2010,02:00,193,2.6,10.1,0.5,13.3,66.3,0.0,1021,0.000,0.002,0.002,0.000,2.8,1.3,4
21/06/2010,03:00,191,1.4,24.3,0.8,13.4,64.8,0.0,1021,0.000,0.000,0.000,0.000,-2.0,-2.4,5
21/06/2010,04:00,208,2.3,9.0,0.5,11.9,72.6,0.0,1021,0.000,0.001,0.001,0.000,2.6,0.8,5
21/06/2010,05:00,203,2.6,10.7,0.7,11.9,73.9,0.0,1021,0.001,0.003,0.004,0.000,2.7,0.7,5
21/06/2010,06:00,207,2.5,8.6,0.7,11.5,76.3,0.0,1022,0.001,0.006,0.007,0.000,3.4,1.7,6
21/06/2010,07:00,205,2.4,9.9,0.6,12.2,74.0,0.0,1023,0.002,0.006,0.007,0.000,2.2,0.2,6
21/06/2010,08:00,185,3.3,12.9,1.2,16.0,62.3,0.0,1024,0.003,0.003,0.006,0.000,3.2,0.4,6
21/06/2010,09:00,192,2.8,15.6,0.9,19.0,56.4,0.0,1024,0.002,0.002,0.003,0.000,5.7,1.4,5
21/06/2010,10:00,136,3.6,23.5,1.4,21.7,52.4,0.0,1024,0.000,0.002,0.002,0.000,17.1,11.1,5
21/06/2010,11:00,126,5.0,17.2,1.5,22.4,51.1,0.0,1023,0.000,0.001,0.001,0.000,19.7,10.5,6
21/06/2010,12:00,114,4.9,17.3,1.3,22.7,50.5,0.0,1022,,,,,17.0,8.0,
21/06/2010,13:00,108,4.4,23.1,1.4,23.3,49.5,0.0,1022,0.000,0.001,0.001,0.001,16.6,7.1,7
21/06/2010,14:00,88,6.6,10.3,1.0,23.0,49.5,0.0,1022,0.000,0.002,0.002,0.000,20.2,5.1,9
21/06/2010,15:00,97,7.0,8.9,1.0,22.7,50.8,0.0,1022,0.000,0.002,0.002,0.000,37.9,13.2,9
21/06/2010,16:00,98,5.9,6.1,1.0,22.2,50.6,0.0,1022,0.000,0.005,0.005,0.001,29.1,6.8,7
21/06/2010,17:00,107,3.9,8.4,0.9,21.0,59.2,0.0,1023,0.000,0.006,0.006,0.000,15.2,4.3,8
21/06/2010,18:00,130,2.3,15.8,0.7,20.1,61.6,0.0,1024,0.000,0.005,0.005,0.003,15.5,6.9,9
21/06/2010,19:00,147,1.9,13.7,0.5,19.2,62.6,0.0,1024,0.001,0.004,0.005,0.000,11.1,2.8,8
21/06/2010,20:00,138,2.0,11.9,0.5,18.6,66.5,0.0,1025,0.000,0.002,0.002,0.000,13.7,6.5,8
21/06/2010,21:00,137,1.9,11.1,0.5,18.2,68.8,0.0,1025,0.000,0.001,0.001,0.000,2.8,-2.6,10
21/06/2010,22:00,146,2.4,13.1,0.8,18.1,70.6,0.0,1024,0.000,0.001,0.001,0.000,0.0,-4.5,10
21/06/2010,23:00,146,2.2,14.9,0.8,18.0,70.9,0.0,1024,0.000,0.000,0.000,0.000,,,10
22/06/2010,00:00,145,1.8,15.5,0.6,17.6,73.7,0.0,1024,,,,,,,
22/06/2010,01:00,174,1.6,30.9,0.7,17.2,75.7,0.0,1024,0.000,0.000,0.000,0.001,17.3,10.9,9
22/06/2010,02:00,156,2.2,20.1,0.9,17.6,74.6,0.0,1024,0.000,0.000,0.000,0.001,14.5,7.9,9
22/06/2010,03:00,155,2.4,15.3,1.0,18.3,69.5,0.0,1024,0.000,0.000,0.000,0.001,11.3,5.2,8
22/06/2010,04:00,157,2.2,14.1,0.8,18.3,67.4,0.0,1024,0.000,0.000,0.000,0.001,8.9,2.7,8
22/06/2010,05:00,146,2.7,16.4,1.0,18.4,68.0,0.0,1024,0.000,0.001,0.001,0.001,11.0,4.4,8
22/06/2010,06:00,142,3.5,13.6,1.1,18.4,67.6,0.0,1024,0.000,0.001,0.001,0.001,6.9,1.0,8
22/06/2010,07:00,141,4.1,13.7,1.3,18.6,67.7,0.0,1024,0.000,0.002,0.002,0.001,2.6,-2.1,10
22/06/2010,08:00,144,4.2,15.1,1.4,19.4,64.4,0.0,1024,0.001,0.002,0.003,0.001,13.0,5.5,10
22/06/2010,09:00,141,4.3,14.4,1.3,20.7,62.4,0.0,1024,0.000,0.002,0.002,0.001,11.8,3.1,9
22/06/2010,10:00,130,4.7,16.0,1.4,22.0,60.1,0.0,1024,0.000,0.001,0.001,0.001,11.5,3.1,8
22/06/2010,11:00,125,5.0,15.4,1.4,22.9,58.2,0.0,1023,0.000,0.000,0.000,0.001,15.1,5.1,7
22/06/2010,12:00,127,4.4,16.9,1.4,22.8,58.7,0.0,1023,0.000,0.001,0.001,0.001,13.7,4.4,8
22/06/2010,13:00,117,5.0,17.0,1.3,23.1,55.6,0.0,1022,0.000,0.001,0.001,0.001,10.9,3.7,6
22/06/2010,14:00,102,6.5,10.8,1.7,23.1,57.1,0.1,1022,0.000,0.002,0.002,0.001,15.6,-0.2,10
22/06/2010,15:00,119,5.0,12.6,1.4,22.5,61.0,0.0,1021,0.000,0.002,0.002,0.002,20.2,3.6,7
22/06/2010,16:00,134,3.8,14.9,1.3,22.2,61.1,0.0,1022,0.000,0.002,0.002,0.001,9.4,2.1,6
22/06/2010,17:00,141,3.0,17.6,1.0,21.2,65.2,0.0,1023,0.001,0.003,0.003,0.001,9.1,3.3,6
22/06/2010,18:00,151,3.0,15.5,0.9,20.1,70.2,0.0,1023,0.000,0.002,0.002,0.001,7.9,3.2,5
22/06/2010,19:00,149,3.5,15.3,1.2,19.6,71.0,0.0,1024,0.000,0.001,0.001,0.001,5.0,2.3,5
22/06/2010,20:00,144,4.1,17.4,1.6,19.1,70.8,0.0,1024,0.000,0.000,0.000,0.001,4.9,3.2,4
22/06/2010,21:00,140,4.7,13.7,1.5,18.9,70.4,0.0,1024,0.000,0.000,0.000,0.001,7.3,4.5,5
22/06/2010,22:00,135,4.4,13.3,1.4,18.7,73.0,0.0,1024,0.000,0.000,0.000,0.001,1.6,-1.8,6
22/06/2010,23:00,135,4.2,14.9,1.4,18.7,73.2,0.0,1024,0.000,0.000,0.000,0.001,,,7
23/06/2010,00:00,144,4.9,14.8,1.8,18.6,71.0,0.0,1024,,,,,9.8,3.3,
23/06/2010,01:00,138,4.1,14.8,1.5,18.5,67.3,0.0,1023,0.000,0.000,0.000,0.001,8.1,0.7,9
23/06/2010,02:00,136,4.6,14.6,1.7,18.7,63.0,0.0,1023,0.000,0.000,0.000,0.001,13.9,4.4,8
23/06/2010,03:00,136,4.2,14.7,1.5,18.2,64.0,0.0,1022,0.000,0.000,0.000,0.001,11.1,1.7,8
23/06/2010,04:00,136,4.6,14.3,1.5,18.0,63.8,0.0,1022,0.000,0.000,0.000,0.001,,,7
23/06/2010,05:00,141,4.5,13.9,1.5,17.6,64.9,0.0,1023,0.000,0.001,0.001,0.001,12.3,3.5,7
23/06/2010,06:00,143,4.3,14.8,1.3,17.4,63.8,0.0,1023,0.000,0.001,0.001,0.001,12.9,3.3,7
23/06/2010,07:00,144,4.0,14.7,1.4,17.9,62.6,0.0,1023,0.000,0.001,0.001,0.001,11.6,3.0,8
23/06/2010,08:00,136,4.9,15.4,1.7,19.0,62.2,0.0,1023,0.000,0.003,0.003,0.001,16.9,3.5,8
23/06/2010,09:00,133,4.9,16.4,1.5,20.1,59.6,0.0,1023,0.000,0.001,0.001,0.001,18.1,5.1,7
23/06/2010,10:00,130,4.9,17.7,1.6,21.1,56.2,0.0,1023,0.000,0.001,0.001,0.001,13.4,2.3,7
23/06/2010,11:00,121,4.8,17.2,1.6,21.7,55.0,0.0,1023,0.000,0.001,0.001,0.001,20.0,5.4,9
23/06/2010,12:00,123,4.6,20.2,1.6,22.4,49.2,0.0,1021,0.000,0.001,0.001,0.001,21.7,6.7,7
23/06/2010,13:00,110,6.1,14.0,1.6,23.3,43.0,0.0,1021,0.000,0.002,0.002,0.002,15.0,5.3,4
23/06/2010,14:00,116,4.8,15.1,1.3,23.3,47.0,0.0,1021,,,,,11.8,4.8,
23/06/2010,15:00,106,5.7,16.6,1.3,22.4,54.1,0.0,1021,0.002,0.004,0.006,0.001,,,8
23/06/2010,16:00,128,4.0,14.5,1.1,21.5,55.3,0.0,1021,0.001,0.002,0.003,0.001,22.1,7.0,5
23/06/2010,17:00,137,2.6,19.7,1.1,20.7,58.7,0.0,1021,0.001,0.006,0.006,0.001,11.9,6.3,7
23/06/2010,18:00,168,1.7,12.3,0.4,19.7,62.8,0.0,1022,0.002,0.008,0.010,0.001,15.8,6.4,5
