Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%RH),Rainfall (mm),Solar Radiation (w/m^2),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
17/10/2010,08:00,152,3.0,25.3,1.2,17.5,40.1,0.0,735,1015,0.001,0.001,0.002,0.000,0.7,-3.2,3
17/10/2010,09:00,198,2.3,32.8,1.2,18.7,37.8,0.0,914,1015,0.001,0.000,0.001,0.000,5.5,0.9,3
17/10/2010,10:00,189,1.2,58.1,1.0,19.8,36.9,0.0,1027,1014,0.002,0.000,0.002,0.000,6.8,3.1,3
17/10/2010,11:00,201,0.4,105.3,1.1,21.0,35.9,0.0,1068,1014,0.001,0.001,0.002,0.001,13.2,9.0,4
17/10/2010,12:00,57,2.7,21.5,1.2,20.9,41.3,0.0,1038,1013,0.006,0.004,0.010,0.002,13.4,9.1,5
17/10/2010,13:00,68,2.8,17.6,1.1,21.3,41.4,0.0,937,1012,0.002,0.001,0.002,0.002,11.9,7.2,4
17/10/2010,14:00,52,2.8,21.9,1.2,21.3,43.5,0.0,769,1012,0.002,0.002,0.003,0.002,11.1,7.0,4
17/10/2010,15:00,46,2.7,22.2,1.2,20.6,47.3,0.0,548,1012,0.002,0.001,0.003,0.001,-0.3,-2.8,4
17/10/2010,16:00,49,2.4,16.8,0.9,20.1,50.2,0.0,292,1012,0.002,0.001,0.003,0.001,6.2,3.3,4
17/10/2010,17:00,48,2.1,18.8,0.9,19.3,54.2,0.0,60,1013,0.002,0.003,0.004,0.000,9.9,6.3,5
17/10/2010,18:00,44,1.3,21.8,0.6,18.8,57.2,0.0,1,1014,0.004,0.005,0.009,0.000,9.0,3.8,5
17/10/2010,19:00,37,0.6,57.3,0.5,18.6,58.9,0.0,0,1015,0.000,0.003,0.003,0.000,13.8,8.6,5
17/10/2010,20:00,249,0.6,19.3,0.2,17.4,65.6,0.0,0,1015,0.004,0.011,0.014,0.000,9.1,4.9,6
17/10/2010,21:00,253,0.9,16.5,0.3,16.6,69.1,0.0,0,1015,0.003,0.007,0.010,0.000,8.0,4.9,5
17/10/2010,22:00,260,1.1,10.2,0.3,16.2,70.5,0.0,0,1015,0.003,0.007,0.010,0.000,8.8,4.3,6
17/10/2010,23:00,248,1.1,13.0,0.3,15.9,71.3,0.0,0,1015,0.000,0.002,0.002,0.000,10.6,7.0,4
18/10/2010,00:00,240,1.9,8.9,0.4,16.0,68.9,0.0,0,1015,,,,,8.8,5.3,
18/10/2010,01:00,233,1.3,14.1,0.5,15.5,71.4,0.0,0,1014,0.000,0.000,0.000,0.000,2.8,-0.7,4
18/10/2010,02:00,233,1.0,19.8,0.5,14.6,75.3,0.0,0,1014,0.001,0.001,0.002,0.000,6.7,3.7,4
18/10/2010,03:00,261,0.7,55.6,0.5,14.2,74.4,0.0,0,1014,0.000,0.002,0.002,0.000,10.9,7.1,4
18/10/2010,04:00,273,0.7,57.1,0.5,13.2,77.5,0.0,0,1015,0.002,0.005,0.007,0.001,12.3,8.5,5
18/10/2010,05:00,256,0.7,62.3,0.6,13.5,70.2,0.0,23,1015,0.008,0.008,0.016,0.000,13.1,10.0,5
18/10/2010,06:00,215,0.9,29.3,0.5,15.5,61.1,0.0,230,1016,0.012,0.009,0.020,0.001,18.5,12.9,6
18/10/2010,07:00,87,0.3,90.9,0.5,18.3,49.9,0.0,491,1017,0.008,0.007,0.015,0.001,15.6,11.2,5
18/10/2010,08:00,131,1.7,33.5,0.9,20.2,42.5,0.0,723,1017,0.006,0.004,0.010,0.002,14.5,9.4,5
18/10/2010,09:00,83,1.6,41.0,0.9,21.2,41.7,0.0,894,1018,0.007,0.006,0.013,0.010,11.0,4.6,5
18/10/2010,10:00,105,2.2,33.6,1.0,22.2,38.0,0.0,1008,1017,0.010,0.007,0.017,0.006,14.2,7.6,6
18/10/2010,11:00,55,2.9,20.6,1.1,22.7,34.9,0.0,1056,1017,0.004,0.003,0.007,0.002,7.5,0.1,5
18/10/2010,12:00,42,2.8,21.1,1.1,22.7,35.8,0.0,1031,1016,0.002,0.002,0.003,0.001,4.4,0.1,4
18/10/2010,13:00,57,2.9,19.6,1.1,22.8,38.7,0.0,931,1015,0.004,0.003,0.006,0.001,1.8,-2.4,5
18/10/2010,14:00,70,3.6,15.2,1.2,22.5,41.0,0.0,769,1015,0.004,0.003,0.007,0.001,6.4,1.4,5
18/10/2010,15:00,78,3.7,14.8,1.2,22.4,42.9,0.0,549,1014,0.007,0.005,0.012,0.001,6.3,0.0,6
18/10/2010,16:00,75,3.2,13.6,1.1,22.1,45.6,0.0,291,1014,0.009,0.006,0.015,0.001,12.3,1.0,6
18/10/2010,17:00,73,2.6,14.0,0.8,21.5,50.0,0.0,61,1015,0.005,0.006,0.011,0.002,16.0,7.6,6
18/10/2010,18:00,72,2.2,10.8,0.6,20.8,55.6,0.0,1,1016,0.003,0.005,0.008,0.001,5.8,0.5,6
18/10/2010,19:00,76,1.0,70.1,0.9,20.5,59.1,0.0,0,1017,0.002,0.007,0.009,0.001,10.0,3.1,8
18/10/2010,20:00,247,0.5,37.8,0.3,19.4,64.3,0.0,0,1017,0.003,0.013,0.016,0.001,23.6,14.3,8
18/10/2010,21:00,242,0.8,18.2,0.3,18.5,68.1,0.0,0,1017,0.004,0.011,0.014,0.000,9.2,3.7,7
18/10/2010,22:00,212,0.3,84.6,0.3,18.1,69.3,0.0,0,1017,0.004,0.009,0.013,0.000,10.8,6.3,7
18/10/2010,23:00,214,0.5,33.1,0.3,17.7,70.6,0.0,0,1017,0.000,0.005,0.005,0.000,11.9,7.1,6
19/10/2010,00:00,208,1.0,13.3,0.4,18.2,67.3,0.0,0,1017,,,,,,,
19/10/2010,01:00,231,1.3,13.4,0.4,17.8,68.0,0.0,0,1017,0.000,0.000,0.000,0.000,3.4,0.3,5
19/10/2010,02:00,240,1.6,8.7,0.4,16.9,72.6,0.0,0,1016,0.000,0.000,0.000,0.000,5.0,1.9,5
19/10/2010,03:00,235,1.4,11.8,0.6,16.7,71.4,0.0,0,1016,0.000,0.000,0.000,0.000,5.8,3.2,5
19/10/2010,04:00,236,1.6,11.0,0.5,16.9,68.3,0.0,0,1016,0.001,0.001,0.002,0.000,3.0,0.3,6
19/10/2010,05:00,236,1.4,13.0,0.6,17.0,68.6,0.0,24,1017,0.010,0.009,0.019,0.000,2.9,-0.7,7
19/10/2010,06:00,225,1.5,14.6,0.5,18.4,66.9,0.0,221,1018,0.009,0.010,0.018,0.001,9.9,4.9,8
19/10/2010,07:00,175,2.5,25.5,1.1,20.8,68.7,0.0,443,1018,0.006,0.006,0.012,0.000,10.4,3.5,9
19/10/2010,08:00,157,2.8,21.8,1.0,22.2,64.9,0.0,722,1019,0.008,0.006,0.013,0.003,17.1,6.3,11
19/10/2010,09:00,146,3.2,20.9,1.3,23.4,55.7,0.0,811,1019,0.005,0.004,0.008,0.009,14.3,0.9,11
19/10/2010,10:00,139,3.4,29.0,1.4,24.5,47.0,0.0,1008,1018,0.004,0.004,0.008,0.006,14.1,3.8,10
19/10/2010,11:00,108,3.3,18.6,1.2,25.1,49.2,0.0,1045,1017,0.020,0.009,0.029,0.011,15.2,5.6,11
19/10/2010,12:00,86,4.1,16.5,1.3,25.4,48.5,0.0,1015,1017,0.012,0.007,0.018,0.006,31.1,18.0,10
19/10/2010,13:00,90,4.9,13.5,1.4,25.2,49.2,0.0,875,1016,0.012,0.007,0.019,0.007,27.5,10.0,10
19/10/2010,14:00,87,5.1,11.5,1.5,24.4,55.4,0.0,568,1016,0.008,0.005,0.013,0.003,22.5,1.6,10
19/10/2010,15:00,93,5.2,12.0,1.5,24.3,52.0,0.0,504,1016,0.010,0.008,0.018,0.005,41.1,11.1,12
19/10/2010,16:00,90,5.1,11.0,1.6,23.6,57.8,0.0,276,1017,0.014,0.010,0.024,0.005,39.2,7.5,10
19/10/2010,17:00,100,4.6,11.5,1.4,23.0,61.6,0.0,58,1017,0.038,0.021,0.058,0.017,31.7,9.2,12
19/10/2010,18:00,104,4.1,11.6,1.4,22.6,64.1,0.0,1,1018,0.035,0.020,0.055,0.017,31.2,6.0,12
19/10/2010,19:00,117,4.5,12.3,1.3,22.3,64.9,0.0,0,1019,0.005,0.002,0.006,0.004,21.7,6.8,9
19/10/2010,20:00,123,4.5,9.6,1.3,21.9,65.0,0.0,0,1020,0.001,0.000,0.001,0.001,14.0,4.7,8
19/10/2010,21:00,133,3.3,15.4,1.3,21.4,67.0,0.0,0,1020,0.002,0.001,0.003,0.000,9.7,0.2,8
19/10/2010,22:00,149,2.5,17.2,0.9,20.8,69.0,0.0,0,1020,0.001,0.002,0.002,0.002,9.8,0.8,8
19/10/2010,23:00,160,2.2,15.6,0.8,19.8,70.2,0.0,0,1020,0.000,0.001,0.001,0.002,8.0,0.1,7
20/10/2010,00:00,166,2.2,14.3,0.7,19.3,70.9,0.0,0,1020,,,,,9.5,2.0,
20/10/2010,01:00,166,2.4,14.4,0.8,19.0,71.5,0.0,0,1019,0.000,0.001,0.001,0.000,11.8,5.6,7
20/10/2010,02:00,164,2.5,14.6,0.9,18.9,71.4,0.0,0,1019,0.000,0.001,0.001,0.000,7.0,0.9,6
20/10/2010,03:00,162,2.8,14.2,0.9,18.6,72.3,0.0,0,1019,0.000,0.000,0.000,0.000,5.8,0.0,6
20/10/2010,04:00,162,2.9,13.6,1.0,18.4,73.4,0.0,0,1020,0.000,0.001,0.001,0.000,5.5,-0.7,7
20/10/2010,05:00,163,3.0,13.1,1.0,18.3,74.0,0.0,25,1020,0.003,0.005,0.008,0.000,8.6,2.0,8
20/10/2010,06:00,163,3.5,14.9,1.1,19.5,70.3,0.0,214,1021,0.008,0.007,0.015,0.000,9.0,2.1,9
20/10/2010,07:00,152,4.0,17.4,1.4,21.4,64.1,0.0,474,1021,0.008,0.005,0.013,0.002,17.0,7.9,9
20/10/2010,08:00,134,5.0,15.7,1.5,22.6,61.2,0.0,706,1021,0.007,0.004,0.011,0.009,14.9,3.1,11
20/10/2010,09:00,120,6.0,12.4,1.7,23.5,58.5,0.0,880,1022,0.004,0.003,0.007,0.001,20.2,4.8,12
20/10/2010,10:00,121,6.4,10.4,1.7,24.1,55.1,0.0,982,1021,0.004,0.002,0.006,0.000,38.0,4.4,13
20/10/2010,11:00,123,6.4,10.7,1.7,24.3,54.3,0.0,1032,1021,0.005,0.002,0.007,0.000,31.5,2.4,12
20/10/2010,12:00,117,6.1,12.0,1.7,24.7,54.5,0.0,1031,1020,0.007,0.003,0.010,0.002,28.8,3.4,13
20/10/2010,13:00,108,6.0,10.8,1.7,24.7,53.5,0.0,927,1019,0.023,0.007,0.030,0.012,45.6,2.4,20
20/10/2010,14:00,110,6.0,9.7,1.6,24.5,52.2,0.0,757,1019,0.016,0.007,0.023,0.010,66.4,3.2,19
20/10/2010,15:00,109,6.0,9.6,1.5,24.0,54.6,0.0,540,1019,0.019,0.007,0.025,0.008,70.8,12.0,14
20/10/2010,16:00,109,5.2,10.5,1.5,23.7,56.2,0.0,290,1019,0.021,0.010,0.031,0.011,39.5,9.8,13
20/10/2010,17:00,122,5.1,10.9,1.5,22.9,56.9,0.0,59,1020,0.007,0.004,0.010,0.002,23.6,2.8,9
20/10/2010,18:00,121,4.6,10.1,1.4,22.3,59.0,0.0,1,1020,0.004,0.002,0.006,0.001,17.2,7.5,8
20/10/2010,19:00,129,3.8,10.4,1.3,21.8,63.8,0.0,0,1021,0.002,0.001,0.003,0.000,11.3,2.2,8
20/10/2010,20:00,140,3.0,13.0,0.9,21.2,64.8,0.0,0,1021,0.001,0.001,0.002,0.001,15.0,4.9,8
20/10/2010,21:00,147,2.4,17.0,0.9,20.7,65.5,0.0,0,1021,0.002,0.001,0.002,0.006,15.5,6.0,8
20/10/2010,22:00,145,2.5,14.7,1.0,20.1,68.0,0.0,0,1021,0.001,0.001,0.002,0.006,16.8,8.8,7
20/10/2010,23:00,165,2.4,21.0,0.8,19.7,69.2,0.0,0,1020,0.000,0.000,0.000,0.003,,,6
21/10/2010,00:00,169,2.2,13.9,0.6,18.9,71.1,0.0,0,1020,,,,,5.8,0.1,
21/10/2010,01:00,171,2.7,14.2,0.8,18.7,72.8,0.0,0,1019,0.000,0.001,0.001,0.001,11.4,5.4,6
21/10/2010,02:00,172,2.6,16.4,0.9,18.8,73.1,0.0,0,1019,0.000,0.000,0.000,0.000,12.5,5.5,6
21/10/2010,03:00,168,3.0,14.0,0.9,18.9,74.1,0.0,0,1019,0.000,0.001,0.001,0.000,,,7
21/10/2010,04:00,172,2.8,14.1,1.0,19.0,77.1,0.0,0,1019,0.000,0.001,0.001,0.000,10.9,4.7,9
21/10/2010,05:00,163,2.7,18.8,1.0,19.2,78.6,0.0,6,1020,0.005,0.007,0.012,0.000,11.4,4.0,11
21/10/2010,06:00,169,3.1,16.7,1.1,19.3,80.3,0.0,46,1021,0.006,0.007,0.013,0.001,9.9,1.7,13
21/10/2010,07:00,147,3.7,14.6,1.2,19.4,78.7,0.0,64,1021,0.009,0.008,0.016,0.005,13.5,2.6,13
21/10/2010,08:00,145,3.1,18.2,1.1,19.9,74.9,0.0,110,1021,0.011,0.008,0.019,0.008,18.4,6.3,13
21/10/2010,09:00,143,3.1,16.3,1.1,20.6,70.3,0.0,132,1022,0.009,0.007,0.016,0.005,15.9,2.5,13
21/10/2010,10:00,157,2.9,18.6,1.2,20.7,68.8,0.0,124,1021,0.008,0.007,0.015,0.005,25.0,11.5,14
21/10/2010,11:00,129,3.3,16.0,1.2,20.9,67.3,0.0,189,1021,0.008,0.006,0.014,0.003,21.8,8.6,12
21/10/2010,12:00,125,4.5,12.3,1.5,21.0,64.9,0.1,186,1020,0.007,0.005,0.012,0.001,21.4,9.4,11
21/10/2010,13:00,123,5.2,10.6,1.6,20.9,61.8,0.0,237,1019,0.004,0.003,0.007,0.000,23.5,11.7,11
21/10/2010,14:00,128,4.4,12.6,1.4,21.0,63.2,0.0,173,1018,0.008,0.006,0.014,0.000,18.1,3.6,12
21/10/2010,15:00,139,3.4,14.6,1.2,20.7,65.3,0.0,103,1018,0.015,0.012,0.026,0.002,17.7,2.2,13
21/10/2010,16:00,140,2.9,15.8,1.2,20.8,62.6,0.0,115,1018,0.017,0.012,0.029,0.006,19.0,3.5,13
21/10/2010,17:00,139,3.0,15.9,1.2,20.6,61.7,0.0,49,1018,0.009,0.008,0.017,0.004,15.9,2.1,11
21/10/2010,18:00,157,2.3,17.2,0.9,20.1,64.1,0.0,0,1018,0.007,0.008,0.014,0.003,14.4,2.1,10
21/10/2010,19:00,164,2.7,15.1,0.9,19.7,65.5,0.0,0,1019,0.002,0.003,0.004,0.001,18.1,6.7,10
21/10/2010,20:00,161,2.3,16.8,0.8,19.6,66.2,0.0,0,1019,0.001,0.003,0.004,0.000,21.0,10.1,10
21/10/2010,21:00,160,2.4,13.5,0.8,19.7,66.4,0.0,0,1019,0.001,0.002,0.002,0.000,23.2,10.7,10
21/10/2010,22:00,157,2.3,16.2,0.9,19.7,66.8,0.0,0,1019,0.006,0.007,0.013,0.002,21.4,9.3,11
21/10/2010,23:00,168,2.1,17.7,0.7,19.6,67.4,0.0,0,1019,0.002,0.006,0.007,0.004,15.5,3.7,10
22/10/2010,00:00,173,2.2,15.6,0.7,19.4,68.7,0.0,0,1018,,,,,11.6,0.7,
22/10/2010,01:00,176,2.2,16.1,0.8,19.4,67.6,0.0,0,1017,0.000,0.002,0.002,0.001,12.8,3.4,9
22/10/2010,02:00,171,2.1,16.2,0.7,19.2,67.3,0.0,0,1017,0.000,0.000,0.000,0.000,11.4,1.4,8
22/10/2010,03:00,172,2.3,14.9,0.8,18.9,68.7,0.0,0,1016,0.000,0.001,0.001,0.000,12.9,4.4,8
22/10/2010,04:00,173,2.0,14.0,0.7,19.0,68.7,0.0,0,1017,0.000,0.001,0.001,0.000,7.4,-1.6,8
22/10/2010,05:00,169,2.3,15.2,0.8,18.9,69.6,0.0,23,1017,0.005,0.007,0.012,0.001,8.6,-0.6,10
22/10/2010,06:00,167,2.9,16.3,1.1,19.4,70.0,0.0,159,1018,0.006,0.008,0.013,0.001,14.3,4.2,10
22/10/2010,07:00,154,3.3,20.7,1.2,21.4,65.0,0.0,501,1018,0.007,0.006,0.013,0.004,15.7,5.2,10
22/10/2010,08:00,130,4.3,14.3,1.5,22.8,61.5,0.0,761,1019,0.008,0.004,0.012,0.007,21.1,7.1,11
22/10/2010,09:00,127,4.3,18.0,1.3,23.5,58.4,0.0,887,1019,0.009,0.005,0.014,0.001,16.0,1.3,10
22/10/2010,10:00,118,4.2,14.8,1.3,24.2,53.7,0.0,960,1018,0.006,0.003,0.009,0.000,18.7,5.4,9
22/10/2010,11:00,98,3.9,18.3,1.3,25.1,52.6,0.0,1047,1018,0.030,0.010,0.040,0.013,26.5,13.3,11
22/10/2010,12:00,93,4.5,11.6,1.2,24.7,53.1,0.0,1022,1017,0.013,0.007,0.020,0.005,18.7,3.4,10
22/10/2010,13:00,92,4.1,14.0,1.3,25.0,52.6,0.0,873,1016,0.023,0.009,0.032,0.011,28.1,7.5,10
22/10/2010,14:00,90,4.4,12.9,1.2,24.8,53.2,0.0,736,1016,0.023,0.009,0.032,0.006,11.8,-2.0,11
22/10/2010,15:00,88,5.4,10.9,1.4,24.1,58.1,0.0,526,1015,0.028,0.011,0.039,0.002,31.4,5.2,13
22/10/2010,16:00,94,4.8,11.4,1.5,23.5,61.4,0.0,277,1015,0.033,0.013,0.045,0.013,40.1,7.2,11
22/10/2010,17:00,96,4.5,11.0,1.6,22.8,65.7,0.0,58,1016,0.029,0.016,0.045,0.015,33.1,6.6,11
22/10/2010,18:00,114,3.5,12.1,1.3,22.4,68.2,0.0,1,1017,0.011,0.008,0.019,0.004,20.0,-0.4,11
22/10/2010,19:00,123,3.7,13.5,1.1,22.1,68.3,0.0,0,1017,0.002,0.001,0.003,0.001,14.8,2.3,9
22/10/2010,20:00,130,3.2,12.5,1.0,21.8,68.7,0.0,0,1017,0.002,0.001,0.003,0.001,11.8,0.6,8
22/10/2010,21:00,155,2.2,17.7,0.8,21.0,70.4,0.0,0,1018,0.008,0.009,0.017,0.003,16.2,5.1,10
22/10/2010,22:00,167,1.8,13.8,0.6,20.0,73.3,0.0,0,1018,0.001,0.004,0.005,0.004,16.1,6.1,8
22/10/2010,23:00,170,1.8,13.2,0.5,19.4,74.6,0.0,0,1017,0.000,0.002,0.002,0.001,8.3,0.7,7
23/10/2010,00:00,172,1.9,13.7,0.6,19.1,74.9,0.0,0,1017,,,,,4.0,-2.4,
23/10/2010,01:00,173,1.8,14.5,0.6,18.9,73.6,0.0,0,1017,0.000,0.000,0.000,0.001,,,6
23/10/2010,02:00,184,1.7,13.2,0.5,18.8,73.4,0.0,0,1016,0.001,0.000,0.000,0.000,5.4,-1.5,6
23/10/2010,03:00,184,1.8,12.7,0.7,18.6,73.2,0.0,0,1016,0.000,0.000,0.000,0.001,2.9,-2.7,5
23/10/2010,04:00,182,1.9,13.3,0.6,18.5,73.5,0.0,0,1016,0.000,0.000,0.000,0.001,10.0,4.2,5
23/10/2010,05:00,180,1.9,13.4,0.6,18.5,73.0,0.0,28,1016,0.002,0.003,0.005,0.000,8.9,3.7,6
23/10/2010,06:00,168,2.5,16.9,1.0,19.7,69.0,0.0,233,1017,0.003,0.004,0.007,0.001,5.4,-1.0,6
23/10/2010,07:00,161,3.0,19.1,1.0,21.0,65.6,0.0,491,1017,0.003,0.003,0.006,0.004,11.0,4.4,6
23/10/2010,08:00,129,3.3,21.2,1.2,22.5,58.6,0.0,718,1018,0.006,0.003,0.009,0.004,12.3,4.8,5
23/10/2010,09:00,116,3.0,16.3,1.1,23.4,49.2,0.0,894,1017,0.009,0.004,0.013,0.003,8.2,2.7,5
23/10/2010,10:00,99,3.0,23.6,1.1,24.1,51.7,0.0,998,1017,0.043,0.012,0.055,0.018,6.9,1.9,7
23/10/2010,11:00,61,3.2,18.3,1.2,24.2,55.4,0.0,1039,1016,0.005,0.002,0.007,0.002,7.2,-3.1,7
23/10/2010,12:00,66,3.5,15.4,1.3,24.3,57.3,0.0,1016,1016,0.003,0.001,0.003,0.001,14.2,5.8,6
23/10/2010,13:00,72,3.7,17.5,1.3,24.6,49.4,0.0,920,1015,0.002,0.001,0.003,0.001,24.5,8.7,7
23/10/2010,14:00,66,3.3,14.5,1.2,24.6,52.3,0.0,757,1014,0.002,0.001,0.003,0.001,,,7
23/10/2010,15:00,67,3.3,15.6,1.2,24.1,58.3,0.0,541,1014,0.003,0.003,0.005,0.002,7.3,0.4,10
23/10/2010,16:00,75,3.7,12.1,1.1,23.7,59.2,0.0,288,1014,0.002,0.001,0.002,0.001,25.8,10.9,9
23/10/2010,17:00,77,3.4,11.7,1.0,22.8,64.9,0.0,58,1015,0.002,0.001,0.003,0.001,17.3,0.7,10
23/10/2010,18:00,76,2.7,11.1,0.8,22.2,69.4,0.0,1,1015,0.002,0.002,0.004,0.001,19.1,2.6,8
23/10/2010,19:00,75,2.5,10.4,0.6,22.0,73.6,0.0,0,1016,0.001,0.000,0.001,0.001,19.3,6.3,8
23/10/2010,20:00,77,2.0,10.9,0.5,21.8,75.4,0.0,0,1016,0.000,0.001,0.001,0.001,21.3,2.5,11
23/10/2010,21:00,86,1.6,17.0,0.7,21.8,76.1,0.0,0,1016,0.002,0.003,0.004,0.001,26.9,5.8,7
23/10/2010,22:00,161,1.1,44.7,0.6,21.3,78.0,0.0,0,1016,0.000,0.002,0.002,0.001,10.9,1.5,7
23/10/2010,23:00,318,0.1,80.1,0.2,20.1,81.1,0.0,0,1016,0.000,0.001,0.001,0.001,14.9,9.0,7
24/10/2010,00:00,234,0.1,124.9,0.2,19.5,82.9,0.0,0,1015,,,,,9.9,5.3,
24/10/2010,01:00,200,0.7,77.1,0.6,19.3,83.1,0.0,0,1014,0.000,0.001,0.001,0.001,7.8,4.2,6
24/10/2010,02:00,195,1.2,13.3,0.5,19.7,81.8,0.0,0,1014,0.000,0.000,0.000,0.001,6.3,1.9,6
24/10/2010,03:00,200,1.0,16.0,0.4,19.5,82.8,0.0,0,1014,0.000,0.004,0.004,0.000,7.9,3.1,5
24/10/2010,04:00,206,1.1,11.9,0.4,19.1,84.5,0.0,0,1014,0.000,0.001,0.001,0.000,4.4,0.1,6
24/10/2010,05:00,218,1.2,12.7,0.5,19.0,84.6,0.0,30,1014,0.001,0.001,0.002,0.001,7.7,3.9,6
24/10/2010,06:00,181,1.4,26.9,0.8,20.5,79.0,0.0,231,1015,0.000,0.001,0.001,0.000,5.5,2.0,6
24/10/2010,07:00,151,2.2,20.8,0.8,22.4,72.9,0.0,422,1015,0.001,0.001,0.002,0.009,9.9,4.1,7
24/10/2010,08:00,145,2.0,31.6,0.9,23.2,69.5,0.0,438,1016,0.002,0.001,0.003,0.004,11.6,4.9,7
24/10/2010,09:00,89,2.0,29.0,0.9,24.6,61.2,0.0,803,1016,0.009,0.005,0.014,0.005,8.2,2.6,6
24/10/2010,10:00,58,2.4,18.2,1.0,25.1,60.8,0.0,1012,1015,0.002,0.001,0.002,0.001,11.2,5.9,6
24/10/2010,11:00,54,2.7,20.8,1.0,25.3,61.2,0.0,1039,1015,0.002,0.001,0.003,0.002,12.0,-2.0,8
24/10/2010,12:00,52,2.9,17.9,1.1,25.2,62.5,0.0,1016,1014,0.001,0.000,0.001,0.001,,,5
24/10/2010,13:00,52,3.1,18.7,1.2,25.0,64.3,0.0,916,1013,0.000,0.000,0.000,0.001,5.8,2.7,6
24/10/2010,14:00,60,3.4,19.0,1.2,25.0,66.1,0.0,755,1012,0.001,0.000,0.001,0.001,10.2,6.7,6
24/10/2010,15:00,64,3.2,17.2,1.2,24.8,67.0,0.0,535,1012,0.001,0.000,0.001,0.001,13.6,6.5,6
24/10/2010,16:00,70,3.0,16.6,1.2,24.4,71.8,0.0,285,1012,0.002,0.001,0.003,0.001,18.1,12.2,6
24/10/2010,17:00,66,2.2,15.5,0.8,23.7,73.5,0.0,59,1013,0.006,0.003,0.009,0.001,9.5,3.8,7
24/10/2010,18:00,77,2.1,12.5,0.7,22.9,80.2,0.0,1,1013,0.003,0.005,0.008,0.000,11.2,2.2,8
24/10/2010,19:00,77,1.7,13.3,0.7,22.6,83.2,0.0,0,1014,0.007,0.004,0.010,0.000,18.3,4.1,9
24/10/2010,20:00,74,1.2,16.9,0.5,22.5,84.2,0.0,0,1015,0.000,0.001,0.001,0.001,21.6,2.5,8
24/10/2010,21:00,135,0.2,82.5,0.4,22.2,85.2,0.0,0,1015,0.000,0.003,0.003,0.000,19.0,0.3,10
24/10/2010,22:00,228,0.6,47.0,0.6,21.7,86.5,0.0,0,1015,0.000,0.004,0.004,0.000,16.7,3.8,7
24/10/2010,23:00,236,1.9,14.3,0.7,21.3,87.4,0.0,0,1015,0.000,0.000,0.000,0.000,11.5,7.4,7
25/10/2010,00:00,230,1.4,16.6,0.5,21.4,85.1,0.0,0,1014,,,,,11.7,7.4,
25/10/2010,01:00,229,1.0,22.5,0.6,21.2,82.8,0.0,0,1014,0.000,0.000,0.000,0.001,2.5,0.0,5
25/10/2010,02:00,217,0.7,27.6,0.3,20.9,81.8,0.0,0,1013,0.002,0.002,0.004,0.000,-2.4,-4.5,7
25/10/2010,03:00,296,0.3,50.3,0.3,20.8,80.5,0.0,0,1013,0.000,0.001,0.001,0.001,0.6,-2.5,6
25/10/2010,04:00,251,0.6,24.6,0.4,20.3,82.5,0.0,0,1013,0.000,0.003,0.003,0.001,5.1,2.3,6
25/10/2010,05:00,240,0.6,27.7,0.3,19.8,85.6,0.0,25,1013,0.015,0.008,0.022,0.001,1.0,-1.7,10
25/10/2010,06:00,238,1.6,16.0,0.7,20.5,81.3,0.0,175,1014,0.009,0.006,0.015,0.001,0.9,-2.5,11
25/10/2010,07:00,224,1.2,39.8,0.6,23.1,67.8,0.0,482,1014,0.003,0.003,0.006,0.001,6.3,2.4,7
25/10/2010,08:00,53,1.5,30.7,0.8,24.7,61.4,0.0,706,1015,0.006,0.004,0.010,0.007,8.4,2.1,9
25/10/2010,09:00,71,1.9,39.2,1.0,25.4,58.7,0.0,861,1014,0.003,0.004,0.006,0.006,21.1,-1.1,15
25/10/2010,10:00,56,3.1,18.5,1.1,25.6,58.6,0.0,985,1014,0.007,0.005,0.012,0.003,22.1,4.5,8
25/10/2010,11:00,49,3.2,17.2,1.1,25.2,63.0,0.0,1030,1013,0.003,0.003,0.005,0.002,9.2,2.3,8
25/10/2010,12:00,49,2.9,18.8,1.1,25.4,63.8,0.0,1000,1013,0.003,0.001,0.004,0.000,18.9,12.3,7
25/10/2010,13:00,63,3.3,18.3,1.2,25.6,63.6,0.0,905,1012,0.003,0.001,0.003,0.001,11.3,5.1,6
25/10/2010,14:00,75,4.0,13.3,1.3,25.3,65.4,0.0,743,1012,0.003,0.001,0.004,0.001,8.2,1.8,7
25/10/2010,15:00,64,3.0,17.2,1.1,25.2,65.5,0.0,532,1012,0.005,0.003,0.007,0.001,7.7,1.7,7
25/10/2010,16:00,50,2.4,21.7,0.9,24.6,68.7,0.0,175,1012,0.005,0.003,0.007,0.000,,,6
25/10/2010,17:00,72,2.1,21.3,0.7,24.2,71.2,0.0,33,1012,0.008,0.007,0.014,0.001,10.9,5.4,7
25/10/2010,18:00,77,1.7,15.8,0.6,23.6,76.4,0.0,1,1013,0.005,0.005,0.009,0.001,14.4,2.1,7
