Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
09/04/2010,10:00,50,1.8,28.1,0.8,31.1,0.016,0.002,0.000,0.002,0.000,5.5
09/04/2010,11:00,38,2.5,25.7,1.1,31.1,0.017,0.000,0.001,0.001,0.000,
09/04/2010,12:00,39,2.6,22.9,1.1,31.2,0.017,0.001,0.002,0.003,0.000,11.8
09/04/2010,13:00,30,3.0,19.1,0.9,30.9,0.016,0.001,0.001,0.002,0.000,5.6
09/04/2010,14:00,38,2.7,17.0,0.9,31.1,0.016,0.001,0.001,0.002,0.000,6.8
09/04/2010,15:00,39,2.5,16.3,0.8,30.9,0.016,0.001,0.002,0.003,0.000,
09/04/2010,16:00,39,2.2,14.0,0.8,30.1,0.016,0.002,0.002,0.003,0.000,13.6
09/04/2010,17:00,25,1.7,18.2,0.6,28.4,0.014,0.001,0.003,0.004,0.000,17.1
09/04/2010,18:00,45,1.1,11.6,0.3,26.5,0.009,0.001,0.007,0.008,0.000,14.6
09/04/2010,19:00,78,0.5,21.2,0.2,25.7,0.006,0.001,0.008,0.009,0.000,11.9
09/04/2010,20:00,157,0.3,41.9,0.3,24.6,0.002,0.009,0.012,0.020,0.000,12.0
09/04/2010,21:00,196,0.3,43.8,0.3,23.8,0.001,0.006,0.011,0.017,0.000,7.4
09/04/2010,22:00,208,0.5,46.1,0.4,23.3,0.001,0.009,0.010,0.019,0.000,9.2
09/04/2010,23:00,210,0.8,14.4,0.3,23.2,0.001,0.010,0.010,0.020,0.000,9.5
10/04/2010,00:00,204,0.5,27.6,0.2,22.7,,,,,,8.7
10/04/2010,01:00,162,0.3,33.8,0.1,22.2,0.001,0.009,0.009,0.017,0.000,4.7
10/04/2010,02:00,187,0.5,17.3,0.2,21.8,0.001,0.014,0.006,0.020,0.000,10.6
10/04/2010,03:00,192,0.6,13.4,0.2,21.5,0.001,0.010,0.006,0.016,0.000,9.5
10/04/2010,04:00,189,0.4,67.7,0.2,21.1,0.001,0.010,0.005,0.014,0.000,6.4
10/04/2010,05:00,348,0.2,97.6,0.3,20.8,0.001,0.010,0.004,0.014,0.000,5.8
10/04/2010,06:00,208,0.2,88.8,0.3,20.8,0.002,0.015,0.005,0.019,0.001,18.4
10/04/2010,07:00,287,0.4,77.8,0.4,23.4,0.004,0.012,0.006,0.018,0.000,34.5
10/04/2010,08:00,312,0.6,58.0,0.5,28.5,0.009,0.004,0.006,0.010,0.001,18.3
10/04/2010,09:00,357,1.2,42.0,0.7,29.6,0.015,0.002,0.002,0.003,0.001,10.5
10/04/2010,10:00,315,0.2,116.6,0.6,31.5,0.019,0.002,0.001,0.003,0.000,7.1
10/04/2010,11:00,33,0.9,56.0,0.7,32.4,0.026,0.002,0.002,0.003,0.000,11.8
10/04/2010,12:00,19,2.6,20.5,0.9,31.2,0.023,0.001,0.002,0.003,0.000,14.7
10/04/2010,13:00,7,2.9,17.1,0.8,30.6,0.022,0.001,0.001,0.001,0.000,5.9
10/04/2010,14:00,10,2.8,15.9,0.9,30.4,0.022,0.000,0.001,0.001,0.000,12.9
10/04/2010,15:00,23,2.4,21.0,0.7,30.1,0.021,0.000,0.001,0.001,0.000,10.8
10/04/2010,16:00,28,2.1,17.6,0.8,29.1,0.019,0.000,0.001,0.001,0.000,8.1
10/04/2010,17:00,40,1.4,17.9,0.6,28.0,0.017,0.000,0.001,0.001,0.000,8.4
10/04/2010,18:00,34,1.0,24.3,0.5,26.6,0.010,0.000,0.003,0.003,0.000,9.2
10/04/2010,19:00,33,0.2,63.2,0.3,25.6,0.008,0.000,0.005,0.005,0.000,8.7
10/04/2010,20:00,148,0.2,62.5,0.1,24.6,0.002,0.011,0.011,0.022,0.000,8.4
10/04/2010,21:00,172,0.3,44.2,0.2,24.1,0.001,0.014,0.010,0.024,0.000,12.8
10/04/2010,22:00,182,0.3,45.2,0.2,23.7,0.001,0.015,0.009,0.024,0.000,11.3
10/04/2010,23:00,217,0.4,24.5,0.2,23.2,0.001,0.016,0.009,0.024,0.000,8.6
11/04/2010,00:00,190,0.4,21.8,0.2,22.9,,,,,,6.0
11/04/2010,01:00,198,0.3,37.4,0.1,22.5,0.001,0.012,0.008,0.020,0.001,4.7
11/04/2010,02:00,180,0.4,31.5,0.2,22.1,0.001,0.013,0.007,0.020,0.001,6.4
11/04/2010,03:00,159,0.3,55.8,0.2,21.8,0.001,0.013,0.006,0.019,0.001,5.4
11/04/2010,04:00,163,0.3,23.0,0.1,21.6,0.001,0.014,0.005,0.018,0.001,4.9
11/04/2010,05:00,181,0.4,18.7,0.2,21.3,0.001,0.014,0.004,0.018,0.000,6.9
11/04/2010,06:00,198,0.7,14.8,0.2,21.3,0.001,0.015,0.004,0.018,0.000,9.1
11/04/2010,07:00,168,0.2,70.3,0.2,23.7,0.002,0.015,0.005,0.020,0.000,27.7
11/04/2010,08:00,21,0.7,41.5,0.4,28.5,0.008,0.005,0.005,0.010,0.001,
11/04/2010,09:00,348,0.6,78.2,0.7,30.8,0.015,0.001,0.001,0.002,0.001,6.1
11/04/2010,10:00,37,1.4,47.7,0.9,30.9,0.020,0.002,0.004,0.006,0.001,8.7
11/04/2010,11:00,40,2.3,22.7,0.9,31.0,0.021,0.002,0.002,0.004,0.002,2.9
11/04/2010,12:00,23,2.4,22.8,0.9,30.9,0.022,0.001,0.001,0.001,0.000,11.4
11/04/2010,13:00,20,2.9,18.1,1.0,30.5,0.022,0.000,0.001,0.001,0.000,9.1
11/04/2010,14:00,17,2.6,21.4,1.0,30.0,0.024,0.000,0.000,0.000,0.000,7.8
11/04/2010,15:00,18,2.5,23.0,1.0,29.8,0.022,0.000,0.000,0.000,0.000,6.6
11/04/2010,16:00,23,2.1,21.9,0.7,29.3,0.020,0.001,0.001,0.002,0.000,7.0
11/04/2010,17:00,14,1.8,19.1,0.7,27.9,0.016,0.000,0.001,0.001,0.000,4.8
11/04/2010,18:00,359,1.1,17.9,0.4,26.6,0.013,0.000,0.001,0.001,0.000,6.4
11/04/2010,19:00,354,0.3,133.0,0.4,25.5,0.008,0.000,0.004,0.004,0.000,9.2
11/04/2010,20:00,49,0.2,68.9,0.3,24.6,0.006,0.002,0.006,0.008,0.000,7.8
11/04/2010,21:00,105,0.3,39.0,0.1,24.2,0.002,0.005,0.010,0.014,0.000,8.4
11/04/2010,22:00,174,0.3,28.5,0.2,24.0,0.001,0.006,0.009,0.015,0.000,8.3
11/04/2010,23:00,160,0.1,69.2,0.2,23.5,0.001,0.006,0.008,0.014,0.000,9.6
12/04/2010,00:00,188,0.4,33.4,0.2,23.2,,,,,,6.4
12/04/2010,01:00,168,0.2,75.1,0.2,23.0,0.001,0.004,0.005,0.009,0.000,11.0
12/04/2010,02:00,180,0.3,23.8,0.2,22.9,0.001,0.004,0.005,0.009,0.000,9.5
12/04/2010,03:00,194,0.3,29.9,0.1,22.6,0.001,0.002,0.005,0.006,0.000,5.8
12/04/2010,04:00,144,0.2,49.8,0.1,22.5,0.001,0.003,0.005,0.008,0.000,5.9
12/04/2010,05:00,194,0.3,39.1,0.2,22.4,0.001,0.009,0.005,0.013,0.000,8.3
12/04/2010,06:00,160,0.2,69.0,0.2,22.4,0.001,0.028,0.004,0.032,0.001,11.9
12/04/2010,07:00,210,0.2,72.9,0.2,24.8,0.003,0.029,0.008,0.037,0.000,34.2
12/04/2010,08:00,337,0.5,71.6,0.5,28.8,0.010,0.006,0.007,0.013,0.000,14.0
12/04/2010,09:00,350,1.4,33.5,0.6,29.4,0.015,0.002,0.001,0.003,0.000,9.6
12/04/2010,10:00,12,1.3,184.8,1.0,30.8,0.018,0.000,0.001,0.001,0.000,6.5
12/04/2010,11:00,13,2.3,23.3,1.0,31.2,0.020,0.001,0.001,0.001,0.000,6.9
12/04/2010,12:00,20,2.3,24.2,0.9,31.2,0.019,0.001,0.001,0.002,0.000,7.7
12/04/2010,13:00,17,2.6,19.9,0.8,30.9,0.018,0.001,0.001,0.002,0.000,5.7
12/04/2010,14:00,15,2.6,19.2,0.9,30.4,0.018,0.001,0.000,0.001,0.000,8.3
12/04/2010,15:00,20,2.9,22.0,0.9,30.2,0.017,0.001,0.001,0.001,0.000,3.6
12/04/2010,16:00,22,2.4,18.2,0.8,29.7,0.016,0.001,0.001,0.002,0.000,10.2
12/04/2010,17:00,26,1.5,21.3,0.5,28.6,0.014,0.000,0.003,0.003,0.000,10.0
12/04/2010,18:00,57,0.7,21.6,0.3,27.0,0.011,0.000,0.008,0.008,0.000,10.2
12/04/2010,19:00,145,0.4,44.9,0.2,26.0,0.003,0.006,0.014,0.020,0.000,13.4
12/04/2010,20:00,148,0.2,76.1,0.3,25.4,0.002,0.011,0.014,0.025,0.000,13.0
12/04/2010,21:00,203,0.5,47.7,0.2,24.9,0.001,0.013,0.012,0.025,0.000,11.9
12/04/2010,22:00,209,0.8,17.9,0.3,24.6,0.001,0.009,0.012,0.021,0.000,12.8
12/04/2010,23:00,221,0.3,69.4,0.3,24.2,0.003,0.001,0.009,0.010,0.000,8.0
13/04/2010,00:00,85,0.3,55.0,0.2,23.8,,,,,,7.7
13/04/2010,01:00,101,0.3,46.8,0.2,23.9,0.003,0.001,0.007,0.008,0.000,7.3
13/04/2010,02:00,159,0.2,59.5,0.3,23.8,0.003,0.001,0.005,0.006,0.000,8.2
13/04/2010,03:00,87,0.4,42.5,0.3,23.7,0.001,0.002,0.007,0.009,0.000,8.6
13/04/2010,04:00,98,0.2,72.4,0.2,23.6,0.001,0.005,0.007,0.012,0.000,10.8
13/04/2010,05:00,202,0.3,63.1,0.2,23.3,0.001,0.013,0.006,0.019,0.000,15.1
13/04/2010,06:00,241,0.6,29.5,0.3,23.7,0.001,0.010,0.009,0.019,0.000,17.3
13/04/2010,07:00,218,0.6,35.2,0.4,26.1,0.003,0.014,0.009,0.022,0.000,19.6
13/04/2010,08:00,217,0.7,54.2,0.5,30.4,0.010,0.007,0.006,0.013,0.000,12.9
13/04/2010,09:00,223,0.6,69.9,0.6,31.1,0.014,0.002,0.004,0.006,0.000,7.6
13/04/2010,10:00,64,0.1,101.6,0.4,31.1,0.015,0.001,0.002,0.003,0.000,5.2
13/04/2010,11:00,64,0.8,60.9,0.6,32.2,0.020,0.001,0.002,0.003,0.000,7.1
13/04/2010,12:00,62,1.0,46.5,0.7,33.1,0.021,0.001,0.003,0.004,0.000,11.2
13/04/2010,13:00,53,1.6,30.8,0.8,32.3,0.025,0.001,0.002,0.003,0.001,15.8
13/04/2010,14:00,42,2.1,18.8,0.9,29.8,0.020,0.001,0.003,0.004,0.001,13.9
13/04/2010,15:00,26,1.4,166.4,0.9,28.7,0.015,0.001,0.003,0.004,0.000,14.4
13/04/2010,16:00,135,0.8,50.6,0.7,25.5,0.008,0.005,0.008,0.013,0.000,15.7
13/04/2010,17:00,72,0.5,45.4,0.4,25.4,0.005,0.004,0.011,0.014,0.000,11.1
13/04/2010,18:00,175,0.5,36.6,0.3,25.3,0.003,0.006,0.013,0.019,0.000,10.8
13/04/2010,19:00,114,0.6,29.0,0.4,25.4,0.003,0.006,0.012,0.017,0.000,11.9
13/04/2010,20:00,139,0.4,32.7,0.3,24.9,0.004,0.004,0.010,0.014,0.000,9.2
13/04/2010,21:00,150,0.6,30.4,0.3,24.8,0.002,0.006,0.011,0.017,0.000,10.4
13/04/2010,22:00,161,0.5,29.8,0.3,24.5,0.004,0.002,0.008,0.010,0.000,11.0
13/04/2010,23:00,140,0.6,38.4,0.4,24.1,0.011,0.000,0.003,0.003,0.000,
14/04/2010,00:00,115,0.9,20.6,0.4,23.3,,,,,,
14/04/2010,01:00,131,0.5,52.7,0.4,23.2,0.015,0.000,0.001,0.001,0.000,1.5
14/04/2010,02:00,120,0.7,45.4,0.5,23.4,0.017,0.000,0.000,0.000,0.000,3.8
14/04/2010,03:00,156,0.9,46.3,0.7,23.4,0.018,0.000,0.000,0.000,0.000,2.6
14/04/2010,04:00,162,1.0,51.3,0.8,23.3,0.019,0.000,0.000,0.000,0.000,
14/04/2010,05:00,151,0.9,49.5,0.7,22.7,0.018,0.000,0.001,0.001,0.000,5.1
14/04/2010,06:00,161,0.6,59.6,0.5,22.3,0.014,0.001,0.003,0.004,0.000,7.7
14/04/2010,07:00,223,0.4,63.7,0.4,24.3,0.010,0.005,0.008,0.013,0.000,19.7
14/04/2010,08:00,167,0.7,67.8,0.7,28.3,0.015,0.004,0.006,0.010,0.000,13.3
14/04/2010,09:00,127,1.0,43.0,0.7,29.5,0.020,0.003,0.002,0.005,0.000,11.5
14/04/2010,10:00,116,1.5,34.1,0.9,30.7,0.023,0.002,0.002,0.003,0.000,6.9
14/04/2010,11:00,97,1.6,31.6,0.8,30.8,0.026,0.001,0.001,0.002,0.000,5.6
14/04/2010,12:00,84,2.0,24.2,0.8,30.2,0.026,0.001,0.002,0.003,0.000,11.8
14/04/2010,13:00,71,2.4,25.5,1.1,31.1,0.026,0.001,0.002,0.002,0.000,14.3
14/04/2010,14:00,70,3.0,17.9,1.1,30.5,0.027,0.001,0.001,0.002,0.000,12.1
14/04/2010,15:00,68,2.9,19.2,1.1,29.9,0.025,0.002,0.002,0.004,0.000,7.6
14/04/2010,16:00,53,2.9,17.1,1.0,28.9,0.025,0.001,0.002,0.003,0.000,18.4
14/04/2010,17:00,80,2.2,20.7,0.8,27.9,0.022,0.001,0.004,0.005,0.000,12.1
14/04/2010,18:00,94,1.8,11.6,0.6,26.3,0.017,0.001,0.006,0.007,0.000,15.8
14/04/2010,19:00,102,1.2,14.9,0.5,25.6,0.013,0.001,0.008,0.009,0.000,16.7
14/04/2010,20:00,106,0.9,14.4,0.4,24.9,0.013,0.001,0.009,0.009,0.000,15.6
14/04/2010,21:00,123,0.8,23.4,0.4,24.3,0.009,0.001,0.012,0.012,0.000,14.7
14/04/2010,22:00,115,0.9,17.8,0.3,24.1,0.014,0.001,0.008,0.008,0.000,16.0
14/04/2010,23:00,118,0.9,23.5,0.4,24.0,0.016,0.000,0.004,0.004,0.000,14.4
15/04/2010,00:00,107,0.6,26.0,0.3,23.4,,,,,,11.4
15/04/2010,01:00,127,0.2,82.0,0.2,22.6,0.014,0.001,0.003,0.003,0.000,11.7
15/04/2010,02:00,135,0.7,20.5,0.3,22.4,0.015,0.000,0.003,0.003,0.000,11.0
15/04/2010,03:00,110,0.9,16.6,0.3,22.2,0.016,0.000,0.001,0.001,0.000,11.6
15/04/2010,04:00,115,0.8,28.5,0.4,21.8,0.012,0.000,0.003,0.003,0.000,13.9
15/04/2010,05:00,138,0.7,22.7,0.2,21.5,0.009,0.001,0.005,0.006,0.000,14.0
15/04/2010,06:00,91,0.7,44.0,0.3,21.7,0.005,0.004,0.011,0.014,0.000,16.8
15/04/2010,07:00,24,0.1,127.7,0.3,24.5,0.008,0.005,0.011,0.016,0.000,23.1
15/04/2010,08:00,113,1.3,33.4,0.7,28.8,0.015,0.007,0.007,0.014,0.000,16.4
15/04/2010,09:00,114,2.1,23.5,1.0,30.0,0.020,0.002,0.002,0.004,0.000,14.8
15/04/2010,10:00,100,2.4,19.0,0.9,30.7,0.021,0.001,0.002,0.002,0.000,12.4
15/04/2010,11:00,81,3.1,17.3,1.2,31.6,0.021,0.001,0.002,0.003,0.000,13.4
15/04/2010,12:00,85,2.7,22.8,1.2,31.1,0.021,0.002,0.002,0.004,0.000,15.9
15/04/2010,13:00,74,3.4,18.2,1.5,30.8,0.021,0.001,0.002,0.003,0.000,19.2
15/04/2010,14:00,71,3.5,17.5,1.4,31.0,0.020,0.002,0.002,0.003,0.000,16.1
15/04/2010,15:00,81,3.5,16.1,1.5,30.0,,,,,,20.0
15/04/2010,16:00,80,3.0,16.0,1.3,27.8,0.017,0.001,0.003,0.004,0.001,18.1
15/04/2010,17:00,91,2.6,15.8,1.1,27.1,0.018,0.001,0.004,0.005,0.000,21.2
15/04/2010,18:00,91,2.4,12.5,0.9,26.5,0.018,0.001,0.003,0.004,0.000,21.1
15/04/2010,19:00,95,2.3,13.4,0.9,26.4,0.019,0.000,0.002,0.002,0.000,19.4
15/04/2010,20:00,98,2.2,13.7,0.8,26.0,0.018,0.000,0.003,0.003,0.000,20.7
15/04/2010,21:00,97,2.0,11.9,0.8,25.6,0.018,0.001,0.002,0.002,0.000,18.4
15/04/2010,22:00,104,1.5,19.5,0.7,24.9,0.016,0.001,0.003,0.003,0.000,11.0
15/04/2010,23:00,113,1.5,17.1,0.6,24.6,0.019,0.000,0.001,0.001,0.000,11.1
16/04/2010,00:00,111,1.0,24.4,0.6,23.9,,,,,,12.5
16/04/2010,01:00,152,0.4,49.3,0.3,22.8,0.015,0.000,0.002,0.002,0.000,10.4
16/04/2010,02:00,227,0.2,70.0,0.3,22.4,0.014,0.000,0.002,0.002,0.000,9.9
16/04/2010,03:00,187,0.1,137.4,0.2,22.0,0.013,0.000,0.001,0.001,0.000,10.6
16/04/2010,04:00,110,0.6,23.1,0.3,21.8,0.011,0.001,0.002,0.002,0.000,9.7
16/04/2010,05:00,105,0.9,22.7,0.4,22.2,0.009,0.001,0.006,0.007,0.000,8.4
16/04/2010,06:00,112,1.4,18.8,0.5,23.0,0.012,0.003,0.008,0.011,0.000,10.8
16/04/2010,07:00,107,1.6,17.0,0.6,25.2,0.012,0.006,0.009,0.015,0.000,19.5
16/04/2010,08:00,111,1.7,21.7,0.8,28.6,0.014,0.006,0.007,0.012,0.000,18.9
16/04/2010,09:00,103,2.6,18.9,1.2,29.4,0.017,0.003,0.004,0.007,0.000,16.1
16/04/2010,10:00,91,3.2,20.5,1.4,30.5,0.020,0.002,0.002,0.004,0.000,14.7
16/04/2010,11:00,90,3.3,17.3,1.3,31.0,0.020,0.002,0.001,0.003,0.000,14.9
16/04/2010,12:00,90,2.6,17.4,1.3,29.5,0.018,0.002,0.003,0.005,0.000,15.3
16/04/2010,13:00,76,3.5,17.4,1.6,30.4,0.020,0.002,0.001,0.003,0.000,18.4
16/04/2010,14:00,85,3.5,16.7,1.6,30.8,0.020,0.002,0.002,0.004,0.000,17.3
16/04/2010,15:00,89,3.3,16.6,1.4,29.9,0.019,0.003,0.002,0.005,0.000,20.9
16/04/2010,16:00,85,3.3,15.4,1.4,29.0,0.020,0.002,0.002,0.004,0.000,23.0
16/04/2010,17:00,89,2.9,14.1,1.2,27.8,0.019,0.002,0.002,0.004,0.000,16.4
16/04/2010,18:00,89,2.5,14.2,1.1,26.5,0.019,0.001,0.002,0.002,0.000,23.4
16/04/2010,19:00,96,2.7,13.8,1.2,26.2,0.020,0.001,0.002,0.003,0.000,14.6
16/04/2010,20:00,93,2.6,12.7,1.0,25.6,0.020,0.001,0.001,0.002,0.000,12.2
16/04/2010,21:00,101,1.6,12.1,0.4,24.6,0.016,0.001,0.004,0.004,0.000,9.3
16/04/2010,22:00,103,2.1,13.9,0.7,24.5,0.017,0.000,0.003,0.003,0.000,6.5
16/04/2010,23:00,94,2.1,11.0,0.6,24.6,0.016,0.001,0.003,0.003,0.000,12.5
17/04/2010,00:00,109,1.8,19.4,0.6,24.8,,,,,,12.2
17/04/2010,01:00,111,1.8,21.3,0.9,24.9,0.019,0.001,0.000,0.001,0.000,8.6
17/04/2010,02:00,115,1.5,19.0,0.7,24.8,0.018,0.001,0.000,0.001,0.000,8.0
17/04/2010,03:00,115,1.2,20.7,0.5,24.5,0.018,0.000,0.001,0.001,0.000,9.6
17/04/2010,04:00,116,1.0,21.2,0.4,23.8,0.016,0.001,0.001,0.002,0.000,8.3
17/04/2010,05:00,131,0.4,67.1,0.4,22.7,0.015,0.000,0.002,0.002,0.000,9.0
17/04/2010,06:00,105,0.3,58.3,0.3,22.4,0.009,0.001,0.006,0.007,0.000,10.7
17/04/2010,07:00,118,1.0,36.8,0.5,25.2,0.013,0.002,0.003,0.004,0.000,12.2
17/04/2010,08:00,125,1.4,29.6,0.7,27.5,0.016,0.002,0.002,0.003,0.000,9.3
17/04/2010,09:00,111,1.5,22.7,0.7,27.5,0.016,0.002,0.002,0.004,0.000,9.5
17/04/2010,10:00,117,1.5,26.8,0.8,29.3,0.018,0.002,0.001,0.002,0.000,8.3
17/04/2010,11:00,120,1.3,32.2,0.8,29.8,0.018,0.002,0.002,0.004,0.000,7.5
17/04/2010,12:00,99,2.0,23.7,1.1,29.8,0.018,0.002,0.003,0.004,0.000,8.5
17/04/2010,13:00,79,3.1,17.2,1.4,29.8,0.019,0.001,0.001,0.002,0.000,14.0
17/04/2010,14:00,103,2.2,27.3,1.6,28.5,0.017,0.002,0.002,0.003,0.000,6.4
17/04/2010,15:00,82,3.3,16.5,1.5,29.0,0.019,0.001,0.001,0.002,0.000,13.0
17/04/2010,16:00,83,3.9,14.9,1.6,28.5,0.020,0.001,0.001,0.002,0.000,13.5
17/04/2010,17:00,92,3.0,15.8,1.4,27.8,0.020,0.001,0.001,0.001,0.000,16.7
17/04/2010,18:00,109,1.5,31.2,1.0,26.5,0.016,0.000,0.003,0.003,0.000,12.1
17/04/2010,19:00,112,1.2,23.2,0.7,25.8,0.014,0.001,0.004,0.004,0.000,12.5
17/04/2010,20:00,104,1.2,22.8,0.6,25.7,0.015,0.000,0.003,0.003,0.000,16.3
17/04/2010,21:00,133,1.0,33.5,0.6,25.0,0.015,0.001,0.003,0.004,0.000,13.1
17/04/2010,22:00,134,1.1,35.2,0.8,24.9,0.018,0.000,0.000,0.000,0.000,14.3
17/04/2010,23:00,110,1.3,31.4,0.8,25.1,0.019,0.000,0.001,0.001,0.000,14.4
18/04/2010,00:00,111,1.4,25.0,0.7,25.1,,,,,,14.7
18/04/2010,01:00,117,1.1,30.0,0.7,24.9,0.019,0.001,0.000,0.001,0.000,12.3
18/04/2010,02:00,121,1.2,29.0,0.8,24.8,0.018,0.001,0.002,0.002,0.000,10.4
18/04/2010,03:00,126,0.8,32.7,0.6,24.2,0.018,0.000,0.001,0.001,0.000,11.3
18/04/2010,04:00,137,0.7,35.1,0.5,23.9,0.018,0.001,0.000,0.001,0.000,12.9
18/04/2010,05:00,147,0.6,36.7,0.4,23.4,0.017,0.000,0.001,0.001,0.000,12.9
18/04/2010,06:00,150,0.6,36.2,0.4,23.2,0.016,0.001,0.001,0.001,0.000,12.9
18/04/2010,07:00,123,1.2,27.5,0.6,25.5,0.016,0.001,0.001,0.001,0.000,15.5
18/04/2010,08:00,127,1.4,27.9,0.7,27.8,0.016,0.001,0.001,0.002,0.000,15.9
18/04/2010,09:00,122,1.4,29.8,0.8,29.0,0.016,0.002,0.001,0.003,0.000,15.6
18/04/2010,10:00,121,1.5,30.0,0.9,28.5,0.016,0.001,0.002,0.003,0.000,16.3
18/04/2010,11:00,114,1.6,34.3,1.1,30.4,0.017,0.001,0.002,0.003,0.000,13.9
18/04/2010,12:00,98,2.5,23.8,1.3,30.0,0.017,0.002,0.001,0.003,0.000,13.1
18/04/2010,13:00,93,3.1,19.9,1.5,29.7,0.018,0.001,0.001,0.002,0.000,15.2
18/04/2010,14:00,91,2.8,20.1,1.5,30.3,0.017,0.001,0.001,0.002,0.000,14.2
18/04/2010,15:00,97,2.9,19.9,1.4,29.8,0.018,0.001,0.001,0.001,0.000,8.9
18/04/2010,16:00,116,1.4,31.7,0.9,28.3,0.016,0.002,0.002,0.004,0.000,12.1
18/04/2010,17:00,124,0.9,32.7,0.7,27.0,0.014,0.001,0.004,0.005,0.000,13.5
18/04/2010,18:00,96,1.1,20.7,0.5,26.0,0.013,0.001,0.005,0.006,0.000,15.0
18/04/2010,19:00,105,1.3,21.4,0.7,26.1,0.015,0.001,0.004,0.005,0.000,17.1
18/04/2010,20:00,112,1.2,23.9,0.7,26.0,0.016,0.001,0.004,0.004,0.000,19.0
18/04/2010,21:00,113,1.4,29.3,0.8,25.9,0.017,0.001,0.001,0.002,0.000,14.3
18/04/2010,22:00,113,1.5,26.9,0.9,25.8,0.018,0.001,0.001,0.001,0.000,16.1
18/04/2010,23:00,120,1.4,36.9,1.0,25.8,0.019,0.000,0.000,0.000,0.000,16.3
19/04/2010,00:00,125,1.1,39.7,0.8,25.5,,,,,,16.1
19/04/2010,01:00,118,1.1,36.0,0.7,25.4,0.018,0.001,0.000,0.001,0.000,13.3
19/04/2010,02:00,125,0.8,41.0,0.7,25.3,0.017,0.000,0.000,0.000,0.000,15.5
19/04/2010,03:00,133,1.0,37.7,0.8,25.2,0.018,0.000,0.000,0.000,0.000,14.3
19/04/2010,04:00,141,0.6,33.7,0.4,24.9,0.017,0.000,0.000,0.000,0.000,15.6
19/04/2010,05:00,144,0.6,40.6,0.5,24.4,0.016,0.000,0.001,0.001,0.000,14.2
19/04/2010,06:00,134,0.7,38.5,0.5,24.0,0.012,0.002,0.004,0.006,0.000,15.7
19/04/2010,07:00,144,0.8,41.4,0.6,23.4,0.009,0.006,0.008,0.014,0.000,13.7
19/04/2010,08:00,131,1.0,43.0,0.7,23.3,0.006,0.006,0.011,0.017,0.000,15.3
19/04/2010,09:00,151,0.7,51.6,0.5,24.1,0.009,0.005,0.006,0.010,0.000,14.8
19/04/2010,10:00,156,0.3,68.4,0.3,24.9,0.009,0.003,0.006,0.009,0.000,10.8
19/04/2010,11:00,124,1.4,26.1,0.8,25.2,0.010,0.003,0.006,0.009,0.000,9.8
19/04/2010,12:00,113,1.5,20.0,0.7,25.4,0.011,0.004,0.007,0.010,0.000,13.1
19/04/2010,13:00,107,1.4,21.2,0.7,26.6,0.012,0.003,0.006,0.009,0.000,12.5
19/04/2010,14:00,117,1.8,24.9,1.0,27.4,0.014,0.002,0.005,0.007,0.000,11.8
19/04/2010,15:00,113,1.4,19.3,0.5,27.1,0.011,0.003,0.007,0.010,0.000,14.1
19/04/2010,16:00,127,1.4,24.8,0.6,26.6,0.012,0.003,0.005,0.008,0.000,15.8
19/04/2010,17:00,123,1.2,24.9,0.6,25.3,0.010,0.003,0.006,0.009,0.000,11.6
19/04/2010,18:00,124,0.7,29.5,0.3,24.3,0.007,0.002,0.010,0.011,0.000,13.3
19/04/2010,19:00,122,0.3,49.3,0.2,23.6,0.004,0.003,0.011,0.014,0.000,12.5
19/04/2010,20:00,103,0.2,78.9,0.2,22.9,0.005,0.003,0.010,0.013,0.000,10.1
19/04/2010,21:00,129,0.4,70.8,0.3,22.4,0.005,0.001,0.009,0.010,0.000,9.2
19/04/2010,22:00,122,0.8,31.4,0.4,22.7,0.011,0.000,0.007,0.007,0.000,10.2
19/04/2010,23:00,187,0.4,49.7,0.3,22.3,0.008,0.000,0.007,0.007,0.000,13.3
20/04/2010,00:00,166,0.3,53.6,0.2,22.5,,,,,,10.0
20/04/2010,01:00,132,0.4,38.6,0.3,22.9,0.009,0.001,0.003,0.004,0.000,7.8
20/04/2010,02:00,122,0.6,29.4,0.3,21.9,0.012,0.000,0.001,0.001,0.000,4.6
20/04/2010,03:00,111,1.0,28.7,0.5,22.4,0.016,0.000,0.001,0.001,0.000,7.7
20/04/2010,04:00,141,0.6,41.4,0.4,22.3,0.015,0.000,0.000,0.000,0.000,10.0
20/04/2010,05:00,122,0.7,33.2,0.3,22.1,0.010,0.002,0.006,0.008,0.000,13.3
20/04/2010,06:00,99,0.5,36.4,0.3,21.7,0.004,0.011,0.013,0.023,0.000,16.5
20/04/2010,07:00,113,0.7,42.7,0.3,24.6,0.009,0.005,0.009,0.014,0.000,18.8
20/04/2010,08:00,134,1.2,32.7,0.6,29.1,0.014,0.004,0.006,0.009,0.000,18.2
20/04/2010,09:00,135,1.2,31.5,0.7,30.1,0.016,0.002,0.003,0.005,0.000,17.9
