Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
20/04/2010,10:00,122,1.3,35.9,0.8,30.4,0.017,0.002,0.002,0.003,0.000,16.7
20/04/2010,11:00,114,1.4,34.5,0.9,31.5,0.018,0.001,0.002,0.003,0.000,14.0
20/04/2010,12:00,114,1.2,39.4,0.8,31.7,0.019,0.001,0.002,0.003,0.000,13.3
20/04/2010,13:00,116,1.1,35.3,0.8,31.5,0.018,0.002,0.004,0.005,0.000,14.3
20/04/2010,14:00,92,0.9,49.6,0.9,30.1,0.017,0.001,0.004,0.005,0.000,14.2
20/04/2010,15:00,74,2.1,30.1,1.2,28.5,0.016,0.002,0.004,0.006,0.000,17.1
20/04/2010,16:00,83,2.2,18.5,1.1,28.2,0.016,0.002,0.005,0.007,0.000,18.7
20/04/2010,17:00,85,1.7,16.8,0.8,27.5,0.015,0.001,0.005,0.006,0.000,18.3
20/04/2010,18:00,90,1.7,17.3,0.8,26.6,0.016,0.001,0.003,0.004,0.000,19.6
20/04/2010,19:00,93,1.6,22.2,0.9,26.0,0.017,0.001,0.002,0.002,0.000,10.6
20/04/2010,20:00,95,1.4,18.2,0.5,25.2,0.013,0.001,0.003,0.004,0.000,11.6
20/04/2010,21:00,106,1.1,18.4,0.5,24.5,0.011,0.001,0.005,0.005,0.000,20.1
20/04/2010,22:00,102,1.2,20.0,0.6,24.4,0.013,0.001,0.003,0.004,0.000,28.4
20/04/2010,23:00,102,1.4,17.8,0.7,24.4,0.016,0.001,0.001,0.002,0.000,11.3
21/04/2010,00:00,116,1.1,29.0,0.7,24.5,,,,,,9.8
21/04/2010,01:00,102,1.2,24.1,0.5,24.2,0.017,0.000,0.000,0.000,0.000,10.1
21/04/2010,02:00,132,0.3,83.3,0.4,23.5,0.016,0.000,0.001,0.001,0.000,11.0
21/04/2010,03:00,220,0.4,55.7,0.3,22.6,0.011,0.000,0.001,0.001,0.000,10.3
21/04/2010,04:00,149,0.1,79.4,0.2,22.3,0.011,0.000,0.001,0.001,0.000,8.1
21/04/2010,05:00,136,0.3,99.4,0.4,22.1,0.007,0.003,0.005,0.008,0.000,12.5
21/04/2010,06:00,119,0.4,48.9,0.3,22.8,0.003,0.005,0.012,0.017,0.000,15.1
21/04/2010,07:00,126,0.6,41.7,0.3,25.0,0.006,0.006,0.010,0.016,0.000,15.4
21/04/2010,08:00,111,1.2,24.8,0.5,28.1,0.010,0.006,0.008,0.013,0.000,15.4
21/04/2010,09:00,119,1.4,19.6,0.6,28.0,0.014,0.004,0.005,0.008,0.000,13.7
21/04/2010,10:00,120,1.4,23.9,0.6,28.6,0.015,0.002,0.004,0.005,0.000,14.6
21/04/2010,11:00,108,1.2,22.1,0.6,28.8,0.015,0.002,0.004,0.006,0.000,14.0
21/04/2010,12:00,106,1.5,19.9,0.7,29.6,0.017,0.002,0.003,0.004,0.000,12.8
21/04/2010,13:00,115,1.3,27.6,0.8,29.3,0.016,0.002,0.004,0.006,0.000,18.1
21/04/2010,14:00,119,1.0,29.6,0.5,29.3,0.014,0.002,0.006,0.008,0.000,15.8
21/04/2010,15:00,109,1.9,21.7,0.9,29.2,0.015,0.002,0.005,0.007,0.000,13.6
21/04/2010,16:00,102,2.0,18.1,0.8,28.9,0.014,0.004,0.005,0.008,0.000,12.8
21/04/2010,17:00,106,1.5,20.0,0.7,27.7,0.012,0.003,0.007,0.010,0.000,14.3
21/04/2010,18:00,113,1.1,27.4,0.6,26.9,0.011,0.001,0.008,0.009,0.000,14.8
21/04/2010,19:00,192,0.8,44.6,0.6,26.1,0.014,0.001,0.003,0.003,0.000,17.4
21/04/2010,20:00,181,0.7,46.6,0.6,25.1,0.014,0.001,0.003,0.003,0.000,5.9
21/04/2010,21:00,132,1.0,35.1,0.7,25.1,0.017,0.000,0.001,0.001,0.000,5.9
21/04/2010,22:00,142,0.6,41.4,0.4,24.5,0.016,0.000,0.001,0.001,0.000,1.6
21/04/2010,23:00,60,0.3,90.3,0.5,23.9,0.016,0.000,0.001,0.001,0.000,
22/04/2010,00:00,153,0.1,89.7,0.3,23.0,,,,,,1.8
22/04/2010,01:00,148,0.2,84.2,0.2,22.3,0.013,0.000,0.003,0.003,0.000,4.3
22/04/2010,02:00,160,0.4,55.8,0.3,22.6,0.014,0.000,0.001,0.001,0.000,5.1
22/04/2010,03:00,109,0.4,33.7,0.2,23.1,0.014,0.000,0.001,0.001,0.000,4.6
22/04/2010,04:00,149,0.7,33.5,0.4,22.8,0.013,0.001,0.001,0.002,0.000,10.6
22/04/2010,05:00,151,0.3,108.3,0.4,23.1,0.014,0.000,0.002,0.002,0.000,8.5
22/04/2010,06:00,95,0.3,64.7,0.2,23.0,0.009,0.003,0.006,0.009,0.000,13.0
22/04/2010,07:00,117,0.5,45.5,0.3,24.3,0.004,0.014,0.013,0.027,0.000,24.1
22/04/2010,08:00,119,1.0,34.0,0.6,27.7,0.011,0.003,0.006,0.009,0.000,12.5
22/04/2010,09:00,133,1.5,28.0,0.8,28.9,0.014,0.002,0.004,0.006,0.000,16.4
22/04/2010,10:00,129,1.6,29.5,1.0,31.7,,,,,,18.5
22/04/2010,11:00,119,1.5,38.4,1.0,31.4,0.019,0.002,0.002,0.003,0.000,9.4
22/04/2010,12:00,134,1.0,37.3,0.6,31.4,0.019,0.002,0.001,0.003,0.000,12.6
22/04/2010,13:00,126,0.8,37.2,0.5,30.6,0.018,0.002,0.002,0.004,0.000,12.3
22/04/2010,14:00,121,1.0,28.3,0.7,30.7,0.018,0.002,0.003,0.004,0.001,9.2
22/04/2010,15:00,125,0.9,29.2,0.6,30.0,0.011,0.008,0.007,0.015,0.001,12.2
22/04/2010,16:00,113,1.0,24.6,0.5,29.6,0.011,0.004,0.009,0.012,0.001,13.2
22/04/2010,17:00,119,1.1,19.2,0.4,28.3,0.007,0.005,0.012,0.017,0.001,14.9
22/04/2010,18:00,96,0.8,18.9,0.3,27.3,0.003,0.006,0.014,0.020,0.000,16.6
22/04/2010,19:00,90,1.3,15.0,0.7,27.0,0.005,0.002,0.010,0.012,0.000,14.3
22/04/2010,20:00,101,1.6,17.7,0.8,26.6,0.013,0.001,0.003,0.003,0.001,5.9
22/04/2010,21:00,121,1.4,29.4,0.9,26.3,0.015,0.001,0.002,0.003,0.000,
22/04/2010,22:00,112,1.5,28.1,0.9,26.2,0.017,0.000,0.002,0.002,0.000,
22/04/2010,23:00,108,2.3,21.8,1.1,26.1,0.020,0.000,0.001,0.001,0.000,
23/04/2010,00:00,123,1.0,34.0,0.9,25.9,,,,,,6.9
23/04/2010,01:00,122,0.6,31.4,0.4,25.0,0.014,0.001,0.000,0.001,0.001,5.5
23/04/2010,02:00,150,0.9,40.5,0.7,25.3,0.017,0.001,0.000,0.001,0.000,4.1
23/04/2010,03:00,136,0.7,40.2,0.5,25.0,0.017,0.001,0.000,0.000,0.000,2.3
23/04/2010,04:00,133,0.8,38.5,0.5,24.9,0.017,0.001,0.000,0.001,0.000,4.0
23/04/2010,05:00,128,0.8,30.4,0.5,25.0,0.015,0.001,0.000,0.001,0.000,6.3
23/04/2010,06:00,152,0.9,37.2,0.6,24.7,0.013,0.002,0.004,0.005,0.000,8.9
23/04/2010,07:00,157,1.0,37.4,0.7,25.1,0.012,0.004,0.006,0.010,0.000,14.7
23/04/2010,08:00,131,1.1,39.3,0.7,28.3,0.012,0.005,0.005,0.010,0.000,13.2
23/04/2010,09:00,122,1.2,32.6,0.7,29.6,0.016,0.003,0.003,0.006,0.000,12.6
23/04/2010,10:00,110,1.5,28.6,0.9,30.8,0.020,0.002,0.002,0.004,0.000,9.6
23/04/2010,11:00,90,3.0,17.8,1.4,30.6,0.023,0.001,0.002,0.003,0.000,10.3
23/04/2010,12:00,105,2.1,28.6,1.2,31.4,0.022,0.002,0.001,0.003,0.001,11.2
23/04/2010,13:00,119,1.5,31.4,0.9,29.8,0.020,0.002,0.001,0.003,0.001,8.6
23/04/2010,14:00,107,1.9,23.8,1.0,30.0,0.018,0.002,0.003,0.005,0.001,12.6
23/04/2010,15:00,109,1.6,25.5,0.8,30.5,0.017,0.003,0.006,0.009,0.001,14.7
23/04/2010,16:00,109,1.3,26.0,0.7,29.0,0.015,0.002,0.005,0.007,0.001,14.9
23/04/2010,17:00,123,0.7,31.0,0.4,26.7,0.012,0.002,0.008,0.009,0.000,12.2
23/04/2010,18:00,117,0.8,23.0,0.4,26.6,0.010,0.001,0.009,0.009,0.000,6.3
23/04/2010,19:00,100,1.1,23.5,0.5,26.7,0.011,0.001,0.007,0.007,0.000,14.0
23/04/2010,20:00,120,1.3,29.6,0.8,26.6,0.017,0.000,0.002,0.002,0.000,6.0
23/04/2010,21:00,119,1.3,31.0,0.8,26.3,0.017,0.001,0.002,0.003,0.000,8.8
23/04/2010,22:00,116,1.5,27.2,0.9,26.5,0.017,0.001,0.001,0.001,0.000,5.8
23/04/2010,23:00,117,1.5,30.5,0.9,26.5,0.019,0.000,0.000,0.000,0.000,6.5
24/04/2010,00:00,117,1.7,26.2,1.0,26.4,,,,,,5.9
24/04/2010,01:00,123,1.5,26.6,0.9,26.3,0.019,0.000,0.000,0.000,0.001,6.0
24/04/2010,02:00,121,1.3,28.9,0.8,25.9,0.019,0.000,0.000,0.000,0.000,8.3
24/04/2010,03:00,124,1.1,30.8,0.7,25.6,0.019,0.000,0.000,0.000,0.000,10.5
24/04/2010,04:00,122,1.0,32.5,0.6,25.8,0.018,0.000,0.000,0.000,0.000,13.4
24/04/2010,05:00,111,1.6,26.8,0.8,25.9,0.018,0.001,0.000,0.000,0.000,15.8
24/04/2010,06:00,133,1.1,35.9,0.8,25.5,0.017,0.000,0.000,0.000,0.000,11.9
24/04/2010,07:00,149,0.8,39.1,0.6,25.9,0.015,0.001,0.001,0.001,0.000,11.4
24/04/2010,08:00,126,1.0,38.3,0.8,26.6,0.014,0.001,0.002,0.003,0.000,14.5
24/04/2010,09:00,160,0.8,40.8,0.5,25.8,0.013,0.001,0.002,0.003,0.000,14.2
24/04/2010,10:00,155,0.8,41.8,0.6,26.3,0.012,0.002,0.002,0.003,0.000,6.9
24/04/2010,11:00,120,0.8,37.7,0.5,28.1,0.012,0.002,0.002,0.004,0.000,7.9
24/04/2010,12:00,59,1.4,36.9,0.7,27.5,0.014,0.001,0.002,0.003,0.000,10.8
24/04/2010,13:00,81,1.9,26.5,1.0,25.6,0.014,0.001,0.002,0.003,0.000,10.0
24/04/2010,14:00,98,1.9,18.6,0.9,26.3,0.015,0.001,0.001,0.002,0.001,8.2
24/04/2010,15:00,95,2.4,19.2,1.1,27.8,0.015,0.001,0.001,0.002,0.001,1.8
24/04/2010,16:00,98,2.1,15.0,0.8,27.0,0.013,0.001,0.002,0.003,0.001,11.5
24/04/2010,17:00,95,2.1,14.8,0.8,26.6,0.013,0.001,0.002,0.003,0.000,8.6
24/04/2010,18:00,89,2.4,14.8,1.1,26.0,0.015,0.001,0.001,0.002,0.000,9.2
24/04/2010,19:00,99,1.5,22.9,0.8,25.5,0.015,0.001,0.001,0.001,0.001,7.0
24/04/2010,20:00,73,0.5,40.5,0.2,25.1,0.009,0.001,0.005,0.006,0.001,7.5
24/04/2010,21:00,111,0.2,62.6,0.2,24.8,0.004,0.006,0.007,0.012,0.001,6.8
24/04/2010,22:00,156,0.2,81.6,0.2,24.4,0.001,0.004,0.010,0.014,0.001,9.3
24/04/2010,23:00,94,0.3,44.6,0.2,24.8,0.001,0.003,0.010,0.012,0.001,8.7
25/04/2010,00:00,137,0.5,34.9,0.3,25.0,,,,,,6.5
25/04/2010,01:00,102,0.7,29.7,0.3,25.1,0.004,0.002,0.005,0.006,0.001,11.0
25/04/2010,02:00,121,0.8,38.6,0.5,25.2,0.008,0.001,0.000,0.001,0.000,6.9
25/04/2010,03:00,121,0.5,50.5,0.4,24.7,0.011,0.000,0.000,0.000,0.000,5.7
25/04/2010,04:00,232,0.3,56.3,0.3,23.8,0.008,0.000,0.001,0.001,0.000,8.0
25/04/2010,05:00,190,0.3,53.2,0.3,23.5,0.008,0.001,0.001,0.002,0.000,8.3
25/04/2010,06:00,132,0.2,80.9,0.2,23.3,0.006,0.001,0.003,0.004,0.000,10.4
25/04/2010,07:00,130,0.3,73.1,0.3,25.8,0.007,0.002,0.004,0.006,0.000,14.4
25/04/2010,08:00,108,1.1,33.5,0.5,29.8,0.013,0.002,0.001,0.002,0.000,13.9
25/04/2010,09:00,177,0.4,74.1,0.3,28.9,0.013,0.001,0.000,0.001,0.000,8.7
25/04/2010,10:00,110,0.6,79.9,0.7,29.3,0.015,0.000,0.001,0.001,0.000,12.4
25/04/2010,11:00,79,1.8,17.9,0.7,27.9,0.015,0.001,0.000,0.001,0.000,12.0
25/04/2010,12:00,95,2.1,22.0,0.8,31.4,0.018,0.001,0.000,0.000,0.000,3.0
25/04/2010,13:00,87,2.4,19.3,0.8,32.2,0.017,0.001,0.000,0.001,0.000,6.3
25/04/2010,14:00,66,2.4,15.1,0.9,29.6,0.016,0.001,0.000,0.001,0.001,8.0
25/04/2010,15:00,63,2.5,15.6,1.0,29.5,0.017,0.001,0.000,0.001,0.001,9.2
25/04/2010,16:00,84,2.6,15.1,1.0,29.2,0.016,0.001,0.000,0.000,0.000,7.4
25/04/2010,17:00,82,1.9,16.3,0.8,27.8,0.015,0.001,0.001,0.001,0.000,9.1
25/04/2010,18:00,89,1.6,21.5,0.9,26.9,0.014,0.001,0.000,0.001,0.000,7.4
25/04/2010,19:00,103,1.1,23.6,0.6,26.5,0.013,0.001,0.000,0.001,0.000,7.4
25/04/2010,20:00,94,1.3,24.8,0.7,26.4,0.013,0.000,0.000,0.000,0.000,5.2
25/04/2010,21:00,96,1.2,28.1,0.6,26.4,0.013,0.001,0.000,0.001,0.000,9.8
25/04/2010,22:00,110,1.0,25.1,0.6,26.1,0.012,0.001,0.000,0.001,0.000,8.1
25/04/2010,23:00,109,0.8,24.0,0.4,25.6,0.010,0.001,0.001,0.001,0.000,4.5
26/04/2010,00:00,114,0.7,36.2,0.4,25.5,,,,,,5.4
26/04/2010,01:00,118,0.8,33.1,0.5,25.7,0.012,0.000,0.000,0.000,0.001,3.9
26/04/2010,02:00,178,0.2,55.4,0.2,25.2,0.009,0.000,0.001,0.001,0.000,7.1
26/04/2010,03:00,109,0.3,61.2,0.3,24.5,0.005,0.001,0.002,0.002,0.000,5.8
26/04/2010,04:00,129,0.4,24.6,0.1,24.0,0.002,0.001,0.002,0.003,0.000,5.2
26/04/2010,05:00,110,0.6,19.8,0.2,23.7,0.001,0.002,0.003,0.005,0.000,4.6
26/04/2010,06:00,89,0.4,44.1,0.2,23.4,0.001,0.004,0.003,0.007,0.000,7.4
26/04/2010,07:00,72,0.2,104.0,0.2,25.2,0.005,0.002,0.002,0.004,0.000,24.0
26/04/2010,08:00,37,1.0,39.1,0.5,29.1,0.012,0.001,0.001,0.002,0.000,
26/04/2010,09:00,87,1.3,32.9,0.7,31.2,0.016,0.001,0.000,0.001,0.002,7.9
26/04/2010,10:00,88,1.3,44.3,0.9,31.7,0.017,0.001,0.000,0.001,0.001,7.0
26/04/2010,11:00,75,2.0,25.5,1.1,32.4,0.017,0.001,0.000,0.001,0.000,4.7
26/04/2010,12:00,77,2.1,26.8,1.1,33.1,0.020,0.001,0.000,0.001,0.001,4.1
26/04/2010,13:00,56,2.8,20.3,1.4,32.3,0.019,0.001,0.000,0.001,0.001,21.0
26/04/2010,14:00,68,2.9,18.8,1.5,31.7,0.018,0.001,0.000,0.001,0.000,8.0
26/04/2010,15:00,70,2.8,20.0,1.4,31.2,0.019,0.001,0.000,0.001,0.000,5.5
26/04/2010,16:00,67,2.6,19.9,1.4,30.0,0.022,0.001,0.000,0.001,0.000,14.0
26/04/2010,17:00,81,2.0,23.2,1.2,28.1,0.023,0.001,0.001,0.001,0.000,17.4
26/04/2010,18:00,104,1.3,27.6,0.7,26.8,0.020,0.001,0.002,0.002,0.000,19.0
26/04/2010,19:00,94,1.3,22.6,0.7,26.4,0.019,0.000,0.002,0.002,0.001,19.2
26/04/2010,20:00,88,1.3,20.4,0.7,25.9,0.018,0.001,0.001,0.002,0.000,15.8
26/04/2010,21:00,94,1.2,19.6,0.7,25.6,0.018,0.000,0.001,0.001,0.000,15.0
26/04/2010,22:00,89,1.7,21.1,0.9,25.6,0.021,0.000,0.000,0.000,0.000,17.0
26/04/2010,23:00,95,1.6,22.7,0.9,25.4,0.022,0.000,0.000,0.000,0.001,16.4
27/04/2010,00:00,99,1.4,23.1,0.8,25.2,,,,,,17.7
27/04/2010,01:00,94,1.1,28.2,0.6,25.0,0.028,0.000,0.000,0.000,0.001,19.9
27/04/2010,02:00,92,1.0,24.5,0.6,24.8,0.025,0.001,0.000,0.001,0.001,15.8
27/04/2010,03:00,94,0.8,25.1,0.5,24.5,0.024,0.000,0.000,0.000,0.001,17.1
27/04/2010,04:00,122,0.4,55.5,0.3,23.8,0.023,0.000,0.000,0.000,0.001,14.9
27/04/2010,05:00,142,0.1,84.3,0.2,23.0,0.016,0.001,0.004,0.005,0.000,16.3
27/04/2010,06:00,210,0.1,82.2,0.2,22.6,0.003,0.028,0.015,0.043,0.001,25.8
27/04/2010,07:00,60,0.4,84.0,0.5,25.0,0.004,0.027,0.015,0.042,0.001,29.9
27/04/2010,08:00,93,1.5,33.1,1.1,28.9,0.018,0.004,0.005,0.008,0.001,27.5
27/04/2010,09:00,88,1.9,30.3,1.2,29.7,0.024,0.002,0.001,0.003,0.001,27.8
27/04/2010,10:00,83,2.0,33.2,1.2,30.6,0.024,0.001,0.002,0.003,0.001,23.9
27/04/2010,11:00,83,2.2,26.3,1.1,30.8,0.024,0.001,0.000,0.001,0.000,20.5
27/04/2010,12:00,61,2.7,22.2,1.2,31.2,0.025,0.001,0.000,0.001,0.000,22.3
27/04/2010,13:00,68,2.7,22.1,1.3,31.2,0.024,0.001,0.001,0.002,0.000,27.7
27/04/2010,14:00,66,2.6,21.1,1.3,30.3,0.023,0.002,0.001,0.002,0.000,30.3
27/04/2010,15:00,78,2.8,20.8,1.5,29.0,0.022,0.001,0.001,0.002,0.000,27.1
27/04/2010,16:00,85,2.3,20.1,1.3,27.8,0.020,0.002,0.002,0.004,0.000,27.7
27/04/2010,17:00,96,2.2,23.2,1.3,26.8,0.020,0.002,0.002,0.004,0.000,21.7
27/04/2010,18:00,93,2.1,20.5,1.1,26.4,0.022,0.001,0.001,0.002,0.000,20.8
27/04/2010,19:00,96,1.6,26.2,1.0,26.2,0.022,0.001,0.001,0.002,0.000,21.0
27/04/2010,20:00,101,1.4,29.3,0.9,25.9,0.022,0.001,0.001,0.001,0.001,25.3
27/04/2010,21:00,101,1.3,25.9,0.7,25.4,0.021,0.000,0.001,0.001,0.002,22.9
27/04/2010,22:00,103,1.2,25.1,0.7,25.3,0.021,0.000,0.001,0.001,0.001,27.3
27/04/2010,23:00,99,0.9,21.2,0.6,25.0,0.020,0.000,0.000,0.000,0.001,21.4
28/04/2010,00:00,98,0.8,25.1,0.4,24.6,,,,,,19.8
28/04/2010,01:00,107,0.7,31.0,0.5,24.2,0.018,0.000,0.003,0.003,0.001,17.1
28/04/2010,02:00,102,0.7,31.0,0.4,24.1,0.017,0.000,0.004,0.004,0.000,18.8
28/04/2010,03:00,102,0.5,34.9,0.3,23.8,0.018,0.001,0.003,0.003,0.000,17.7
28/04/2010,04:00,80,0.7,18.3,0.3,23.7,0.016,0.000,0.003,0.003,0.000,18.3
28/04/2010,05:00,90,0.6,23.2,0.3,23.7,0.012,0.001,0.008,0.008,0.000,19.9
28/04/2010,06:00,120,0.5,42.9,0.4,24.1,0.007,0.003,0.013,0.015,0.000,38.8
28/04/2010,07:00,112,1.0,30.0,0.5,25.3,0.010,0.003,0.009,0.012,0.000,26.9
28/04/2010,08:00,105,1.1,33.3,0.7,26.2,0.012,0.004,0.009,0.013,0.000,26.9
28/04/2010,09:00,94,1.6,27.9,1.0,26.7,0.017,0.002,0.004,0.006,0.001,24.5
28/04/2010,10:00,97,1.6,28.9,0.9,26.9,0.020,0.002,0.003,0.004,0.001,21.4
28/04/2010,11:00,90,1.8,26.1,0.9,27.4,0.021,0.001,0.002,0.003,0.001,19.4
28/04/2010,12:00,104,1.5,29.2,0.9,27.8,0.023,0.001,0.003,0.004,0.002,20.4
28/04/2010,13:00,102,1.6,25.8,0.8,27.6,0.022,0.001,0.002,0.003,0.001,19.1
28/04/2010,14:00,101,1.4,29.8,0.7,27.2,0.020,0.002,0.005,0.006,0.001,20.5
28/04/2010,15:00,111,1.0,27.6,0.6,26.3,0.012,0.006,0.011,0.017,0.001,24.5
28/04/2010,16:00,116,0.5,52.0,0.5,25.3,0.008,0.012,0.015,0.026,0.001,26.2
28/04/2010,17:00,96,0.4,86.8,0.4,24.6,0.002,0.019,0.017,0.036,0.001,19.4
28/04/2010,18:00,124,0.2,73.1,0.2,24.3,0.000,0.017,0.018,0.035,0.001,20.9
28/04/2010,19:00,142,0.2,81.4,0.2,24.1,0.000,0.031,0.015,0.046,0.001,21.8
28/04/2010,20:00,125,0.2,53.7,0.1,23.8,0.000,0.026,0.014,0.040,0.001,15.4
28/04/2010,21:00,185,0.2,73.6,0.2,23.6,0.000,0.024,0.013,0.037,0.001,14.9
28/04/2010,22:00,126,0.2,77.4,0.2,23.4,0.000,0.018,0.012,0.029,0.001,14.2
28/04/2010,23:00,215,0.6,29.8,0.3,23.3,0.000,0.013,0.011,0.024,0.000,14.2
29/04/2010,00:00,176,0.2,87.2,0.2,23.2,,,,,,7.1
29/04/2010,01:00,65,0.8,26.6,0.3,22.8,0.002,0.003,0.009,0.011,0.001,9.0
29/04/2010,02:00,115,0.2,86.7,0.3,22.7,0.005,0.001,0.002,0.003,0.000,11.7
29/04/2010,03:00,93,0.2,104.2,0.3,22.6,0.003,0.001,0.004,0.004,0.000,10.0
29/04/2010,04:00,159,0.4,50.6,0.2,22.5,0.002,0.002,0.006,0.007,0.000,9.8
29/04/2010,05:00,163,0.3,50.8,0.3,22.4,0.001,0.003,0.007,0.010,0.000,9.8
29/04/2010,06:00,108,0.2,161.5,0.3,22.3,0.001,0.010,0.010,0.019,0.001,11.0
29/04/2010,07:00,58,0.1,131.1,0.4,23.5,0.003,0.016,0.011,0.027,0.001,17.5
29/04/2010,08:00,78,0.5,139.1,0.6,27.0,0.008,0.013,0.010,0.023,0.001,
29/04/2010,09:00,114,1.1,32.5,0.7,28.8,0.018,0.004,0.005,0.009,0.000,11.8
29/04/2010,10:00,121,1.6,33.4,0.9,30.0,0.023,0.002,0.003,0.005,0.001,9.1
29/04/2010,11:00,90,2.2,30.7,1.4,30.8,0.026,0.001,0.002,0.003,0.001,10.5
29/04/2010,12:00,91,2.2,27.0,1.2,31.7,0.026,0.002,0.001,0.003,0.000,13.0
29/04/2010,13:00,77,2.2,34.1,1.2,30.8,0.026,0.001,0.001,0.002,0.001,17.9
29/04/2010,14:00,61,2.9,19.2,1.3,30.6,0.025,0.001,0.000,0.001,0.001,8.0
29/04/2010,15:00,70,2.5,21.0,1.2,30.1,0.024,0.002,0.002,0.003,0.001,12.3
29/04/2010,16:00,71,2.0,20.8,1.1,28.5,0.022,0.001,0.002,0.003,0.000,10.6
29/04/2010,17:00,91,1.4,20.6,0.8,27.2,0.020,0.001,0.003,0.004,0.000,10.4
29/04/2010,18:00,99,1.0,23.8,0.5,26.2,0.018,0.001,0.006,0.007,0.000,16.5
29/04/2010,19:00,125,0.6,41.0,0.4,25.6,0.014,0.001,0.008,0.008,0.000,15.6
29/04/2010,20:00,132,0.5,45.3,0.3,24.8,0.011,0.001,0.010,0.011,0.001,11.6
29/04/2010,21:00,153,0.5,42.0,0.3,24.1,0.005,0.002,0.015,0.017,0.001,10.5
29/04/2010,22:00,186,0.4,39.6,0.2,23.5,0.008,0.001,0.010,0.011,0.001,9.7
29/04/2010,23:00,180,0.3,40.2,0.1,22.7,0.004,0.001,0.011,0.011,0.000,6.9
30/04/2010,00:00,150,0.2,58.0,0.1,22.2,,,,,,3.3
30/04/2010,01:00,211,0.3,53.3,0.2,21.9,0.004,0.001,0.009,0.009,0.000,7.3
30/04/2010,02:00,207,0.3,57.6,0.3,21.6,0.005,0.000,0.005,0.005,0.000,6.1
30/04/2010,03:00,,0.0,109.4,0.3,21.2,0.006,0.000,0.003,0.003,0.000,5.2
30/04/2010,04:00,249,0.2,90.2,0.3,21.5,0.010,0.000,0.002,0.002,0.000,5.8
30/04/2010,05:00,171,0.4,37.0,0.3,21.2,0.007,0.002,0.006,0.008,0.000,8.2
30/04/2010,06:00,150,0.4,37.7,0.2,21.1,0.002,0.016,0.012,0.028,0.001,16.6
30/04/2010,07:00,120,0.3,70.4,0.3,23.9,0.004,0.019,0.011,0.030,0.001,20.4
30/04/2010,08:00,139,1.2,39.1,0.9,28.4,0.014,0.005,0.005,0.010,0.000,11.6
30/04/2010,09:00,131,1.1,43.6,0.9,30.5,0.020,0.003,0.002,0.004,0.001,12.4
30/04/2010,10:00,126,1.2,35.8,0.9,30.2,0.021,0.002,0.001,0.003,0.000,10.0
30/04/2010,11:00,125,1.3,35.5,1.0,30.9,0.021,0.002,0.003,0.005,0.001,12.9
30/04/2010,12:00,106,2.1,28.6,1.2,30.6,0.022,0.003,0.001,0.004,0.001,11.7
30/04/2010,13:00,74,2.6,22.3,1.4,31.6,0.022,0.002,0.000,0.002,0.001,17.4
30/04/2010,14:00,70,2.9,20.5,1.5,30.4,0.022,0.002,0.002,0.004,0.001,11.4
30/04/2010,15:00,77,2.8,21.2,1.6,29.3,0.022,0.003,0.001,0.003,0.001,8.1
30/04/2010,16:00,76,2.4,19.6,1.3,28.3,0.023,0.003,0.002,0.004,0.000,13.9
30/04/2010,17:00,90,2.0,20.3,1.1,27.3,0.022,0.001,0.003,0.004,0.000,18.8
30/04/2010,18:00,96,1.4,24.1,0.9,26.8,0.021,0.001,0.003,0.004,0.000,15.6
30/04/2010,19:00,96,1.4,20.3,0.8,26.3,0.021,0.001,0.003,0.003,0.000,16.7
30/04/2010,20:00,99,1.1,24.4,0.6,25.8,0.020,0.000,0.003,0.003,0.001,16.6
30/04/2010,21:00,96,1.1,23.7,0.6,25.8,0.020,0.001,0.002,0.003,0.001,11.3
30/04/2010,22:00,87,1.2,18.6,0.7,25.0,0.020,0.000,0.001,0.001,0.001,7.2
30/04/2010,23:00,115,0.6,44.3,0.4,23.8,0.016,0.001,0.005,0.005,0.001,11.9
01/05/2010,00:00,147,0.5,43.9,0.3,23.2,,,,,,10.9
01/05/2010,01:00,175,0.3,51.9,0.3,22.6,0.012,0.000,0.007,0.007,0.001,9.4
01/05/2010,02:00,209,0.4,37.5,0.2,22.6,0.013,0.000,0.004,0.004,0.000,9.4
01/05/2010,03:00,210,0.5,30.4,0.2,21.8,0.014,0.000,0.002,0.002,0.000,6.0
01/05/2010,04:00,210,0.3,47.4,0.2,21.3,0.013,0.000,0.002,0.002,0.000,7.9
01/05/2010,05:00,223,0.4,31.0,0.2,21.1,0.013,0.000,0.004,0.004,0.000,7.8
01/05/2010,06:00,263,0.3,55.6,0.2,20.7,0.007,0.001,0.008,0.009,0.000,9.8
01/05/2010,07:00,123,0.3,135.6,0.5,23.8,0.009,0.004,0.009,0.013,0.000,16.6
01/05/2010,08:00,127,1.2,35.7,0.9,28.2,0.022,0.001,0.003,0.004,0.000,12.8
01/05/2010,09:00,124,1.5,33.4,1.0,29.0,0.024,0.001,0.002,0.003,0.000,14.2
